ano,clube,jogador,pos11,idade,Altura,minutos,fatia,Contrato termina,Golos de cabeça/90,Golos de cabeça,Duelos aéreos/90,"Duelos aéreos ganhos, %",Golos esperados/90,Remates/90,Toques na área/90,rendimento,faixa,aereos_ganhos_90
2024,Chapecoense,Thomás Bedinelli,MEI,31.0,180.0,1618,0.431006925945658,,0.0,0,1.39,24.0,0.04,1.06,0.78,-0.1086443524692362,Meio,0.3336
2024,Chapecoense,Léo Vieira,GOL,33.0,193.0,1524,0.40596696856686204,2026-12-31,0.0,0,0.53,100.0,0.0,0.0,0.0,-0.1086443524692362,Meio,0.53
2024,Chapecoense,Giovanni Augusto,MEI,34.0,177.0,1508,0.40170484816196056,2027-12-31,0.0,0,1.73,44.83,0.1,1.01,1.73,-0.1086443524692362,Meio,0.7755589999999999
2024,Chapecoense,Maílton,LD,26.0,169.0,1386,0.3692061800745871,2027-12-31,0.0,0,2.53,33.33,0.13,2.53,1.49,-0.1086443524692362,Meio,0.8432489999999998
2024,Chapecoense,Marlone,MEI,32.0,180.0,1208,0.3217900905700586,2027-05-15,0.0,0,2.83,57.89,0.1,1.94,0.6,-0.1086443524692362,Meio,1.638287
2024,Chapecoense,Auremir,VOL,32.0,174.0,951,0.25332978156632924,2026-11-30,0.0,0,3.22,67.65,0.03,0.28,0.28,-0.1086443524692362,Meio,2.1783300000000003
2024,Coritiba,Pedro Morisco,GOL,20.0,190.0,3621,0.9515743704907066,2027-12-31,0.0,0,0.7,89.29,0.0,0.0,0.0,-0.2531709005052454,Meio,0.62503
2024,Coritiba,Natanael,LD,22.0,172.0,3443,0.9047971713889817,2028-12-31,0.0,0,3.37,48.06,0.06,0.6,1.28,-0.2531709005052454,Meio,1.6196220000000003
2024,Coritiba,Lucas Ronier,ED,19.0,165.0,3182,0.8362081322566773,2027-12-31,0.0,0,2.46,25.29,0.2,2.32,2.8,-0.2531709005052454,Meio,0.622134
2024,Coritiba,S. Gómez,MED,28.0,172.0,2445,0.6425295045152659,2028-12-31,0.0,0,2.02,47.27,0.04,0.74,0.63,-0.2531709005052454,Meio,0.9548540000000001
2024,Coritiba,Benevenuto,ZE,28.0,181.0,2157,0.5668450475416885,2026-11-30,0.0,0,3.92,51.06,0.03,0.29,0.42,-0.2531709005052454,Meio,2.001552
2024,Coritiba,Maurício Antônio,ZD,32.0,183.0,2110,0.5544937646328061,,0.0,0,3.8,66.29,0.03,0.34,0.47,-0.2531709005052454,Meio,2.5190200000000003
2024,Coritiba,Vini Paulista,VOL,23.0,179.0,1885,0.4953652826221988,2027-12-31,0.0,0,1.96,31.71,0.1,1.38,1.53,-0.2531709005052454,Meio,0.6215160000000001
2024,Coritiba,Everton Morelli,MED,26.0,185.0,1776,0.46672081800372683,2028-12-31,0.0,0,3.55,50.0,0.08,0.76,1.32,-0.2531709005052454,Meio,1.775
2024,Coritiba,Rodrigo Gelado,LE,20.0,178.0,1697,0.4459601509866692,2027-12-31,0.0,0,3.34,66.67,0.03,0.37,0.64,-0.2531709005052454,Meio,2.226778
2024,Coritiba,Figueiredo,EE,22.0,178.0,1558,0.40943188876678294,2028-06-30,0.0,0,3.0,36.54,0.13,2.08,2.02,-0.2531709005052454,Meio,1.0962
2024,Coritiba,Robson,CA,33.0,179.0,1445,0.37973625113478904,2026-12-31,0.0,0,5.85,30.85,0.33,2.68,3.05,-0.2531709005052454,Meio,1.804725
2024,Coritiba,Júnior Brumado,CA,25.0,190.0,1253,0.3292799464857375,2026-12-31,0.0,0,7.76,45.37,0.28,1.65,2.44,-0.2531709005052454,Meio,3.5207119999999996
2024,Coritiba,Jamerson,LE,25.0,177.0,1204,0.31640307707009413,2026-12-31,0.0,0,2.24,50.0,0.02,0.45,0.45,-0.2531709005052454,Meio,1.12
2024,Coritiba,Thalisson,ZD,22.0,190.0,1033,0.27146543074203255,2027-12-31,0.0,0,3.57,68.29,0.0,0.0,0.09,-0.2531709005052454,Meio,2.437953
2024,Coritiba,Josué,MEI,33.0,174.0,1030,0.27067705098189115,2026-12-31,0.0,0,1.22,14.29,0.18,1.49,0.79,-0.2531709005052454,Meio,0.174338
2024,Goiás,Tadeu,GOL,32.0,184.0,3863,1.0003531239700552,2029-12-31,0.0,0,0.44,84.21,0.07,0.09,0.0,0.11749536721150822,Meio,0.37052399999999996
2024,Goiás,Dieguinho,LD,29.0,175.0,2886,0.7473515702245869,2026-12-31,0.0,0,2.68,36.05,0.01,0.31,0.62,0.11749536721150822,Meio,0.96614
2024,Goiás,Welliton Matheus,ED,24.0,180.0,2595,0.6719949150148312,2026-11-30,0.0,0,2.43,27.14,0.15,1.6,3.05,0.11749536721150822,Meio,0.6595020000000001
2024,Goiás,Rafael Gava,MED,31.0,178.0,2286,0.5919770234003484,2026-11-30,0.0,0,1.54,38.46,0.09,0.94,1.02,0.11749536721150822,Meio,0.592284
2024,Goiás,Messias,ZD,29.0,192.0,2255,0.5839493384810961,2027-12-31,0.0,0,5.39,72.59,0.03,0.44,0.6,0.11749536721150822,Meio,3.9126010000000004
2024,Goiás,Juninho,MED,23.0,174.0,1876,0.4858044164037855,2028-12-31,0.0,0,1.78,29.73,0.1,1.3,1.3,0.11749536721150822,Meio,0.529194
2024,Goiás,Thiago Galhardo,CA,34.0,183.0,1818,0.47078487687744247,,0.0,0,2.82,21.05,0.33,2.03,2.43,0.11749536721150822,Meio,0.59361
2024,Goiás,David Braz,ZD,37.0,188.0,1744,0.45162201610245306,2026-11-30,0.0,0,3.25,57.14,0.1,0.62,0.62,0.11749536721150822,Meio,1.85705
2024,Guarani,Caio Dantas,CA,31.0,177.0,3111,0.7987163029525032,2026-11-30,0.0,0,5.38,24.73,0.35,1.71,2.55,-0.5843585163982439,Cai,1.3304740000000002
2024,Guarani,Matheus Salustiano,ZE,31.0,183.0,2588,0.6644415917843389,2027-03-31,0.0,0,4.66,58.96,0.03,0.24,0.35,-0.5843585163982439,Cai,2.747536
2024,Guarani,Jefferson,LE,27.0,178.0,2559,0.6569961489088575,2028-05-31,0.0,0,2.78,53.16,0.01,0.7,0.39,-0.5843585163982439,Cai,1.4778479999999998
2024,Guarani,J. Victor,ED,25.0,179.0,2445,0.6277278562259306,,0.0,0,2.32,23.81,0.15,1.95,2.54,-0.5843585163982439,Cai,0.552392
2024,Guarani,Luan Dias,CA,26.0,178.0,2280,0.5853658536585366,,0.0,0,0.87,18.18,0.14,1.86,0.99,-0.5843585163982439,Cai,0.158166
2024,Guarani,Vladimir,GOL,35.0,191.0,2258,0.5797175866495508,2026-11-30,0.0,0,0.2,100.0,0.0,0.0,0.0,-0.5843585163982439,Cai,0.2
2024,Guarani,Pacheco,LD,33.0,175.0,1969,0.5055198973042362,,0.0,0,2.01,52.27,0.01,0.41,0.32,-0.5843585163982439,Cai,1.050627
2024,Guarani,Airton,EE,25.0,178.0,1498,0.3845956354300385,2026-12-31,0.0,0,2.82,46.81,0.23,2.4,3.36,-0.5843585163982439,Cai,1.320042
2024,Guarani,Lucas Adell,ZE,24.0,188.0,1407,0.36123234916559693,2026-11-30,0.0,0,4.73,52.7,0.01,0.26,0.38,-0.5843585163982439,Cai,2.4927100000000006
2024,Guarani,Heitor,LD,23.0,174.0,1360,0.3491655969191271,,0.0,0,1.46,54.55,0.09,1.79,1.65,-0.5843585163982439,Cai,0.79643
2024,Guarani,Léo Santos,ZE,25.0,186.0,1092,0.2803594351732991,2027-06-30,0.0,0,5.36,53.85,0.08,0.49,0.91,-0.5843585163982439,Cai,2.8863600000000003
2024,Guarani,Marlon,EE,26.0,175.0,963,0.2472400513478819,2026-11-30,0.0,0,2.24,25.0,0.13,1.5,2.34,-0.5843585163982439,Cai,0.56
2024,Guarani,Pegorari,GOL,33.0,192.0,963,0.2472400513478819,,0.0,0,0.28,66.67,0.0,0.0,0.0,-0.5843585163982439,Cai,0.18667600000000004
2024,Ituano,Jefferson Paulino,GOL,32.0,185.0,3203,0.8404016792290812,,0.0,0,0.11,100.0,0.0,0.0,0.0,-0.32241815779428873,Cai,0.11
2024,Ituano,Claudinho,ZE,34.0,183.0,3015,0.7910743249689914,,0.0,0,4.06,67.65,0.01,0.21,0.45,-0.32241815779428873,Cai,2.74659
2024,Ituano,Miquéias,MED,22.0,187.0,2820,0.7399103139013452,2026-12-31,0.0,0,1.72,46.3,0.06,0.67,0.86,-0.32241815779428873,Cai,0.79636
2024,Ituano,Rodrigo,VOL,30.0,176.0,2610,0.6848106096746494,2026-10-30,0.0,0,1.45,57.14,0.02,0.14,0.1,-0.32241815779428873,Cai,0.82853
2024,Ituano,José Aldo,MED,25.0,175.0,2395,0.6283990077282702,2027-12-31,0.0,0,2.22,40.68,0.13,1.16,0.79,-0.32241815779428873,Cai,0.903096
2024,Ituano,Marcinho,LD,28.0,178.0,2080,0.5457494513882263,2027-12-31,0.0,0,2.68,53.23,0.02,1.04,0.26,-0.32241815779428873,Cai,1.426564
2024,Ituano,Guilherme Mariano,ZD,24.0,,1924,0.5048182425341093,2028-12-31,0.0,0,5.01,50.47,0.08,0.28,0.56,-0.32241815779428873,Cai,2.5285469999999997
2024,Ituano,Bruno Xavier,ED,27.0,178.0,1806,0.4738574563495849,2026-11-30,0.0,0,1.59,12.5,0.24,1.94,2.24,-0.32241815779428873,Cai,0.19875
2024,Ituano,Leozinho,ED,25.0,173.0,1409,0.36969277740673595,2028-12-31,0.0,0,1.21,42.11,0.32,2.62,2.43,-0.32241815779428873,Cai,0.509531
2024,Ituano,Richard,LE,19.0,175.0,1328,0.3484400343478676,2027-11-30,0.0,0,2.03,36.67,0.04,0.27,0.34,-0.32241815779428873,Cai,0.744401
2024,Ituano,Guilherme Lazaroni,LE,31.0,182.0,1177,0.3088207232134338,,0.0,0,2.37,74.19,0.01,0.69,0.38,-0.32241815779428873,Cai,1.758303
2024,Ituano,Wálber,ZD,27.0,186.0,1156,0.30331075279076425,,0.0,0,1.87,37.5,0.05,0.47,0.47,-0.32241815779428873,Cai,0.70125
2024,Ituano,Léo Oliveira,LD,22.0,189.0,963,0.2526715008109913,2027-12-31,0.0,0,7.2,54.55,0.06,0.75,1.21,-0.32241815779428873,Cai,3.9276
2024,Mirassol,Alex Muralha,GOL,34.0,188.0,3645,0.9457706279190451,2026-12-31,0.0,0,0.35,92.86,0.0,0.0,0.0,0.36125256707631914,Sobe,0.32500999999999997
2024,Mirassol,Danielzinho,MED,29.0,167.0,3642,0.9449922158796056,2027-12-31,0.0,0,2.08,45.24,0.05,0.67,0.94,0.36125256707631914,Sobe,0.940992
2024,Mirassol,Gabriel,MED,34.0,178.0,2708,0.7026466009340945,2026-12-31,0.0,0,2.09,34.92,0.16,1.23,1.0,0.36125256707631914,Sobe,0.7298279999999999
2024,Mirassol,Fernandinho,EE,26.0,175.0,2638,0.6844836533471718,2026-12-31,0.0,0,1.57,41.3,0.13,1.5,3.04,0.36125256707631914,Sobe,0.6484099999999999
2024,Mirassol,Neto Moura,VOL,27.0,177.0,2445,0.6344058121432278,2026-12-31,0.0,0,2.32,57.14,0.01,0.44,0.11,0.36125256707631914,Sobe,1.325648
2024,Mirassol,Zeca,LE,30.0,170.0,2167,0.5622729631551635,2026-12-31,0.0,0,0.83,35.0,0.01,0.46,0.17,0.36125256707631914,Sobe,0.2905
2024,Mirassol,Chico Kim,ED,33.0,175.0,1897,0.4922158796056046,2026-12-31,0.0,0,2.89,36.07,0.07,1.19,1.47,0.36125256707631914,Sobe,1.042423
2024,Mirassol,Negueba,ED,24.0,171.0,1798,0.46652828230409965,2027-12-31,0.0,0,2.55,29.41,0.11,1.8,1.6,0.36125256707631914,Sobe,0.7499549999999999
2024,Mirassol,Lucas Gazal,ZD,24.0,187.0,1315,0.3412039439543332,2028-12-31,0.0,0,4.31,76.19,0.1,0.55,0.62,0.36125256707631914,Sobe,3.283789
2024,Mirassol,Warley,LE,24.0,172.0,1067,0.27685521536066426,2027-12-31,0.0,0,0.93,36.36,0.02,0.67,0.42,0.36125256707631914,Sobe,0.338148
2024,Mirassol,Iury,EE,28.0,183.0,1030,0.2672548002075765,2028-06-30,0.0,0,3.23,21.62,0.23,1.75,2.45,0.36125256707631914,Sobe,0.698326
2024,Novorizontino,Jordi,GOL,30.0,192.0,3501,0.9096943355222753,2027-12-31,0.0,0,0.67,92.31,0.0,0.0,0.0,0.3963412340840158,Meio,0.618477
2024,Novorizontino,Marlon,MED,34.0,175.0,2620,0.680776680682194,2026-11-30,0.0,0,1.65,29.17,0.1,1.37,0.69,0.3963412340840158,Meio,0.481305
2024,Novorizontino,Reverson,LE,27.0,175.0,2404,0.6246515802900742,2026-11-30,0.0,0,2.36,46.03,0.03,0.45,0.45,0.3963412340840158,Meio,1.0863079999999998
2024,Novorizontino,Eduardo,MED,27.0,178.0,2371,0.6160769121746115,2026-11-30,0.0,0,1.59,45.24,0.02,0.8,0.49,0.3963412340840158,Meio,0.7193160000000001
2024,Novorizontino,Rodrigo Soares,LD,31.0,176.0,2145,0.5573534275050787,2026-11-30,0.0,0,1.8,34.88,0.04,1.01,0.67,0.3963412340840158,Meio,0.6278400000000001
2024,Novorizontino,Geovane,MED,35.0,179.0,1940,0.5040865498181131,2026-11-30,0.0,0,2.92,47.62,0.04,1.07,0.79,0.3963412340840158,Meio,1.390504
2024,Novorizontino,Rodolfo,CA,32.0,175.0,1826,0.4744649690556054,2026-10-30,0.0,0,4.19,25.88,0.38,2.07,3.35,0.3963412340840158,Meio,1.0843720000000001
2024,Novorizontino,Willian Farias,MED,35.0,177.0,1340,0.34818349317333586,,0.0,0,1.61,50.0,0.02,1.07,0.13,0.3963412340840158,Meio,0.805
2024,Novorizontino,Paulo Vitor,ED,25.0,168.0,1110,0.2884206547928379,2028-12-31,0.0,0,1.54,15.79,0.11,1.7,1.54,0.3963412340840158,Meio,0.24316599999999997
2024,Novorizontino,Pablo Dyego,ED,30.0,174.0,1011,0.2626966504464497,2026-11-30,0.0,0,2.76,32.26,0.17,1.69,2.31,0.3963412340840158,Meio,0.8903759999999998
2024,Novorizontino,Igor Formiga,LD,25.0,177.0,904,0.23489393867813105,2026-12-31,0.0,0,4.98,62.0,0.02,0.6,1.49,0.3963412340840158,Meio,3.0876000000000006
2024,Operário-PR,Rafael Santos,GOL,35.0,191.0,3128,0.8392604517293527,2026-12-31,0.0,0,0.32,81.82,0.0,0.0,0.0,0.16606984111002765,Meio,0.261824
2024,Operário-PR,Rodrigo Rodrigues,CA,24.0,178.0,2154,0.5779306307624762,2026-12-31,0.0,0,1.8,25.58,0.12,2.42,1.25,0.16606984111002765,Meio,0.46043999999999996
2024,Operário-PR,Pará,LE,28.0,167.0,2109,0.5658568710668813,2027-03-31,0.0,0,2.26,39.62,0.08,0.81,0.47,0.16606984111002765,Meio,0.8954119999999999
2024,Operário-PR,Joseph,ZD,29.0,186.0,2011,0.5395629055075858,2027-07-30,0.0,0,2.64,45.76,0.03,0.27,0.36,0.16606984111002765,Meio,1.208064
2024,Operário-PR,Jacy,VOL,27.0,192.0,2000,0.5366115420264403,2028-12-31,0.0,0,6.8,71.52,0.03,0.45,0.54,0.16606984111002765,Meio,4.863359999999999
2024,Operário-PR,Maxwell,EE,29.0,180.0,1915,0.5138055514903166,2026-11-30,0.0,0,2.3,46.94,0.23,2.77,1.79,0.16606984111002765,Meio,1.0796199999999998
2024,Operário-PR,Vinicius Diniz,VOL,24.0,190.0,1894,0.508171130299039,2027-12-31,0.0,0,3.04,59.38,0.12,1.71,1.09,0.16606984111002765,Meio,1.8051520000000003
2024,Operário-PR,Ronald,ED,27.0,162.0,1637,0.4392165471486414,2026-10-31,0.0,0,2.36,13.95,0.12,1.04,2.47,0.16606984111002765,Meio,0.32921999999999996
2024,Operário-PR,Thales Oleques,LD,30.0,175.0,1588,0.4260695643689936,,0.0,0,2.32,56.1,0.0,0.11,0.17,0.16606984111002765,Meio,1.3015199999999998
2024,Operário-PR,Daniel Lima,CA,19.0,186.0,1543,0.4139958046733987,2026-12-31,0.0,0,6.71,21.74,0.14,1.69,2.86,0.16606984111002765,Meio,1.4587539999999999
2024,Operário-PR,Índio,VOL,31.0,185.0,1513,0.4059466315430021,2026-11-30,0.0,0,2.68,55.56,0.04,0.77,0.59,0.16606984111002765,Meio,1.489008
2024,Operário-PR,Felipe Augusto,ED,32.0,182.0,1399,0.375359773647495,2027-03-31,0.0,0,3.22,30.0,0.22,2.57,2.51,0.16606984111002765,Meio,0.9660000000000001
2024,Operário-PR,German Fagner,ZD,33.0,186.0,1215,0.3259915117810625,2026-11-30,0.0,0,4.81,64.62,0.01,0.07,0.37,0.16606984111002765,Meio,3.108222
2024,Operário-PR,Boschilia,MED,28.0,173.0,1183,0.31740572710863946,2027-11-30,0.0,0,1.9,44.0,0.11,2.66,0.08,0.16606984111002765,Meio,0.836
2024,Operário-PR,R. Lindoso,VOL,35.0,182.0,1095,0.2937948192594761,,0.0,0,2.38,44.83,0.01,0.58,0.25,0.16606984111002765,Meio,1.066954
2024,Operário-PR,Ronaldo,CA,33.0,185.0,1088,0.29191667886238354,,0.0,0,6.37,32.47,0.3,1.65,3.06,0.16606984111002765,Meio,2.068339
2024,Operário-PR,Pedro Lucas,ED,21.0,173.0,966,0.2591833747987707,2027-03-31,0.0,0,1.3,28.57,0.06,1.49,0.93,0.16606984111002765,Meio,0.37140999999999996
2024,Paysandu,Edílson,LD,29.0,171.0,2601,0.6742947373382668,2027-12-31,0.0,0,1.83,37.74,0.01,0.45,1.0,-0.03216267359260172,Meio,0.690642
2024,Paysandu,Wanderson,ZD,29.0,187.0,2135,0.5534868374537484,2026-11-30,0.0,0,4.97,56.78,0.03,0.3,0.42,-0.03216267359260172,Meio,2.8219659999999998
2024,Paysandu,Diogo Silva,GOL,38.0,192.0,1956,0.5070820862105536,2026-11-30,0.0,0,0.37,87.5,0.0,0.0,0.0,-0.03216267359260172,Meio,0.32375
2024,Paysandu,Matheus Nogueira,GOL,26.0,191.0,1931,0.5006009757017275,2028-12-31,0.0,0,0.37,62.5,0.0,0.0,0.0,-0.03216267359260172,Meio,0.23125
2024,Paysandu,Bryan,LE,27.0,175.0,1852,0.48012066649383706,2027-12-31,0.0,0,3.3,57.35,0.05,1.12,1.17,-0.03216267359260172,Meio,1.89255
2024,Paysandu,E. Garcia,EE,24.0,160.0,1763,0.45704791308241616,2026-12-31,0.0,0,1.63,18.75,0.18,1.99,3.17,-0.03216267359260172,Meio,0.305625
2024,Paysandu,Jean Dias,ED,33.0,170.0,1516,0.39301454125521434,2026-11-30,0.0,0,1.31,40.91,0.14,2.02,1.66,-0.03216267359260172,Meio,0.535921
2024,Paysandu,Leandro Vilela,MED,29.0,178.0,1488,0.3857556974853291,2026-11-30,0.0,0,2.18,52.78,0.08,1.21,0.79,-0.03216267359260172,Meio,1.1506040000000002
2024,Paysandu,B. Borasi,EE,26.0,171.0,1335,0.3460913011713134,2027-06-30,0.0,0,2.22,18.18,0.21,1.62,2.49,-0.03216267359260172,Meio,0.403596
2024,Paysandu,Paulinho Bóia,ED,26.0,171.0,1198,0.3105748155829464,,0.0,0,2.48,12.12,0.16,2.18,2.4,-0.03216267359260172,Meio,0.30057599999999995
2024,Paysandu,Robinho,MEI,36.0,175.0,1183,0.30668614927765075,,0.0,0,0.46,0.0,0.13,0.84,1.29,-0.03216267359260172,Meio,0.0
2024,Paysandu,Val Soares,VOL,27.0,176.0,1073,0.27816926303881595,2026-11-30,0.0,0,1.76,52.38,0.08,2.6,0.75,-0.03216267359260172,Meio,0.921888
2024,Paysandu,Juninho,MEI,25.0,168.0,1039,0.2693549527468125,2026-09-30,0.0,0,2.69,9.68,0.12,1.47,3.03,-0.03216267359260172,Meio,0.26039199999999996
2024,Paysandu,Netinho,VOL,26.0,180.0,1021,0.2646885531804577,2027-12-31,0.0,0,1.67,36.84,0.12,3.26,0.62,-0.03216267359260172,Meio,0.615228
2024,Paysandu,J. Cazares,MEI,32.0,171.0,902,0.23383846715844547,,0.0,0,0.9,22.22,0.07,1.7,1.3,-0.03216267359260172,Meio,0.19998000000000002
2024,Ponte Preta,Pedro Rocha,GOL,26.0,196.0,3257,0.8594285988437643,2027-12-31,0.0,0,0.44,81.25,0.0,0.0,0.0,-0.20002465159252303,Cai,0.3575
2024,Ponte Preta,Igor Inocêncio,LD,26.0,185.0,2674,0.705591671264423,2026-11-30,0.0,0,3.3,50.0,0.03,1.14,0.57,-0.20002465159252303,Cai,1.65
2024,Ponte Preta,Élvis,CA,33.0,175.0,2537,0.669441312639432,2026-11-30,0.0,0,1.31,35.14,0.18,1.28,0.46,-0.20002465159252303,Cai,0.460334
2024,Ponte Preta,Emerson Santos,VOL,32.0,180.0,2349,0.6198335212416342,2026-10-30,0.0,0,2.95,55.84,0.07,0.5,0.31,-0.20002465159252303,Cai,1.64728
2024,Ponte Preta,G. Risso,LE,28.0,179.0,2205,0.5818360640007677,2026-12-31,0.0,0,1.06,30.77,0.0,0.2,0.33,-0.20002465159252303,Cai,0.326162
2024,Ponte Preta,Dodô,EE,23.0,171.0,2029,0.535394727373042,2026-11-30,0.0,0,2.35,13.21,0.18,1.73,1.64,-0.20002465159252303,Cai,0.310435
2024,Ponte Preta,Iago Dias,EE,31.0,175.0,1818,0.47971789766593903,2026-09-30,0.0,0,4.41,32.58,0.16,1.09,2.33,-0.20002465159252303,Cai,1.4367779999999999
2024,Ponte Preta,Matheus Régis,ED,24.0,181.0,1692,0.4464701225801809,,0.0,0,1.97,24.32,0.23,3.09,3.94,-0.20002465159252303,Cai,0.47910400000000003
2024,Ponte Preta,Emerson Santos,VOL,29.0,184.0,1683,0.4440952815026267,2026-11-30,0.0,0,2.03,36.84,0.02,0.53,0.59,-0.20002465159252303,Cai,0.7478520000000001
2024,Ponte Preta,Joílson,ZD,33.0,188.0,1417,0.37390553409935956,,0.0,0,3.81,43.33,0.09,0.32,0.51,-0.20002465159252303,Cai,1.650873
2024,Ponte Preta,Ramon,MED,27.0,174.0,1156,0.3050351428502891,,0.0,0,1.63,52.38,0.1,0.31,0.78,-0.20002465159252303,Cai,0.853794
2024,Ponte Preta,Dudu Vieira,VOL,30.0,175.0,1084,0.2860364142298559,2027-05-30,0.0,0,1.58,36.84,0.02,0.66,0.25,-0.20002465159252303,Cai,0.582072
2024,Ponte Preta,Éverton Brito,ED,29.0,170.0,1063,0.2804951183822295,2026-12-31,0.0,0,1.35,6.25,0.03,0.59,1.19,-0.20002465159252303,Cai,0.084375
2024,Ponte Preta,Luiz Felipe,LD,26.0,180.0,980,0.2585938062225634,2026-11-30,0.0,0,1.84,60.0,0.0,0.18,0.18,-0.20002465159252303,Cai,1.104
2024,Ponte Preta,João Gabriel,LD,19.0,,971,0.25621896514500925,2027-05-30,0.0,0,1.2,30.77,0.05,0.46,0.28,-0.20002465159252303,Cai,0.36924
2024,Santos,Gonzalo Escobar,LE,27.0,171.0,3172,0.8282377516141284,2027-12-31,0.0,0,2.53,47.19,0.04,0.51,0.85,0.03842289319675163,Sobe,1.1939069999999998
2024,Santos,João Schmidt,VOL,31.0,183.0,3154,0.8235377895936195,2027-12-31,0.0,0,3.85,57.04,0.05,0.57,0.57,0.03842289319675163,Sobe,2.19604
2024,Santos,Gabriel Brazão,GOL,23.0,192.0,3126,0.8162267375617166,2028-12-31,0.0,0,0.49,100.0,0.0,0.0,0.0,0.03842289319675163,Sobe,0.49
2024,Santos,Rómulo Otero,ED,31.0,166.0,2374,0.6198727687048994,2026-12-31,0.0,0,2.54,29.85,0.13,2.92,1.18,0.03842289319675163,Sobe,0.75819
2024,Santos,João Pedro Chermont,LD,18.0,181.0,2107,0.5501566654006836,2027-12-31,0.0,0,2.9,57.35,0.03,0.6,1.11,0.03842289319675163,Sobe,1.66315
2024,Santos,Jair Cunha,ZD,19.0,198.0,1909,0.4984570831750854,2030-06-30,0.0,0,4.2,66.29,0.0,0.05,0.24,0.03842289319675163,Sobe,2.7841800000000005
2024,Santos,Joaquim,ZE,25.0,190.0,1189,0.31045860235472844,2027-06-30,0.0,0,6.96,64.13,0.1,0.68,0.98,0.03842289319675163,Sobe,4.463448
2024,Santos,Serginho,MEI,33.0,166.0,1015,0.2650256361564755,2027-05-31,0.0,0,2.13,33.33,0.13,2.13,2.57,0.03842289319675163,Sobe,0.7099289999999999
2024,Santos,Hayner,LD,28.0,178.0,1015,0.2650256361564755,2026-12-31,0.0,0,2.57,34.48,0.04,0.62,1.15,0.03842289319675163,Sobe,0.8861359999999999
2024,Sport,Caíque França,GOL,29.0,186.0,3678,0.956861075635022,2027-12-31,0.0,0,0.39,100.0,0.0,0.0,0.0,0.2793206962410859,Sobe,0.39
2024,Sport,Lucas Lima,ED,34.0,176.0,3249,0.8452532992762878,2026-11-30,0.0,0,0.83,16.67,0.06,0.75,1.99,0.2793206962410859,Sobe,0.138361
2024,Sport,Felipe,VOL,30.0,184.0,2975,0.7739700108793339,,0.0,0,2.39,59.49,0.02,0.64,0.57,0.2793206962410859,Sobe,1.4218110000000002
2024,Sport,Chico,ZE,25.0,188.0,2435,0.633484697980228,2029-06-30,0.0,0,3.18,66.28,0.1,0.59,0.63,0.2793206962410859,Sobe,2.107704
2024,Sport,C. Ortiz,CA,31.0,170.0,2064,0.5369660848588051,2026-11-30,0.0,0,3.66,30.95,0.17,2.22,2.01,0.2793206962410859,Sobe,1.13277
2024,Sport,Felipinho,LE,27.0,177.0,1613,0.41963483278936664,2027-12-31,0.0,0,2.51,55.56,0.02,0.73,0.95,0.2793206962410859,Sobe,1.3945560000000001
2024,Sport,Dalbert,LE,30.0,181.0,1585,0.4123504091575611,2026-11-30,0.0,0,2.95,59.62,0.02,0.45,0.68,0.2793206962410859,Sobe,1.7587899999999999
2024,Sport,Igor Cariús,LD,31.0,184.0,1541,0.4009034577361525,2026-12-31,0.0,0,4.09,61.43,0.06,0.88,1.81,0.2793206962410859,Sobe,2.5124869999999997
2024,Sport,Wellington Silva,EE,31.0,170.0,1041,0.27082446431105434,,0.0,0,1.64,26.32,0.14,1.47,2.59,0.2793206962410859,Sobe,0.431648
2024,Vila Nova,Dênis Júnior,GOL,25.0,188.0,3662,0.9609943459694158,2026-12-31,0.0,0,0.42,82.35,0.0,0.0,0.0,0.1349905938984619,Meio,0.34586999999999996
2024,Vila Nova,Cristiano,MED,24.0,175.0,3140,0.8240093518142997,2028-12-23,0.0,0,0.92,25.0,0.02,0.8,0.14,0.1349905938984619,Meio,0.23
2024,Vila Nova,Ralf,ZD,40.0,182.0,2442,0.6408378462199108,2026-10-31,0.0,0,2.03,61.82,0.0,0.04,0.11,0.1349905938984619,Meio,1.254946
2024,Vila Nova,Rhuan,LE,23.0,177.0,2348,0.6161700503375719,2026-10-30,0.0,0,3.14,48.78,0.03,0.73,0.73,0.1349905938984619,Meio,1.5316920000000003
2024,Vila Nova,Júnior Todinho,CA,30.0,182.0,1856,0.48705775699596826,2026-11-30,0.0,0,5.19,42.99,0.2,1.55,2.18,0.1349905938984619,Meio,2.2311810000000003
2024,Vila Nova,J. Quintero,ZD,29.0,184.0,1482,0.38891142018751346,2026-12-31,0.0,0,3.95,64.62,0.02,0.18,0.24,0.1349905938984619,Meio,2.55249
2024,Vila Nova,João Vitor,LD,26.0,177.0,1294,0.3395758284228356,2026-12-31,0.0,0,1.88,62.96,0.02,1.53,0.21,0.1349905938984619,Meio,1.1836479999999998
2024,Vila Nova,Juan Christian,ED,23.0,177.0,1273,0.33406493785337693,2027-12-31,0.0,0,1.13,37.5,0.13,2.19,2.47,0.1349905938984619,Meio,0.4237499999999999
2024,Vila Nova,Arilson,VOL,30.0,180.0,1160,0.30441109812248013,,0.0,0,2.48,65.63,0.03,0.62,0.39,0.1349905938984619,Meio,1.627624
