ano,clube,jogador,pos11,idade,Altura,minutos,fatia,Contrato termina,Golos de cabeça/90,Golos de cabeça,Duelos aéreos/90,"Duelos aéreos ganhos, %",Golos esperados/90,Remates/90,Toques na área/90,rendimento,faixa,aereos_ganhos_90
2023,Vila Nova,N. Pessôa,CA,29.0,182.0,2139,0.5475043630017452,2027-04-30,0.04,1,10.43,33.87,0.29,2.27,2.95,0.3302481759862095,Meio,3.532641
2023,Vitória,Zé Hugo,EE,23.0,178.0,1513,0.39098362581342355,2027-12-31,0.06,1,2.74,34.78,0.18,2.02,3.57,0.5430094217663612,Sobe,0.952972
2023,ABC,Ramon,MED,23.0,178.0,2404,0.6165108525866692,,0.0,0,0.71,42.11,0.02,0.41,0.19,-0.5097111342256536,Cai,0.298981
2023,ABC,Gedeílson,LD,31.0,177.0,2029,0.5203413144335906,,0.0,0,3.68,67.47,0.05,0.4,0.4,-0.5097111342256536,Cai,2.482896
2023,ABC,Simão,GOL,30.0,190.0,1961,0.5029025715151656,2028-06-30,0.0,0,0.37,100.0,0.0,0.0,0.0,-0.5097111342256536,Cai,0.37
2023,ABC,Habraão,ZE,22.0,187.0,1953,0.5008509547012333,2028-02-28,0.0,0,5.94,64.34,0.09,0.69,0.97,-0.5097111342256536,Cai,3.8217960000000004
2023,ABC,Matheus Anjos,CA,24.0,181.0,1919,0.49213158324202083,2026-10-30,0.0,0,3.1,16.67,0.12,1.22,0.8,-0.5097111342256536,Cai,0.5167700000000001
2023,ABC,Fábio Lima,ED,26.0,176.0,1834,0.47033315459398967,2026-11-30,0.0,0,2.6,35.85,0.13,2.06,1.96,-0.5097111342256536,Cai,0.9321
2023,ABC,Michael,GOL,28.0,194.0,1756,0.4503298906581493,2026-12-31,0.0,0,0.77,80.0,0.0,0.0,0.0,-0.5097111342256536,Cai,0.616
2023,ABC,Romário,LE,31.0,172.0,1725,0.4423798755041615,,0.0,0,3.39,46.15,0.01,0.31,0.26,-0.5097111342256536,Cai,1.564485
2023,ABC,Thonny Anderson,CA,25.0,184.0,1693,0.43417340824843215,,0.0,0,6.49,35.25,0.27,1.65,1.38,-0.5097111342256536,Cai,2.287725
2023,ABC,Afonso,ZD,29.0,186.0,1550,0.39750075769939147,2026-10-30,0.0,0,3.72,62.5,0.02,0.17,0.23,-0.5097111342256536,Cai,2.325
2023,ABC,Fabrício,ZE,33.0,188.0,1430,0.36672650549040636,2026-11-30,0.0,0,3.46,54.55,0.02,0.38,0.0,-0.5097111342256536,Cai,1.88743
2023,ABC,Wallace,MED,22.0,178.0,1304,0.33441354067097195,,0.0,0,1.79,42.31,0.05,0.76,0.21,-0.5097111342256536,Cai,0.757349
2023,ABC,Jhonnathan,LE,22.0,186.0,1272,0.3262070734152426,2026-11-30,0.0,0,4.81,63.24,0.02,0.21,0.14,-0.5097111342256536,Cai,3.0418439999999998
2023,ABC,Richardson,ZE,31.0,183.0,1219,0.3126151120229408,,0.0,0,4.87,65.15,0.04,0.3,0.37,-0.5097111342256536,Cai,3.1728050000000003
2023,ABC,Nathan Melo,MED,22.0,186.0,1188,0.304665096868953,,0.0,0,4.77,50.79,0.03,0.61,0.3,-0.5097111342256536,Cai,2.4226829999999997
2023,ABC,Welliton Matheus,ED,23.0,180.0,1154,0.2959457254097405,2026-11-30,0.0,0,2.73,25.71,0.21,1.56,2.11,-0.5097111342256536,Cai,0.701883
2023,ABC,Wellington Reis,MED,31.0,179.0,1130,0.2897908749679435,2027-03-30,0.0,0,2.23,46.43,0.06,1.19,0.64,-0.5097111342256536,Cai,1.035389
2023,ABC,Wallyson,CA,34.0,180.0,1034,0.26517147320075535,2026-12-31,0.0,0,1.74,40.0,0.25,1.65,1.65,-0.5097111342256536,Cai,0.696
2023,ABC,Alex Silva,LD,29.0,184.0,918,0.23542302939873638,2027-11-30,0.0,0,5.2,58.49,0.01,0.2,0.49,-0.5097111342256536,Cai,3.0414800000000004
2023,Atlético-GO,Ronaldo,GOL,27.0,194.0,3659,0.9588345998999452,2029-12-31,0.0,0,0.49,95.0,0.0,0.0,0.0,0.18558960744544706,Sobe,0.46549999999999997
2023,Atlético-GO,Shaylon,MEI,26.0,178.0,3304,0.8658074659932821,2026-12-31,0.0,0,1.17,30.23,0.08,1.77,1.5,0.18558960744544706,Sobe,0.353691
2023,Atlético-GO,Bruno Tubarão,LD,28.0,180.0,2767,0.7250875479429212,2026-12-31,0.0,0,3.06,53.19,0.04,0.65,0.85,0.18558960744544706,Sobe,1.6276140000000001
2023,Atlético-GO,Heron,ZE,23.0,186.0,2652,0.6949519975224527,2026-11-30,0.0,0,5.19,62.75,0.03,0.24,0.54,0.18558960744544706,Sobe,3.2567250000000003
2023,Atlético-GO,Rhaldney,VOL,24.0,179.0,2576,0.6750363294184911,2028-06-30,0.0,0,2.76,53.16,0.04,0.49,1.5,0.18558960744544706,Sobe,1.4672159999999996
2023,Atlético-GO,Matheus Sales,VOL,28.0,178.0,2102,0.5508254520332563,2026-11-30,0.0,0,3.43,47.5,0.02,0.34,0.21,0.18558960744544706,Sobe,1.62925
2023,Atlético-GO,Kelvin,ED,26.0,174.0,1954,0.5120423088834362,2026-11-30,0.0,0,1.57,20.59,0.09,1.7,2.4,0.18558960744544706,Sobe,0.323263
2023,Atlético-GO,Luiz Felipe,ZD,29.0,187.0,1675,0.4389308430807347,2026-12-31,0.0,0,5.0,68.82,0.09,0.38,0.54,0.18558960744544706,Sobe,3.441
2023,Atlético-GO,Baralhas,VOL,24.0,178.0,1514,0.396741072492079,2028-12-31,0.0,0,2.68,57.78,0.12,1.43,1.49,0.18558960744544706,Sobe,1.548504
2023,Atlético-GO,Lucas Esteves,LE,23.0,171.0,1507,0.3949067346403983,2029-12-31,0.0,0,3.11,53.85,0.03,0.72,0.72,0.18558960744544706,Sobe,1.674735
2023,Atlético-GO,Airton,ED,24.0,178.0,1236,0.3238916549539033,2026-12-31,0.0,0,2.84,23.08,0.17,1.97,4.95,0.18558960744544706,Sobe,0.6554719999999999
2023,Atlético-GO,Jefferson,LE,26.0,178.0,1052,0.27567477428115394,2028-05-31,0.0,0,2.57,53.33,0.02,0.51,0.6,0.18558960744544706,Sobe,1.370581
2023,Avaí,Natanael,LE,32.0,168.0,2767,0.7192277700323731,2026-09-30,0.0,0,1.76,38.89,0.05,1.11,0.65,-0.2910287894146686,Meio,0.684464
2023,Avaí,Rafael Gava,MED,30.0,178.0,2645,0.6875162456579788,2026-11-30,0.0,0,1.74,23.53,0.08,1.22,1.5,-0.2910287894146686,Meio,0.409422
2023,Avaí,Wellington,VOL,32.0,178.0,2302,0.5983600746709516,,0.0,0,1.37,42.86,0.01,0.51,0.23,-0.2910287894146686,Meio,0.587182
2023,Avaí,Igor Bohn,GOL,27.0,193.0,2240,0.5822443819560954,2026-12-31,0.0,0,0.52,76.92,0.0,0.0,0.0,-0.2910287894146686,Meio,0.39998400000000006
2023,Avaí,Roberto,ZD,25.0,188.0,2229,0.5793851461518467,,0.0,0,3.47,70.93,0.04,0.36,0.52,-0.2910287894146686,Meio,2.4612710000000004
2023,Avaí,Thales Oleques,LD,29.0,175.0,2069,0.5377962617264114,,0.0,0,2.65,50.82,0.0,0.04,0.52,-0.2910287894146686,Meio,1.34673
2023,Avaí,Alan Costa,ZD,32.0,195.0,2050,0.5328575817008909,,0.0,0,4.17,62.11,0.05,0.26,0.48,-0.2910287894146686,Meio,2.589987
2023,Avaí,Igor Inocêncio,LD,25.0,185.0,2044,0.5312979985349371,2026-11-30,0.0,0,4.05,56.52,0.02,0.57,0.66,-0.2910287894146686,Meio,2.28906
2023,Avaí,Bruno Cortez,LE,36.0,179.0,1436,0.3732602377182826,,0.0,0,2.63,59.52,0.01,0.19,0.25,-0.2910287894146686,Meio,1.5653759999999999
2023,Avaí,Felipe Silva,ZE,21.0,190.0,1431,0.37196058507998775,2029-06-30,0.0,0,5.28,70.24,0.02,0.19,0.25,-0.2910287894146686,Meio,3.7086719999999995
2023,Avaí,Gabriel Poveda,CA,24.0,183.0,1313,0.34128878281622915,2026-12-31,0.0,0,7.13,19.23,0.29,1.51,2.47,-0.2910287894146686,Meio,1.371099
2023,Avaí,William Pottker,ED,29.0,182.0,1179,0.30645809210992697,2026-11-30,0.0,0,2.75,33.33,0.23,1.91,2.98,-0.2910287894146686,Meio,0.916575
2023,Avaí,Ygor Vinhas,GOL,29.0,192.0,1131,0.2939814267822964,2026-12-31,0.0,0,0.24,100.0,0.0,0.0,0.08,-0.2910287894146686,Meio,0.24
2023,Avaí,Felipinho,EE,21.0,180.0,1049,0.27266712351426076,,0.0,0,3.26,13.16,0.27,2.4,2.49,-0.2910287894146686,Meio,0.42901599999999995
2023,Avaí,Jean Cléber,MED,33.0,180.0,997,0.25915073607599426,,0.0,0,2.53,42.86,0.01,0.18,0.72,-0.2910287894146686,Meio,1.084358
2023,Botafogo-SP,Guilherme Madruga,MED,22.0,187.0,3120,0.8060122123062471,2026-12-31,0.0,0,3.72,51.94,0.05,1.07,1.15,0.013668611812490905,Meio,1.932168
2023,Botafogo-SP,Matheus Albino,GOL,28.0,187.0,3098,0.8003287928604979,2028-12-31,0.0,0,0.7,95.83,0.0,0.0,0.0,0.013668611812490905,Meio,0.6708099999999999
2023,Botafogo-SP,Márcio,ZE,22.0,191.0,3062,0.791028651949272,2027-06-30,0.0,0,3.53,58.33,0.05,0.5,0.85,0.013668611812490905,Meio,2.059049
2023,Botafogo-SP,Tárik,VOL,30.0,183.0,2702,0.6980272428370127,2026-11-30,0.0,0,3.03,47.25,0.04,0.73,0.63,0.013668611812490905,Meio,1.4316749999999998
2023,Botafogo-SP,Patrick Brey,LE,26.0,177.0,2687,0.6941521841240018,2026-11-30,0.0,0,3.18,47.37,0.05,0.7,1.47,0.013668611812490905,Meio,1.5063659999999999
2023,Botafogo-SP,Thassio,LD,22.0,170.0,2404,0.6210427430718647,,0.0,0,2.51,40.3,0.06,0.49,0.67,0.013668611812490905,Meio,1.0115299999999998
2023,Botafogo-SP,Luiz Henrique,EE,24.0,177.0,1614,0.4169563175199624,2026-11-30,0.0,0,2.23,37.5,0.03,0.95,0.39,0.013668611812490905,Meio,0.83625
2023,Botafogo-SP,Lucas Cardoso,EE,23.0,189.0,1586,0.4097228745890089,2026-11-30,0.0,0,2.27,40.0,0.16,1.7,2.55,0.013668611812490905,Meio,0.9079999999999999
2023,Botafogo-SP,Lucas Dias,ZD,28.0,191.0,1400,0.36167214654767493,2026-11-30,0.0,0,5.21,62.96,0.08,0.58,0.96,0.013668611812490905,Meio,3.280216
2023,Botafogo-SP,Carlos Manuel,MED,23.0,175.0,1383,0.35728041333959604,,0.0,0,1.43,36.36,0.01,0.33,0.46,0.013668611812490905,Meio,0.519948
2023,Botafogo-SP,Jean Victor,LE,29.0,181.0,1130,0.2919210897134805,2026-10-30,0.0,0,1.99,36.0,0.04,1.19,0.48,0.013668611812490905,Meio,0.7164
2023,Botafogo-SP,Edson Cariús,CA,34.0,184.0,1070,0.2764208548614373,,0.0,0,12.11,28.47,0.16,1.09,1.85,0.013668611812490905,Meio,3.4477169999999995
2023,Botafogo-SP,Edson Carioca,ED,26.0,179.0,1043,0.26944574917801783,2028-12-31,0.0,0,5.09,37.29,0.14,2.33,2.93,0.013668611812490905,Meio,1.8980609999999998
2023,Botafogo-SP,Vidal,LD,27.0,174.0,1015,0.2622123062470643,,0.0,0,2.13,45.83,0.01,0.53,0.44,0.013668611812490905,Meio,0.9761789999999999
2023,Botafogo-SP,Ericson,LD,24.0,184.0,972,0.25110380460310006,2026-11-30,0.0,0,4.72,54.9,0.01,0.37,0.56,0.013668611812490905,Meio,2.59128
2023,CRB,Diogo Silva,GOL,37.0,192.0,3478,0.8844553356759756,2026-11-30,0.0,0,0.44,88.24,0.0,0.0,0.0,0.15062576340236156,Meio,0.388256
2023,CRB,João Paulo,MEI,33.0,169.0,3058,0.7776493434436841,2026-10-31,0.0,0,1.74,23.73,0.19,2.27,1.74,0.15062576340236156,Meio,0.412902
2023,CRB,Lucas Lima,MED,23.0,180.0,2802,0.7125485481782874,2026-11-30,0.0,0,3.15,41.84,0.09,1.25,1.19,0.15062576340236156,Meio,1.3179600000000002
2023,CRB,Falcão,VOL,25.0,183.0,2643,0.6721148511189199,2028-06-30,0.0,0,2.93,60.47,0.03,0.85,0.2,0.15062576340236156,Meio,1.771771
2023,CRB,Matheus Ribeiro,LD,30.0,178.0,2522,0.6413445533567598,2026-11-30,0.0,0,1.5,54.76,0.01,0.18,0.57,0.15062576340236156,Meio,0.8214
2023,CRB,Ramon Menezes,ZE,28.0,186.0,2186,0.5558997595709265,2026-12-31,0.0,0,5.11,62.9,0.03,0.21,0.33,0.15062576340236156,Meio,3.2141900000000003
2023,CRB,Fabio Alemão,ZD,26.0,184.0,2184,0.5553911596079156,2026-11-30,0.0,0,3.59,51.72,0.06,0.37,0.62,0.15062576340236156,Meio,1.8567479999999998
2023,CRB,Hereda,LD,24.0,177.0,2154,0.5477621601627519,2026-12-31,0.0,0,2.63,55.56,0.02,0.33,0.58,0.15062576340236156,Meio,1.4612280000000002
2023,CRB,Juninho Valoura,MED,37.0,172.0,1736,0.4414647678934714,,0.0,0,2.23,37.21,0.04,1.35,0.41,0.15062576340236156,Meio,0.829783
2023,CRB,Léo Pereira,EE,23.0,172.0,1568,0.3987423710005548,2028-12-31,0.0,0,3.62,14.29,0.16,1.61,3.21,0.15062576340236156,Meio,0.5172979999999999
2023,CRB,Saimon,ZD,32.0,185.0,1189,0.30236267800998706,2026-10-30,0.0,0,5.07,65.67,0.01,0.08,0.3,0.15062576340236156,Meio,3.3294690000000005
2023,CRB,Edimar,LE,37.0,183.0,1153,0.2932078786757906,,0.0,0,2.65,64.71,0.02,0.31,0.55,0.15062576340236156,Meio,1.7148149999999998
2023,CRB,Rômulo Souza,CA,28.0,175.0,1140,0.2899019789162197,,0.0,0,3.71,42.55,0.22,1.74,2.84,0.15062576340236156,Meio,1.578605
2023,CRB,Rafael Longuine,MED,33.0,174.0,949,0.24133068244867764,,0.0,0,0.85,11.11,0.07,1.9,1.52,0.15062576340236156,Meio,0.09443499999999999
2023,CRB,Gum,ZD,37.0,189.0,940,0.23904198261512852,,0.0,0,3.83,72.5,0.02,0.1,0.29,0.15062576340236156,Meio,2.7767500000000003
2023,Ceará,Jean Carlos,MEI,31.0,178.0,2641,0.6739433025564887,2027-12-31,0.0,0,1.53,46.67,0.13,2.08,0.92,-0.27985821938296507,Meio,0.714051
2023,Ceará,Luiz Otávio,ZE,34.0,190.0,2353,0.6004500533568413,2026-12-31,0.0,0,5.01,60.31,0.04,0.34,0.5,-0.27985821938296507,Meio,3.021531
2023,Ceará,David Ricardo,ZE,20.0,188.0,2319,0.591773766992994,2030-06-30,0.0,0,4.77,48.78,0.08,0.35,0.74,-0.27985821938296507,Meio,2.326806
2023,Ceará,Warley,LD,23.0,172.0,2302,0.5874356238110704,2027-12-31,0.0,0,2.35,48.33,0.0,0.12,0.35,-0.27985821938296507,Meio,1.135755
2023,Ceará,Bruno Ferreira,GOL,29.0,197.0,1999,0.510114601215608,2027-12-31,0.0,0,0.5,81.82,0.0,0.0,0.0,-0.27985821938296507,Meio,0.40909999999999996
2023,Ceará,Richardson,VOL,32.0,174.0,1786,0.4557602189950355,2026-12-31,0.0,0,1.86,48.65,0.05,0.5,0.45,-0.27985821938296507,Meio,0.9048900000000001
2023,Ceará,Janderson,EE,24.0,161.0,1654,0.4220758131118638,2027-11-30,0.0,0,1.47,33.33,0.21,2.5,2.61,-0.27985821938296507,Meio,0.4899509999999999
2023,Ceará,Willian Maranhão,VOL,27.0,179.0,1575,0.40191620656057164,2027-11-30,0.0,0,1.94,52.94,0.05,0.4,0.29,-0.27985821938296507,Meio,1.0270359999999998
2023,Ceará,Caíque,LD,27.0,178.0,1500,0.3827773395814968,2027-12-31,0.0,0,3.0,50.0,0.0,0.12,0.36,-0.27985821938296507,Meio,1.5
2023,Ceará,Chay,MEI,32.0,177.0,1492,0.38073586043706215,,0.0,0,2.05,26.47,0.11,1.87,2.17,-0.27985821938296507,Meio,0.542635
2023,Ceará,Guilherme Castilho,MEI,23.0,185.0,1400,0.3572588502760637,2027-06-30,0.0,0,1.99,48.39,0.2,2.25,1.48,-0.27985821938296507,Meio,0.962961
2023,Ceará,Richard,GOL,32.0,186.0,1349,0.34424442073029277,2026-12-31,0.0,0,0.27,100.0,0.0,0.0,0.0,-0.27985821938296507,Meio,0.27
2023,Ceará,Paulo Victor,LE,22.0,180.0,1293,0.32995406671925026,2030-06-30,0.0,0,2.58,56.76,0.03,0.35,0.42,-0.27985821938296507,Meio,1.464408
2023,Ceará,Danilo Barcelos,LE,31.0,181.0,1110,0.2832552312903076,2026-11-30,0.0,0,4.14,58.82,0.01,0.41,0.57,-0.27985821938296507,Meio,2.435148
2023,Ceará,Zé Ricardo,VOL,27.0,176.0,1040,0.26539228877650445,2026-12-31,0.0,0,2.42,46.43,0.04,0.69,0.69,-0.27985821938296507,Meio,1.1236059999999999
2023,Ceará,E. Pulga,EE,22.0,169.0,1021,0.26054377580847216,2029-12-31,0.0,0,3.0,20.59,0.2,2.2,3.88,-0.27985821938296507,Meio,0.6176999999999999
2023,Ceará,Bissoli,CA,25.0,175.0,1008,0.2572263721987659,2028-06-30,0.0,0,7.41,31.33,0.25,1.52,2.23,-0.27985821938296507,Meio,2.3215529999999998
2023,Ceará,Gabriel Lacerda,ZE,24.0,187.0,952,0.2429360181877233,2026-12-31,0.0,0,2.93,64.52,0.0,0.09,0.09,-0.27985821938296507,Meio,1.890436
2023,Ceará,Saulo Mineiro,CA,26.0,184.0,915,0.23349417714471304,2026-12-31,0.0,0,4.52,28.26,0.23,2.16,3.15,-0.27985821938296507,Meio,1.2773519999999998
2023,Chapecoense,Airton,GOL,29.0,188.0,3154,0.7970684862269396,2026-11-30,0.0,0,0.43,93.33,0.0,0.0,0.0,-0.3390110779505011,Meio,0.40131900000000004
2023,Chapecoense,Bruno Nazário,CA,28.0,178.0,2668,0.6742481678038919,2026-12-31,0.0,0,4.22,32.8,0.27,2.36,2.77,-0.3390110779505011,Meio,1.3841599999999996
2023,Chapecoense,Giovanni Pavani,MED,26.0,178.0,2578,0.6515036643922163,2027-12-31,0.0,0,5.13,52.38,0.07,1.61,1.19,-0.3390110779505011,Meio,2.687094
2023,Chapecoense,Lucas Freitas,ZE,22.0,184.0,2347,0.5931261056355825,2027-12-31,0.0,0,2.38,58.06,0.04,0.12,0.23,-0.3390110779505011,Meio,1.3818279999999998
2023,Chapecoense,Rodrigo Freitas,ZD,25.0,189.0,1906,0.4816780389183725,,0.0,0,3.59,71.05,0.03,0.47,0.85,-0.3390110779505011,Meio,2.5506949999999997
2023,Chapecoense,Mancha,LE,22.0,178.0,1710,0.43214556482183475,,0.0,0,3.74,49.3,0.05,1.05,0.95,-0.3390110779505011,Meio,1.84382
2023,Chapecoense,Ronei,LD,25.0,175.0,1512,0.3821076573161486,,0.0,0,3.63,54.1,0.0,0.24,0.06,-0.3390110779505011,Meio,1.9638300000000002
2023,Chapecoense,Bruno Vinicius,MED,20.0,185.0,1488,0.37604245640636846,,0.0,0,3.08,52.94,0.02,0.48,0.24,-0.3390110779505011,Meio,1.6305519999999998
2023,Chapecoense,Marcinho,EE,28.0,176.0,1483,0.3747788728834976,2026-11-30,0.0,0,1.94,18.75,0.1,1.64,2.73,-0.3390110779505011,Meio,0.36375
2023,Chapecoense,Felipe Albuquerque,LD,23.0,174.0,1443,0.3646702047005307,2026-10-30,0.0,0,2.43,71.79,0.01,0.5,0.12,-0.3390110779505011,Meio,1.7444970000000004
2023,Chapecoense,Kayke,CA,35.0,182.0,1441,0.36416477129138236,,0.0,0,2.87,23.91,0.25,1.37,2.5,-0.3390110779505011,Meio,0.6862170000000001
2023,Chapecoense,Dudu Vieira,MED,29.0,175.0,991,0.2504422542330048,2027-05-30,0.0,0,2.72,43.33,0.04,0.91,0.54,-0.3390110779505011,Meio,1.178576
2023,Chapecoense,M. Antônio,EE,25.0,172.0,942,0.23805913570887036,,0.0,0,1.34,35.71,0.08,1.34,1.91,-0.3390110779505011,Meio,0.47851400000000005
2023,Chapecoense,Victor Ramos,ZE,34.0,192.0,930,0.2350265352539803,,0.0,0,5.32,61.82,0.03,0.39,0.58,-0.3390110779505011,Meio,3.288824
2023,Criciúma,Fellipe Mateus,MED,32.0,178.0,3613,0.917005076142132,2026-12-31,0.0,0,2.54,35.29,0.14,1.77,1.92,0.39874169705344986,Sobe,0.896366
2023,Criciúma,Rodrigo,ZD,36.0,187.0,3587,0.9104060913705584,2027-12-31,0.0,0,4.69,66.31,0.05,0.45,0.55,0.39874169705344986,Sobe,3.1099390000000007
2023,Criciúma,Gustavo,GOL,30.0,187.0,3501,0.8885786802030456,,0.0,0,0.36,92.86,0.0,0.0,0.0,0.39874169705344986,Sobe,0.334296
2023,Criciúma,Walisson Maia,ZE,31.0,187.0,3090,0.7842639593908629,,0.0,0,5.88,57.43,0.02,0.2,0.41,0.39874169705344986,Sobe,3.376884
2023,Criciúma,Fabinho,ED,23.0,180.0,2408,0.6111675126903553,2027-12-31,0.0,0,2.8,32.0,0.21,1.72,2.24,0.39874169705344986,Sobe,0.8959999999999999
2023,Criciúma,Éder,CA,36.0,179.0,2101,0.533248730964467,,0.0,0,2.61,21.31,0.31,2.18,2.61,0.39874169705344986,Sobe,0.556191
2023,Criciúma,Claudinho,LD,22.0,180.0,2074,0.5263959390862945,2027-12-31,0.0,0,1.87,37.21,0.09,1.0,1.39,0.39874169705344986,Sobe,0.695827
2023,Criciúma,Cristovam,LD,32.0,175.0,1380,0.350253807106599,,0.0,0,2.67,46.34,0.03,0.72,0.91,0.39874169705344986,Sobe,1.237278
2023,Criciúma,Marquinhos Gabriel,MEI,32.0,174.0,1347,0.34187817258883246,2027-11-30,0.0,0,1.6,20.83,0.1,1.07,1.27,0.39874169705344986,Sobe,0.33327999999999997
2023,Criciúma,Miquéias,VOL,21.0,187.0,1011,0.2565989847715736,2026-12-31,0.0,0,2.31,53.85,0.02,0.45,0.09,0.39874169705344986,Sobe,1.243935
2023,Criciúma,Rayan,ZE,33.0,184.0,902,0.22893401015228426,,0.0,0,4.19,54.76,0.04,0.4,0.5,0.39874169705344986,Sobe,2.294444
2023,Guarani,Lucão,ZE,27.0,187.0,3596,0.941271654292785,,0.0,0,4.61,55.98,0.04,0.33,0.45,0.14501311880046508,Meio,2.580678
2023,Guarani,Diogo Mateus,LD,30.0,173.0,3446,0.9020083761660004,2026-10-31,0.0,0,2.22,45.88,0.05,0.86,0.57,0.14501311880046508,Meio,1.018536
2023,Guarani,Mayk,LE,24.0,172.0,3303,0.864577384351799,2027-12-31,0.0,0,2.97,52.29,0.01,0.27,0.57,0.14501311880046508,Meio,1.553013
2023,Guarani,Bruno José,ED,25.0,173.0,2645,0.6923424709689701,2026-11-30,0.0,0,3.84,34.51,0.12,1.19,2.11,0.14501311880046508,Meio,1.325184
2023,Guarani,Pegorari,GOL,32.0,192.0,2488,0.6512469065296022,,0.0,0,0.29,75.0,0.0,0.0,0.0,0.14501311880046508,Meio,0.2175
2023,Guarani,Matheus Bueno,VOL,25.0,178.0,2450,0.64130020940415,2027-06-30,0.0,0,1.87,47.06,0.03,0.7,0.11,0.14501311880046508,Meio,0.8800220000000002
2023,Guarani,Alan Santos,ZD,32.0,184.0,2361,0.6180039977155911,2026-09-30,0.0,0,4.76,59.2,0.05,0.27,0.34,0.14501311880046508,Meio,2.8179199999999995
2023,Guarani,Bruninho,MEI,23.0,175.0,2310,0.6046544831524843,2029-06-30,0.0,0,1.68,23.26,0.2,2.03,2.38,0.14501311880046508,Meio,0.390768
2023,Guarani,Régis,MEI,30.0,170.0,1352,0.35389301351608604,2026-10-31,0.0,0,1.66,16.0,0.15,0.87,2.0,0.14501311880046508,Meio,0.2656
2023,Guarani,Wálber,ZD,26.0,186.0,1162,0.30415952788882544,,0.0,0,3.41,52.27,0.01,0.23,0.7,0.14501311880046508,Meio,1.782407
2023,Guarani,Wenderson,MED,25.0,177.0,1138,0.29787740338853985,2026-11-30,0.0,0,2.29,27.59,0.02,0.47,0.32,0.14501311880046508,Meio,0.631811
2023,Guarani,Lucas Araújo,VOL,24.0,181.0,1090,0.2853131543879688,2027-06-30,0.0,0,2.81,64.71,0.06,1.32,0.17,0.14501311880046508,Meio,1.8183509999999998
2023,Guarani,Alexis Alvariño,ZD,22.0,182.0,1083,0.2834808680753855,2026-12-31,0.0,0,2.74,54.55,0.02,0.42,0.66,0.14501311880046508,Meio,1.4946700000000002
2023,Ituano,Jefferson Paulino,GOL,31.0,185.0,3648,0.9496627618033369,,0.0,0,0.27,81.82,0.0,0.0,0.0,-0.03296053550170286,Meio,0.220914
2023,Ituano,Claudinho,ZD,33.0,183.0,2733,0.711466098686546,,0.0,0,6.68,64.53,0.03,0.3,0.59,-0.03296053550170286,Meio,4.3106040000000005
2023,Ituano,José Aldo,VOL,25.0,175.0,2327,0.6057744645604071,2027-12-31,0.0,0,3.25,48.81,0.03,0.73,0.35,-0.03296053550170286,Meio,1.586325
2023,Ituano,Pacheco,LD,32.0,175.0,2216,0.5768784759200094,,0.0,0,2.84,51.43,0.01,0.32,0.28,-0.03296053550170286,Meio,1.4606119999999998
2023,Ituano,Hélio Borges,ED,23.0,175.0,2186,0.5690687492604425,2027-12-31,0.0,0,3.38,39.02,0.09,1.32,1.56,-0.03296053550170286,Meio,1.3188760000000002
2023,Ituano,Felipe Saraiva,EE,25.0,172.0,1999,0.5203881197491421,2026-12-31,0.0,0,1.4,41.94,0.11,1.94,1.8,-0.03296053550170286,Meio,0.5871599999999999
2023,Ituano,Rafael Carvalheira,VOL,24.0,176.0,1985,0.5167435806413442,2026-11-30,0.0,0,2.22,24.49,0.13,1.81,1.04,-0.03296053550170286,Meio,0.543678
2023,Ituano,Yann Rolim,MEI,28.0,173.0,1568,0.4081883800733641,2026-09-30,0.0,0,1.61,28.57,0.14,2.01,1.43,-0.03296053550170286,Meio,0.459977
2023,Ituano,Eduardo Person,MEI,26.0,174.0,1523,0.39647379008401373,2026-11-30,0.0,0,1.12,21.05,0.05,1.48,0.95,-0.03296053550170286,Meio,0.23576000000000005
2023,Ituano,Rafael Pereira,ZE,38.0,181.0,1465,0.381374985208851,,0.0,0,3.56,48.28,0.03,0.25,0.61,-0.03296053550170286,Meio,1.718768
2023,Ituano,Iury,LD,31.0,175.0,1428,0.37174298899538516,,0.0,0,3.59,54.39,0.01,0.32,0.69,-0.03296053550170286,Meio,1.952601
2023,Ituano,Wesley Pomba,EE,21.0,178.0,1265,0.32931014081173826,2028-06-30,0.0,0,3.13,31.82,0.16,1.85,3.63,-0.03296053550170286,Meio,0.9959659999999999
2023,Ituano,Thiago Conti,VOL,26.0,180.0,1132,0.2946870192876583,2026-11-30,0.0,0,3.98,32.0,0.08,0.8,0.95,-0.03296053550170286,Meio,1.2736
2023,Ituano,Richard,LE,18.0,175.0,939,0.24444444444444444,2027-11-30,0.0,0,2.11,50.0,0.0,0.29,0.0,-0.03296053550170286,Meio,1.055
2023,Juventude,Thiago Couto,GOL,24.0,188.0,3436,0.8684343550388309,2027-12-31,0.0,0,0.65,100.0,0.0,0.0,0.0,0.31095398156595455,Sobe,0.65
2023,Juventude,Jádson,ED,30.0,171.0,3112,0.7865447359955885,2026-12-31,0.0,0,1.53,35.85,0.03,0.78,0.72,0.31095398156595455,Sobe,0.548505
2023,Juventude,Reginaldo,LD,30.0,174.0,3040,0.7683470428748679,2026-11-30,0.0,0,3.2,38.89,0.01,0.27,0.56,0.31095398156595455,Sobe,1.24448
