ano,clube,jogos_sofa,gp_x,gc_x,pen,pen_sof,esc_fav,esc_contra,xg_bp_pro,xg_bp_sof,pro_esc,sof_esc,pro_fd,sof_fd,pro_fi,sof_fi,pro_lat,sof_lat,bp_pro_sem_pen,bp_sof_sem_pen,bp_pro,bp_sof,saldo_bp,saldo_bp_sem_pen,saldo_bola_rolando,pct_gols_bp,gols_por_escanteio_pct,gols_sof_por_escanteio_pct,saldo_xg_bp,bp_com_rem_pct,cantos_com_rem_pct,livres_com_rem_pct,cantos_pj,duel_aer_pct,altura_media,jogos,pontos,gp_y,gc_y,sg,pos,dist_g4,ppj,faixa,valor_eur,log_valor,posto_valor,ppj_esperado,rendimento
2024,Botafogo-SP,38,36,51,2,5,190,188,0.0,0.0,8,6,1,0,3,1,1,0,13,7,15,12,3,6,-18,41.666666666666664,4.2105263157894735,3.1914893617021276,0.0,11.492894736842105,33.515,15.877105263157896,5.0,44.16,1.8141463414634145,38,45,36.0,51.0,-15.0,14,-19,1.1842105263157894,Meio,9525000.0,16.06943047897704,18.0,1.2500255339508977,-0.06581500763510828
2024,Brusque,38,24,44,1,7,153,248,0.0,0.0,4,5,0,0,1,2,1,0,6,7,7,14,-7,-1,-13,29.166666666666668,2.6143790849673203,2.0161290322580645,0.0,10.831315789473683,25.76236842105263,12.011052631578949,4.0,43.07552631578947,1.81125,38,36,24.0,44.0,-20.0,19,-28,0.9473684210526315,Cai,7500000.0,15.830413578506539,20.0,1.1872002121561005,-0.23983179110346897
2024,CRB,38,38,45,4,4,177,186,0.0,0.0,3,9,2,1,2,2,0,2,7,14,11,18,-7,-7,0,28.94736842105263,1.694915254237288,4.838709677419355,0.0,12.316052631578946,27.399473684210527,21.447105263157894,4.842105263157895,46.46842105263158,1.8106818181818183,38,43,38.0,45.0,-7.0,16,-21,1.131578947368421,Meio,13675000.0,16.43107990627232,11.0,1.3450846766391535,-0.21350572927073252
2024,Ceará,38,59,41,7,6,263,153,0.0,0.0,9,3,1,3,3,3,1,1,14,10,21,16,5,4,13,35.59322033898305,3.4220532319391634,1.9607843137254901,0.0,14.139736842105261,22.58421052631579,22.63105263157895,6.921052631578948,44.59105263157895,1.8236956521739132,38,64,59.0,41.0,18.0,4,0,1.6842105263157894,Sobe,24725000.0,17.02332543547305,4.0,1.5007557437491474,0.18345478256664194
2024,Chapecoense,38,34,45,2,5,155,235,0.0,0.0,8,8,0,1,4,1,1,0,13,10,15,15,0,3,-11,44.11764705882353,5.161290322580645,3.404255319148936,0.0,13.35054054054054,33.85756756756757,27.95945945945946,4.135135135135135,46.50189189189189,1.8024074074074075,37,44,32.0,42.0,-10.0,15,-20,1.1891891891891893,Meio,11425000.0,16.25131449474454,14.0,1.2978335416584255,-0.1086443524692362
2024,Coritiba,38,41,44,6,3,215,199,0.0,0.0,5,7,1,4,2,6,0,1,8,18,14,21,-7,-10,4,34.146341463414636,2.3255813953488373,3.5175879396984926,0.0,12.342631578947367,25.286578947368422,13.095,5.657894736842105,45.91578947368421,1.8294444444444447,38,50,41.0,44.0,-3.0,13,-14,1.3157894736842106,Meio,32050000.0,17.282807741330952,2.0,1.568960374189456,-0.2531709005052454
2024,Goiás,38,56,32,6,5,188,213,0.0,0.0,6,5,0,1,5,1,1,0,12,7,18,12,6,5,18,32.142857142857146,3.1914893617021276,2.347417840375587,0.0,11.97578947368421,30.54657894736842,17.58763157894737,5.0,44.76736842105263,1.8167241379310346,38,63,56.0,32.0,24.0,6,-1,1.6578947368421053,Meio,28750000.0,17.174148325207632,3.0,1.540399369630597,0.11749536721150822
2024,Guarani,38,33,53,4,6,228,177,0.0,0.0,3,5,1,1,2,5,0,0,6,11,10,17,-7,-5,-13,30.303030303030305,1.3157894736842106,2.824858757062147,0.0,13.272631578947369,23.85447368421053,12.98842105263158,5.921052631578948,44.59236842105263,1.812295081967213,38,33,33.0,53.0,-20.0,20,-31,0.868421052631579,Cai,20600000.0,16.84080163375981,7.0,1.4527795690298229,-0.5843585163982439
2024,Ituano,38,43,63,4,2,186,255,0.0,0.0,4,9,0,2,0,5,1,0,5,16,9,18,-9,-11,-11,20.930232558139537,2.150537634408602,3.5294117647058822,0.0,10.305526315789473,30.22763157894737,15.727105263157895,4.842105263157895,43.12868421052631,1.803090909090909,38,37,43.0,63.0,-20.0,18,-27,0.9736842105263158,Cai,11350000.0,16.244728301891687,15.0,1.2961023683206045,-0.32241815779428873
2024,Mirassol,38,42,26,4,0,178,240,0.0,0.0,7,7,3,0,4,1,0,2,14,10,18,10,8,4,8,42.857142857142854,3.932584269662921,2.9166666666666665,0.0,14.758947368421053,29.67973684210526,29.430263157894736,4.684210526315789,50.525263157894734,1.8069387755102042,38,67,42.0,26.0,16.0,2,3,1.763157894736842,Sobe,16975000.0,16.647252231409034,9.0,1.401905327660523,0.36125256707631914
2024,Novorizontino,38,43,31,3,1,191,188,0.0,0.0,11,5,0,1,2,2,1,1,14,9,17,10,7,5,5,39.53488372093023,5.7591623036649215,2.6595744680851063,0.0,15.688684210526315,34.24473684210526,32.25447368421053,5.026315789473684,50.555263157894736,1.8095555555555558,38,64,43.0,31.0,12.0,5,0,1.6842105263157894,Meio,11000000.0,16.213405830762646,16.0,1.2878692922317736,0.3963412340840158
2024,Operário-PR,38,34,32,2,3,205,176,0.0,0.0,3,3,2,0,2,1,0,0,7,4,9,7,2,3,0,26.470588235294116,1.4634146341463414,1.7045454545454546,0.0,13.748378378378378,23.79054054054054,25.611081081081082,5.297297297297297,48.61324324324325,1.8001960784313726,37,55,31.0,30.0,1.0,8,-9,1.4864864864864864,Meio,12450000.0,16.33723118087499,12.0,1.3204166453764588,0.16606984111002765
2024,Paysandu,38,41,43,3,5,246,170,0.0,0.0,3,2,1,1,4,3,0,0,8,6,11,11,0,2,-2,26.829268292682926,1.2195121951219512,1.1764705882352942,0.0,13.15,24.290263157894735,22.718947368421052,6.605263157894737,46.12421052631579,1.7940425531914894,38,50,41.0,43.0,-2.0,12,-14,1.3157894736842106,Meio,13825000.0,16.441989105372674,10.0,1.3479521472768123,-0.03216267359260172
2024,Ponte Preta,38,37,55,3,2,171,196,0.0,0.0,7,11,2,1,1,4,1,0,11,16,14,18,-4,-5,-14,37.83783783783784,4.093567251461988,5.612244897959184,0.0,12.188947368421053,31.05263157894737,18.245526315789476,4.5,41.917368421052636,1.8191836734693878,38,38,37.0,55.0,-18.0,17,-26,1.0,Cai,7875000.0,15.879203742675971,19.0,1.200024651592523,-0.20002465159252303
2024,Santos,38,57,32,3,4,207,164,0.0,0.0,7,3,4,0,5,3,1,0,17,6,20,10,10,11,15,35.08771929824562,3.3816425120772946,1.829268292682927,0.0,15.167368421052632,24.117105263157892,23.42078947368421,5.7894736842105265,47.16473684210526,1.8143103448275864,38,68,57.0,32.0,25.0,1,4,1.7894736842105263,Sobe,64075000.0,17.97556483021441,1.0,1.7510507910137747,0.03842289319675163
2024,Sport,38,57,37,6,3,229,169,0.0,0.0,6,3,1,0,4,3,0,1,11,7,17,10,7,4,13,29.82456140350877,2.6200873362445414,1.7751479289940828,0.0,12.282368421052633,24.995789473684212,22.14894736842105,6.078947368421052,46.55394736842105,1.8027659574468087,38,66,57.0,37.0,20.0,3,2,1.736842105263158,Sobe,20975000.0,16.858841810317543,6.0,1.457521409022072,0.2793206962410859
2024,Vila Nova,38,42,54,3,4,170,236,0.0,0.0,5,10,1,3,3,3,0,1,9,17,12,21,-9,-8,-3,28.571428571428573,2.9411764705882355,4.237288135593221,0.0,11.767894736842106,25.690263157894737,17.13684210526316,4.5,46.17,1.814769230769231,38,55,42.0,54.0,-12.0,9,-9,1.4473684210526316,Meio,12075000.0,16.306647757502912,13.0,1.3123778271541697,0.1349905938984619
2025,Amazonas,38,38,55,3,7,171,207,9.870000000000001,7.936,4,5,1,2,3,4,0,1,8,12,11,19,-8,-4,-9,28.94736842105263,2.3391812865497075,2.4154589371980677,1.934000000000001,13.717105263157896,23.45842105263158,21.35342105263158,4.5,43.52131578947368,1.7972857142857144,38,36,38.0,55.0,-17.0,18,-26,0.9473684210526315,Cai,15970000.0,16.586222520191196,12.0,1.3858637371338416,-0.43849531608121006
