ano,clube,jogos,pontos,gp,gc,sg,pos,dist_g4,ppj,faixa,valor_eur,log_valor,posto_valor,ppj_esperado,rendimento,gols,artilheiro_pct,top3_pct,marcadores,gols_zaga_vol,gols_laterais,pts_apos_derrota,pts_apos_vitoria,maior_seq_sem_vencer,pts_casa,pts_fora,dias_lesao,lesionados,elenco_tm
2025,América-MG,38,46,41.0,44.0,-3.0,14,-16,1.2105263157894737,Meio,23150000.0,16.957505338496517,5.0,1.4834550057470413,-0.2729286899575676,44.0,25.0,50.0,17.0,2.0,3.0,1.2666666666666666,0.9166666666666666,9,1.5263157894736843,0.8947368421052632,727,8,57
2025,Athletic,38,44,43.0,53.0,-10.0,15,-18,1.1578947368421053,Meio,17710000.0,16.689640009759017,11.0,1.413046907229842,-0.25515217038773663,41.0,21.951219512195124,53.65853658536585,13.0,5.0,3.0,1.1111111111111112,1.1818181818181819,6,1.2105263157894737,1.105263157894737,103,2,60
2025,Botafogo-SP,38,42,32.0,52.0,-20.0,16,-20,1.105263157894737,Meio,10125000.0,16.130518170956876,17.0,1.2660823646552526,-0.16081920676051564,31.0,12.903225806451612,38.70967741935484,14.0,7.0,0.0,1.1875,1.2,6,1.368421052631579,0.8421052631578947,123,1,57
2025,Ferroviária,38,40,43.0,52.0,-9.0,17,-22,1.0526315789473684,Cai,6650000.0,15.710127412632037,19.0,1.1555831295830599,-0.1029515506356915,42.0,30.952380952380953,54.76190476190476,15.0,3.0,1.0,0.7692307692307693,1.125,9,1.105263157894737,1.0,0,0,44
2025,Amazonas,38,36,38.0,55.0,-17.0,18,-26,0.9473684210526315,Cai,15970000.0,16.586222520191196,12.0,1.3858637371338416,-0.43849531608121006,36.0,27.77777777777778,61.111111111111114,12.0,3.0,1.0,1.2941176470588236,0.25,8,1.4736842105263157,0.42105263157894735,14,1,72
2025,Volta Redonda,38,36,26.0,43.0,-17.0,19,-26,0.9473684210526315,Cai,5275000.0,15.478489237326404,20.0,1.094697297347393,-0.14732887629476143,25.0,16.0,36.0,14.0,8.0,2.0,1.3888888888888888,0.25,6,1.4736842105263157,0.42105263157894735,68,2,65
2025,Paysandu,38,28,36.0,52.0,-16.0,20,-34,0.7368421052631579,Cai,14100000.0,16.461685355348397,13.0,1.3531292842928124,-0.6162871790296546,35.0,20.0,48.57142857142857,16.0,6.0,3.0,0.5789473684210527,1.8,11,0.6842105263157895,0.7894736842105263,180,3,55
2026,Juventude,27,50,30.0,15.0,15.0,1,3,1.8518518518518519,Sobe,15975000.0,16.586535558227872,3.0,1.3859460188275188,0.4659058330243331,29.0,20.689655172413794,51.724137931034484,14.0,3.0,2.0,2.6,1.9230769230769231,4,2.2142857142857144,1.4615384615384615,0,0,36
2026,Novorizontino,27,49,47.0,24.0,23.0,2,2,1.8148148148148149,Sobe,12250000.0,16.32103649495501,8.0,1.3161598905098124,0.49865492430500247,48.0,31.25,56.25,15.0,5.0,3.0,1.0,1.8461538461538463,3,2.0,1.6428571428571428,0,0,35
2026,Vila Nova,26,47,39.0,28.0,11.0,3,0,1.8076923076923077,Sobe,11000000.0,16.213405830762646,10.0,1.2878692922317736,0.5198230154605341,39.0,15.384615384615385,41.02564102564103,16.0,9.0,3.0,2.5714285714285716,1.5384615384615385,3,2.4615384615384617,1.1538461538461537,43,2,30
2026,Fortaleza,27,47,30.0,22.0,8.0,4,0,1.7407407407407407,Sobe,30900000.0,17.246266741867974,1.0,1.5593556138338238,0.18138512690691688,27.0,22.22222222222222,59.25925925925926,12.0,1.0,6.0,2.3333333333333335,1.3333333333333333,3,2.3076923076923075,1.2142857142857142,201,3,29
2026,Criciúma,26,44,26.0,21.0,5.0,5,-3,1.6923076923076923,Meio,12750000.0,16.36104182956871,5.0,1.3266752474392458,0.3656324448684465,25.0,16.0,40.0,12.0,4.0,5.0,2.4,1.6666666666666667,4,1.9230769230769231,1.4615384615384615,246,6,34
2026,Operário-PR,27,43,36.0,33.0,3.0,6,-4,1.5925925925925926,Meio,9275000.0,16.042833166457772,13.0,1.2430344604552133,0.3495581321373793,35.0,31.428571428571427,60.0,11.0,1.0,3.0,0.75,1.8181818181818181,6,1.7857142857142858,1.3846153846153846,0,0,29
2026,CRB,27,42,40.0,39.0,1.0,7,-5,1.5555555555555556,Meio,11450000.0,16.253500287964524,9.0,1.2984080749326505,0.25714748062290504,39.0,41.02564102564103,61.53846153846154,12.0,2.0,1.0,1.125,1.8333333333333333,6,1.6153846153846154,1.5,0,0,33
2026,Sport,27,41,36.0,26.0,10.0,8,-6,1.5185185185185186,Meio,23625000.0,16.97781603134408,2.0,1.4887936483765438,0.02972487014197478,36.0,30.555555555555557,66.66666666666667,14.0,2.0,3.0,1.6666666666666667,1.5555555555555556,9,1.7857142857142858,1.2307692307692308,154,4,30
