ano,clube,sid,nome,finalizacoes_bp,xg_bp,gols_bp,gols_bp_cabeca,gols_escanteio,gols_falta_direta,gols_penalti,xg_bp_cabeca,assist_bp,assist_escanteio,assist_falta,assist_bp_cabeca,n_ev,chave,clube_wyscout,casamento
2023,Botafogo-SP,861171,Guilherme Mantuan,2,,0,0,0,0,0,,0,0,0,0,2,guilherme mantuan,Botafogo-SP,exato
2023,Botafogo-SP,794929,Gustavo Xuxa,8,,0,0,0,0,0,,0,0,0,0,8,gustavo xuxa,Botafogo-SP,exato
2023,Botafogo-SP,988780,Ivonei,3,,0,0,0,0,0,,0,0,0,0,3,ivonei,Botafogo-SP,exato
2023,Botafogo-SP,840145,Jean Victor,8,,1,0,0,1,0,,0,0,0,0,8,jean victor,Botafogo-SP,exato
2023,Botafogo-SP,931472,Jonas Toró,2,,0,0,0,0,0,,1,0,1,1,3,jonas toro,Botafogo-SP,exato
2023,Botafogo-SP,1198000,João Maranini,1,,0,0,0,0,0,,0,0,0,0,1,joao maranini,Botafogo-SP,exato
2023,Botafogo-SP,1139528,Lucas Cardoso,6,,0,0,0,0,0,,1,1,0,1,7,lucas cardoso,Botafogo-SP,exato
2023,Botafogo-SP,981745,Lucas Dias Costa,8,,0,0,0,0,0,,0,0,0,0,8,lucas dias,Botafogo-SP,palavras
2023,Botafogo-SP,1015283,Luiz Henrique,4,,0,0,0,0,0,,1,1,0,1,5,luiz henrique,Botafogo-SP,exato
2023,Botafogo-SP,1103059,Marcio Silva,20,,0,0,0,0,0,,0,0,0,0,20,marcio,Botafogo-SP,palavras
2023,Botafogo-SP,839772,Osman Menezes,16,,3,2,2,0,1,,0,0,0,0,16,osman,Botafogo-SP,palavras
2023,Botafogo-SP,871192,Patrick Brey,5,,0,0,0,0,0,,1,0,1,0,6,patrick brey,Botafogo-SP,exato
2023,Botafogo-SP,1175496,Pedro Henrique,2,,0,0,0,0,0,,0,0,0,0,2,,,sem casar
2023,Botafogo-SP,870764,Robinho,5,,0,0,0,0,1,,1,1,0,1,6,robinho,Botafogo-SP,exato
2023,Botafogo-SP,973885,Salatiel,10,,2,0,1,0,0,,0,0,0,0,10,salatiel,Botafogo-SP,exato
2023,Botafogo-SP,946791,Tarik,10,,1,0,0,0,0,,0,0,0,0,10,tarik,Botafogo-SP,exato
2023,Botafogo-SP,1047809,Thassio,3,,0,0,0,0,0,,0,0,0,0,3,thassio,Botafogo-SP,exato
2023,Botafogo-SP,814017,Tomás Andrade,2,,0,0,0,0,0,,0,0,0,0,2,t andrade,Botafogo-SP,palavras
2023,Botafogo-SP,866725,Vidal,2,,0,0,0,0,0,,0,0,0,0,2,vidal,Botafogo-SP,exato
2023,Botafogo-SP,1476216,Willian Gabriel,1,,0,0,0,0,0,,0,0,0,0,1,william gabriel,Botafogo-SP,parecido
2023,CRB,243513,Anderson Conceição,13,,1,1,1,0,0,,1,1,0,0,14,anderson conceicao,CRB,exato
2023,CRB,870921,Anderson Leite,1,,0,0,0,0,0,,0,0,0,0,1,anderson leite,CRB,exato
2023,CRB,125032,Anselmo Ramon,8,,2,1,1,0,0,,0,0,0,0,8,anselmo ramon,CRB,exato
2023,CRB,926887,Bruno Silva,4,,0,0,0,0,0,,1,0,1,0,5,bruno silva,CRB,exato
2023,CRB,1491309,Christhian Eto'o,1,,0,0,0,0,0,,0,0,0,0,1,christhian etoo,CRB,parecido
2023,CRB,1189439,David Braw,1,,0,0,0,0,0,,0,0,0,0,1,david braw,CRB,exato
2023,CRB,981295,Diogo Hereda,3,,0,0,0,0,0,,0,0,0,0,3,hereda,CRB,palavras
2023,CRB,47612,Edimar,3,,0,0,0,0,0,,0,0,0,0,3,edimar,CRB,exato
2023,CRB,979343,Falcão,8,,1,0,1,0,0,,0,0,0,0,8,falcao,CRB,exato
2023,CRB,911436,Fábio Alemão,7,,0,0,0,0,0,,0,0,0,0,7,fabio alemao,CRB,exato
2023,CRB,883908,Guilherme Romão,9,,1,1,1,0,0,,0,0,0,0,9,guilherme romao,CRB,exato
2023,CRB,90655,Gum,2,,0,0,0,0,0,,0,0,0,0,2,gum,CRB,exato
2023,CRB,349534,Hyuri,1,,1,0,0,0,0,,0,0,0,0,1,hyuri,CRB,exato
2023,CRB,1593938,Jailson Cauã,2,,0,0,0,0,0,,0,0,0,0,2,jailson caua,CRB,exato
2023,CRB,162595,Jonathan Copete,2,,0,0,0,0,0,,0,0,0,0,2,j copete,CRB,palavras
2023,CRB,869433,João Paulo,10,,1,0,0,0,0,,1,1,0,1,11,joao paulo,CRB,exato
2023,CRB,842073,Juninho Valoura,9,,1,0,0,1,0,,3,2,1,3,12,juninho valoura,CRB,exato
2023,CRB,1048254,Lucas Lima,9,,1,0,0,0,0,,0,0,0,0,9,lucas lima,CRB,exato
2023,CRB,1008491,Léo Pereira,3,,0,0,0,0,0,,0,0,0,0,3,leo pereira,CRB,exato
2023,CRB,978982,Matheus Miguel,2,,0,0,0,0,0,,0,0,0,0,2,,,sem casar
2023,CRB,243691,Mike,3,,0,0,0,0,0,,0,0,0,0,3,mike,CRB,exato
2023,CRB,795175,Rafael Longuine,1,,0,0,0,0,0,,0,0,0,0,1,rafael longuine,CRB,exato
2023,CRB,839516,Ramon Menezes,6,,0,0,0,0,0,,0,0,0,0,6,ramon menezes,CRB,exato
2023,CRB,243111,Renato,9,,2,2,2,0,0,,0,0,0,0,9,renato,CRB,exato
2023,CRB,795019,Rômulo,1,,1,0,1,0,0,,1,1,0,1,2,,,sem casar
2023,CRB,123352,Saimon,4,,0,0,0,0,0,,0,0,0,0,4,saimon,CRB,exato
2023,Ceará,795290,Arthur Rezende,2,,0,0,0,0,0,,0,0,0,0,2,arthur rezende,Ceará,exato
2023,Ceará,1017022,Chay,7,,2,0,2,0,0,,0,0,0,0,7,chay,Ceará,exato
2023,Ceará,975207,Cléber,4,,0,0,0,0,0,,0,0,0,0,4,cleber,Ceará,exato
2023,Ceará,551576,Danilo Barcelos,2,,0,0,0,0,0,,0,0,0,0,2,danilo barcelos,Ceará,exato
2023,Ceará,1186587,David Ricardo,15,,0,0,0,0,0,,0,0,0,0,15,david ricardo,Ceará,exato
2023,Ceará,895650,Erick,14,,1,0,1,0,1,,1,0,1,0,15,erick,Ceará,exato
2023,Ceará,1104070,Erick Pulga,2,,0,0,0,0,0,,0,0,0,0,2,,,sem casar
2023,Ceará,913594,Guilherme Bissoli,1,,0,0,0,0,2,,0,0,0,0,1,bissoli,Ceará,palavras
2023,Ceará,924228,Guilherme Castilho,5,,0,0,0,0,1,,2,1,1,1,7,guilherme castilho,Ceará,exato
2023,Ceará,870898,Janderson,7,,0,0,0,0,0,,1,1,0,1,8,janderson,Ceará,exato
2023,Ceará,850475,Jean Carlos,19,,2,0,0,2,0,,2,2,0,0,21,jean carlos,Ceará,exato
2023,Ceará,871204,Luiz Otávio,11,,1,0,1,0,0,,0,0,0,0,11,luiz otavio,Ceará,exato
2023,Ceará,157188,Luvannor Henrique,1,,0,0,0,0,0,,0,0,0,0,1,luvannor,Ceará,palavras
2023,Ceará,822509,Léo Santos,7,,2,1,1,0,0,,0,0,0,0,7,leo santos,Ceará,exato
2023,Ceará,866564,Nicolas,7,,1,0,0,0,0,,0,0,0,0,7,nicolas,Ceará,exato
2023,Ceará,1093360,Pedrinho,1,,0,0,0,0,0,,0,0,0,0,1,pedrinho,Ceará,exato
2023,Ceará,1104816,Pedro Lucas,2,,0,0,0,0,0,,0,0,0,0,2,pedro lucas,Ceará,exato
2023,Ceará,869573,Saulo Mineiro,4,,0,0,0,0,0,,0,0,0,0,4,saulo mineiro,Ceará,exato
2023,Ceará,591766,Tiago Pagnussat,9,,0,0,0,0,0,,0,0,0,0,9,tiago pagnussat,Ceará,exato
2023,Ceará,1650429,Tiago Pagnussat,0,,0,0,0,0,0,,1,0,1,0,1,tiago pagnussat,Ceará,exato
2023,Ceará,973291,Vitor Gabriel,9,,2,1,1,0,0,,0,0,0,0,9,vitor gabriel,Ceará,exato
2023,Ceará,986945,Warley,2,,0,0,0,0,0,,0,0,0,0,2,warley,Ceará,exato
2023,Ceará,840132,Zé Ricardo,2,,0,0,0,0,0,,0,0,0,0,2,ze ricardo,Ceará,exato
2023,Chapecoense,789962,Alisson Farias,6,,0,0,0,0,1,,0,0,0,0,6,alisson farias,Chapecoense,exato
2023,Chapecoense,840280,Bruno Leonardo,9,,2,2,2,0,0,,0,0,0,0,9,bruno leonardo,Chapecoense,exato
2023,Chapecoense,288247,Bruno Nazário,14,,1,0,0,1,2,,4,2,2,3,18,bruno nazario,Chapecoense,exato
2023,Chapecoense,1177399,Bruno Vinicius,1,,0,0,0,0,0,,0,0,0,0,1,bruno vinicius,Chapecoense,exato
2023,Chapecoense,886239,Cristiano,11,,1,1,0,0,0,,0,0,0,0,11,cristiano,Chapecoense,exato
2023,Chapecoense,1124544,Danrlei,3,,0,0,0,0,0,,0,0,0,0,3,danrlei,Chapecoense,exato
2023,Chapecoense,974447,Douglas Borel,2,,0,0,0,0,0,,0,0,0,0,2,douglas borel,Chapecoense,exato
2023,Chapecoense,870270,Dudu Vieira,3,,0,0,0,0,0,,0,0,0,0,3,dudu vieira,Chapecoense,exato
2023,Chapecoense,870696,Fabiano,1,,0,0,0,0,0,,0,0,0,0,1,fabiano,Chapecoense,exato
2023,Chapecoense,914491,Felipe Albuquerque,7,,0,0,0,0,0,,0,0,0,0,7,felipe albuquerque,Chapecoense,exato
2023,Chapecoense,973844,Felipe Ferreira,4,,0,0,0,0,0,,0,0,0,0,4,felipe ferreira,Chapecoense,exato
2023,Chapecoense,870185,Giovanni Confreste,8,,0,0,0,0,0,,0,0,0,0,8,,,sem casar
2023,Chapecoense,1176815,Giovanni Pavani,0,,0,0,0,0,0,,2,1,1,1,2,giovanni pavani,Chapecoense,exato
2023,Chapecoense,892073,Gustavo Cazonatti,10,,2,2,2,0,0,,1,1,0,1,11,gustavo cazonatti,Chapecoense,exato
2023,Chapecoense,329219,Henrique Dourado,2,,0,0,0,0,0,,0,0,0,0,2,henrique dourado,Chapecoense,exato
2023,Chapecoense,811708,Kaio Mendes,3,,0,0,0,0,0,,1,0,1,0,4,kaio mendes,Chapecoense,exato
2023,Chapecoense,108193,Kayke Rodrigues,2,,0,0,0,0,1,,0,0,0,0,2,kayke,Chapecoense,palavras
2023,Chapecoense,1069729,Lucas Freitas,2,,0,0,0,0,0,,0,0,0,0,2,lucas freitas,Chapecoense,exato
2023,Chapecoense,1108007,Mancha,6,,1,0,1,0,0,,0,0,0,0,6,mancha,Chapecoense,exato
2023,Chapecoense,870329,Marcinho,4,,0,0,0,0,0,,0,0,0,0,4,marcinho,Chapecoense,exato
2023,Chapecoense,870560,Marco Antônio,1,,0,0,0,0,0,,0,0,0,0,1,m antonio,Chapecoense,palavras
2023,Chapecoense,880134,Maxwell,2,,1,1,1,0,0,,0,0,0,0,2,maxwell,Chapecoense,exato
2023,Chapecoense,846846,Murilo Freitas,2,,0,0,0,0,0,,0,0,0,0,2,murilo,Chapecoense,palavras
2023,Chapecoense,964105,Neto,1,,0,0,0,0,0,,0,0,0,0,1,neto,Chapecoense,exato
2023,Chapecoense,872015,Pablo Oliveira,3,,0,0,0,0,0,,0,0,0,0,3,pablo oliveira,Chapecoense,exato
2023,Chapecoense,931631,Pablo Siles,3,,0,0,0,0,0,,0,0,0,0,3,p siles,Chapecoense,palavras
2023,Chapecoense,835251,Rafael Ribeiro,4,,0,0,0,0,0,,0,0,0,0,4,rafael ribeiro,Chapecoense,exato
2023,Chapecoense,839972,Ribamar,3,,0,0,0,0,0,,1,1,0,0,4,ribamar,Chapecoense,exato
2023,Chapecoense,927208,Richard,5,,0,0,0,0,0,,0,0,0,0,5,,,sem casar
2023,Chapecoense,972565,Rodrigo Freitas,10,,2,0,0,0,0,,0,0,0,0,10,rodrigo freitas,Chapecoense,exato
2023,Chapecoense,976082,Ronei,2,,0,0,0,0,0,,0,0,0,0,2,ronei,Chapecoense,exato
2023,Chapecoense,839688,Tomas Bastos,2,,0,0,0,0,0,,0,0,0,0,2,tomas bastos,Chapecoense,exato
2023,Chapecoense,255613,Victor Ferraz,1,,0,0,0,0,0,,0,0,0,0,1,victor ferraz,Chapecoense,exato
2023,Chapecoense,77267,Victor Ramos,6,,0,0,0,0,0,,0,0,0,0,6,victor ramos,Chapecoense,exato
2023,Criciúma,922580,Arilson,10,,3,2,3,0,0,,0,0,0,0,10,arilson,Criciúma,exato
2023,Criciúma,992791,Claudinho,6,,0,0,0,0,0,,1,0,1,1,7,claudinho,Criciúma,exato
2023,Criciúma,336555,Cristovam,1,,0,0,0,0,0,,0,0,0,0,1,cristovam,Criciúma,exato
2023,Criciúma,869676,Crystopher,3,,0,0,0,0,0,,1,1,0,1,4,crystopher,Criciúma,exato
2023,Criciúma,995294,Fabinho,6,,0,0,0,0,0,,0,0,0,0,6,fabinho,Criciúma,exato
2023,Criciúma,839635,Felipe Vizeu,7,,2,2,1,0,0,,0,0,0,0,7,felipe vizeu,Criciúma,exato
2023,Criciúma,865321,Fellipe Mateus,11,,1,0,0,1,1,,5,4,1,4,16,fellipe mateus,Criciúma,exato
2023,Criciúma,39608,Helder Santos,1,,0,0,0,0,0,,0,0,0,0,1,helder santos,Criciúma,exato
2023,Criciúma,832472,Hygor,3,,1,1,0,0,0,,0,0,0,0,3,hygor,Criciúma,exato
2023,Criciúma,882351,Jonathan,3,,0,0,0,0,0,,0,0,0,0,3,jonathan,Criciúma,exato
2023,Criciúma,1462654,João Carlos,2,,0,0,0,0,0,,0,0,0,0,2,joao carlos,Criciúma,exato
2023,Criciúma,874035,Leo Costa,4,,0,0,0,0,0,,0,0,0,0,4,leo costa,Criciúma,exato
2023,Criciúma,867919,Lohan,3,,0,0,0,0,0,,0,0,0,0,3,lohan,Criciúma,exato
2023,Criciúma,783490,Marcelo Hermes,4,,0,0,0,0,0,,0,0,0,0,4,marcelo hermes,Criciúma,exato
2023,Criciúma,90812,Marquinhos Gabriel,3,,0,0,0,0,1,,0,0,0,0,3,marquinhos gabriel,Criciúma,exato
2023,Criciúma,865323,Rayan,4,,0,0,0,0,0,,0,0,0,0,4,rayan,Criciúma,exato
2023,Criciúma,886773,Rodrigo Fagundes,13,,0,0,0,0,0,,0,0,0,0,13,rodrigo,Criciúma,palavras
2023,Criciúma,879593,Rômulo,8,,1,1,1,0,0,,0,0,0,0,8,romulo,Criciúma,exato
2023,Criciúma,866350,Tiago Marques,2,,0,0,0,0,0,,0,0,0,0,2,tiago marques,Criciúma,exato
2023,Criciúma,552176,Walisson Maia,12,,0,0,0,0,0,,0,0,0,0,12,walisson maia,Criciúma,exato
2023,Criciúma,989385,Welinton Torrao,1,,0,0,0,0,0,,0,0,0,0,1,welinton torrao,Criciúma,exato
2023,Criciúma,18082,Éder,16,,1,0,0,1,3,,0,0,0,0,16,eder,Criciúma,exato
2023,Guarani,243653,Alan Santos,6,,0,0,0,0,0,,0,0,0,0,6,alan santos,Guarani,exato
2023,Guarani,1066548,Alexis Alvarino,5,,0,0,0,0,0,,0,0,0,0,5,alexis alvarino,Guarani,exato
2023,Guarani,923949,Bruninho,8,,0,0,0,0,0,,0,0,0,0,8,bruninho,Guarani,exato
2023,Guarani,974329,Bruno José,11,,0,0,0,0,0,,0,0,0,0,11,bruno jose,Guarani,exato
2023,Guarani,795018,Bruno Mendes,6,,0,0,0,0,1,,0,0,0,0,6,bruno mendes,Guarani,exato
2023,Guarani,924423,Derek Freitas,9,,4,2,4,0,0,,0,0,0,0,9,derek,Guarani,palavras
2023,Guarani,553652,Diogo Mateus,17,,0,0,0,0,1,,1,0,1,1,18,diogo mateus,Guarani,exato
2023,Guarani,1544648,Gustavo França,1,,0,0,0,0,0,,0,0,0,0,1,gustavo franca,Guarani,exato
2023,Guarani,1125099,Iago Teles,2,,0,0,0,0,0,,0,0,0,0,2,iago teles,Guarani,exato
2023,Guarani,922628,Isaque,4,,0,0,0,0,0,,0,0,0,0,4,isaque,Guarani,exato
2023,Guarani,1016885,João Victor,4,,1,0,1,0,0,,0,0,0,0,4,j victor,Guarani,palavras
2023,Guarani,914473,Lucas Araujo,6,,0,0,0,0,0,,0,0,0,0,6,lucas araujo,Guarani,exato
2023,Guarani,973294,Lucas Silva,1,,0,0,0,0,0,,0,0,0,0,1,lucas silva,Guarani,exato
2023,Guarani,338827,Lucão,22,,0,0,0,0,0,,1,1,0,0,23,lucao,Guarani,exato
2023,Guarani,870590,Matheus Barbosa,5,,1,1,1,0,0,,0,0,0,0,5,matheus barbosa,Guarani,exato
2023,Guarani,931567,Matheus Bueno,4,,0,0,0,0,0,,0,0,0,0,4,matheus bueno,Guarani,exato
2023,Guarani,944459,Mayk,4,,0,0,0,0,0,,1,1,0,1,5,mayk,Guarani,exato
2023,Guarani,329223,Neílton,2,,0,0,0,0,0,,0,0,0,0,2,neilton,Criciúma,"exato, outro clube na base"
2023,Guarani,936947,Pablo Thomaz,1,,1,1,0,0,0,,0,0,0,0,1,pablo thomaz,Guarani,exato
2023,Guarani,335365,Régis,2,,0,0,0,0,1,,1,1,0,1,3,regis,Guarani,exato
2023,Guarani,958676,Wenderson,1,,0,0,0,0,0,,0,0,0,0,1,wenderson,Guarani,exato
2023,Guarani,938612,Wálber,3,,0,0,0,0,0,,0,0,0,0,3,walber,Guarani,exato
2023,Ituano,1119733,Aluisio,1,,0,0,0,0,0,,0,0,0,0,1,,,sem casar
2023,Ituano,1086456,Brayan Kruger,1,,0,0,0,0,0,,0,0,0,0,1,brayan,Ituano,palavras
2023,Ituano,901455,Bruno Xavier,5,,0,0,0,0,0,,0,0,0,0,5,bruno xavier,Ituano,exato
2023,Ituano,866864,Claudinho,9,,0,0,0,0,0,,1,1,0,1,10,claudinho,Ituano,exato
2023,Ituano,1063195,Davi Araújo,1,,0,0,0,0,0,,0,0,0,0,1,davi araujo,Ituano,exato
2023,Ituano,1086464,Diego Quirino,5,,1,0,1,0,0,,0,0,0,0,5,quirino,Ituano,palavras
2023,Ituano,938482,Eduardo Person,4,,0,0,0,0,0,,1,1,0,1,5,eduardo person,Ituano,exato
2023,Ituano,1105974,Emerson Urso,1,,0,0,0,0,0,,0,0,0,0,1,emerson urso,Ituano,exato
2023,Ituano,882076,Felipe Saraiva,9,,0,0,0,0,0,,0,0,0,0,9,felipe saraiva,Ituano,exato
2023,Ituano,877549,Frazan,1,,0,0,0,0,0,,0,0,0,0,1,frazan,Ituano,exato
2023,Ituano,1019256,Hélio Borges,11,,0,0,0,0,0,,0,0,0,0,11,helio borges,Ituano,exato
2023,Ituano,950329,Iury,2,,0,0,0,0,0,,0,0,0,0,2,iury,Ituano,exato
2023,Ituano,988851,José Aldo,9,,0,0,0,0,0,,0,0,0,0,9,jose aldo,Ituano,exato
2023,Ituano,1175501,Kaique Clemente,1,,0,0,0,0,0,,0,0,0,0,1,kaique clemente,Ituano,exato
2023,Ituano,1498671,Kauan Richard,2,,0,0,0,0,0,,0,0,0,0,2,richard,Ituano,palavras
2023,Ituano,794847,Lucas Siqueira,0,,0,0,0,0,0,,1,1,0,0,1,lucas siqueira,Ituano,exato
2023,Ituano,870692,Marcel,7,,0,0,0,0,0,,0,0,0,0,7,,,sem casar
2023,Ituano,942337,Marthã Fernando,6,,1,1,1,0,0,,0,0,0,0,6,martha,Ituano,palavras
2023,Ituano,1105596,Matheus Cadorini,3,,0,0,0,0,1,,0,0,0,0,3,matheus cadorini,Ituano,exato
2023,Ituano,355810,Mário Sergio,12,,1,1,1,0,0,,0,0,0,0,12,mario sergio,Ituano,exato
2023,Ituano,1107995,Paulo Victor,4,,1,0,0,0,0,,0,0,0,0,4,paulo victor,Ituano,exato
2023,Ituano,1120738,Rafael Carvalheira,26,,1,0,0,1,0,,1,0,1,0,27,rafael carvalheira,Ituano,exato
2023,Ituano,44356,Rafael Pereira,5,,0,0,0,0,0,,0,0,0,0,5,rafael pereira,Ituano,exato
2023,Ituano,794851,Rafael Silva,1,,0,0,0,0,0,,0,0,0,0,1,rafael silva,Ituano,exato
2023,Ituano,1119736,Robinho,2,,0,0,0,0,0,,0,0,0,0,2,,,sem casar
2023,Ituano,933329,Thiaguinho,2,,0,0,0,0,0,,0,0,0,0,2,thiaguinho,Sampaio Corrêa,"exato, outro clube na base"
2023,Ituano,1065976,Vinicius Balieiro,1,,0,0,0,0,0,,0,0,0,0,1,vinicius balieiro,Ituano,exato
2023,Ituano,1106143,Wesley Pomba,3,,1,0,0,0,0,,0,0,0,0,3,wesley pomba,Ituano,exato
2023,Ituano,592022,Yann Rollim,9,,1,0,0,0,0,,0,0,0,0,9,yann rolim,Ituano,parecido
2023,Juventude,551674,Alan Ruschel,7,,2,0,1,1,0,,0,0,0,0,7,alan ruschel,Juventude,exato
2023,Juventude,1174525,Daniel Cruz,1,,0,0,0,0,0,,0,0,0,0,1,daniel cruz,Juventude,exato
2023,Juventude,924226,Danilo Boza,32,,2,2,1,0,0,,0,0,0,0,32,danilo boza,Juventude,exato
2023,Juventude,1122846,David Da Hora,6,,1,1,1,0,0,,0,0,0,0,6,david,Juventude,palavras
2023,Juventude,927667,Erick Farias,2,,0,0,0,0,0,,0,0,0,0,2,erick farias,Juventude,exato
2023,Juventude,849787,Fernando Boldrin,3,,0,0,0,0,0,,0,0,0,0,3,fernando boldrin,Juventude,exato
2023,Juventude,933955,Gabriel Taliari,2,,1,1,0,0,3,,0,0,0,0,2,gabriel taliari,Juventude,exato
2023,Juventude,848630,Jean Irmer,13,,2,1,2,0,0,,0,0,0,0,13,jean irmer,Juventude,exato
2023,Juventude,243651,Jádson,5,,1,0,1,0,0,,1,0,1,0,6,jadson,Juventude,exato
2023,Juventude,1021672,Kelvyn,2,,0,0,0,0,0,,0,0,0,0,2,kelvyn,Juventude,exato
2023,Juventude,1116677,Luis Mandaca,1,,1,1,1,0,0,,0,0,0,0,1,mandaca,Juventude,palavras
2023,Juventude,243491,Luiz Gustavo,2,,0,0,0,0,0,,0,0,0,0,2,luiz gustavo,Juventude,exato
2023,Juventude,811310,Matheus Vargas,5,,1,0,0,0,0,,0,0,0,0,5,matheus vargas,Juventude,exato
2023,Juventude,5672,Nenê,18,,1,0,0,1,1,,5,3,2,5,23,nene,Juventude,exato
2023,Juventude,871021,Rafael Furtado,1,,0,0,0,0,0,,0,0,0,0,1,rafael furtado,Juventude,exato
2023,Juventude,555456,Reginaldo,3,,0,0,0,0,0,,0,0,0,0,3,reginaldo,Juventude,exato
2023,Juventude,989091,Rodrigo Rodrigues,7,,1,0,0,0,2,,0,0,0,0,7,rodrigo rodrigues,Juventude,exato
2023,Juventude,863278,Romercio,5,,0,0,0,0,0,,0,0,0,0,5,romercio,Juventude,exato
2023,Juventude,1400494,Ruan Pereira Duarte,2,,0,0,0,0,0,,0,0,0,0,2,ruan,Juventude,palavras
2023,Juventude,243189,Victor Andrade,4,,0,0,0,0,0,,0,0,0,0,4,victor andrade,Juventude,exato
2023,Juventude,1111139,Vini Paulista,2,,0,0,0,0,0,,0,0,0,0,2,vini paulista,Juventude,exato
2023,Juventude,901700,Zé Marcos,15,,0,0,0,0,0,,0,0,0,0,15,ze marcos,Juventude,exato
2023,Londrina,1017744,Ariel,5,,0,0,0,0,0,,0,0,0,0,5,ariel,Londrina,exato
2023,Londrina,1464655,Brandão,2,,0,0,0,0,0,,0,0,0,0,2,brandao,Londrina,exato
2023,Londrina,875174,Caio Mancha,7,,1,1,1,0,0,,0,0,0,0,7,caio mancha,Londrina,exato
2023,Londrina,795263,Carlos Jatobá,3,,1,0,0,0,0,,0,0,0,0,3,jatoba,Londrina,palavras
2023,Londrina,1184878,Da Silva,3,,0,0,0,0,0,,0,0,0,0,3,da silva,Londrina,exato
2023,Londrina,1394481,Danilo,2,,0,0,0,0,0,,0,0,0,0,2,,,sem casar
2023,Londrina,879866,Diego Jardel,4,,0,0,0,0,0,,0,0,0,0,4,diego jardel,Londrina,exato
2023,Londrina,1197991,Everton Moraes,1,,0,0,0,0,0,,0,0,0,0,1,everton moraes,Londrina,exato
2023,Londrina,1185837,Gabriel,18,,4,3,4,0,0,,0,0,0,0,18,gabriel,Londrina,exato
2023,Londrina,1018088,Garraty,2,,0,0,0,0,0,,0,0,0,0,2,garraty,Londrina,exato
2023,Londrina,1023165,Guilherme Lacerda,3,,0,0,0,0,0,,0,0,0,0,3,guilherme lacerda,Londrina,exato
2023,Londrina,881476,Gustavo Salomão,5,,0,0,0,0,0,,0,0,0,0,5,gustavo salomao,Londrina,exato
2023,Londrina,255463,Higor Leite,5,,0,0,0,0,0,,1,0,1,0,6,higor leite,Londrina,exato
2023,Londrina,841878,Iago Dias,5,,1,1,1,0,0,,0,0,0,0,5,iago dias,Londrina,exato
2023,Londrina,1516624,Jonas Rocha Silva,2,,0,0,0,0,0,,0,0,0,0,2,jonas,Londrina,palavras
2023,Londrina,146790,João Paulo,20,,2,0,0,2,5,,0,0,0,0,20,joao paulo,Londrina,exato
2023,Londrina,986064,Luan Freitas,3,,0,0,0,0,0,,0,0,0,0,3,luan freitas,Londrina,exato
2023,Londrina,870672,Lucas Mendes,1,,0,0,0,0,0,,0,0,0,0,1,lucas mendes,Londrina,exato
2023,Londrina,1106147,Marcos Pedro,7,,0,0,0,0,0,,0,0,0,0,7,marcos pedro,Londrina,exato
2023,Londrina,976088,Matheus Lucas,2,,0,0,0,0,0,,0,0,0,0,2,matheus lucas,Londrina,exato
2023,Londrina,840022,Moisés,5,,0,0,0,0,0,,0,0,0,0,5,,,sem casar
2023,Londrina,866397,Patrick Marcelino,7,,0,0,0,0,0,,0,0,0,0,7,patrick,Londrina,palavras
2023,Londrina,341145,Paulinho Moccelin,9,,0,0,0,0,0,,1,1,0,1,10,paulinho moccelin,Londrina,exato
2023,Londrina,335167,Rafael Vaz,19,,0,0,0,0,0,,0,0,0,0,19,rafael vaz,Londrina,exato
2023,Londrina,1464654,Udeh Clinton,4,,1,0,1,0,0,,0,0,0,0,4,u clinton,Londrina,parecido
2023,Londrina,871205,Vinicius Barata,1,,0,0,0,0,0,,0,0,0,0,1,vinicius barata,Londrina,exato
2023,Londrina,220731,William Barbio,3,,1,0,0,1,0,,0,0,0,0,3,william barbio,Londrina,exato
2023,Londrina,887270,Xandão,2,,0,0,0,0,0,,0,0,0,0,2,xandao,Londrina,exato
2023,Londrina,978731,Zé Vitor,3,,0,0,0,0,0,,0,0,0,0,3,ze vitor,Londrina,exato
2023,Mirassol,345609,Camilo,6,,0,0,0,0,0,,1,0,1,1,7,camilo,Mirassol,exato
2023,Mirassol,880132,Chico,16,,1,0,1,0,0,,0,0,0,0,16,chico,Sport,"exato, outro clube na base"
2023,Mirassol,1148306,Cristian Renato,4,,0,0,0,0,0,,0,0,0,0,4,cristian renato,Mirassol,exato
2023,Mirassol,356514,Danielzinho,10,,1,0,0,1,0,,1,0,1,1,11,danielzinho,Mirassol,exato
2023,Mirassol,871219,Fernandinho,1,,0,0,0,0,0,,0,0,0,0,1,fernandinho,Mirassol,exato
2023,Mirassol,981813,Flávio,1,,0,0,0,0,0,,0,0,0,0,1,flavio,Mirassol,exato
2023,Mirassol,243459,Gabriel Santana,3,,0,0,0,0,2,,0,0,0,0,3,gabriel,Mirassol,palavras
2023,Mirassol,1047850,Guilherme Biro,13,,2,1,0,1,0,,1,0,1,0,14,guilherme biro,Mirassol,exato
2023,Mirassol,974503,Heitor,3,,0,0,0,0,0,,0,0,0,0,3,heitor,Mirassol,exato
2023,Mirassol,1167536,Julimar,1,,0,0,0,0,0,,0,0,0,0,1,julimar,Mirassol,exato
2023,Mirassol,871013,Leandro Vilela,4,,0,0,0,0,0,,0,0,0,0,4,leandro vilela,Mirassol,exato
2023,Mirassol,797225,Lucas Ramon,14,,1,0,1,0,0,,0,0,0,0,14,lucas ramon,Mirassol,exato
