pos11,jogador,clube,liga,mercado,idade,minutos,contrato,livre,tec_A,fis_A,patamar_A,psv,aderencia
EE,Omar Fernández,Santa Fe,Colombia A,Sul-americano,33.0,1834,2027-12-31,False,39.0,76.0,58.0,29.78,50.0
CA,J. Luna,Wanderers,Uruguai,Sul-americano,21.0,1370,2027-12-31,False,50.0,67.0,58.0,29.42,45.3
VOL,André Luiz,Londrina,Brasil B,Série B,31.0,1438,2026-11-30,True,56.0,60.0,58.0,27.53,70.2
ZD,J. Salomoni,Beroe,Bulgaria,Exterior,28.0,3350,,True,58.0,,58.0,,57.4
LE,M. Ferreira,Racing,Uruguai,Sul-americano,34.0,1684,2026-12-31,True,59.0,57.0,58.0,29.76,69.0
CA,J. Barrios,Sportivo San Lorenzo,Paraguai,Sul-americano,21.0,1402,,True,53.0,63.0,58.0,29.68,48.3
EE,J. Montaño,Medellín,Colombia A,Sul-americano,19.0,1325,2030-06-30,False,63.0,54.0,58.0,29.89,67.8
MED,S. Gauna,Almirante Brown,Argentina B,Sul-americano,23.0,975,2026-12-31,True,58.0,,58.0,,54.9
LD,Edney,Portimonense,Portugal B,Exterior,21.0,2467,2027-06-30,True,47.0,69.0,58.0,30.61,46.8
LE,J. Mohor,Macará,Equador A,Sul-americano,25.0,958,2026-12-31,True,78.0,37.0,58.0,29.21,85.0
LD,Facundo Balatti,Danubio,Uruguai,Sul-americano,18.0,1088,2027-12-31,False,47.0,68.0,58.0,29.95,44.0
LD,F. Domínguez,Cerro Porteño,Paraguai,Sul-americano,28.0,1310,2030-12-31,False,72.0,45.0,58.0,28.6,69.3
ZD,Mateus Sarará,Portimonense,Portugal B,Exterior,23.0,1794,2026-06-30,True,65.0,52.0,58.0,28.12,67.8
ED,Bruno José,Atlético-GO,Brasil B,Série B,28.0,960,2026-11-30,True,60.0,56.0,58.0,29.85,65.1
LD,E. Mesa,Técnico Universitario,Equador A,Sul-americano,28.0,2224,2026-12-31,True,39.0,75.0,57.0,30.0,51.8
MEI,M. Palavecino,Universidad Católica,Chile,Sul-americano,28.0,1126,2028-12-31,False,79.0,35.0,57.0,28.11,78.6
ZE,Julián Bonilla,Paju Citizen,Coreia B,Exterior,29.0,942,,True,57.0,,57.0,,57.6
CA,R. Torales,Sportivo Ameliano,Paraguai,Sul-americano,25.0,1051,2026-12-31,True,64.0,50.0,57.0,28.16,61.4
GOL,A. Araque,Deportivo Táchira,Venezuela,Sul-americano,30.0,936,2026-12-31,True,57.0,,57.0,,51.4
MED,E. Castillo,Carabobo,Venezuela,Sul-americano,32.0,1033,2026-12-31,True,57.0,,57.0,,64.2
MED,Rafael Gava,Botafogo-SP,Brasil B,Série B,33.0,1987,2026-11-30,True,72.0,42.0,57.0,27.6,73.9
VOL,Zé Lucas,Sport,Brasil B,Série B,18.0,1087,2031-06-30,False,35.0,79.0,57.0,28.21,41.1
VOL,F. Mac Allister,La Serena,Chile,Sul-americano,30.0,1574,2026-12-31,True,66.0,48.0,57.0,27.17,56.8
GOL,A. Mehring,Progreso,Uruguai,Sul-americano,32.0,1587,2026-12-31,True,57.0,,57.0,,55.5
CA,J. Perea,Levski Sofia,Bulgaria,Exterior,26.0,1697,2028-12-31,False,57.0,,57.0,,49.3
LE,M. Pérez Vinlof,Dinamo Zagreb,Croacia,Exterior,20.0,1730,2029-06-30,False,57.0,,57.0,,58.0
ED,C. Salto,Almagro,Argentina B,Sul-americano,31.0,900,2027-12-31,False,57.0,,57.0,,58.6
LD,G. Cuervo,Envigado,Colombia B,Sul-americano,24.0,2188,2026-12-31,True,57.0,,57.0,,63.6
MEI,A. Hohberg,Cienciano,Peru,Sul-americano,35.0,1787,2027-12-31,False,76.0,38.0,57.0,27.58,78.9
VOL,L. Richarte,Temperley,Argentina B,Sul-americano,21.0,1049,2026-12-31,True,57.0,,57.0,,42.0
ED,Y. Garcia,Barranquilla,Colombia B,Sul-americano,20.0,1724,,True,57.0,,57.0,,56.8
GOL,F. Cambeses,Racing Club,Argentina A,Sul-americano,29.0,2308,2027-12-31,False,57.0,,57.0,,36.9
MED,F. Gaibor,Alianza Lima,Peru,Sul-americano,34.0,1236,2026-12-31,True,92.0,22.0,57.0,27.5,84.8
ED,João Guilherme,Académico de Viseu F.C.,Portugal B,Exterior,25.0,2050,2026-06-30,True,57.0,,57.0,,56.5
EE,S. López,Tigre,Argentina A,Sul-americano,20.0,1345,2026-12-31,True,43.0,71.0,57.0,28.9,61.2
LE,G. Vera,Atlético Vinotinto,Equador B,Sul-americano,23.0,1399,,True,57.0,,57.0,,65.0
ZE,M. Valenti,Estudiantes Río Cuarto,Argentina A,Sul-americano,23.0,1176,2026-12-31,True,50.0,64.0,57.0,27.56,52.3
ZD,F. Moreno,Bogotá,Colombia B,Sul-americano,21.0,1513,,True,57.0,,57.0,,66.1
ZE,L. Recalde,Midland,Argentina B,Sul-americano,31.0,1455,2027-12-31,False,56.0,,56.0,,47.1
CA,A. Morelos,Atlético Nacional,Colombia A,Sul-americano,30.0,1955,2028-12-31,False,84.0,29.0,56.0,28.2,81.6
GOL,P. Gallese,Deportivo Cali,Colombia A,Sul-americano,36.0,2010,2027-12-31,False,56.0,,56.0,,56.7
LD,B. Gómez,Defensores de Belgrano,Argentina B,Sul-americano,32.0,1435,2026-12-31,True,56.0,,56.0,,61.5
ZD,M. Payares,Deportes Quindío,Colombia B,Sul-americano,31.0,918,,True,56.0,,56.0,,64.5
MED,M. Llantén,Deportes Limache,Chile,Sul-americano,27.0,1018,,True,42.0,71.0,56.0,28.46,17.8
LD,B. Palazzo,Nueva Chicago,Argentina B,Sul-americano,25.0,1587,2026-12-31,True,56.0,,56.0,,62.5
MED,Y. Góez,Deportivo Pasto,Colombia A,Sul-americano,26.0,1732,,True,63.0,48.0,56.0,27.98,56.7
LD,Jhomier Guerrero,Millonarios,Colombia A,Sul-americano,25.0,1724,2030-06-30,False,56.0,,56.0,,61.4
ZD,R. Cáseres,Unión La Calera,Chile,Sul-americano,28.0,1110,2026-12-31,True,47.0,65.0,56.0,28.33,56.8
GOL,Neto Volpi,Tolima,Colombia A,Sul-americano,33.0,1593,2027-12-31,False,56.0,,56.0,,60.8
LE,Diego Ulloa,Colo Colo,Chile,Sul-americano,23.0,1542,2027-12-31,False,45.0,66.0,56.0,29.91,55.9
ED,O. Segura,Leones,Colombia B,Sul-americano,23.0,949,,True,56.0,,56.0,,55.7
ZD,N. Rodríguez,Concepción,Chile,Sul-americano,28.0,1579,2027-12-31,False,53.0,59.0,56.0,29.5,72.5
ZD,J. Viveros,Alianza,Colombia A,Sul-americano,22.0,1805,,True,46.0,67.0,56.0,30.16,56.1
LE,J. Cortes,Real Soacha Cundinamarca,Colombia B,Sul-americano,22.0,1582,,True,56.0,,56.0,,69.4
VOL,N. Pelaitay,San Martín San Juan,Argentina B,Sul-americano,33.0,1124,,True,56.0,,56.0,,44.6
GOL,O. Carabalí,O'Higgins,Chile,Sul-americano,29.0,1733,2027-12-31,False,56.0,,56.0,,58.3
LD,F. Hormazábal,Universidad de Chile,Chile,Sul-americano,30.0,1843,2028-12-31,False,58.0,53.0,56.0,28.97,51.3
VOL,J. Palacios,Envigado,Colombia B,Sul-americano,23.0,1040,,True,56.0,,56.0,,60.7
LD,D. Adín,San Miguel,Argentina B,Sul-americano,29.0,1262,2027-06-30,True,56.0,,56.0,,67.4
ED,D. Moncada,Inter Bogotá,Colombia A,Sul-americano,18.0,1049,2031-06-30,False,25.0,86.0,56.0,31.3,29.5
ED,Jhon Salazar,Atlético Bucaramanga,Colombia A,Sul-americano,31.0,1016,2028-06-30,False,56.0,,56.0,,59.8
MED,J. Arrascaita,The Strongest,Bolivia,Sul-americano,32.0,1176,2026-12-31,True,56.0,,56.0,,51.8
ZD,A. Bedoya,Delfin,Equador A,Sul-americano,30.0,2352,2026-12-31,True,56.0,56.0,56.0,29.22,63.8
LE,K. Suárez,Deportivo Cali,Colombia A,Sul-americano,24.0,981,2027-06-30,True,42.0,70.0,56.0,30.18,49.2
GOL,R. Banegas,The Strongest,Bolivia,Sul-americano,30.0,1407,,True,56.0,,56.0,,55.7
GOL,L. Giossa,San Antonio Bulo Bulo,Bolivia,Sul-americano,26.0,1529,2027-12-31,False,56.0,,56.0,,56.8
ZE,E. Díaz,San Telmo,Argentina B,Sul-americano,28.0,1231,2026-12-31,True,56.0,,56.0,,54.9
ZD,L. Felissia,Central Norte,Argentina B,Sul-americano,25.0,1148,2026-12-31,True,56.0,,56.0,,51.6
ZD,S. Paulini,Deportivo Maipú,Argentina B,Sul-americano,24.0,1047,,True,56.0,,56.0,,49.5
EE,E. Arízalas,Águilas Doradas,Colombia A,Sul-americano,24.0,1418,,True,36.0,77.0,56.0,31.42,51.9
ED,N. Rojas,Gualaceo,Equador B,Sul-americano,21.0,1045,,True,56.0,,56.0,,50.5
GOL,F. Sanguinetti,Banfield,Argentina A,Sul-americano,25.0,1953,2026-12-31,True,56.0,,56.0,,43.7
ZD,S. Benítez,Wanderers,Uruguai,Sul-americano,23.0,1654,2026-12-31,True,52.0,61.0,56.0,28.15,41.3
ED,J. Contrera,Sarmiento,Argentina A,Sul-americano,23.0,1176,2027-12-31,False,50.0,63.0,56.0,29.1,44.4
GOL,N. Bolcato,Independiente Rivadavia,Argentina A,Sul-americano,22.0,1944,2026-12-31,True,56.0,,56.0,,36.2
ZD,Ericson,Botafogo-SP,Brasil B,Série B,27.0,1369,2026-11-30,True,43.0,69.0,56.0,29.59,45.6
ZE,H. Carroso,Progreso,Uruguai,Sul-americano,20.0,2008,2026-12-31,True,55.0,56.0,56.0,28.75,59.5
MED,Guilherme Madruga,Shandong Taishan,China,Exterior,25.0,1280,2026-12-31,True,42.0,71.0,56.0,28.2,32.7
LD,Kevin,CRB,Brasil B,Série B,29.0,1150,2026-11-30,True,45.0,66.0,56.0,29.86,48.7
ZD,D. Arboleda,San Lorenzo,Argentina A,Sul-americano,31.0,1703,2026-12-31,True,46.0,67.0,56.0,30.86,54.8
MED,Luan Gonçalves,Juventude,Brasil B,Série B,26.0,1258,2026-12-31,True,69.0,43.0,56.0,28.24,79.7
VOL,I. Rossi,Danubio,Uruguai,Sul-americano,32.0,1781,2026-12-31,True,78.0,34.0,56.0,27.06,62.3
MED,L. de La Cruz,Sportivo Trinidense,Paraguai,Sul-americano,35.0,1542,2026-12-31,True,83.0,28.0,56.0,27.09,73.9
ZD,G. Maffini,Estudiantes Río Cuarto,Argentina A,Sul-americano,33.0,1563,2026-12-31,True,63.0,48.0,56.0,27.81,63.1
VOL,G. Barrios,Defensor Sporting,Uruguai,Sul-americano,22.0,1631,2028-12-31,False,59.0,52.0,56.0,28.07,33.8
CA,T. Correa,Nacional,Uruguai,Sul-americano,21.0,2106,2027-12-31,False,45.0,67.0,56.0,29.86,46.2
LE,J. Elordi,Independiente Rivadavia,Argentina A,Sul-americano,31.0,1537,2027-12-31,False,68.0,44.0,56.0,28.0,71.3
ZE,S. Fernández,Talleres Córdoba,Argentina A,Sul-americano,21.0,1528,2028-12-31,False,44.0,69.0,56.0,29.54,41.8
ZE,C. García,Independiente Juniors,Equador B,Sul-americano,22.0,1213,2028-06-30,False,56.0,,56.0,,65.8
ED,Pedro Vitor,São Bernardo,Brasil B,Série B,28.0,1164,2026-12-31,True,69.0,43.0,56.0,29.07,67.6
ZD,P. Pernicone,Juventud,Uruguai,Sul-americano,25.0,1467,2026-12-31,True,62.0,50.0,56.0,27.71,56.9
ED,S. Salle,Sarmiento,Argentina A,Sul-americano,22.0,1382,2027-12-31,False,50.0,63.0,56.0,29.75,43.4
CA,T. Perrotta,Banfield,Argentina A,Sul-americano,19.0,1246,2032-06-30,False,57.0,56.0,56.0,28.42,61.8
LD,M. García,Atlanta,Argentina B,Sul-americano,27.0,2000,2026-12-31,True,56.0,,56.0,,66.4
ZD,Bruno Alves,Criciúma,Brasil B,Série B,35.0,1146,2027-12-31,False,58.0,53.0,56.0,28.74,67.3
ZD,J. Benítez,Estudiantes Caseros,Argentina B,Sul-americano,32.0,2065,2027-12-31,False,56.0,,56.0,,59.0
LE,B. Nazareno,Cumbayá,Equador B,Sul-americano,26.0,1174,2026-12-31,True,56.0,,56.0,,59.3
LD,J. Vargas,Academia Puerto Cabello,Venezuela,Sul-americano,31.0,1892,,True,56.0,,56.0,,74.1
ED,Hildeberto Pereira,Operário-PR,Brasil B,Série B,30.0,1576,2026-11-30,True,43.0,69.0,56.0,30.18,48.9
CA,R. Ruiz Díaz,Rubio Ñú,Paraguai,Sul-americano,27.0,1146,2026-12-31,True,44.0,67.0,56.0,29.02,40.0
ZE,D. Franco,Los Andes,Argentina B,Sul-americano,35.0,2237,2026-12-31,True,56.0,,56.0,,60.1
VOL,Dani Borges,União de Leiria,Portugal B,Exterior,23.0,2186,2030-06-30,False,59.0,54.0,56.0,27.42,50.5
VOL,C. Battocchio,Monopoli,Italia C,Exterior,34.0,2948,2027-06-30,True,56.0,,56.0,,40.1
ZE,Lucas Belezi,Athletic,Brasil B,Série B,23.0,2297,2028-11-30,False,47.0,66.0,56.0,29.95,52.7
EE,Werton,Leixões,Portugal B,Exterior,22.0,1605,2028-06-30,False,51.0,60.0,56.0,29.83,68.0
MEI,I. Colman,Cusco,Peru,Sul-americano,31.0,1676,2027-12-31,False,71.0,41.0,56.0,27.95,66.5
EE,M. Añasco,Cerro Largo,Uruguai,Sul-americano,25.0,1024,2026-12-31,True,41.0,70.0,56.0,30.05,65.4
LD,L. Flores,Atlético Rafaela,Argentina B,Sul-americano,29.0,1685,2026-12-31,True,56.0,,56.0,,48.2
VOL,Falcão,Hapoel Tel Aviv,Israel,Exterior,28.0,2660,2028-06-30,False,49.0,62.0,56.0,28.42,51.1
LE,A. Maidana,Talleres Córdoba,Argentina A,Sul-americano,21.0,1006,2029-12-31,False,50.0,62.0,56.0,29.41,51.7
CA,Welinton Júnior,Portimonense,Portugal B,Exterior,32.0,1107,2026-06-30,True,33.0,79.0,56.0,29.34,34.5
EE,S. Andino,Panathinaikos,Grecia,Exterior,20.0,947,2030-06-30,False,24.0,88.0,56.0,30.2,22.5
CA,R. Machado,Liverpool,Uruguai,Sul-americano,20.0,910,2028-10-25,False,48.0,64.0,56.0,28.02,53.7
CA,Angelo Chagal,Larissa,Grecia,Exterior,33.0,1972,2026-06-30,True,35.0,76.0,56.0,28.92,42.0
MED,Saile,Al Ittihad Kalba,Emirados,Exterior,25.0,1171,,True,38.0,75.0,56.0,28.93,27.3
LE,J. Silgado,Anzoátegui FC,Venezuela,Sul-americano,27.0,1027,2026-12-31,True,56.0,,56.0,,71.4
MED,J. Almeida,Cumbayá,Equador B,Sul-americano,27.0,1357,,True,56.0,,56.0,,63.6
CA,J. Sanguina,2 de Mayo,Paraguai,Sul-americano,27.0,957,2027-12-31,False,37.0,74.0,56.0,29.01,31.6
ED,I. Franco,Club Libertad,Paraguai,Sul-americano,26.0,959,2026-12-31,True,55.0,58.0,56.0,29.1,60.4
ZD,J. Pereyra,Danubio,Uruguai,Sul-americano,32.0,1081,2026-12-31,True,63.0,48.0,56.0,28.19,59.1
MEI,D. González,Deportivo Cuenca,Equador A,Sul-americano,23.0,1461,2026-12-31,True,59.0,54.0,56.0,28.11,51.7
ZE,B. Baldini,Avaí,Brasil B,Série B,19.0,938,2028-12-31,False,29.0,82.0,56.0,29.48,32.7
LD,I. Garguez,Palestino,Chile,Sul-americano,21.0,1255,2028-12-31,False,59.0,51.0,55.0,30.17,49.2
LD,Mádson,Novorizontino,Brasil B,Série B,34.0,1458,2026-11-30,True,30.0,80.0,55.0,30.89,31.6
MED,M. Alvarez,Tigres,Colombia B,Sul-americano,23.0,982,,True,55.0,,55.0,,46.8
CA,J. Farías,Unión Magdalena,Colombia B,Sul-americano,22.0,1019,,True,55.0,,55.0,,52.5
LE,M. Morales,Universidad de Chile,Chile,Sul-americano,23.0,1257,2027-12-31,False,70.0,40.0,55.0,28.05,79.4
LE,Maykon,Novorizontino,Brasil B,Série B,20.0,1984,2027-12-31,False,55.0,,55.0,,59.2
LE,Sebastian Perdomo,Independiente Yumbo,Colombia B,Sul-americano,20.0,1155,,True,55.0,,55.0,,62.9
LE,L. Gómez,Barranquilla,Colombia B,Sul-americano,22.0,1430,,True,55.0,,55.0,,62.4
ZD,Yéiler Mosquera,9 de Octubre,Equador B,Sul-americano,24.0,1080,2026-12-31,True,55.0,,55.0,,58.1
LD,G. Cerato,Instituto,Argentina A,Sul-americano,28.0,2056,2027-12-31,False,72.0,38.0,55.0,28.53,74.1
ZD,S. Cinquegrano,Internazionale II,Italia C,Exterior,21.0,3021,2027-06-30,True,55.0,,55.0,,43.8
ZD,M. Gómez,Ferencváros,Hungria,Exterior,27.0,1336,2028-06-30,False,55.0,,55.0,,57.5
ZD,Cassiano,Lusitano Évora 1911,Portugal C,Exterior,31.0,2745,2026-06-30,True,55.0,,55.0,,56.5
ZD,A. Landázuri,Tenerife,Espanha C,Exterior,29.0,3543,2027-06-30,True,55.0,,55.0,,50.7
GOL,P. Díaz,Cusco,Peru,Sul-americano,28.0,2081,2028-12-31,False,55.0,,55.0,,53.8
GOL,A. Buffa,Wanderers,Uruguai,Sul-americano,28.0,2488,2026-12-31,True,55.0,,55.0,,38.3
ED,E. Avaro,Club Atlético Mitre,Argentina B,Sul-americano,27.0,1113,2026-12-31,True,55.0,,55.0,,50.3
GOL,D. Novoa,Millonarios,Colombia A,Sul-americano,37.0,1492,2027-06-30,True,55.0,,55.0,,54.1
ZD,M. Coronel,Nacional Asunción,Paraguai,Sul-americano,18.0,1199,,True,64.0,46.0,55.0,28.57,61.3
GOL,F. Varese,Racing,Uruguai,Sul-americano,23.0,2001,2026-12-31,True,55.0,,55.0,,47.7
MED,Felipe,Liaoning Tieren,China,Exterior,32.0,1371,,True,55.0,,55.0,,47.9
ZE,Lucas Ryan,Lokomotiv Plovdiv,Bulgaria,Exterior,23.0,2487,2028-06-30,False,55.0,,55.0,,54.4
LE,A. Sández,Rosario Central,Argentina A,Sul-americano,25.0,1470,2027-12-31,False,62.0,48.0,55.0,28.59,63.0
GOL,V. Cabezas,Unión Magdalena,Colombia B,Sul-americano,28.0,1186,,True,55.0,,55.0,,46.5
MED,L. Godoy,Atlético Tucumán,Argentina A,Sul-americano,23.0,984,2027-12-31,False,71.0,39.0,55.0,27.37,62.0
ED,D. Camacho,UTC Cajamarca,Peru,Sul-americano,29.0,1557,2026-12-31,True,42.0,68.0,55.0,28.97,47.1
LE,P. Sanz,Central Norte,Argentina B,Sul-americano,26.0,1566,,True,55.0,,55.0,,71.7
LE,A. Tabares,All Boys,Argentina B,Sul-americano,25.0,2223,2027-12-31,False,55.0,,55.0,,68.5
ZD,N. Garrido,O'Higgins,Chile,Sul-americano,23.0,1042,2027-12-31,False,45.0,65.0,55.0,29.85,58.5
GOL,F. Benítez,Caracas,Venezuela,Sul-americano,22.0,1305,,True,55.0,,55.0,,47.1
GOL,E. Vázquez,Central Norte,Argentina B,Sul-americano,25.0,1965,2026-12-31,True,55.0,,55.0,,38.4
LE,Guilherme,Atlético-GO,Brasil B,Série B,24.0,2274,2027-12-31,False,55.0,,55.0,,52.3
VOL,A. Pérez,Deportivo Táchira,Venezuela,Sul-americano,25.0,1186,2026-12-31,True,55.0,,55.0,,66.0
ZD,J. Palacios,Independiente Juniors,Equador B,Sul-americano,21.0,1832,,True,55.0,,55.0,,52.0
EE,G. Salega,Portuguesa,Venezuela,Sul-americano,27.0,1001,,True,55.0,,55.0,,65.5
CA,E. Mendoza,Barcelona,Equador A,Sul-americano,24.0,1034,2029-06-30,False,50.0,60.0,55.0,29.24,46.4
LD,M. Rueda,Patronato,Argentina B,Sul-americano,28.0,2175,2026-12-31,True,55.0,,55.0,,62.5
CA,E. Mero,Guayaquil City,Equador A,Sul-americano,28.0,2488,2027-12-31,False,63.0,47.0,55.0,30.49,57.0
VOL,B. Nievas,Chaco For Ever,Argentina B,Sul-americano,28.0,1601,2026-12-31,True,55.0,,55.0,,42.9
CA,Mateo Benegas,Ferro Carril Oeste,Argentina B,Sul-americano,20.0,1519,2030-12-31,False,55.0,,55.0,,63.4
CA,M. Moreno,Atlético Rafaela,Argentina B,Sul-americano,23.0,1773,2026-12-31,True,55.0,,55.0,,64.9
LE,M. Martinich,Cienciano,Peru,Sul-americano,30.0,1246,,True,71.0,36.0,54.0,28.53,90.0
LD,A. Cova,Lokomotiv Plovdiv,Bulgaria,Exterior,25.0,2878,2027-06-30,True,54.0,,54.0,,52.3
MED,J. Pérez,Alianza Atlético,Peru,Sul-americano,25.0,1023,2026-12-31,True,60.0,49.0,54.0,27.94,50.8
CA,C. Triana,Académica,Portugal C,Exterior,28.0,1588,,True,54.0,,54.0,,63.1
ZE,Nicolás Vargas,Huachipato,Chile,Sul-americano,32.0,1631,2026-12-31,True,35.0,74.0,54.0,28.9,47.5
ED,C. López,Sport Boys,Peru,Sul-americano,32.0,1055,2027-12-31,False,58.0,49.0,54.0,30.52,65.8
ZD,N. Marotta,Deportivo Recoleta,Paraguai,Sul-americano,29.0,1861,2026-12-31,True,56.0,51.0,54.0,28.34,58.8
ED,A. Londoño,Universidad Católica,Equador A,Sul-americano,25.0,1218,2026-12-31,True,73.0,36.0,54.0,29.38,75.6
ED,J. Gutiérrez,La Serena,Chile,Sul-americano,24.0,1076,2026-12-31,True,37.0,71.0,54.0,29.76,35.4
MED,Eduardo,Criciúma,Brasil B,Série B,29.0,1239,2026-11-30,True,31.0,77.0,54.0,27.91,30.0
CA,R. César,Deportivo Maldonado,Uruguai,Sul-americano,32.0,1624,,True,47.0,62.0,54.0,29.57,49.3
EE,J. Alemán,Real Cartagena,Colombia B,Sul-americano,24.0,1717,,True,54.0,,54.0,,57.5
CA,J. Bartolo,Asteras Tripolis,Grecia,Exterior,30.0,2529,2026-06-30,True,33.0,75.0,54.0,29.57,40.7
LD,C. Diaz,Unión La Calera,Chile,Sul-americano,31.0,1711,2026-12-31,True,74.0,35.0,54.0,29.07,78.1
LE,L. Pavez,O'Higgins,Chile,Sul-americano,30.0,1179,2026-12-31,True,61.0,48.0,54.0,29.01,62.9
GOL,I. Pietrobono,Club Atlético Mitre,Argentina B,Sul-americano,35.0,1067,2026-12-31,True,54.0,,54.0,,33.6
ED,S. Viera,Macará,Equador A,Sul-americano,21.0,1257,2027-12-31,False,54.0,55.0,54.0,29.54,52.6
VOL,Alfredo Amarilla,Aurora,Bolivia,Sul-americano,24.0,968,2026-12-31,True,54.0,,54.0,,52.2
ZD,M. Barreto González,Sportivo Luqueño,Paraguai,Sul-americano,28.0,1220,2026-12-31,True,38.0,71.0,54.0,30.38,50.7
EE,J. Gutiérrez,Defensa y Justicia,Argentina A,Sul-americano,24.0,1898,2030-06-30,False,59.0,49.0,54.0,29.6,69.8
CA,H. Benítez,Nacional Asunción,Paraguai,Sul-americano,23.0,1156,2026-12-31,True,70.0,38.0,54.0,28.99,67.9
EE,I. Aliseda,Cerro Porteño,Paraguai,Sul-americano,26.0,1248,2026-12-31,True,59.0,48.0,54.0,30.39,74.5
LE,S. Marcich,Lanús,Argentina A,Sul-americano,28.0,1801,2028-12-31,False,52.0,57.0,54.0,28.69,51.3
VOL,A. Macelli,Cerro,Uruguai,Sul-americano,28.0,2232,2026-12-31,True,83.0,24.0,54.0,27.07,72.8
MED,H. González Ojeda,Sportivo San Lorenzo,Paraguai,Sul-americano,26.0,1071,2026-12-31,True,57.0,52.0,54.0,27.37,41.8
LD,G. Anangonó,Universidad Católica,Equador A,Sul-americano,28.0,1613,,True,60.0,49.0,54.0,30.69,72.3
GOL,Maurício Kozlinski,Londrina,Brasil B,Série B,35.0,2495,2028-11-30,False,54.0,,54.0,,42.7
EE,P. Zarza,Olimpia,Paraguai,Sul-americano,19.0,1068,2026-12-31,True,35.0,73.0,54.0,30.19,53.2
ZE,S. Obradović,Academia Puerto Cabello,Venezuela,Sul-americano,22.0,1214,2027-06-30,True,54.0,,54.0,,58.6
ZD,F. Álvarez,Argentinos Juniors,Argentina A,Sul-americano,26.0,2307,2029-12-31,False,69.0,40.0,54.0,27.64,77.6
LE,L. Allende,Colón,Argentina B,Sul-americano,30.0,1083,2026-12-31,True,54.0,,54.0,,70.0
LD,Rodinei,Olympiacos Piraeus,Grecia,Exterior,34.0,1866,2027-06-30,True,90.0,19.0,54.0,28.7,82.7
CA,Daniel Penha,Avaí,Brasil B,Série B,27.0,1313,2026-12-31,True,24.0,85.0,54.0,28.21,30.2
VOL,D. Quiñones,Inter Bogotá,Colombia A,Sul-americano,25.0,1939,2027-06-30,True,50.0,57.0,54.0,28.54,47.3
ZE,E. Ferigra,Larissa,Grecia,Exterior,27.0,1585,2027-06-30,True,58.0,50.0,54.0,28.43,59.5
CA,B. Montenegro,Defensor Sporting,Uruguai,Sul-americano,33.0,2102,2026-12-31,True,40.0,68.0,54.0,28.89,42.5
LD,Heitor,Portimonense,Portugal B,Exterior,25.0,1413,2026-06-30,True,61.0,48.0,54.0,29.02,66.9
LE,G. Vallecilla,Barcelona,Equador A,Sul-americano,27.0,925,2026-12-31,True,61.0,48.0,54.0,29.46,70.9
ED,F. Ardiles,Estudiantes Caseros,Argentina B,Sul-americano,27.0,2053,2026-12-31,True,54.0,,54.0,,52.5
LD,Matheus Ribeiro,Náutico,Brasil B,Série B,33.0,912,2026-11-30,True,57.0,51.0,54.0,28.89,57.1
MED,Marcelo Meli,Deportivo Madryn,Argentina B,Sul-americano,34.0,1323,2026-12-31,True,54.0,,54.0,,48.3
ZE,J. Bilbao,Carabobo,Venezuela,Sul-americano,27.0,915,2026-12-31,True,54.0,,54.0,,60.0
EE,F. Saccone,Deportivo Maipú,Argentina B,Sul-americano,24.0,2117,2027-12-31,False,54.0,,54.0,,80.0
VOL,M. Arrasco,FC Cajamarca,Peru,Sul-americano,22.0,1447,2026-12-31,True,28.0,80.0,54.0,29.41,32.6
ZE,C. Caicedo,Deportivo Santo Domingo,Equador B,Sul-americano,26.0,1826,2026-12-31,True,54.0,,54.0,,59.8
LE,Nicolas,Goiás,Brasil B,Série B,29.0,1720,2026-11-30,True,48.0,61.0,54.0,29.89,46.7
VOL,J. Leiva,O'Higgins,Chile,Sul-americano,32.0,1248,2026-12-31,True,48.0,59.0,54.0,27.83,40.6
LE,D. Caro,UTC Cajamarca,Peru,Sul-americano,27.0,1640,2026-12-31,True,52.0,55.0,54.0,29.52,62.1
ED,J. Fernández,Rosario Central,Argentina A,Sul-americano,22.0,1014,2027-12-31,False,86.0,21.0,54.0,28.19,80.3
CA,G. Chiaverano,Audax Italiano,Chile,Sul-americano,21.0,1239,2026-12-31,True,28.0,81.0,54.0,29.69,20.4
LE,Lucas Velásquez,Huachipato,Chile,Sul-americano,20.0,1148,2027-12-31,False,34.0,75.0,54.0,30.04,42.4
MED,I. Cechi,9 de Octubre,Equador B,Sul-americano,25.0,1570,2026-12-31,True,54.0,,54.0,,55.2
EE,M. Carabalí,Barranquilla,Colombia B,Sul-americano,23.0,910,2026-12-31,True,54.0,,54.0,,60.8
LE,L. Koutris,Pogoń Szczecin,Polonia,Exterior,30.0,1974,2026-06-30,True,54.0,,54.0,,46.2
LE,G. Cortez,Independiente del Valle,Equador A,Sul-americano,28.0,960,2027-12-31,False,52.0,57.0,54.0,29.81,60.2
LD,Maílton,Fortaleza,Brasil B,Série B,28.0,1838,2027-12-31,False,67.0,40.0,54.0,29.85,71.0
ED,Zé Hugo,Botafogo-SP,Brasil B,Série B,26.0,1951,2027-12-31,False,59.0,49.0,54.0,29.81,65.3
EE,Leonardo Viviani,Aurora,Bolivia,Sul-americano,18.0,1303,,True,54.0,,54.0,,70.2
VOL,R. Jaramillo,Orense,Equador A,Sul-americano,28.0,1709,2026-12-31,True,50.0,58.0,54.0,27.66,54.9
