ano,clube,sid,nome,minutos,titularidades,nota_media,touches,keyPass,bigChanceCreated,bigChanceMissed,goals,goalAssist,expectedGoals,expectedAssists,totalProgression,progressiveBallCarriesCount,ballRecovery,interceptionWon,duelWon,duelLost,aerialWon,aerialLost,topSpeed,kilometersCovered,numberOfSprints,metersCoveredHighSpeedRunningKm,rating_sd,jogos,keyPass_p90,bigChanceCreated_p90,bigChanceMissed_p90,goals_p90,goalAssist_p90,expectedGoals_p90,expectedAssists_p90,totalProgression_p90,progressiveBallCarriesCount_p90,ballRecovery_p90,interceptionWon_p90,kilometersCovered_p90,numberOfSprints_p90,metersCoveredHighSpeedRunningKm_p90,duelos_pct,aereos_pct,chave
2023,Criciúma,922580,Arilson,2844.0,33,6.985,1933.0,28.0,2.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,204.0,45.0,161.0,161.0,22.0,29.0,,0.0,0.0,0.0,0.425,33,0.886,0.063,0.063,0.158,0.0,0.0,0.0,0.0,0.0,6.456,1.424,0.0,0.0,0.0,0.5,0.431,arilson
2023,Criciúma,985890,Alexandre Tam,0.0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,1,,,,,,,,,,,,,,,,,alexandre tam
2023,Criciúma,989385,Welinton Torrao,170.0,0,6.536,78.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,2.0,10.0,20.0,1.0,4.0,,0.0,0.0,0.0,,16,2.647,0.529,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.765,1.059,0.0,0.0,0.0,0.333,0.2,welinton torrao
2023,Criciúma,992791,Claudinho,1895.0,23,6.869,1279.0,31.0,3.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,105.0,20.0,100.0,98.0,10.0,14.0,,0.0,0.0,0.0,0.605,32,1.472,0.142,0.047,0.142,0.095,0.0,0.0,0.0,0.0,4.987,0.95,0.0,0.0,0.0,0.505,0.417,claudinho
2023,Criciúma,995294,Fabinho,2211.0,27,6.806,854.0,28.0,0.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,77.0,7.0,96.0,100.0,11.0,29.0,,0.0,0.0,0.0,0.482,32,1.14,0.0,0.081,0.204,0.0,0.0,0.0,0.0,0.0,3.134,0.285,0.0,0.0,0.0,0.49,0.275,fabinho
2023,Criciúma,1018777,Eduardo Melo,0.0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,7,,,,,,,,,,,,,,,,,eduardo melo
2023,Criciúma,1108613,Léo Gonçalves,0.0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,2,,,,,,,,,,,,,,,,,leo goncalves
2023,Criciúma,1172986,Miqueias,874.0,10,6.728,527.0,4.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,53.0,12.0,47.0,55.0,10.0,7.0,,0.0,0.0,0.0,0.366,29,0.412,0.206,0.0,0.0,0.206,0.0,0.0,0.0,0.0,5.458,1.236,0.0,0.0,0.0,0.461,0.588,miqueias
2023,Criciúma,1186629,Guilherme Silva,0.0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,5,,,,,,,,,,,,,,,,,guilherme silva
2023,Criciúma,1462654,João Carlos,336.0,1,6.68,154.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,10.0,3.0,24.0,31.0,9.0,7.0,,0.0,0.0,0.0,,26,1.607,0.0,0.0,0.0,0.268,0.0,0.0,0.0,0.0,2.679,0.804,0.0,0.0,0.0,0.436,0.562,joao carlos
2023,Criciúma,1807184,Thiago Jesus,0.0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,1,,,,,,,,,,,,,,,,,thiago jesus
2023,Criciúma,2469983,Vinícius,0.0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,2,,,,,,,,,,,,,,,,,vinicius
2023,Criciúma,2472108,Kauã Moroso,0.0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,6,,,,,,,,,,,,,,,,,kaua moroso
2023,Guarani,243653,Alan Santos,2097.0,24,6.892,1608.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,109.0,23.0,86.0,68.0,55.0,29.0,,0.0,0.0,0.0,0.491,24,0.172,0.0,0.043,0.0,0.0,0.0,0.0,0.0,0.0,4.678,0.987,0.0,0.0,0.0,0.558,0.655,alan santos
2023,Guarani,329223,Neílton,160.0,1,6.625,149.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,14.0,18.0,0.0,1.0,,0.0,0.0,0.0,,15,1.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.625,0.0,0.0,0.0,0.0,0.438,0.0,neilton
2023,Guarani,335365,Régis,1174.0,12,6.696,559.0,31.0,1.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,38.0,5.0,42.0,66.0,1.0,15.0,,0.0,0.0,0.0,0.74,33,2.376,0.077,0.153,0.077,0.153,0.0,0.0,0.0,0.0,2.913,0.383,0.0,0.0,0.0,0.389,0.062,regis
2023,Guarani,338827,Lucão,3184.0,36,6.992,2437.0,11.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,156.0,29.0,101.0,65.0,71.0,43.0,,0.0,0.0,0.0,0.356,36,0.311,0.057,0.0,0.0,0.028,0.0,0.0,0.0,0.0,4.41,0.82,0.0,0.0,0.0,0.608,0.623,lucao
2023,Guarani,553652,Diogo Mateus,3078.0,35,7.014,2501.0,46.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,138.0,23.0,90.0,101.0,26.0,30.0,,0.0,0.0,0.0,0.413,35,1.345,0.029,0.0,0.029,0.029,0.0,0.0,0.0,0.0,4.035,0.673,0.0,0.0,0.0,0.471,0.464,diogo mateus
2023,Guarani,795018,Bruno Mendes,1368.0,14,6.682,383.0,4.0,0.0,5.0,7.0,0.0,0.0,0.0,0.0,0.0,32.0,2.0,63.0,75.0,23.0,36.0,,0.0,0.0,0.0,0.438,34,0.263,0.0,0.329,0.461,0.0,0.0,0.0,0.0,0.0,2.105,0.132,0.0,0.0,0.0,0.457,0.39,bruno mendes
2023,Guarani,840078,Lima,0.0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,3,,,,,,,,,,,,,,,,,lima
2023,Guarani,841926,Caique,254.0,2,6.55,183.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,2.0,9.0,15.0,1.0,2.0,,0.0,0.0,0.0,,20,1.063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.669,0.709,0.0,0.0,0.0,0.375,0.333,caique
2023,Guarani,842750,Tony,696.0,8,7.0,307.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,0.0,5.0,0.0,3.0,0.0,,0.0,0.0,0.0,0.707,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.534,0.0,0.0,0.0,0.0,1.0,1.0,tony
2023,Guarani,867883,Douglas Borges,450.0,5,7.48,183.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,2.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.593,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,1.0,,douglas borges
2023,Guarani,870590,Matheus Barbosa,2251.0,29,6.967,1419.0,25.0,4.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,150.0,54.0,111.0,107.0,29.0,16.0,,0.0,0.0,0.0,0.411,30,1.0,0.16,0.0,0.12,0.08,0.0,0.0,0.0,0.0,5.997,2.159,0.0,0.0,0.0,0.509,0.644,matheus barbosa
2023,Guarani,888650,Gustavo França,324.0,3,6.7,165.0,6.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,12.0,0.0,15.0,22.0,0.0,3.0,,0.0,0.0,0.0,0.854,10,1.667,0.0,0.0,0.0,0.556,0.0,0.0,0.0,0.0,3.333,0.0,0.0,0.0,0.0,0.405,0.0,gustavo franca
2023,Guarani,914473,Lucas Araujo,938.0,7,6.648,543.0,7.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,58.0,11.0,49.0,35.0,12.0,6.0,,0.0,0.0,0.0,0.35,37,0.672,0.096,0.0,0.0,0.096,0.0,0.0,0.0,0.0,5.565,1.055,0.0,0.0,0.0,0.583,0.667,lucas araujo
2023,Guarani,922544,Pegorari,2214.0,25,7.081,1104.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,199.0,0.0,13.0,1.0,7.0,1.0,,0.0,0.0,0.0,0.623,33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.089,0.0,0.0,0.0,0.0,0.929,0.875,pegorari
2023,Guarani,922628,Isaque,1337.0,15,6.693,859.0,17.0,2.0,5.0,2.0,2.0,0.0,0.0,0.0,0.0,59.0,10.0,69.0,74.0,4.0,8.0,,0.0,0.0,0.0,0.622,36,1.144,0.135,0.337,0.135,0.135,0.0,0.0,0.0,0.0,3.972,0.673,0.0,0.0,0.0,0.483,0.333,isaque
2023,Guarani,923949,Bruninho,2127.0,27,6.836,925.0,30.0,3.0,7.0,7.0,2.0,0.0,0.0,0.0,0.0,86.0,4.0,102.0,121.0,8.0,21.0,,0.0,0.0,0.0,0.605,33,1.269,0.127,0.296,0.296,0.085,0.0,0.0,0.0,0.0,3.639,0.169,0.0,0.0,0.0,0.457,0.276,bruninho
2023,Guarani,924423,Derek Freitas,2027.0,23,6.832,603.0,8.0,2.0,3.0,10.0,1.0,0.0,0.0,0.0,0.0,62.0,7.0,114.0,187.0,35.0,78.0,,0.0,0.0,0.0,0.458,34,0.355,0.089,0.133,0.444,0.044,0.0,0.0,0.0,0.0,2.753,0.311,0.0,0.0,0.0,0.379,0.31,derek freitas
2023,Guarani,931567,Matheus Bueno,2235.0,27,6.824,1695.0,15.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,176.0,34.0,145.0,109.0,19.0,21.0,,0.0,0.0,0.0,0.373,32,0.604,0.04,0.0,0.04,0.0,0.0,0.0,0.0,0.0,7.087,1.369,0.0,0.0,0.0,0.571,0.475,matheus bueno
2023,Guarani,936947,Pablo Thomaz,380.0,2,6.677,161.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,33.0,40.0,8.0,21.0,,0.0,0.0,0.0,0.141,17,0.711,0.237,0.237,0.237,0.0,0.0,0.0,0.0,0.0,1.184,0.947,0.0,0.0,0.0,0.452,0.276,pablo thomaz
2023,Guarani,938612,Wálber,1027.0,11,6.7,557.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,7.0,37.0,31.0,19.0,9.0,,0.0,0.0,0.0,0.344,32,0.351,0.088,0.088,0.0,0.0,0.0,0.0,0.0,0.0,3.505,0.613,0.0,0.0,0.0,0.544,0.679,walber
2023,Guarani,944459,Mayk,2987.0,35,6.825,2255.0,32.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,192.0,50.0,126.0,99.0,42.0,29.0,,0.0,0.0,0.0,0.375,36,0.964,0.03,0.0,0.0,0.09,0.0,0.0,0.0,0.0,5.785,1.507,0.0,0.0,0.0,0.56,0.592,mayk
2023,Guarani,958676,Wenderson,976.0,10,6.65,554.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,9.0,60.0,53.0,12.0,13.0,,0.0,0.0,0.0,0.293,36,0.277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.703,0.83,0.0,0.0,0.0,0.531,0.48,wenderson
2023,Guarani,973294,Lucas Silva,269.0,1,6.569,119.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,1.0,20.0,17.0,1.0,1.0,,0.0,0.0,0.0,,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.015,0.335,0.0,0.0,0.0,0.541,0.5,lucas silva
2023,Guarani,974329,Bruno José,2433.0,29,6.944,1090.0,28.0,9.0,0.0,4.0,7.0,0.0,0.0,0.0,0.0,111.0,9.0,144.0,164.0,27.0,56.0,,0.0,0.0,0.0,0.447,32,1.036,0.333,0.0,0.148,0.259,0.0,0.0,0.0,0.0,4.106,0.333,0.0,0.0,0.0,0.468,0.325,bruno jose
2023,Guarani,1016885,João Victor,1881.0,22,6.767,891.0,27.0,3.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,94.0,19.0,76.0,95.0,15.0,20.0,,0.0,0.0,0.0,0.435,36,1.292,0.144,0.0,0.144,0.191,0.0,0.0,0.0,0.0,4.498,0.909,0.0,0.0,0.0,0.444,0.429,joao victor
2023,Guarani,1023758,Eliel,45.0,0,7.1,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,9.0,2.0,1.0,1.0,,0.0,0.0,0.0,,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.818,0.5,eliel
2023,Guarani,1066548,Alexis Alvarino,953.0,10,6.669,657.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,16.0,34.0,43.0,12.0,9.0,,0.0,0.0,0.0,0.344,35,0.189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.722,1.511,0.0,0.0,0.0,0.442,0.571,alexis alvarino
2023,Guarani,1118261,Robinho,17.0,0,6.5,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.588,0.0,0.0,0.0,0.0,,,robinho
2023,Guarani,1122890,Bernardo,202.0,0,6.633,160.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,2.0,20.0,17.0,4.0,6.0,,0.0,0.0,0.0,,27,0.446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.347,0.891,0.0,0.0,0.0,0.541,0.4,bernardo
2023,Guarani,1123398,Diego Porfirio,136.0,1,6.68,113.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,13.0,2.0,13.0,8.0,4.0,0.0,,0.0,0.0,0.0,,8,2.647,0.0,0.0,0.0,0.662,0.0,0.0,0.0,0.0,8.603,1.324,0.0,0.0,0.0,0.619,1.0,diego porfirio
2023,Guarani,1125099,Iago Teles,229.0,3,6.662,123.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,21.0,13.0,4.0,2.0,,0.0,0.0,0.0,0.283,12,0.393,0.0,0.0,0.393,0.0,0.0,0.0,0.0,0.0,3.537,0.0,0.0,0.0,0.0,0.618,0.667,iago teles
2023,Guarani,1175733,Lucas Adell,0.0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,3,,,,,,,,,,,,,,,,,lucas adell
2023,Guarani,1430092,Rafael Freitas,0.0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,1,,,,,,,,,,,,,,,,,rafael freitas
2023,Guarani,1465212,Yan Henrique,82.0,1,6.4,58.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,4.0,6.0,1.0,2.0,,0.0,0.0,0.0,,17,1.098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.293,1.098,0.0,0.0,0.0,0.4,0.333,yan henrique
2023,Guarani,1476199,Alvaro,60.0,0,7.2,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,2.0,0.0,2.0,0.0,,0.0,0.0,0.0,,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,1.0,1.0,alvaro
2023,Guarani,1503698,Arthur Motta,0.0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,2,,,,,,,,,,,,,,,,,arthur motta
2023,Guarani,1518175,Filipe Chrysman,0.0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,2,,,,,,,,,,,,,,,,,filipe chrysman
2023,Guarani,1634711,Titi,0.0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,14,,,,,,,,,,,,,,,,,titi
2023,Ituano,37552,Carlão,495.0,6,6.833,322.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,6.0,18.0,19.0,8.0,11.0,,0.0,0.0,0.0,0.288,6,0.182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.364,1.091,0.0,0.0,0.0,0.486,0.421,carlao
2023,Ituano,44356,Rafael Pereira,1291.0,13,6.784,713.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,19.0,37.0,27.0,17.0,12.0,,0.0,0.0,0.0,0.347,30,0.209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.043,1.325,0.0,0.0,0.0,0.578,0.586,rafael pereira
2023,Ituano,79097,Neto Berola,176.0,2,6.583,109.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,20.0,14.0,2.0,0.0,,0.0,0.0,0.0,,8,1.023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.114,0.0,0.0,0.0,0.0,0.588,1.0,neto berola
2023,Ituano,330323,Pacheco,1929.0,20,6.843,1622.0,21.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,127.0,37.0,74.0,82.0,24.0,21.0,,0.0,0.0,0.0,0.402,32,0.98,0.093,0.0,0.0,0.047,0.0,0.0,0.0,0.0,5.925,1.726,0.0,0.0,0.0,0.474,0.533,pacheco
2023,Ituano,355810,Mário Sergio,2501.0,28,6.926,1851.0,22.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,136.0,38.0,128.0,80.0,46.0,18.0,,0.0,0.0,0.0,0.473,31,0.792,0.036,0.036,0.072,0.072,0.0,0.0,0.0,0.0,4.894,1.367,0.0,0.0,0.0,0.615,0.719,mario sergio
2023,Ituano,592022,Yann Rollim,1411.0,17,6.908,759.0,35.0,3.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,83.0,5.0,71.0,79.0,7.0,14.0,,0.0,0.0,0.0,0.636,34,2.232,0.191,0.064,0.191,0.128,0.0,0.0,0.0,0.0,5.294,0.319,0.0,0.0,0.0,0.473,0.333,yann rollim
2023,Ituano,794847,Lucas Siqueira,561.0,4,6.762,409.0,5.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,53.0,16.0,45.0,24.0,24.0,3.0,,0.0,0.0,0.0,0.432,32,0.802,0.16,0.0,0.0,0.16,0.0,0.0,0.0,0.0,8.503,2.567,0.0,0.0,0.0,0.652,0.889,lucas siqueira
2023,Ituano,794851,Rafael Silva,74.0,1,6.633,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,7.0,6.0,4.0,4.0,,0.0,0.0,0.0,,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.432,0.0,0.0,0.0,0.0,0.538,0.5,rafael silva
2023,Ituano,829492,Marcelo Freitas,238.0,3,6.967,163.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,5.0,10.0,8.0,1.0,1.0,,0.0,0.0,0.0,0.379,5,1.513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.563,1.891,0.0,0.0,0.0,0.556,0.5,marcelo freitas
2023,Ituano,866864,Claudinho,2456.0,29,6.824,1534.0,10.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,130.0,28.0,131.0,77.0,95.0,42.0,,0.0,0.0,0.0,0.475,30,0.366,0.073,0.037,0.0,0.037,0.0,0.0,0.0,0.0,4.764,1.026,0.0,0.0,0.0,0.63,0.693,claudinho
2023,Ituano,866941,Deivity,180.0,2,7.35,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,5.0,0.0,4.0,0.0,,0.0,0.0,0.0,0.495,37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.5,0.0,0.0,0.0,0.0,1.0,1.0,deivity
2023,Ituano,870692,Marcel,2079.0,22,6.856,1489.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,102.0,23.0,54.0,52.0,37.0,28.0,,0.0,0.0,0.0,0.388,36,0.26,0.0,0.0,0.043,0.0,0.0,0.0,0.0,0.0,4.416,0.996,0.0,0.0,0.0,0.509,0.569,marcel
2023,Ituano,870954,Jefferson Paulino,3240.0,36,6.997,1524.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,290.0,0.0,6.0,5.0,4.0,1.0,,0.0,0.0,0.0,0.565,36,0.056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.056,0.0,0.0,0.0,0.0,0.545,0.8,jefferson paulino
2023,Ituano,877549,Frazan,542.0,6,6.612,393.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,11.0,18.0,19.0,11.0,4.0,,0.0,0.0,0.0,0.518,34,0.166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.31,1.827,0.0,0.0,0.0,0.486,0.733,frazan
2023,Ituano,882076,Felipe Saraiva,1824.0,20,6.879,924.0,26.0,2.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,90.0,9.0,156.0,117.0,6.0,14.0,,0.0,0.0,0.0,0.453,29,1.283,0.099,0.049,0.099,0.099,0.0,0.0,0.0,0.0,4.441,0.444,0.0,0.0,0.0,0.571,0.3,felipe saraiva
2023,Ituano,901455,Bruno Xavier,345.0,6,6.829,143.0,4.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,22.0,5.0,11.0,23.0,3.0,9.0,,0.0,0.0,0.0,0.42,7,1.043,0.0,0.261,0.522,0.0,0.0,0.0,0.0,0.0,5.739,1.304,0.0,0.0,0.0,0.324,0.25,bruno xavier
2023,Ituano,932269,Jonathan Silva,57.0,1,6.7,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,3.0,4.0,1.0,2.0,,0.0,0.0,0.0,,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.158,4.737,0.0,0.0,0.0,0.429,0.333,jonathan silva
2023,Ituano,933329,Thiaguinho,1010.0,12,6.622,568.0,14.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,79.0,12.0,51.0,69.0,10.0,17.0,,0.0,0.0,0.0,0.323,24,1.248,0.089,0.089,0.0,0.178,0.0,0.0,0.0,0.0,7.04,1.069,0.0,0.0,0.0,0.425,0.37,thiaguinho
2023,Ituano,938482,Eduardo Person,1398.0,17,6.867,746.0,40.0,3.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,62.0,3.0,66.0,76.0,4.0,6.0,,0.0,0.0,0.0,0.418,21,2.575,0.193,0.0,0.129,0.193,0.0,0.0,0.0,0.0,3.991,0.193,0.0,0.0,0.0,0.465,0.4,eduardo person
2023,Ituano,942337,Marthã Fernando,1074.0,13,6.759,610.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,65.0,17.0,62.0,75.0,14.0,19.0,,0.0,0.0,0.0,0.205,32,0.503,0.0,0.0,0.084,0.0,0.0,0.0,0.0,0.0,5.447,1.425,0.0,0.0,0.0,0.453,0.424,martha fernando
2023,Ituano,950329,Iury,1299.0,16,6.768,977.0,12.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,73.0,32.0,69.0,79.0,19.0,16.0,,0.0,0.0,0.0,0.371,29,0.831,0.0,0.0,0.0,0.139,0.0,0.0,0.0,0.0,5.058,2.217,0.0,0.0,0.0,0.466,0.543,iury
2023,Ituano,966128,Alejandro Viniegra,367.0,4,6.456,185.0,9.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,1.0,20.0,46.0,2.0,2.0,,0.0,0.0,0.0,0.346,16,2.207,0.245,0.245,0.0,0.0,0.0,0.0,0.0,0.0,4.169,0.245,0.0,0.0,0.0,0.303,0.5,alejandro viniegra
2023,Ituano,988851,José Aldo,2089.0,24,6.878,1386.0,25.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.0,42.0,122.0,141.0,33.0,20.0,,0.0,0.0,0.0,0.389,31,1.077,0.043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.755,1.809,0.0,0.0,0.0,0.464,0.623,jose aldo
2023,Ituano,1016665,Rhuan,90.0,1,6.55,63.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,3.0,3.0,1.0,1.0,,0.0,0.0,0.0,,4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,0.0,0.0,0.0,0.5,0.5,rhuan
2023,Ituano,1019256,Hélio Borges,1964.0,21,6.758,974.0,33.0,2.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,121.0,16.0,117.0,141.0,20.0,31.0,,0.0,0.0,0.0,0.452,35,1.512,0.092,0.092,0.0,0.137,0.0,0.0,0.0,0.0,5.545,0.733,0.0,0.0,0.0,0.453,0.392,helio borges
2023,Ituano,1063195,Davi Araújo,190.0,2,6.7,93.0,7.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,13.0,0.0,8.0,15.0,1.0,5.0,,0.0,0.0,0.0,,7,3.316,0.474,0.474,0.0,0.474,0.0,0.0,0.0,0.0,6.158,0.0,0.0,0.0,0.0,0.348,0.167,davi araujo
2023,Ituano,1065976,Vinicius Balieiro,226.0,2,6.614,80.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,9.0,9.0,3.0,2.0,,0.0,0.0,0.0,0.141,13,1.593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.389,0.398,0.0,0.0,0.0,0.5,0.6,vinicius balieiro
2023,Ituano,1083992,Wesley,0.0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,2,,,,,,,,,,,,,,,,,wesley
