id_jogador,jogador,temporada_tm,lesao,de,ate,dias,jogos_perdidos,dias_2022,dias_2023,dias_2024,dias_2025,dias_2026
54214,Leandrinho,18/19,Lesão desconhecida,2018-10-06,2018-10-21,16,1,0,0,0,0,0
54214,Leandrinho,15/16,Lesão desconhecida,2016-02-07,2016-02-28,22,3,0,0,0,0,0
54214,Leandrinho,15/16,Lesão no tornozelo,2015-11-06,2015-11-08,3,1,0,0,0,0,0
54214,Leandrinho,13/14,Rotura dos ligamentos cruzados,2013-04-15,2013-10-15,184,26,0,0,0,0,0
54214,Leandrinho,07/08,Rotura dos ligamentos cruzados,2008-02-24,2008-06-01,99,11,0,0,0,0,0
54161,Pedro Júnior,17/18,Lesão muscular,2018-04-03,2018-04-24,22,5,0,0,0,0,0
54161,Pedro Júnior,17/18,Traumatismo no metatarso,2017-07-29,2017-09-29,63,12,0,0,0,0,0
54161,Pedro Júnior,16/17,Lesão na panturrilha,2016-09-30,2016-10-18,19,1,0,0,0,0,0
901037,Reginaldo Ramires,26/27,Lesão na coxa,2026-06-21,2026-07-02,12,2,0,0,0,0,12
423839,Ribamar,25/26,Lesão na anca,2025-08-23,2026-01-31,162,9,0,0,0,100,0
423839,Ribamar,20/21,Coronavírus,2020-11-13,2020-11-30,18,4,0,0,0,0,0
423839,Ribamar,19/20,Fratura do tornozelo,2019-07-10,2019-09-05,58,8,0,0,0,0,0
423839,Ribamar,18/19,Constipação,2019-05-10,2019-06-05,27,4,0,0,0,0,0
423839,Ribamar,18/19,Lesão muscular,2019-05-10,2019-06-05,27,4,0,0,0,0,0
423839,Ribamar,18/19,Lesão muscular,2018-12-15,2019-04-25,132,4,0,0,0,0,0
423839,Ribamar,16/17,Recuperação ritmo competitivo,2016-11-06,2017-01-11,67,6,0,0,0,0,0
423839,Ribamar,16/17,Rotura num tendão,2016-09-05,2016-11-05,62,9,0,0,0,0,0
423839,Ribamar,16/17,Recuperação ritmo competitivo,2016-07-29,2016-09-01,35,4,0,0,0,0,0
423839,Ribamar,16/17,Lesão muscular,2016-07-14,2016-07-28,15,3,0,0,0,0,0
688690,Igor Formiga,25/26,Lesão muscular,2026-05-11,2026-07-16,67,6,0,0,0,0,67
688690,Igor Formiga,20/21,Problemas no Joelho,2021-02-27,2021-05-19,82,0,0,0,0,0,0
520430,Kevin,23/24,Queixas adutores,2023-08-26,2023-09-17,23,3,0,23,0,0,0
296903,Artur,18/19,Fratura da clavícula,2018-10-07,2018-11-07,32,5,0,0,0,0,0
676511,Jean Carlos,22/23,Lesão dos ligamentos laterais do joelho,2023-05-04,2024-01-01,243,34,0,211,0,0,0
1072630,Vitinho,24/25,Lesão na coxa,2024-09-15,2024-10-22,38,6,0,0,38,0,0
52929,Wesley,17/18,Lesão muscular,2017-10-21,2017-11-01,12,3,0,0,0,0,0
52929,Wesley,11/12,Rotura dos ligamentos cruzados,2012-04-10,2012-10-15,189,43,0,0,0,0,0
52929,Wesley,10/11,Sehnenanriss,2010-11-21,2011-03-07,107,14,0,0,0,0,0
520623,Matheus Anjos,23/24,Problemas musculares na coxa,2023-04-30,2023-06-22,54,11,0,54,0,0,0
520623,Matheus Anjos,19/20,Lesão muscular,2019-07-17,2019-10-28,104,21,0,0,0,0,0
76135,Élvis,26/27,Lesão do ligamento cruzado,2026-08-19,,24,4,0,0,0,0,1
546218,Danilo Gomes,25/26,Lesão do ligamento cruzado,2025-07-05,2026-05-07,307,31,0,0,0,149,37
520401,Fessin,24/25,Lesão desconhecida,2025-05-04,2025-05-19,16,2,0,0,0,16,0
520401,Fessin,22/23,Problemas musculares,2022-09-30,2022-10-25,26,4,26,0,0,0,0
322059,Leandro Barcia,22/23,Problemas musculares,2023-04-15,2023-05-01,17,3,0,17,0,0,0
322059,Leandro Barcia,22/23,Lesão desconhecida,2023-02-01,2023-03-10,38,6,0,0,0,0,0
322059,Leandro Barcia,21/22,Lesão muscular,2021-10-27,2022-01-01,67,10,0,0,0,0,0
322059,Leandro Barcia,20/21,Lesão no joelho,2020-12-02,2021-08-16,258,52,0,0,0,0,0
322059,Leandro Barcia,20/21,Quarentena,2020-11-06,2020-11-12,7,1,0,0,0,0,0
322059,Leandro Barcia,17/18,Lesão nos adutores,2017-10-01,2017-11-20,51,6,0,0,0,0,0
322059,Leandro Barcia,16/17,Recuperação ritmo competitivo,2017-04-29,2017-07-19,82,14,0,0,0,0,0
322059,Leandro Barcia,16/17,Rotura dos ligamentos cruzados,2016-10-11,2017-04-28,200,24,0,0,0,0,0
322059,Leandro Barcia,16/17,Lesão muscular,2016-09-07,2016-09-26,20,3,0,0,0,0,0
322059,Leandro Barcia,15/16,Doente,2016-03-27,2016-04-05,10,1,0,0,0,0,0
271353,Niltinho,24/25,Fissura da banda do joelho,2024-11-10,2025-02-14,97,7,0,0,21,0,0
271353,Niltinho,19/20,Lesão desconhecida,2019-07-19,2019-12-10,145,18,0,0,0,0,0
271353,Niltinho,18/19,Lesão desconhecida,2018-10-18,2018-10-30,13,2,0,0,0,0,0
271353,Niltinho,15/16,Lesão desconhecida,2015-08-22,2015-09-15,25,3,0,0,0,0,0
76120,Éverton,19/20,Lesão do ligamento cruzado,2019-09-25,2020-02-01,130,17,0,0,0,0,0
76120,Éverton,09/10,Lesão no ombro,2010-03-13,2010-07-01,111,7,0,0,0,0,0
1035650,Eliel,24/25,Problemas musculares na coxa,2024-11-03,2024-11-19,17,1,0,0,17,0,0
178940,Lucca,22/23,Lesão desconhecida,2023-03-06,2023-04-28,54,5,0,28,0,0,0
178940,Lucca,22/23,Problemas musculares,2022-10-10,2022-10-25,16,2,16,0,0,0,0
178940,Lucca,14/15,Entorse,2015-04-08,2015-05-08,31,3,0,0,0,0,0
178940,Lucca,12/13,Rotura dos ligamentos cruzados,2012-10-19,2013-04-19,183,19,0,0,0,0,0
742073,Wallisson,25/26,Problemas musculares na coxa,2026-03-23,2026-04-03,12,1,0,0,0,0,3
113094,Dedé,19/20,Lesão no joelho,2019-10-19,2021-03-01,500,66,0,0,0,0,0
113094,Dedé,14/15,Lesão ligamentar,2014-11-05,2015-11-01,362,80,0,0,0,0,0
921863,Douglas Mendes,24/25,Lesão na coxa,2025-05-19,2025-06-11,24,3,0,0,0,24,0
86917,Fabrício,16/17,Lesão na virilha,2016-11-24,2016-12-05,12,3,0,0,0,0,0
86917,Fabrício,15/16,Problemas na virilha,2015-11-19,2015-11-26,8,1,0,0,0,0,0
351894,Léo Santos,20/21,Traumatismo no joelho,2020-07-19,2021-02-06,203,14,0,0,0,0,0
351894,Léo Santos,19/20,Operado ao joelho,2019-09-04,2020-01-01,120,23,0,0,0,0,0
351894,Léo Santos,18/19,Inflamação do tendão,2019-03-11,2019-07-15,127,19,0,0,0,0,0
271861,Crislan,19/20,Lesão no cotovelo,2019-08-18,2019-09-15,29,3,0,0,0,0,0
271861,Crislan,18/19,Lesão do ligamento cruzado,2018-10-21,2019-06-30,253,28,0,0,0,0,0
271861,Crislan,18/19,Entorse do tornozelo,2018-08-29,2018-09-14,17,1,0,0,0,0,0
271861,Crislan,18/19,Traumatismo no joelho,2018-07-23,2018-08-06,15,2,0,0,0,0,0
271861,Crislan,17/18,Lesão no joelho,2018-05-04,2018-05-08,5,1,0,0,0,0,0
271861,Crislan,16/17,Fibra muscular rasgado,2017-02-05,2017-03-05,29,2,0,0,0,0,0
271861,Crislan,15/16,Problemas musculares na coxa,2016-04-30,2016-05-30,31,4,0,0,0,0,0
271861,Crislan,15/16,Problemas musculares na coxa,2016-03-21,2016-04-01,12,0,0,0,0,0,0
271861,Crislan,15/16,Pequena lesão,2015-12-14,2015-12-17,4,1,0,0,0,0,0
585876,Gabriel Taliari,25/26,Lesão na coxa,2026-04-23,2026-07-22,91,8,0,0,0,0,91
585876,Gabriel Taliari,24/25,Lesão no tornozelo,2025-04-21,2025-05-04,14,1,0,0,0,14,0
585876,Gabriel Taliari,24/25,Entorse do tornozelo,2025-04-13,2025-04-19,7,1,0,0,0,7,0
585876,Gabriel Taliari,24/25,Problemas no Joelho,2024-08-15,2024-10-19,66,10,0,0,66,0,0
585876,Gabriel Taliari,23/24,Artroscopia,2024-01-18,2024-06-10,145,24,0,0,71,0,0
518080,Júnior Todinho,25/26,Lesão no joelho,2026-03-16,2026-04-26,42,5,0,0,0,0,26
518080,Júnior Todinho,20/21,Lesão tornozelo,2020-12-04,2021-01-20,48,9,0,0,0,0,0
518080,Júnior Todinho,20/21,Lesão na coxa,2020-12-04,2021-01-20,48,9,0,0,0,0,0
158038,Lucas Silva,25/26,Lesão no pé,2026-01-11,2026-04-10,90,17,0,0,0,0,10
158038,Lucas Silva,25/26,Entorse na tibiotársica,2025-08-31,2025-09-12,13,2,0,0,0,13,0
158038,Lucas Silva,24/25,Lesão no pé,2025-03-24,2025-04-05,13,1,0,0,0,5,0
158038,Lucas Silva,24/25,Lesão no pé,2025-02-27,2025-03-03,5,1,0,0,0,0,0
158038,Lucas Silva,24/25,Lesão desconhecida,2024-12-01,2024-12-20,20,2,0,0,0,0,0
158038,Lucas Silva,20/21,Rotura muscular na coxa,2021-04-17,2021-04-29,13,1,0,0,0,0,0
158038,Lucas Silva,20/21,Lesão desconhecida,2021-03-16,2021-03-26,11,1,0,0,0,0,0
158038,Lucas Silva,18/19,Lesão desconhecida,2019-03-24,2019-04-05,13,2,0,0,0,0,0
158038,Lucas Silva,17/18,Rotura muscular,2018-04-22,2018-05-31,40,5,0,0,0,0,0
158038,Lucas Silva,17/18,Lesão desconhecida,2017-11-20,2017-12-22,33,4,0,0,0,0,0
598251,Patrick Carvalho,18/19,Lesão desconhecida,2018-11-22,2018-11-29,8,1,0,0,0,0,0
598251,Patrick Carvalho,18/19,Lesão desconhecida,2018-10-18,2018-10-30,13,2,0,0,0,0,0
419146,Alex Ruan,21/22,Lesão desconhecida,2022-10-08,2022-10-20,13,3,13,0,0,0,0
419146,Alex Ruan,20/21,Lesão desconhecida,2021-09-17,2021-11-28,73,14,0,0,0,0,0
419146,Alex Ruan,20/21,Lesão desconhecida,2021-06-30,2021-07-18,19,5,0,0,0,0,0
419146,Alex Ruan,20/21,Lesão desconhecida,2021-06-20,2021-06-22,3,0,0,0,0,0,0
269441,Diego Jardel,20/21,Lesão desconhecida,2021-03-10,2021-06-30,113,7,0,0,0,0,0
269441,Diego Jardel,14/15,Pancada na coxa,2015-06-27,2015-07-10,14,2,0,0,0,0,0
878805,Pepê,26/27,Lesão no joelho,2026-08-03,,40,6,0,0,0,0,1
442818,Fernandinho,25/26,allergische Reaktion,2025-09-21,2025-10-04,14,2,0,0,0,14,0
442818,Fernandinho,25/26,Lesão na coxa,2025-07-28,2025-09-13,48,6,0,0,0,48,0
442818,Fernandinho,25/26,Fadiga muscular,2025-07-17,2025-07-22,6,1,0,0,0,6,0
442818,Fernandinho,24/25,Lesão no ombro,2025-04-06,2025-06-03,59,10,0,0,0,59,0
53356,Sandro,20/21,Ferimento na musculatura da barriga,2020-08-14,2020-10-15,63,15,0,0,0,0,0
68833,Wallace,19/20,Lesão no ligamento interno,2020-01-15,2020-02-04,21,5,0,0,0,0,0
68833,Wallace,19/20,Lesão na coxa,2019-08-31,2019-09-16,17,1,0,0,0,0,0
535037,Erick Farias,25/26,Operação ao tendão de Aquiles,2025-10-26,,321,29,0,0,0,1,0
535037,Erick Farias,24/25,Lesão no ombro,2024-09-16,2024-10-04,19,2,0,0,19,0,0
535037,Erick Farias,23/24,Lesão na coxa,2024-03-08,2024-03-29,22,4,0,0,0,0,0
548298,Fábio Gomes,23/24,Lesão na coxa,2024-04-26,2024-04-30,5,1,0,0,5,0,0
548298,Fábio Gomes,20/21,Rotura de ligamentos do tornozelo,2020-07-30,2020-08-24,26,6,0,0,0,0,0
592345,Getulio,22/23,Distensão dos adutores,2023-04-06,2023-05-04,29,6,0,29,0,0,0
592345,Getulio,19/20,Lesão desconhecida,2019-08-01,2019-12-30,152,21,0,0,0,0,0
349583,Raniel,25/26,Lesão na coxa,2025-07-29,2026-02-01,188,30,0,0,0,125,0
349583,Raniel,20/21,Lesão desconhecida,2020-10-02,2021-07-01,273,68,0,0,0,0,0
740272,Fintelman,25/26,Problema nos flexores do quadril,2025-09-12,2026-05-30,261,53,0,0,0,80,60
68727,Vanderlei,22/23,Fratura de um dedo,2022-10-15,2022-11-21,38,3,38,0,0,0,0
336474,Gabriel Dias,23/24,Lesão na coxa,2023-08-23,2023-10-02,41,6,0,41,0,0,0
336474,Gabriel Dias,22/23,Lesão muscular,2022-08-01,2023-06-30,334,43,122,91,0,0,0
22378,Léo Matos,13/14,Lesão desconhecida,2013-06-12,2013-08-12,62,10,0,0,0,0,0
875511,Paulo Victor,22/23,Contusão no tornozelo,2022-10-01,2022-10-18,18,3,18,0,0,0,0
643119,Riquelme,22/23,Lesão dos ligamentos laterais do joelho,2022-07-21,2023-06-30,345,46,133,91,0,0,0
668235,Marlon Gomes,25/26,Lesão desconhecida,2026-03-13,2026-04-13,32,4,0,0,0,0,13
668235,Marlon Gomes,24/25,Rotura muscular na coxa,2024-08-11,2024-08-31,21,2,0,0,21,0,0
668235,Marlon Gomes,23/24,Lesão na panturrilha,2024-02-02,2024-03-15,43,6,0,0,0,0,0
661269,Matías Galarza,24/25,Distensão muscular,2025-05-03,2025-05-06,4,1,0,0,0,4,0
66515,Alex Teixeira,25/26,Vírus,2025-08-18,2025-08-23,6,1,0,0,0,6,0
66515,Alex Teixeira,24/25,Lesão na coxa,2024-08-01,2024-08-28,28,5,0,0,28,0,0
66515,Alex Teixeira,24/25,Problemas físicos,2024-07-16,2024-07-20,5,1,0,0,5,0,0
66515,Alex Teixeira,21/22,Coronavírus,2022-01-07,2022-01-15,9,2,0,0,0,0,0
66515,Alex Teixeira,21/22,Fissura parcial muscular,2021-11-27,2021-12-28,32,6,0,0,0,0,0
66515,Alex Teixeira,21/22,Rotura muscular na coxa,2021-09-11,2021-09-30,20,5,0,0,0,0,0
66515,Alex Teixeira,21/22,Rotura muscular na coxa,2021-08-28,2021-09-10,14,0,0,0,0,0,0
66515,Alex Teixeira,21/22,Quarentena,2021-08-10,2021-08-16,7,1,0,0,0,0,0
66515,Alex Teixeira,18/19,Lesão na panturrilha,2018-08-02,2018-08-11,10,2,0,0,0,0,0
66515,Alex Teixeira,15/16,Lesão na coxa,2016-01-21,2016-02-09,20,0,0,0,0,0,0
66515,Alex Teixeira,13/14,Lesão desconhecida,2014-04-04,2014-04-13,10,1,0,0,0,0,0
250010,Bruno Nazário,22/23,Problemas no Joelho,2022-10-29,2023-01-14,78,4,33,0,0,0,0
250010,Bruno Nazário,18/19,Rotura dos ligamentos cruzados,2018-09-07,2019-05-15,251,49,0,0,0,0,0
571219,Carlos Palacios,26/27,Distensão muscular,2026-07-19,2026-08-10,23,6,0,0,0,0,23
571219,Carlos Palacios,25/26,Operado ao joelho,2026-01-13,2026-06-30,169,24,0,0,0,0,91
571219,Carlos Palacios,25/26,Ruptura muscular,2025-09-25,2025-10-15,21,2,0,0,0,21,0
571219,Carlos Palacios,24/25,Gripe gastrointestinal,2025-02-10,2025-02-13,4,1,0,0,0,0,0
571219,Carlos Palacios,24/25,Lesão no ombro,2024-10-26,2024-11-01,7,1,0,0,7,0,0
571219,Carlos Palacios,23/24,Entorse do tornozelo,2024-03-18,2024-03-28,11,2,0,0,0,0,0
571219,Carlos Palacios,23/24,Ruptura muscular,2023-09-28,2023-10-18,21,5,0,21,0,0,0
571219,Carlos Palacios,22/23,Problemas musculares na coxa,2022-09-18,2022-10-14,27,6,27,0,0,0,0
29091,Nenê,24/25,Lesão na panturrilha,2025-05-08,2025-05-17,10,1,0,0,0,10,0
29091,Nenê,23/24,Lesão no pé,2023-10-31,2024-03-01,123,14,0,31,0,0,0
29091,Nenê,12/13,Fratura na face,2012-10-22,2012-11-10,20,5,0,0,0,0,0
467940,Vitinho,22/23,Lesão do ligamento cruzado,2022-10-24,2023-09-24,336,41,38,177,0,0,0
467940,Vitinho,17/18,Traumatismo craniano,2017-10-16,2017-10-19,4,1,0,0,0,0,0
550178,Bruno Tubarão,26/27,Lesão na coxa,2026-08-07,,36,5,0,0,0,0,1
550178,Bruno Tubarão,24/25,Problemas musculares na coxa,2025-01-01,2025-04-29,119,23,0,0,0,29,0
550178,Bruno Tubarão,24/25,Problemas musculares na coxa,2024-07-12,2024-08-23,43,9,0,0,43,0,0
550178,Bruno Tubarão,23/24,Lesão na coxa,2024-05-21,2024-06-21,32,5,0,0,32,0,0
550178,Bruno Tubarão,23/24,Lesão muscular,2024-02-01,2024-02-14,14,3,0,0,0,0,0
834481,Erick Marcus,26/27,Lesão desconhecida,2026-06-18,2026-08-27,71,8,0,0,0,0,71
703321,Gabriel Pec,26/27,Fratura da tíbia,2026-07-23,2026-11-23,124,13,0,0,0,0,124
703321,Gabriel Pec,25/26,Problemas musculares,2025-10-02,2025-10-09,8,1,0,0,0,8,0
703321,Gabriel Pec,24/25,Problemas na anca,2025-05-06,2025-05-16,11,2,0,0,0,11,0
703321,Gabriel Pec,24/25,Problemas na anca,2025-04-03,2025-04-07,5,1,0,0,0,5,0
689561,Vinícius Paiva,23/24,Lesão desconhecida,2023-08-14,2023-11-11,90,17,0,90,0,0,0
1033963,Eguinaldo,26/27,Lesão no ombro,2026-07-13,,61,6,0,0,0,0,1
1033963,Eguinaldo,25/26,Lesão desconhecida,2025-08-07,2025-10-07,62,12,0,0,0,62,0
1033963,Eguinaldo,24/25,Lesão no bíceps femoral,2025-01-22,2025-02-06,16,1,0,0,0,0,0
1033963,Eguinaldo,23/24,Lesão desconhecida,2024-04-08,2024-04-15,8,1,0,0,8,0,0
1033963,Eguinaldo,23/24,Lesão desconhecida,2024-03-01,2024-03-16,16,3,0,0,0,0,0
703324,Figueiredo,25/26,Lesão desconhecida,2025-10-25,2025-11-10,17,3,0,0,0,17,0
505002,Martín Sarrafiore,25/26,Ruptura muscular,2026-06-19,2026-06-30,12,3,0,0,0,0,12
505002,Martín Sarrafiore,24/25,Ruptura muscular,2025-05-13,2025-06-30,49,5,0,0,0,49,0
505002,Martín Sarrafiore,24/25,Meniskuseinriss,2024-12-28,2025-01-31,35,1,0,0,0,0,0
743600,Andrey Santos,25/26,Lesão desconhecida,2025-09-28,2025-10-13,16,3,0,0,0,16,0
373193,Yuri Lara,25/26,Entorse do tornozelo,2026-04-06,2026-04-28,23,6,0,0,0,0,23
187759,Anderson Conceição,17/18,Gripe,2017-12-15,2017-12-20,6,1,0,0,0,0,0
606136,Danilo Boza,24/25,Problemas musculares na coxa,2024-09-16,2024-09-28,13,1,0,0,13,0,0
606136,Danilo Boza,24/25,Lesão na coxa,2024-07-08,2024-08-03,27,7,0,0,27,0,0
606136,Danilo Boza,23/24,Lesão muscular,2024-03-28,2024-04-16,20,3,0,0,16,0,0
323838,Juan Quintero,17/18,Lesão muscular,2018-03-14,2018-05-30,78,11,0,0,0,0,0
189470,Luis Cangá,16/17,Lesão meniscal,2016-07-04,2016-07-25,22,4,0,0,0,0,0
808475,MT,25/26,Rotura dos ligamentos cruzados,2025-12-22,,264,24,0,0,0,0,0
808475,MT,25/26,Lesão desconhecida,2025-10-20,2025-11-25,37,5,0,0,0,37,0
808475,MT,22/23,Lesão desconhecida,2022-10-30,2022-11-20,22,2,22,0,0,0,0
412376,Miranda,20/21,Coronavírus,2020-11-13,2020-11-30,18,2,0,0,0,0,0
678991,Ulisses,25/26,Lesão desconhecida,2025-10-16,,331,33,0,0,0,1,0
678991,Ulisses,20/21,Coronavírus,2020-11-18,2020-12-03,16,4,0,0,0,0,0
592351,Junior Brandão,23/24,Lesão desconhecida,2024-03-23,2024-04-27,36,4,0,0,27,0,0
345401,Nicolas Careca,22/23,Problemas físicos,2022-08-22,2023-01-14,146,13,101,0,0,0,0
347283,Raul Prata,22/23,Lesão no pé,2022-09-25,2022-10-15,21,4,21,0,0,0,0
347283,Raul Prata,18/19,Entorse no joelho,2018-08-15,2018-09-07,24,5,0,0,0,0,0
347283,Raul Prata,17/18,Doente,2018-05-06,2018-05-14,9,2,0,0,0,0,0
347283,Raul Prata,17/18,Lesão muscular,2017-10-21,2017-11-03,14,3,0,0,0,0,0
347283,Raul Prata,14/15,Operado ao joelho,2015-06-08,2015-07-08,31,5,0,0,0,0,0
347283,Raul Prata,14/15,Rotura dos ligamentos cruzados,2014-07-29,2015-01-31,187,25,0,0,0,0,0
678502,Guilherme Lopes,25/26,Lesão na coxa,2025-07-27,2025-08-05,10,2,0,0,0,10,0
678502,Guilherme Lopes,24/25,Lesão na coxa,2025-04-28,2025-05-21,24,4,0,0,0,24,0
519879,Guilherme Romão,22/23,Lesão na coxa,2022-06-30,2022-08-12,44,8,44,0,0,0,0
519879,Guilherme Romão,19/20,Problemas musculares na coxa,2019-10-10,2019-10-25,16,3,0,0,0,0,0
374089,Carlos Jatobá,17/18,Fratura do Metatarso,2018-01-24,2018-04-01,68,6,0,0,0,0,0
50047,Maicon,15/16,Lesão na panturrilha,2015-08-23,2015-09-07,16,3,0,0,0,0,0
50047,Maicon,08/09,Lesão desconhecida,2008-12-12,2009-05-04,144,12,0,0,0,0,0
50047,Maicon,08/09,Fibra muscular rasgado,2008-10-09,2008-10-25,17,1,0,0,0,0,0
584083,Bruninho,20/21,Vírus,2022-06-16,2022-06-20,5,1,5,0,0,0,0
594201,Dudu Sampaio,24/25,Rotura do menisco,2024-10-30,2026-01-14,442,15,0,0,32,244,0
594201,Dudu Sampaio,24/25,Rotura dos ligamentos cruzados,2024-10-30,2026-01-14,442,15,0,0,32,244,0
901014,Gustavo Apis,22/23,Lesão do ligamento cruzado,2023-01-23,2024-01-01,344,69,0,244,0,0,0
66008,Renan Bressan,18/19,Lesão desconhecida,2018-09-12,2018-10-22,41,5,0,0,0,0,0
66008,Renan Bressan,15/16,lesão na perna,2016-04-07,2016-04-25,19,3,0,0,0,0,0
66008,Renan Bressan,14/15,Lesão desconhecida,2015-01-28,2015-04-06,69,12,0,0,0,0,0
212954,Willie,18/19,Lesão desconhecida,2018-08-22,2018-12-31,132,2,0,0,0,0,0
288499,Ewandro Costa,25/26,Lesão muscular,2026-02-13,2026-02-25,13,3,0,0,0,0,0
288499,Ewandro Costa,22/23,Lesão ligamentar,2022-09-12,2022-10-12,31,2,31,0,0,0,0
288499,Ewandro Costa,16/17,Fratura do Metatarso,2016-09-30,2016-12-10,72,9,0,0,0,0,0
704558,Fabinho,25/26,Estiramento do ligamento colateral interno do joelho,2026-04-23,2026-05-16,24,4,0,0,0,0,24
739477,Jajá,26/27,Rotura dos ligamentos cruzados,2026-07-31,,43,7,0,0,0,0,1
554061,Maycon Douglas,22/23,Lesão no joelho,2022-02-22,2022-07-21,150,33,112,0,0,0,0
264343,Pablo Dyego,15/16,Operado ao joelho,2016-03-05,2016-04-30,57,4,0,0,0,0,0
574949,Richard Birkheun,20/21,Coronavírus,2021-01-09,2021-01-20,12,3,0,0,0,0,0
574949,Richard Birkheun,19/20,Lesão desconhecida,2019-09-16,2019-09-29,14,2,0,0,0,0,0
574774,Wesley Pomba,25/26,Distensão da panturrilha,2026-04-15,2026-06-30,77,6,0,0,0,0,77
625345,Caetano,22/23,Lesão desconhecida,2022-09-19,2022-10-20,32,4,32,0,0,0,0
347079,Gilvan,22/23,Lesão no tornozelo,2022-10-06,2023-01-15,102,5,56,0,0,0,0
347079,Gilvan,22/23,Lesão no tornozelo,2022-08-01,2022-09-20,51,9,51,0,0,0,0
225639,Wellington Carvalho,19/20,Fratura do nariz,2019-09-12,2019-09-21,10,0,0,0,0,0,0
225639,Wellington Carvalho,18/19,Lesão desconhecida,2019-05-01,2019-06-05,36,7,0,0,0,0,0
54044,Bruno Mezenga,19/20,Braço fraturado,2019-08-22,2019-09-12,22,4,0,0,0,0,0
54044,Bruno Mezenga,15/16,Lesão desconhecida,2016-04-17,2016-04-24,8,1,0,0,0,0,0
54044,Bruno Mezenga,15/16,Lesão desconhecida,2016-01-25,2016-01-29,5,1,0,0,0,0,0
54044,Bruno Mezenga,15/16,Lesão desconhecida,2015-08-24,2015-09-19,27,3,0,0,0,0,0
54044,Bruno Mezenga,15/16,Lesão desconhecida,2015-08-15,2015-08-20,6,1,0,0,0,0,0
519891,Dalberto,20/21,Coronavírus,2020-11-21,2020-12-06,16,2,0,0,0,0,0
710606,Lucas Barcelos,25/26,Lesão na coxa,2025-08-16,2025-10-11,57,3,0,0,0,57,0
710606,Lucas Barcelos,23/24,Lesão desconhecida,2024-04-17,2024-07-07,82,14,0,0,82,0,0
710606,Lucas Barcelos,22/23,Problemas musculares na coxa,2022-10-03,2022-10-31,29,5,29,0,0,0,0
551275,Marco Túlio,25/26,Lesão nos adutores,2026-05-02,2026-08-02,93,7,0,0,0,0,93
638262,Rodrigo Rodrigues,24/25,Rotura de ligamentos do tornozelo,2025-11-03,2026-07-29,269,34,0,0,0,28,120
638262,Rodrigo Rodrigues,25/26,Problemas musculares na coxa,2025-09-13,2025-10-30,48,8,0,0,0,48,0
638262,Rodrigo Rodrigues,24/25,Lesão muscular,2025-02-03,2025-03-24,50,9,0,0,0,0,0
638262,Rodrigo Rodrigues,24/25,Lesão muscular,2024-12-22,2025-01-19,29,5,0,0,0,0,0
638262,Rodrigo Rodrigues,24/25,Lesão na coxa,2024-08-20,2024-09-30,42,5,0,0,42,0,0
218353,Sassá,18/19,lesão na perna,2018-07-14,2018-09-12,61,17,0,0,0,0,0
218353,Sassá,17/18,lesão na perna,2017-10-30,2018-03-01,123,17,0,0,0,0,0
218353,Sassá,15/16,Lesão no joelho,2015-10-31,2016-05-01,184,22,0,0,0,0,0
578629,Cedric,21/22,Lesão no joelho,2022-04-27,2023-01-01,250,37,218,0,0,0,0
147366,Jonathan,24/25,Lesão na panturrilha,2024-08-11,2024-09-21,42,5,0,0,42,0,0
147366,Jonathan,23/24,Inflamação do tendão,2024-06-27,2024-07-19,23,5,0,0,23,0,0
147366,Jonathan,23/24,Inflamação do tendão,2024-03-30,2024-04-29,31,4,0,0,29,0,0
147366,Jonathan,19/20,Lesão muscular,2019-08-01,2019-08-20,20,3,0,0,0,0,0
75059,Diego Renan,12/13,Rotura dos ligamentos cruzados,2013-04-14,2013-10-14,184,40,0,0,0,0,0
108611,Ernandes,24/25,Problemas físicos,2025-05-04,2025-07-12,70,8,0,0,0,70,0
108611,Ernandes,24/25,Problemas musculares,2025-04-18,2025-04-27,10,1,0,0,0,10,0
108611,Ernandes,21/22,Lesão no joelho,2022-06-03,2023-04-03,305,28,181,3,0,0,0
108611,Ernandes,21/22,Problemas musculares,2022-04-27,2022-05-02,6,1,6,0,0,0,0
96255,Héctor Canteros,19/20,Lesão desconhecida,2019-12-14,2019-12-16,3,1,0,0,0,0,0
96255,Héctor Canteros,19/20,Lesão desconhecida,2019-09-23,2019-10-26,34,4,0,0,0,0,0
369283,Bruno Mota,16/17,Lesão desconhecida,2016-09-22,2016-11-06,46,7,0,0,0,0,0
250007,Clayton,21/22,Lesão dos ligamentos laterais do joelho,2022-01-22,2022-09-28,250,56,181,0,0,0,0
250007,Clayton,20/21,Rotura muscular na coxa,2021-01-25,2021-02-28,35,4,0,0,0,0,0
250007,Clayton,17/18,Problemas no tendão de Aquiles,2017-11-02,2017-11-10,9,2,0,0,0,0,0
174570,Gabriel,25/26,Lesão meniscal,2026-03-22,2026-04-27,37,6,0,0,0,0,27
174570,Gabriel,25/26,Probleme im Fußgewölbe,2026-02-09,2026-03-03,23,5,0,0,0,0,0
174570,Gabriel,25/26,Problemas musculares na coxa,2025-10-16,2025-10-31,16,2,0,0,0,16,0
174570,Gabriel,25/26,Lesão na coxa,2025-08-10,2025-09-20,42,5,0,0,0,42,0
174570,Gabriel,24/25,Lesão muscular,2025-04-17,2025-04-25,9,1,0,0,0,9,0
