id_jogador,jogador,temporada_tm,lesao,de,ate,dias,jogos_perdidos,dias_2022,dias_2023,dias_2024,dias_2025,dias_2026
269467,César Martins,20/21,Lesão muscular,2021-01-07,2021-03-15,68,11,0,0,0,0,0
269467,César Martins,20/21,Lesão desconhecida,2020-12-01,2020-12-30,30,3,0,0,0,0,0
269467,César Martins,20/21,Lesão desconhecida,2020-10-27,2020-11-15,20,2,0,0,0,0,0
269467,César Martins,17/18,Lesão desconhecida,2017-10-17,2017-10-31,15,3,0,0,0,0,0
269467,César Martins,14/15,Problemas musculares na coxa,2015-01-14,2015-03-20,66,11,0,0,0,0,0
216131,Bruno Mendes,21/22,Lesão na coxa,2022-05-07,2022-05-26,20,4,20,0,0,0,0
216131,Bruno Mendes,19/20,Lesão na panturrilha,2019-10-19,2019-12-08,51,5,0,0,0,0,0
1001686,Arthur,25/26,Lesão no joelho,2025-11-10,2026-02-27,110,8,0,0,0,21,0
113336,Alan Santos,14/15,Lesão muscular,2015-05-26,2015-06-30,36,7,0,0,0,0,0
344627,Rafael Silva,20/21,Lesão desconhecida,2021-04-16,2021-05-01,16,5,0,0,0,0,0
1022342,Léo Aragão,25/26,Lesão na coxa,2026-06-20,2026-08-21,63,11,0,0,0,0,63
644204,Aldo Filho,26/27,Lesão muscular,2026-07-28,,46,11,0,0,0,0,1
583064,Thiaguinho,24/25,Problemas musculares na coxa,2024-09-30,2025-01-10,103,10,0,0,62,0,0
583064,Thiaguinho,24/25,Lesão na coxa,2024-08-08,2024-09-10,34,6,0,0,34,0,0
583064,Thiaguinho,23/24,Lesão na panturrilha,2024-06-12,2024-06-25,14,3,0,0,14,0,0
722133,Carvalheira,26/27,Rotura de ligamentos no joelho,2026-07-03,,71,10,0,0,0,0,1
722133,Carvalheira,25/26,Lesão no pé,2026-04-03,2026-04-11,9,2,0,0,0,0,9
813108,Vinicius Balieiro,26/27,Entorse no joelho,2026-08-15,,28,4,0,0,0,0,1
813108,Vinicius Balieiro,25/26,Rotura dos ligamentos cruzados,2025-02-10,2026-02-04,360,53,0,0,0,244,0
99615,Júnior Dutra,21/22,Problemas físicos,2021-12-12,2022-03-22,101,3,0,0,0,0,0
99615,Júnior Dutra,21/22,Quarentena,2021-09-30,2021-10-22,23,2,0,0,0,0,0
99615,Júnior Dutra,19/20,Lesão na coxa,2019-10-01,2019-10-27,27,0,0,0,0,0,0
99615,Júnior Dutra,17/18,Problemas musculares na coxa,2017-11-21,2017-12-01,11,1,0,0,0,0,0
150085,Léo Morais,14/15,Problemas musculares na coxa,2015-05-21,2015-06-09,20,6,0,0,0,0,0
519885,Gustavo Salomão,23/24,Lesão desconhecida,2023-06-08,2023-09-01,86,13,0,86,0,0,0
211094,Higor Leite,21/22,Lesão desconhecida,2021-07-20,2021-08-31,43,5,0,0,0,0,0
443239,Iago Dias,25/26,Problemas musculares,2026-02-26,2026-02-28,3,1,0,0,0,0,0
1083068,Pablo Ruan,25/26,Lesão desconhecida,2025-10-27,2025-12-11,46,5,0,0,0,35,0
535975,Arthur Félix,21/22,Lesão na panturrilha,2022-01-16,2022-01-31,16,2,0,0,0,0,0
535975,Arthur Félix,21/22,Lesão na coxa,2021-09-29,2021-10-07,9,1,0,0,0,0,0
863104,Da Silva,21/22,Estiramento do ligamento colateral interno do joelho,2022-06-22,2022-12-31,193,26,162,0,0,0,0
678376,Luan Freitas,25/26,Lesão no ombro,2025-10-01,2025-10-25,25,4,0,0,0,25,0
305428,Zé Roberto,24/25,Rotura de ligamentos no joelho,2024-11-04,2026-01-20,443,67,0,0,27,244,0
305428,Zé Roberto,17/18,Lesão na tíbia,2018-08-22,2018-12-31,132,17,0,0,0,0,0
277743,Alex Muralha,26/27,Lesão na panturrilha,2026-07-16,2026-07-28,13,2,0,0,0,0,13
277743,Alex Muralha,24/25,lesão na perna,2025-05-06,2025-05-23,18,2,0,0,0,18,0
412685,César,19/20,Problemas musculares na coxa,2019-09-24,2019-09-27,4,1,0,0,0,0,0
412685,César,17/18,Lesão no joelho,2018-03-19,2018-06-06,80,10,0,0,0,0,0
67834,Darley,11/12,Problemas na anca,2011-08-18,2012-04-07,234,22,0,0,0,0,0
899026,Lacerda,25/26,Operado ao joelho,2026-01-26,2026-06-30,156,9,0,0,0,0,91
95274,Paulinho,19/20,Problemas musculares na coxa,2019-10-10,2019-10-25,16,3,0,0,0,0,0
74286,Camilo,21/22,Lesão no joelho,2022-01-29,2022-02-12,15,4,0,0,0,0,0
192318,Luan,14/15,Rotura muscular na coxa,2015-06-08,2015-07-11,34,6,0,0,0,0,0
688773,Matheusinho,21/22,Rotura dos ligamentos cruzados,2022-06-07,2022-12-31,208,32,177,0,0,0,0
680681,Negueba,25/26,Rotura de ligamentos no joelho,2026-04-15,,150,26,0,0,0,0,1
680681,Negueba,25/26,Problemas na panturrilha,2026-01-10,2026-01-23,14,4,0,0,0,0,0
680681,Negueba,24/25,Lesão desconhecida,2025-02-24,2025-04-15,51,4,0,0,0,15,0
593205,Julimar,25/26,Lesão tornozelo,2026-04-13,2026-05-23,41,7,0,0,0,0,41
593205,Julimar,24/25,Entorse no joelho,2024-11-17,2025-08-29,286,50,0,0,14,151,0
593205,Julimar,21/22,Lesão dos ligamentos laterais do joelho,2022-03-21,2023-01-14,300,76,244,0,0,0,0
363174,Rodrigo Sam,25/26,Lesão nos adutores,2025-07-13,2025-09-26,76,12,0,0,0,76,0
363174,Rodrigo Sam,24/25,Lesão no púbis,2024-11-10,2025-04-19,161,20,0,0,21,19,0
363174,Rodrigo Sam,24/25,Lesão no púbis,2024-09-09,2024-11-01,54,7,0,0,54,0,0
363174,Rodrigo Sam,24/25,Pubalgia,2024-08-08,2024-08-28,21,4,0,0,21,0,0
363174,Rodrigo Sam,24/25,Lesão muscular,2024-06-25,2024-07-06,12,3,0,0,12,0,0
363174,Rodrigo Sam,23/24,Distorção do tornozelo,2024-04-25,2024-04-30,6,1,0,0,6,0,0
323876,Thalisson,26/27,Recuperação ritmo competitivo,2026-07-10,2026-08-16,38,1,0,0,0,0,38
323876,Thalisson,25/26,Lesão desconhecida,2026-04-26,2026-07-10,76,4,0,0,0,0,76
323876,Thalisson,24/25,Lesão desconhecida,2025-01-04,2025-01-08,5,1,0,0,0,0,0
665989,Jô,25/26,Lesão na coxa,2026-04-03,2026-05-29,57,10,0,0,0,0,57
530386,Robinho,19/20,Contusão no tornozelo,2019-07-28,2019-12-31,157,26,0,0,0,0,0
226141,Henrique,19/20,Lesão no joelho,2019-07-06,2020-02-14,224,28,0,0,0,0,0
226141,Henrique,18/19,Fratura da clavícula,2018-07-19,2018-10-31,105,19,0,0,0,0,0
226141,Henrique,14/15,Rotura muscular na coxa,2015-06-11,2015-07-02,22,2,0,0,0,0,0
256053,Fábio Aguiar,17/18,Fibra muscular rasgado,2017-09-16,2017-10-25,40,7,0,0,0,0,0
256053,Fábio Aguiar,17/18,Queixas adutores,2017-08-09,2017-08-13,5,1,0,0,0,0,0
553684,Rafael Jansen,22/23,Lesão desconhecida,2022-08-13,2022-10-03,52,6,52,0,0,0,0
68102,Renan,23/24,Lesão na panturrilha,2024-02-23,2024-04-20,58,11,0,0,20,0,0
68102,Renan,23/24,Lesão na panturrilha,2024-01-26,2024-02-18,24,6,0,0,0,0,0
68102,Renan,20/21,Rotura muscular,2020-09-13,2020-09-30,18,2,0,0,0,0,0
68102,Renan,18/19,Rotura muscular,2018-08-16,2018-08-25,10,2,0,0,0,0,0
49500,Roberto Rosales,18/19,Lesão muscular,2019-04-14,2019-05-02,19,3,0,0,0,0,0
49500,Roberto Rosales,16/17,Lesão no joelho,2017-04-23,2017-06-05,44,6,0,0,0,0,0
49500,Roberto Rosales,15/16,Pequena lesão,2016-06-13,2016-06-13,1,0,0,0,0,0,0
49500,Roberto Rosales,15/16,Lesão no tornozelo,2016-05-02,2016-05-23,22,2,0,0,0,0,0
49500,Roberto Rosales,14/15,Lesão na virilha,2014-11-06,2014-11-20,15,3,0,0,0,0,0
49500,Roberto Rosales,13/14,Lesão na virilha,2014-03-31,2014-04-24,25,3,0,0,0,0,0
49500,Roberto Rosales,12/13,Lesão na virilha,2013-03-07,2013-04-11,36,6,0,0,0,0,0
49500,Roberto Rosales,08/09,Meniskusschaden,2009-04-30,2009-08-13,106,15,0,0,0,0,0
798167,Felipinho,24/25,Problemas musculares na coxa,2025-04-27,2025-05-31,35,4,0,0,0,35,0
798167,Felipinho,24/25,lesão no braço,2025-02-16,2025-03-28,41,3,0,0,0,0,0
520480,Igor Cariús,25/26,Lesão na coxa,2026-02-17,2026-05-12,85,16,0,0,0,0,42
520480,Igor Cariús,25/26,Lesão na panturrilha,2025-08-17,2025-09-20,35,3,0,0,0,35,0
520480,Igor Cariús,24/25,Lesão na coxa,2025-04-07,2025-04-25,19,3,0,0,0,19,0
520480,Igor Cariús,24/25,Doença neurológica,2025-03-30,2025-04-05,7,1,0,0,0,5,0
520480,Igor Cariús,22/23,Contusão no tornozelo,2022-10-07,2022-10-15,9,1,9,0,0,0,0
520480,Igor Cariús,21/22,Distensão da panturrilha,2021-07-23,2021-08-18,27,6,0,0,0,0,0
520480,Igor Cariús,18/19,Fratura nas costelas,2018-09-16,2018-10-11,26,3,0,0,0,0,0
520480,Igor Cariús,18/19,Lesão na anca,2018-07-24,2018-08-01,9,2,0,0,0,0,0
520480,Igor Cariús,17/18,lesão na perna,2018-04-15,2018-05-10,26,4,0,0,0,0,0
190442,Alan Ruiz,24/25,Lesão desconhecida,2025-02-01,2025-02-11,11,2,0,0,0,0,0
190442,Alan Ruiz,24/25,Gripe,2024-12-15,2024-12-18,4,1,0,0,0,0,0
190442,Alan Ruiz,24/25,Lesão muscular,2024-10-01,2024-10-24,24,2,0,0,24,0,0
190442,Alan Ruiz,17/18,Lesão nos adutores,2017-10-06,2017-11-03,29,5,0,0,0,0,0
190442,Alan Ruiz,17/18,Problemas no Joelho,2017-08-01,2017-08-14,14,2,0,0,0,0,0
190442,Alan Ruiz,16/17,Lesão no joelho,2017-05-01,2017-06-20,51,3,0,0,0,0,0
353279,Edinho,24/25,Rotura de ligamentos no joelho,2024-09-28,2025-08-29,336,53,0,0,64,151,0
353279,Edinho,22/23,Lesão no tornozelo,2022-08-08,2022-12-31,146,17,115,0,0,0,0
155470,Jorginho,24/25,Problemas no tendão de Aquiles,2024-09-12,2025-12-11,456,68,0,0,80,244,0
155470,Jorginho,23/24,Lesão na coxa,2023-07-03,2023-08-01,30,6,0,30,0,0,0
155470,Jorginho,22/23,Problemas no Joelho,2023-05-06,2023-05-09,4,1,0,4,0,0,0
787269,Fabrício Daniel,22/23,Problemas musculares,2022-10-22,2022-10-30,9,2,9,0,0,0,0
627227,Peglow,25/26,Problemas no Joelho,2025-08-07,2025-08-21,15,2,0,0,0,15,0
627227,Peglow,24/25,Lesão muscular,2025-04-21,2025-05-16,26,5,0,0,0,26,0
627227,Peglow,22/23,lesão na perna,2023-04-02,2023-04-12,11,1,0,11,0,0,0
83886,Fernandão,17/18,Lesão no joelho,2017-10-22,2017-12-09,49,8,0,0,0,0,0
83886,Fernandão,16/17,Fratura cubital,2017-03-17,2017-09-10,178,20,0,0,0,0,0
83886,Fernandão,16/17,Lesão tornozelo,2016-08-28,2016-10-31,65,10,0,0,0,0,0
83886,Fernandão,14/15,Rotura muscular na coxa,2014-07-17,2014-07-28,12,1,0,0,0,0,0
83886,Fernandão,13/14,Lesão desconhecida,2014-03-22,2014-04-01,11,2,0,0,0,0,0
99900,Rhayner,20/21,Lesão no joelho,2020-11-20,2021-04-08,140,16,0,0,0,0,0
645601,Ruan Levine,22/23,Lesão desconhecida,2023-04-15,2023-05-15,31,5,0,31,0,0,0
645601,Ruan Levine,18/19,Lesão do ligamento cruzado,2019-06-14,2020-02-01,233,0,0,0,0,0,0
1152257,Rafinha,24/25,lesão na perna,2024-11-18,2024-11-25,8,2,0,0,8,0,0
1152257,Rafinha,24/25,Traumatismo no pé,2024-10-18,2024-10-24,7,2,0,0,7,0,0
1152257,Rafinha,24/25,Traumatismo no pé,2024-09-21,2024-09-23,3,1,0,0,3,0,0
1152257,Rafinha,24/25,lesão na perna,2024-08-23,2024-09-09,18,3,0,0,18,0,0
1152257,Rafinha,23/24,Traumatismo no pé,2024-07-15,2024-07-18,4,1,0,0,4,0,0
128823,Elton,22/23,Problemas musculares na coxa,2022-11-06,2023-03-09,124,11,25,0,0,0,0
128823,Elton,19/20,Problemas no Joelho,2019-07-16,2019-08-21,37,5,0,0,0,0,0
128823,Elton,14/15,lesão na perna,2014-08-24,2015-07-10,321,53,0,0,0,0,0
103743,Henrique Almeida,20/21,Lesão no tornozelo,2020-08-01,2021-02-25,209,28,0,0,0,0,0
103743,Henrique Almeida,19/20,Lesão muscular,2019-12-01,2019-12-10,10,2,0,0,0,0,0
103743,Henrique Almeida,19/20,Lesão muscular,2019-09-25,2019-10-10,16,4,0,0,0,0,0
103743,Henrique Almeida,18/19,Fratura do antebraço,2019-02-11,2019-07-25,165,17,0,0,0,0,0
103743,Henrique Almeida,18/19,Lesão muscular,2018-10-25,2018-11-12,19,3,0,0,0,0,0
103743,Henrique Almeida,18/19,Recuperação ritmo competitivo,2018-08-27,2018-09-01,6,1,0,0,0,0,0
218352,Marquinhos Pedroso,16/17,Lesão desconhecida,2017-02-27,2017-03-12,14,2,0,0,0,0,0
902135,Cristiano,24/25,Lesão do ligamento cruzado,2025-03-02,2025-11-02,246,34,0,0,0,216,0
393830,Guilherme Parede,24/25,Lesão do ligamento cruzado,2024-08-18,2025-05-16,272,35,0,0,105,46,0
393830,Guilherme Parede,22/23,Lesão desconhecida,2022-10-06,2022-11-06,32,6,32,0,0,0,0
393830,Guilherme Parede,21/22,Rotura dos ligamentos cruzados,2021-04-22,2021-12-15,238,38,0,0,0,0,0
752560,Gustavo Maia,23/24,Constipação,2023-08-23,2023-08-24,2,1,0,2,0,0,0
752560,Gustavo Maia,23/24,Corte,2023-02-01,2024-02-21,386,12,0,244,0,0,0
752560,Gustavo Maia,20/21,Lesão nas costas,2021-04-10,2021-05-01,22,3,0,0,0,0,0
752560,Gustavo Maia,20/21,Problemas no Joelho,2021-01-16,2021-01-23,8,1,0,0,0,0,0
752560,Gustavo Maia,20/21,Lesão nas costas,2020-11-05,2020-11-19,15,1,0,0,0,0,0
791720,Carlos Alexandre,24/25,Fratura na face,2025-04-18,2025-05-27,40,5,0,0,0,40,0
649055,Gabriel Novaes,18/19,Lesão no tornozelo,2019-04-05,2019-04-19,15,2,0,0,0,0,0
688686,Heitor Roca,24/25,Cirurgia Ligamento Cruzado,2025-05-27,2026-04-03,312,44,0,0,0,188,3
481192,Luis Haquín,19/20,Rotura parcial de ligamento,2019-07-01,2020-01-01,185,25,0,0,0,0,0
52787,Dentinho,21/22,Lesão desconhecida,2021-08-26,2021-10-18,54,0,0,0,0,0,0
52787,Dentinho,20/21,Lesão na panturrilha,2021-02-10,2021-02-28,19,4,0,0,0,0,0
52787,Dentinho,20/21,Lesão desconhecida,2020-10-27,2020-11-15,20,3,0,0,0,0,0
52787,Dentinho,18/19,Lesão desconhecida,2019-02-02,2019-02-18,17,1,0,0,0,0,0
52787,Dentinho,18/19,Fadiga muscular,2018-12-07,2018-12-31,25,1,0,0,0,0,0
52787,Dentinho,18/19,Lesão desconhecida,2018-09-18,2018-10-09,22,5,0,0,0,0,0
52787,Dentinho,18/19,Lesão desconhecida,2018-08-01,2018-09-10,41,5,0,0,0,0,0
52787,Dentinho,16/17,Problemas no Joelho,2017-02-16,2017-04-17,61,9,0,0,0,0,0
52787,Dentinho,15/16,Pequena lesão,2016-04-25,2016-05-02,8,2,0,0,0,0,0
52787,Dentinho,13/14,Síndrome gripal,2013-12-12,2013-12-16,5,0,0,0,0,0,0
52787,Dentinho,12/13,Fibra muscular rasgado,2013-02-04,2013-03-14,39,5,0,0,0,0,0
34156,Jô,20/21,Coronavírus,2020-11-13,2020-11-30,18,2,0,0,0,0,0
34156,Jô,19/20,Lesão no joelho,2020-01-31,2020-06-01,123,2,0,0,0,0,0
34156,Jô,18/19,Rotura de ligamentos do tornozelo,2019-05-23,2019-06-12,21,2,0,0,0,0,0
34156,Jô,14/15,Lesão na panturrilha,2015-02-22,2015-03-25,32,8,0,0,0,0,0
34156,Jô,09/10,Lesão no tornozelo,2010-02-03,2010-02-21,19,4,0,0,0,0,0
348260,Edson Mardden,25/26,Rotura muscular na coxa,2025-10-17,2025-11-04,19,2,0,0,0,19,0
348260,Edson Mardden,19/20,Lesão no joelho,2019-07-30,2019-11-10,104,21,0,0,0,0,0
95087,Patric,21/22,Coronavírus,2021-06-30,2021-07-14,15,4,0,0,0,0,0
261452,Tiago Cametá,22/23,Lesão desconhecida,2022-08-20,2022-10-05,47,5,47,0,0,0,0
261452,Tiago Cametá,19/20,Lesão desconhecida,2020-06-12,2020-06-20,9,1,0,0,0,0,0
520593,Kaio Cristian,20/21,Lesão na coxa,2020-07-13,2020-09-21,71,1,0,0,0,0,0
330060,Sidcley,25/26,Lesão desconhecida,2026-02-13,2026-04-12,59,9,0,0,0,0,12
330060,Sidcley,25/26,Lesão desconhecida,2025-09-14,2025-10-04,21,4,0,0,0,21,0
330060,Sidcley,22/23,Problemas musculares na coxa,2022-10-03,2022-10-30,28,6,28,0,0,0,0
330060,Sidcley,21/22,Muskelquetschung,2021-10-24,2021-11-20,28,3,0,0,0,0,0
573131,Giovanni,20/21,Lesão no tornozelo,2021-01-19,2021-03-07,48,6,0,0,0,0,0
432976,Gustavo Ermel,23/24,Lesão do ligamento cruzado,2023-10-23,2024-09-01,315,27,0,39,154,0,0
432976,Gustavo Ermel,17/18,Lesão desconhecida,2017-08-18,2017-09-26,40,5,0,0,0,0,0
593206,Robson Duarte,23/24,Lesão desconhecida,2024-04-16,2024-04-26,11,2,0,0,11,0,0
593206,Robson Duarte,21/22,Quarentena,2021-12-27,2022-01-10,15,0,0,0,0,0,0
593206,Robson Duarte,20/21,Lesão desconhecida,2021-08-01,2021-08-10,10,1,0,0,0,0,0
593206,Robson Duarte,18/19,Lesão desconhecida,2019-04-12,2019-04-29,18,4,0,0,0,0,0
189490,Jonny Uchuari,14/15,Lesão no joelho,2014-12-09,2015-04-20,133,16,0,0,0,0,0
189490,Jonny Uchuari,14/15,Lesão no joelho,2014-10-28,2014-11-25,29,6,0,0,0,0,0
189490,Jonny Uchuari,13/14,Lesão no joelho,2014-04-22,2014-04-30,9,1,0,0,0,0,0
1083966,Cauan Barros,25/26,Entorse do tornozelo,2026-04-12,2026-04-17,6,1,0,0,0,0,6
1083966,Cauan Barros,22/23,Lesão meniscal,2023-06-07,2023-07-31,55,7,0,55,0,0,0
195882,Gonzalo Mastriani,26/27,Rotura dos ligamentos cruzados,2026-08-22,,21,4,0,0,0,0,1
195882,Gonzalo Mastriani,25/26,Lesão ocular,2025-09-21,2025-09-27,7,1,0,0,0,7,0
195882,Gonzalo Mastriani,24/25,Problemas musculares,2025-05-04,2025-05-26,23,5,0,0,0,23,0
195882,Gonzalo Mastriani,24/25,Artroscopia,2024-10-30,2025-02-05,99,15,0,0,32,0,0
195882,Gonzalo Mastriani,23/24,Lesão na panturrilha,2024-06-27,2024-07-17,21,5,0,0,21,0,0
195882,Gonzalo Mastriani,18/19,Problemas físicos,2018-08-22,2018-08-28,7,1,0,0,0,0,0
195882,Gonzalo Mastriani,12/13,Lesão meniscal,2012-12-11,2013-01-11,32,0,0,0,0,0,0
985351,Renato Marques,25/26,Entorse do tornozelo,2026-02-09,2026-03-31,51,6,0,0,0,0,0
276877,Daniel Borges,25/26,Lesão na coxa,2026-01-25,2026-03-09,44,6,0,0,0,0,0
276877,Daniel Borges,22/23,Edema do osso,2022-09-06,2022-10-13,38,6,38,0,0,0,0
977471,Mateus Henrique,25/26,Lesão desconhecida,2026-04-04,2026-07-04,92,6,0,0,0,0,92
435489,Lucas Kal,22/23,Lesão na cabeça,2022-10-08,2022-10-20,13,2,13,0,0,0,0
435489,Lucas Kal,20/21,Lesão desconhecida,2021-02-01,2021-03-07,35,6,0,0,0,0,0
360526,Emmanuel Martínez,26/27,Lesão na coxa,2026-09-01,,11,2,0,0,0,0,1
360526,Emmanuel Martínez,24/25,Lesão na coxa,2025-04-21,2025-04-28,8,2,0,0,0,8,0
360526,Emmanuel Martínez,23/24,Lesão no joelho,2024-06-24,2024-08-04,42,9,0,0,42,0,0
360526,Emmanuel Martínez,23/24,Tendinite,2024-02-02,2024-03-16,44,8,0,0,0,0,0
360526,Emmanuel Martínez,22/23,Lesão desconhecida,2022-09-12,2022-12-31,111,12,80,0,0,0,0
360526,Emmanuel Martínez,21/22,Entorse da banda lateral,2022-04-01,2022-04-30,30,8,30,0,0,0,0
360526,Emmanuel Martínez,21/22,Entorse do tornozelo,2021-11-22,2021-12-06,15,1,0,0,0,0,0
223024,Fernando Elizari,22/23,Lesão desconhecida,2023-03-07,2023-03-27,21,3,0,0,0,0,0
223024,Fernando Elizari,21/22,Muskelbündelriss,2021-09-29,2021-10-16,18,2,0,0,0,0,0
401533,Matheusinho,24/25,Lesão na coxa,2024-07-16,2024-08-17,33,5,0,0,33,0,0
401533,Matheusinho,22/23,Edema no joelho,2023-04-30,2023-07-05,67,15,0,67,0,0,0
401533,Matheusinho,20/21,Coronavírus,2021-01-15,2021-01-29,15,2,0,0,0,0,0
401533,Matheusinho,20/21,Lesão na coxa,2020-11-03,2021-01-14,73,12,0,0,0,0,0
401533,Matheusinho,17/18,Lesão dos ligamentos laterais do joelho,2017-10-23,2018-07-20,271,36,0,0,0,0,0
146020,Vinícius,22/23,Lesão desconhecida,2022-11-06,2022-12-31,56,1,25,0,0,0,0
146020,Vinícius,21/22,Lesão na coxa,2022-04-27,2022-05-27,31,4,31,0,0,0,0
146020,Vinícius,19/20,Lesão na coxa,2019-08-01,2019-08-06,6,1,0,0,0,0,0
543614,Alê,24/25,Lesão no joelho,2025-02-15,2026-02-13,364,50,0,0,0,244,0
206097,Ricardo Silva,21/22,Recuperação ritmo competitivo,2022-02-20,2022-03-14,23,4,0,0,0,0,0
187208,Ademilson,20/21,Lesão desconhecida,2021-10-06,2021-12-07,63,5,0,0,0,0,0
187208,Ademilson,20/21,Rotura muscular na coxa,2021-08-16,2021-09-17,33,4,0,0,0,0,0
187208,Ademilson,19/20,Lesão na virilha,2019-10-16,2019-10-30,15,1,0,0,0,0,0
187208,Ademilson,17/18,Lesão na virilha,2018-03-18,2018-07-11,116,19,0,0,0,0,0
187208,Ademilson,17/18,Lesão na virilha,2017-09-16,2017-12-02,78,11,0,0,0,0,0
187208,Ademilson,16/17,Lesão nos adutores,2017-04-09,2017-04-24,16,3,0,0,0,0,0
187208,Ademilson,15/16,Lesão no tornozelo,2016-03-06,2016-03-18,13,3,0,0,0,0,0
238367,Cassiano,24/25,Traumatismo grade costal,2025-02-18,2025-03-10,21,3,0,0,0,0,0
238367,Cassiano,21/22,Lesão desconhecida,2021-08-23,2021-09-20,29,3,0,0,0,0,0
594006,Marcos Vinícius,25/26,Lesão na panturrilha,2026-03-02,2026-03-18,17,3,0,0,0,0,0
594006,Marcos Vinícius,19/20,Lesão na coxa,2019-08-01,2019-09-09,40,8,0,0,0,0,0
802809,Maurício Garcez,25/26,Problemas musculares na coxa,2026-05-28,2026-08-29,94,10,0,0,0,0,94
802809,Maurício Garcez,25/26,Lesão na coxa,2026-02-12,2026-04-11,59,13,0,0,0,0,11
802809,Maurício Garcez,22/23,Ligamento Esticado,2023-06-03,2023-06-10,8,1,0,8,0,0,0
349744,Judson,23/24,Operado ao joelho,2023-08-02,2023-09-15,45,5,0,45,0,0,0
349744,Judson,23/24,Lesão no joelho,2023-07-20,2023-08-01,13,2,0,13,0,0,0
349744,Judson,22/23,Problemas no Joelho,2023-02-20,2023-03-24,33,4,0,0,0,0,0
349744,Judson,18/19,lesão na perna,2019-04-01,2019-04-18,18,2,0,0,0,0,0
869477,Rodrigo Santos,25/26,Lesão na coxa,2025-10-26,2025-12-06,42,8,0,0,0,36,0
869477,Rodrigo Santos,24/25,Recuperação ritmo competitivo,2025-04-09,2025-05-31,53,15,0,0,0,53,0
813109,Bruno Marques,23/24,Lesão na coxa,2023-09-23,2023-12-01,70,8,0,69,0,0,0
270414,Leandro Pereira,21/22,Lesão na coxa,2021-11-17,2021-12-05,19,3,0,0,0,0,0
270414,Leandro Pereira,21/22,Lesão na coxa,2021-09-11,2021-11-08,59,10,0,0,0,0,0
270414,Leandro Pereira,19/20,Rotura muscular na coxa,2019-09-07,2019-10-20,44,6,0,0,0,0,0
270414,Leandro Pereira,18/19,Lumbago,2019-02-20,2019-03-10,19,4,0,0,0,0,0
682134,Wallison,19/20,Lesão no joelho,2020-07-03,2020-08-01,30,4,0,0,0,0,0
682134,Wallison,19/20,Lesão no joelho,2019-08-29,2019-10-22,55,6,0,0,0,0,0
651205,Luquinha,19/20,Lesão desconhecida,2019-08-01,2019-08-16,16,1,0,0,0,0,0
648812,Sabit Abdulai,21/22,Rotura dos ligamentos cruzados,2021-07-28,2022-05-31,308,0,61,0,0,0,0
513346,Matheus Costa,22/23,Lesão desconhecida,2022-09-05,2022-10-05,31,3,31,0,0,0,0
513346,Matheus Costa,21/22,Lesão desconhecida,2021-09-01,2021-10-24,54,6,0,0,0,0,0
431784,Rodrigo Pollero,23/24,Lesão desconhecida,2023-10-18,2023-10-25,8,1,0,8,0,0,0
431784,Rodrigo Pollero,21/22,Lesão desconhecida,2022-04-13,2022-04-21,9,1,9,0,0,0,0
431784,Rodrigo Pollero,20/21,Lesão desconhecida,2021-02-03,2021-02-12,10,1,0,0,0,0,0
431784,Rodrigo Pollero,20/21,Lesão na coxa,2020-12-21,2021-01-01,12,1,0,0,0,0,0
431784,Rodrigo Pollero,20/21,Lesão desconhecida,2020-11-18,2020-11-23,6,1,0,0,0,0,0
431784,Rodrigo Pollero,19/20,Lesão desconhecida,2020-02-12,2020-02-29,18,2,0,0,0,0,0
431784,Rodrigo Pollero,19/20,Fratura do Metatarso,2019-08-21,2019-10-16,57,6,0,0,0,0,0
431784,Rodrigo Pollero,19/20,Lesão desconhecida,2019-07-31,2019-08-06,7,1,0,0,0,0,0
431784,Rodrigo Pollero,18/19,Lesão desconhecida,2019-04-24,2019-05-14,21,3,0,0,0,0,0
431784,Rodrigo Pollero,18/19,Lesão desconhecida,2019-04-05,2019-04-18,14,2,0,0,0,0,0
431784,Rodrigo Pollero,18/19,Lesão desconhecida,2019-03-07,2019-03-27,21,2,0,0,0,0,0
688309,Wellissol,24/25,Pequena lesão,2024-11-25,2024-12-04,10,1,0,0,6,0,0
438000,Agustín González,24/25,Rompimento dos adutores,2025-03-21,2025-05-07,48,8,0,0,0,37,0
438000,Agustín González,24/25,Lesão nos adutores,2025-02-10,2025-03-03,22,2,0,0,0,0,0
438000,Agustín González,23/24,Lesão desconhecida,2023-12-14,2024-01-01,19,1,0,0,0,0,0
438000,Agustín González,23/24,Lesão desconhecida,2023-07-19,2023-08-23,36,4,0,36,0,0,0
438000,Agustín González,22/23,Lesão desconhecida,2023-05-03,2023-05-25,23,4,0,23,0,0,0
438000,Agustín González,22/23,Apendicectomia,2022-10-08,2022-11-06,30,6,30,0,0,0,0
657748,Matías Ocampo,22/23,Lesão desconhecida,2023-02-23,2023-03-08,14,2,0,0,0,0,0
657748,Matías Ocampo,22/23,Lesão desconhecida,2023-02-03,2023-02-16,14,2,0,0,0,0,0
618986,Alexander Díaz,25/26,Problemas no Joelho,2026-04-20,2026-05-04,15,3,0,0,0,0,15
618986,Alexander Díaz,25/26,Lesão no joelho,2026-02-03,2026-02-23,21,4,0,0,0,0,0
345084,Jorge,23/24,Problemas físicos,2024-01-01,2024-05-14,135,24,0,0,44,0,0
