ano,clube,distance_p90,hsr_distance_p90,sprint_distance_p90,sprint_count_p90,hi_count_p90,high_accel_p90,high_decel_p90,expl_accel_sprint_p90,cod_count_p90,psv99,psv99_top5,sprint_distance_p30tip,sprint_distance_p30otip,hsr_distance_p30tip,hsr_distance_p30otip,runs_p30tip,runs_penalty_area_p30tip,runs_dangerous_p30tip,distance_p90_pct,hsr_distance_p90_pct,sprint_distance_p90_pct,sprint_count_p90_pct,hi_count_p90_pct,high_accel_p90_pct,high_decel_p90_pct,expl_accel_sprint_p90_pct,cod_count_p90_pct,psv99_pct,psv99_top5_pct,sprint_distance_p30tip_pct,sprint_distance_p30otip_pct,hsr_distance_p30tip_pct,hsr_distance_p30otip_pct,runs_p30tip_pct,runs_penalty_area_p30tip_pct,runs_dangerous_p30tip_pct,pos,pontos,faixa,posto_valor,rendimento
2022,CRB,9662.081180231018,477.86250615068286,156.8321797323263,7.96022283803705,51.60188051798787,6.418610435075168,15.067845852523632,1.0764670477684513,29.319034623989637,28.503636054763724,30.694811103114816,87.7350452620581,93.97637396218114,240.97182409926302,302.18733644160557,20.895990149617127,2.6631878338083004,6.614215315540401,55.0,35.0,25.0,10.0,15.0,20.0,40.0,15.0,15.0,35.0,50.0,35.0,50.0,20.0,35.0,10.0,25.0,20.0,11,50,Meio,7.0,-0.06933256682494893
2022,Ponte Preta,9427.894801181385,507.2698675137785,176.58341425299014,9.745674854759782,59.87326885057482,7.302255378746553,16.028180578508586,1.465003138277974,33.40225450675466,28.93751262379384,30.885965966126843,87.90977946640648,140.83830063661367,250.29676890994767,407.63219389587834,21.656381492582263,3.2469691972585535,7.540956473914796,15.0,65.0,75.0,90.0,90.0,100.0,70.0,85.0,85.0,100.0,70.0,40.0,95.0,35.0,95.0,25.0,65.0,50.0,12,49,Meio,5.0,-0.16202681237652006
2022,Vila Nova,9660.93223305415,471.95961397583335,157.8473226110437,8.28596484754902,53.39231927913653,6.840989574919903,14.806378792101372,1.1167103583815658,32.02870190587506,28.512619126626667,30.491390261289766,107.37327366899595,77.08732423246116,269.0537501755026,279.2685823346419,24.320293847943653,2.6987401707228775,7.358233545707818,50.0,30.0,45.0,35.0,20.0,60.0,25.0,20.0,55.0,40.0,35.0,75.0,5.0,65.0,10.0,60.0,30.0,40.0,13,47,Meio,14.0,0.0046557676533542924
2022,Chapecoense,9862.828566697342,501.2867584508849,163.26493214851467,8.478138418599038,55.87344759289712,6.641607733506329,15.767719451443055,1.362949416894226,32.56295388862907,28.351671740788486,30.182702971160662,101.14756880750564,93.36738478946337,278.14862702594354,320.3752733823152,26.206281007196417,3.703274088378619,8.261277528174645,80.0,55.0,55.0,40.0,55.0,50.0,60.0,65.0,65.0,20.0,10.0,60.0,40.0,75.0,50.0,95.0,85.0,80.0,14,45,Meio,9.0,-0.16469053487358654
2022,Novorizontino,9573.149076265348,463.25913621489633,144.13458428310435,7.475761682605935,51.060272943091405,6.210996364698572,14.535713408909778,1.0143802807269926,30.38879776293039,28.204478381522602,30.327507387108103,86.91057443418973,82.81905039358512,238.37061118821842,302.7847519113614,21.267682309606787,2.017675061798436,5.527320501715497,35.0,20.0,5.0,5.0,10.0,10.0,10.0,10.0,30.0,10.0,20.0,20.0,15.0,15.0,40.0,15.0,5.0,5.0,15,44,Meio,11.0,-0.13704714893867997
2022,Tombense,9366.385256093472,439.45857319764167,159.72484948135178,8.497033473184272,53.52070201945002,6.175097346059675,14.838859296799136,1.3520818181292245,28.846726878997725,28.89928939096787,31.13897286745583,91.11754470099514,96.9910123405591,218.65920317848028,290.4185889213573,21.34513610118229,2.356101772998141,6.341716747188287,10.0,10.0,50.0,50.0,25.0,5.0,30.0,60.0,10.0,85.0,90.0,45.0,65.0,5.0,20.0,20.0,15.0,15.0,16,44,Meio,20.0,0.17052437043767044
2022,CSA,9986.98125781236,528.3770274784666,177.4131999487398,8.968099224943925,58.62884884385983,6.956180559777689,16.143721758182068,1.139865143373906,32.95201083891656,28.41090139724163,30.388095635271842,109.88416853657087,89.94511551572047,280.0917525401734,322.31709747707225,25.230071426125612,3.7460684485799653,8.57319939356276,100.0,85.0,80.0,65.0,80.0,85.0,75.0,25.0,75.0,25.0,25.0,85.0,25.0,80.0,55.0,85.0,90.0,85.0,17,42,Cai,10.0,-0.2412591642698685
2022,Brusque,9674.729688857811,486.8182999343029,155.2699542462839,8.48615449469005,55.844218098245044,6.861985654659503,16.67614744664588,1.224106618100458,33.2991562326219,28.512666874485262,30.606123604993243,85.3436361788479,91.15095424328183,253.8659884313528,311.22918103985586,24.439380531988643,3.2570015257267686,7.919133046324081,65.0,45.0,20.0,45.0,50.0,65.0,95.0,35.0,80.0,45.0,40.0,15.0,35.0,40.0,45.0,65.0,70.0,65.0,18,34,Cai,19.0,-0.15078874981208978
2022,Operário-PR,9611.256465618439,484.70387058696286,157.75694495688467,8.240942347473935,53.63106249366961,6.88249290738137,14.73344682553171,1.2740587014404976,30.338541693061195,28.448441299417855,30.408202579539818,87.67461346701064,97.92307896385793,248.50867381889216,327.10444199640517,23.07315047544493,2.1536445810951625,6.109591290748437,40.0,40.0,35.0,30.0,30.0,75.0,15.0,50.0,25.0,30.0,30.0,30.0,70.0,30.0,60.0,40.0,10.0,10.0,19,34,Cai,13.0,-0.39133416123100295
2022,Náutico,9870.601475962805,526.6223292434502,148.6885729267286,8.147444800185983,55.23391217025961,6.445628383662342,15.479711363808587,0.8976060867115091,32.393296179105405,28.210985298196345,29.86034960924425,81.1411801463854,94.3874122831863,272.23586941040503,354.2014652917813,26.118896799999405,3.1799555345755404,8.00718048021313,90.0,80.0,10.0,20.0,45.0,30.0,50.0,5.0,60.0,15.0,5.0,5.0,55.0,70.0,85.0,90.0,60.0,70.0,20,30,Cai,8.0,-0.5603728775246417
2023,Vitória,9170.950870837452,444.4450386454132,149.23286516730872,7.690317077416483,50.99272092645237,6.363505336980855,14.582611212559282,1.2832265476034022,31.274242902662785,28.57030471053839,30.82275784551749,88.33977245059587,83.82624803292316,225.10549880510192,292.59804410347004,22.14711383407229,2.7278631152889306,6.929640516094521,5.0,20.0,25.0,20.0,20.0,60.0,35.0,50.0,50.0,45.0,65.0,30.0,20.0,15.0,15.0,20.0,30.0,25.0,1,72,Sobe,9.0,0.5430094217663612
2023,Juventude,9676.376514226711,522.6666919212171,182.79287504681395,9.546118319175072,58.6276089829839,6.739477263479243,14.872099054648709,1.5242906760135235,31.443708638687124,29.127969680498754,31.15959803331506,112.13310572106157,119.97265444144458,283.9004549815296,367.53416373092307,25.17446866323724,2.931581674299627,7.530208700926334,65.0,70.0,90.0,95.0,85.0,85.0,55.0,85.0,55.0,90.0,85.0,90.0,95.0,85.0,85.0,75.0,50.0,55.0,2,65,Sobe,5.0,0.31095398156595455
2023,Criciúma,9780.046049345383,524.5984671795851,163.24339653004063,8.706498461099033,56.21714963407383,6.254410095248644,14.411473045916376,1.3052597004680828,32.66854820869596,28.40238718369464,30.376762107186785,91.37593500256484,100.7724844106126,270.2787811423425,350.00751366576117,26.523330154006683,3.235790530221333,8.72579289832178,80.0,75.0,45.0,50.0,50.0,45.0,30.0,55.0,75.0,30.0,35.0,35.0,50.0,80.0,65.0,90.0,70.0,90.0,3,64,Sobe,12.0,0.39874169705344986
2023,Atlético-GO,9765.073660109598,527.6430390644275,156.5103889485407,9.344818653767971,57.853383242813116,6.362794527783281,14.603789378033992,1.309489792585334,32.977444334407075,29.131031207758678,31.290349230838725,83.43463320680699,108.58730332056949,264.32110859881044,384.0748253109233,23.25159461192625,3.092890534276653,6.87499865820932,75.0,85.0,35.0,75.0,70.0,55.0,40.0,60.0,85.0,95.0,95.0,15.0,80.0,60.0,90.0,40.0,60.0,20.0,4,64,Sobe,2.0,0.18558960744544706
2023,Sport,9560.359928374135,433.77250785457613,135.86971791879017,7.486344132792997,49.631523237152095,5.5307156406955595,13.149182164372863,1.149685392335259,28.82629129024942,28.10086573809886,30.13415646115485,79.52526283011916,80.72986056293344,212.38150200623534,297.97483145241216,22.15548466368308,4.18867981089666,8.5773222993109,45.0,5.0,5.0,10.0,5.0,5.0,5.0,10.0,10.0,5.0,15.0,10.0,15.0,10.0,30.0,25.0,100.0,85.0,5,63,Meio,4.0,0.24204290072135137
2023,Novorizontino,9852.177324048822,546.185034350922,165.98159428800483,9.430695818490706,58.057788317275886,6.704537083968882,15.357926896105049,1.4279092250925,29.865622417771373,28.93410290654895,31.036346986692205,102.00182847872944,100.428455800688,295.1508433290662,360.56133713137984,22.747272401220663,2.724808632907824,7.103111025824342,95.0,95.0,50.0,85.0,80.0,75.0,85.0,80.0,20.0,75.0,80.0,70.0,45.0,95.0,80.0,35.0,25.0,45.0,6,63,Meio,10.5,0.30852050024446687
2023,Mirassol,9848.364303602271,535.9780502420392,172.8879990793796,9.006909438376736,58.80085422934402,6.113925782751534,15.049114785406404,1.155414183063148,34.4601988431063,28.541963698600295,30.685821242049478,94.38778512643952,117.8866728222876,266.6631792634268,392.15159105556774,27.616295177787038,3.2773306710699286,8.403267882907434,90.0,90.0,70.0,60.0,95.0,30.0,60.0,20.0,100.0,35.0,45.0,45.0,90.0,70.0,100.0,100.0,75.0,80.0,7,63,Meio,7.0,0.29025976567153844
2023,Vila Nova,9382.559772263769,456.455442119443,156.2233519619755,8.224359676063,53.28892410118472,6.724380811921177,15.362766117884984,1.114028017124132,31.218951362084134,28.678232491192045,30.838451758466057,99.70151938373913,89.51405512916044,257.14734448742234,295.4863967164583,21.99499263668816,3.132902979942182,7.85368393217363,25.0,25.0,30.0,35.0,35.0,80.0,90.0,5.0,45.0,55.0,70.0,65.0,30.0,45.0,25.0,15.0,65.0,65.0,8,61,Meio,14.0,0.3302481759862095
2023,Guarani,9656.509242215565,460.3565697768548,158.7212036128515,8.163056716411422,52.819533479916295,6.330315981888476,15.143909787916524,1.1537438471016996,28.1403699807019,28.80275743563498,31.258731285953026,97.27462467048717,80.29853054934381,245.3394097781371,264.3929108886469,24.246334055731683,2.709107915639775,6.9436305541010475,60.0,35.0,40.0,30.0,30.0,50.0,70.0,15.0,5.0,65.0,90.0,50.0,10.0,35.0,5.0,45.0,20.0,30.0,9,57,Meio,8.0,0.14501311880046508
