ano,clube,distance_p90,hsr_distance_p90,sprint_distance_p90,sprint_count_p90,hi_count_p90,high_accel_p90,high_decel_p90,expl_accel_sprint_p90,cod_count_p90,psv99,psv99_top5,sprint_distance_p30tip,sprint_distance_p30otip,hsr_distance_p30tip,hsr_distance_p30otip,runs_p30tip,runs_penalty_area_p30tip,runs_dangerous_p30tip,distance_p90_pct,hsr_distance_p90_pct,sprint_distance_p90_pct,sprint_count_p90_pct,hi_count_p90_pct,high_accel_p90_pct,high_decel_p90_pct,expl_accel_sprint_p90_pct,cod_count_p90_pct,psv99_pct,psv99_top5_pct,sprint_distance_p30tip_pct,sprint_distance_p30otip_pct,hsr_distance_p30tip_pct,hsr_distance_p30otip_pct,runs_p30tip_pct,runs_penalty_area_p30tip_pct,runs_dangerous_p30tip_pct,pos,pontos,faixa,posto_valor,rendimento
2023,CRB,9451.013461081477,467.24195017844954,169.2559993781538,8.603368717866463,53.90835751138618,6.151600253248695,14.692531001400704,1.157149627301021,30.479828039512885,28.62980018892172,30.87776943826091,97.72341252616984,102.35645564300052,241.6552056757701,308.87923527576174,20.5351743664061,2.746953136870151,6.705872277414438,35.0,40.0,60.0,40.0,40.0,40.0,50.0,25.0,40.0,50.0,75.0,55.0,60.0,25.0,40.0,10.0,35.0,15.0,10,57,Meio,10.5,0.15062576340236156
2023,Ceará,9379.964202901057,499.77074151765925,182.5880015534189,9.497059170656328,57.47237551749765,6.085156613476298,14.234146157528103,1.3541651766802338,31.489867659575523,28.980483968992296,30.79152015299977,104.4174897470474,122.30497951878584,263.5566114869047,355.9695939100618,26.112330371702377,3.673738310999116,9.04770103176784,20.0,55.0,85.0,90.0,65.0,25.0,20.0,75.0,60.0,85.0,60.0,75.0,100.0,55.0,75.0,85.0,90.0,95.0,11,50,Meio,1.0,-0.27985821938296507
2023,Botafogo-SP,9631.706290330605,502.275000339704,192.2998165598708,9.405267690971183,57.931031892656975,6.744195917924117,15.747795318566968,1.557210709401328,31.96312461392435,29.187453229589554,31.40414963006383,122.88217998111874,107.2874949833261,288.2167969954821,314.51772827323225,24.599064429756478,2.984661079223792,7.956831784577101,50.0,60.0,95.0,80.0,75.0,90.0,95.0,95.0,70.0,100.0,100.0,95.0,75.0,90.0,45.0,60.0,55.0,70.0,12,47,Meio,16.0,0.013668611812490905
2023,Avaí,9783.63909235363,550.8804203013057,179.61256716751234,9.234689394983002,58.715715787708575,6.6275826180451025,14.677061386561087,1.342636079996654,32.8697263952965,28.55547011790601,30.1426080376538,93.96064539981636,114.30490419058049,268.5164953057472,387.9975238204508,24.427508391022613,2.577566467221195,7.0752430931149295,85.0,100.0,80.0,70.0,90.0,70.0,45.0,70.0,80.0,40.0,20.0,40.0,85.0,75.0,95.0,50.0,15.0,40.0,13,44,Meio,3.0,-0.2910287894146686
2023,Ituano,9902.99592716932,521.0476682781867,167.78825365826566,8.647631722626175,57.21805257389351,6.116861437727859,15.201461521318263,1.1950281152328273,33.45552150522339,28.30824244739698,30.178466397199387,99.04334124529382,101.95457102000616,264.621477589101,354.6917097150475,24.496918393004965,2.8595535398571785,7.037283284764194,100.0,65.0,55.0,45.0,60.0,35.0,75.0,30.0,90.0,15.0,25.0,60.0,55.0,65.0,70.0,55.0,45.0,35.0,14,42,Meio,20.0,-0.03296053550170286
2023,Ponte Preta,9447.636690439595,485.5687775209089,178.92294738269626,9.11984100586773,56.62207663641968,7.086444330406258,15.329273040524019,1.5333201963041438,31.70372774769773,28.769264610753424,30.69108186618821,109.23718842319997,105.09227077263559,262.60715432528724,328.1725086876298,22.312495132507845,2.479825069526507,6.583791983313638,30.0,50.0,75.0,65.0,55.0,95.0,80.0,90.0,65.0,60.0,50.0,85.0,70.0,50.0,55.0,30.0,10.0,10.0,15,42,Meio,13.0,-0.17472310918557565
2023,Chapecoense,9644.93506696037,473.0160005757169,148.7929180388243,7.706265652303049,52.41854926830432,6.062467495983708,13.938948836904896,1.201339723162261,29.941761427467295,28.38356003803725,30.299692779051444,86.5380963682414,90.48626777102996,243.90012908981547,318.4657707021666,24.77526287882296,3.2928110209296393,7.827919903803144,55.0,45.0,20.0,25.0,25.0,20.0,15.0,35.0,25.0,25.0,30.0,20.0,35.0,30.0,50.0,70.0,80.0,60.0,16,40,Meio,6.0,-0.3390110779505011
2023,Sampaio Corrêa,9261.495298654569,434.06598897910123,142.00718132681945,7.652945064557403,50.6958825140553,6.038482407041215,14.29524171997984,1.2280675150246212,29.176276211081387,28.380559029118686,30.09425543484161,72.3829429397852,89.04732289013293,202.66558948470396,308.37283977456195,19.222198425807456,2.387762161994494,5.8401896072273285,15.0,10.0,15.0,15.0,15.0,15.0,25.0,45.0,15.0,20.0,10.0,5.0,25.0,5.0,35.0,5.0,5.0,5.0,17,39,Cai,17.0,-0.19378341316156056
2023,Tombense,9222.65997394378,456.5918656576067,172.1278718442294,8.897065063405815,54.97440004326826,6.376193791989104,15.130063433471069,1.3211698315795553,30.417679023932134,28.854799490983424,30.74078754980612,108.10010687995951,96.13135627615608,248.1063725869805,292.6542601354623,24.7580889359254,3.6656670809708247,8.215273409979604,10.0,30.0,65.0,55.0,45.0,65.0,65.0,65.0,35.0,70.0,55.0,80.0,40.0,40.0,20.0,65.0,85.0,75.0,18,37,Cai,19.0,-0.19349707409130368
2023,Londrina,9693.071098315235,526.9023429842297,195.98881118211435,10.460649691340954,62.36690633608434,7.178272124713744,16.352106846920602,1.7824932688265427,34.00486946640152,28.95680307289996,30.56369589477935,127.60962543975619,105.07385942737663,298.82454282644295,328.42808063371905,27.477623114441705,4.149005801877399,9.373980591956059,70.0,80.0,100.0,100.0,100.0,100.0,100.0,100.0,95.0,80.0,40.0,100.0,65.0,100.0,60.0,95.0,95.0,100.0,19,31,Cai,18.0,-0.37832821317998466
