ano,clube,duelos_def_cru,duelos_def_padj,duelos_def_pct,aereos_pct,duelos_pct,intercep_padj,duelos_of_padj,duelos_of_pct,jogos,pontos,gp,gc,sg,pos,dist_g4,ppj,faixa,valor_eur,log_valor,posto_valor,ppj_esperado,rendimento,posse
2023,Atlético-GO,5.121666666666667,5.610940695296523,51.416666666666664,41.78333333333333,45.38833333333333,3.3943178498393216,5.153912190336032,44.30833333333334,38,64,56.0,45.0,11.0,4,0,1.6842105263157894,Sobe,24525000.0,17.0152035634157,2.0,1.4986209188703423,0.18558960744544706,54.35999999999999
2023,Avaí,7.34,7.376650304671632,53.655,31.21,47.120000000000005,3.2863278605280977,4.4031234288587235,44.115,38,44,31.0,48.0,-17.0,13,-20,1.1578947368421053,Meio,20300000.0,16.826131444012017,3.0,1.448923526256774,-0.2910287894146686,50.24842105263158
2023,Botafogo-SP,5.531428571428571,4.980600382779395,58.94428571428572,47.09571428571429,51.72428571428571,3.5502213472291144,4.722256741642849,50.214285714285715,38,47,25.0,42.0,-17.0,12,-17,1.236842105263158,Meio,8600000.0,15.967272761223736,16.0,1.223173493450667,0.013668611812490905,44.470263157894735
2023,CRB,6.774000000000001,6.797648661923851,55.6,43.028000000000006,48.291999999999994,2.9462498481559534,6.65086200114339,46.714,38,57,45.0,39.0,6.0,10,-7,1.5,Meio,13900000.0,16.44739939810092,10.5,1.3493742365976384,0.15062576340236156,50.173947368421054
2023,Ceará,5.113333333333333,5.49205380124893,57.60333333333333,45.38333333333333,50.03666666666667,3.068246484791612,6.00896757950849,41.45666666666667,38,50,40.0,45.0,-5.0,11,-14,1.3157894736842106,Meio,35475000.0,17.38433878101038,1.0,1.5956476930671757,-0.27985821938296507,53.4478947368421
2023,Chapecoense,6.406666666666666,6.450461908042324,53.23333333333333,47.123333333333335,48.18,3.3930369349795986,8.032132712983776,46.10999999999999,38,40,38.0,43.0,-5.0,16,-24,1.0526315789473684,Meio,16325000.0,16.60820823312677,6.0,1.3916426568978695,-0.3390110779505011,50.33947368421053
2023,Criciúma,5.366666666666667,5.223113515211741,61.535000000000004,48.385,52.77333333333333,3.4080004644285307,4.603181475428172,42.89666666666667,38,64,45.0,33.0,12.0,3,0,1.6842105263157894,Sobe,10900000.0,16.204273347199372,12.0,1.2854688292623395,0.39874169705344986,48.62578947368421
2023,Guarani,5.0024999999999995,4.945110689107984,57.46375,45.441250000000004,51.775,4.046785983715305,4.670451822465987,53.32875,38,57,42.0,33.0,9.0,9,-7,1.5,Meio,14200000.0,16.46875252257149,8.0,1.354986881199535,0.14501311880046508,49.419736842105266
2023,Ituano,5.7825,5.7567762995876315,62.95,55.565000000000005,56.2475,4.947890740847477,2.516243636036817,45.7325,38,42,33.0,38.0,-5.0,14,-22,1.105263157894737,Meio,6225000.0,15.644084000315045,20.0,1.1382236933964398,-0.03296053550170286,49.77657894736842
2023,Juventude,4.788333333333333,5.021239566488397,62.875,42.54666666666667,52.24666666666667,3.229812293376456,4.133281022870738,46.685,38,65,42.0,31.0,11.0,2,1,1.7105263157894737,Sobe,16825000.0,16.638376433495065,5.0,1.3995723342235191,0.31095398156595455,52.319210526315786
2023,Londrina,5.17,4.894955051924495,59.64333333333334,46.88,53.99333333333333,3.5946833037666024,4.845605347490204,58.25666666666667,38,31,31.0,58.0,-27.0,19,-33,0.8157894736842105,Cai,7700000.0,15.856730886823913,18.0,1.1941176868641952,-0.37832821317998466,47.19052631578948
2023,Mirassol,4.99625,5.538692004294249,59.338750000000005,46.89,52.815,3.701237514002987,4.637106438870992,49.7975,38,63,42.0,31.0,11.0,7,-1,1.6578947368421053,Meio,14900000.0,16.51687177091569,7.0,1.3676349711705669,0.29025976567153844,54.896842105263154
2023,Novorizontino,5.873333333333333,5.766441713775867,60.157777777777774,47.14333333333334,49.614444444444445,3.512664078387872,5.698974320473907,41.92777777777778,38,63,48.0,30.0,18.0,6,-1,1.6578947368421053,Meio,13900000.0,16.44739939810092,10.5,1.3493742365976384,0.30852050024446687,49.073157894736845
2023,Ponte Preta,6.135,5.779528574120167,63.0725,60.050000000000004,58.8025,4.884573049195284,3.1673059883127515,59.2475,38,42,24.0,35.0,-11.0,15,-22,1.105263157894737,Meio,10675000.0,16.18341511707896,13.0,1.2799862670803126,-0.17472310918557565,46.92473684210527
2023,Sampaio Corrêa,4.453333333333333,4.51013732607703,61.56666666666666,45.35999999999999,50.54666666666666,3.146293404119605,4.697502854400454,48.86666666666667,38,39,31.0,43.0,-12.0,17,-25,1.0263157894736843,Cai,8500000.0,15.955576721460545,17.0,1.2200992026352449,-0.19378341316156056,50.62973684210527
2023,Sport,4.05,4.034795192852199,59.702,48.718,49.804,3.331445709851297,4.003085310961307,45.222,38,63,59.0,40.0,19.0,5,-1,1.6578947368421053,Meio,17900000.0,16.70031127081098,4.0,1.415851836120754,0.24204290072135137,49.81157894736842
2023,Tombense,5.635,5.70785019325603,63.035000000000004,46.519999999999996,53.435,3.9352259096361455,5.497336624658957,49.035000000000004,38,37,37.0,50.0,-13.0,18,-27,0.9736842105263158,Cai,6950000.0,15.754252217540975,19.0,1.1671812846176195,-0.19349707409130368,50.63815789473684
2023,Vila Nova,4.914285714285714,4.798219314447808,58.92428571428571,48.542857142857144,51.01,3.950161947243079,4.7008540422922,43.08428571428571,38,61,49.0,30.0,19.0,8,-3,1.605263157894737,Meio,10475000.0,16.164502023772474,14.0,1.2750149819085275,0.3302481759862095,48.79052631578947
2023,Vitória,4.409999999999999,4.59521119654276,66.89666666666666,46.673333333333325,57.916666666666664,4.254825181984038,4.255161271826421,48.32333333333333,38,72,50.0,31.0,19.0,1,8,1.894736842105263,Sobe,14025000.0,16.456352009373035,9.0,1.3517274203389018,0.5430094217663612,52.015263157894736
2024,Amazonas,4.898333333333333,4.976383987452322,64.955,40.32,53.30166666666667,3.1426228923822763,5.731768404325146,44.196666666666665,38,52,31.0,37.0,-6.0,11,-12,1.368421052631579,Meio,9675000.0,16.08505579688012,17.0,1.254132631078651,0.11428842155292807,50.78421052631579
2024,América-MG,6.0683333333333325,6.7628019011979275,63.453333333333326,53.75666666666666,56.699999999999996,4.127147988042239,3.3871729885304354,49.501666666666665,38,58,50.0,35.0,15.0,7,-6,1.5263157894736843,Meio,23325000.0,16.96503630469768,5.0,1.4854345116902712,0.040881277783413106,55.134473684210526
2024,Avaí,5.607142857142857,5.375731751886643,62.68,52.68571428571429,53.644285714285715,3.600713063875155,4.438195493684133,41.92714285714286,38,53,34.0,32.0,2.0,10,-11,1.394736842105263,Meio,19000000.0,16.759949537130716,8.0,1.4315276869306581,-0.036790844825395075,47.84763157894737
2024,Botafogo-SP,5.0575,4.694492212690285,59.08,42.459999999999994,53.26,2.668643620659332,7.619161703972438,53.5725,38,45,36.0,51.0,-15.0,14,-19,1.1842105263157894,Meio,9525000.0,16.06943047897704,18.0,1.2500255339508977,-0.06581500763510828,46.13368421052631
2024,Brusque,6.082,5.754536581479195,64.29400000000001,53.093999999999994,56.912,4.515068820588411,3.138603031452999,54.34400000000001,38,36,24.0,44.0,-20.0,19,-28,0.9473684210526315,Cai,7500000.0,15.830413578506539,20.0,1.1872002121561005,-0.23983179110346897,47.154736842105265
2024,CRB,6.513333333333333,7.014540727640985,60.44333333333333,41.25333333333334,46.46,3.1339273568222015,6.656072752518306,38.635,38,43,38.0,45.0,-7.0,16,-21,1.131578947368421,Meio,13675000.0,16.43107990627232,11.0,1.3450846766391535,-0.21350572927073252,53.572631578947366
2024,Ceará,5.125,5.08344948917532,63.487500000000004,45.32,51.07625,2.782258696026687,5.39282928356514,42.5075,38,64,59.0,41.0,18.0,4,0,1.6842105263157894,Sobe,24725000.0,17.02332543547305,4.0,1.5007557437491474,0.18345478256664194,49.59131578947368
2024,Chapecoense,5.7,5.33637642581703,59.112,42.944,49.525999999999996,3.379705069684119,4.434145039850575,38.746,37,44,32.0,42.0,-10.0,15,-20,1.1891891891891893,Meio,11425000.0,16.25131449474454,14.0,1.2978335416584255,-0.1086443524692362,46.59297297297297
2024,Coritiba,6.492,6.640860122428544,62.39,41.494,49.45,3.2590542745005138,6.337930288944142,40.408,38,50,41.0,44.0,-3.0,13,-14,1.3157894736842106,Meio,32050000.0,17.282807741330952,2.0,1.568960374189456,-0.2531709005052454,51.120789473684205
2024,Goiás,5.82,5.842663383756994,65.6725,43.2525,52.6625,2.971526394488093,8.185747914667843,45.415,38,63,56.0,32.0,24.0,6,-1,1.6578947368421053,Meio,28750000.0,17.174148325207632,3.0,1.540399369630597,0.11749536721150822,50.19394736842105
2024,Guarani,4.55,4.451389997373963,65.81333333333333,47.61666666666667,53.04333333333333,3.3768603240151935,5.645052774353978,45.580000000000005,38,33,33.0,53.0,-20.0,20,-31,0.868421052631579,Cai,20600000.0,16.84080163375981,7.0,1.4527795690298229,-0.5843585163982439,48.89236842105263
2024,Ituano,4.9750000000000005,4.646721363857577,63.74166666666667,44.21666666666667,50.04666666666666,3.544584437354675,7.33306149725049,43.055,38,37,43.0,63.0,-20.0,18,-27,0.9736842105263158,Cai,11350000.0,16.244728301891687,15.0,1.2961023683206045,-0.32241815779428873,46.46763157894737
2024,Mirassol,4.20625,4.334999484695455,61.646249999999995,50.9,51.72625,3.7501288261362467,4.948043119355152,40.68125,38,67,42.0,26.0,16.0,2,3,1.763157894736842,Sobe,16975000.0,16.647252231409034,9.0,1.401905327660523,0.36125256707631914,51.485
2024,Novorizontino,6.4825,5.615804088034543,60.69625,51.29,53.1175,3.169583217446415,4.523049347448608,43.6075,38,64,43.0,31.0,12.0,5,0,1.6842105263157894,Meio,11000000.0,16.213405830762646,16.0,1.2878692922317736,0.3963412340840158,42.28342105263158
2024,Operário-PR,3.02,3.309461612733164,62.61,69.57,65.71,5.314863848263524,1.5448774983721127,59.38,37,55,31.0,30.0,1.0,8,-9,1.4864864864864864,Meio,12450000.0,16.33723118087499,12.0,1.3204166453764588,0.16606984111002765,54.373243243243245
2024,Paysandu,4.9719999999999995,5.586715081552272,63.269999999999996,45.344,52.15599999999999,3.2967461885105322,3.9061951769982834,35.832,38,50,41.0,43.0,-2.0,12,-14,1.3157894736842106,Meio,13825000.0,16.441989105372674,10.0,1.3479521472768123,-0.03216267359260172,55.50157894736842
2024,Ponte Preta,6.164999999999999,5.699251193273876,58.795,47.745000000000005,49.3175,2.9305152121132503,3.4521100686066037,37.875,38,38,37.0,55.0,-18.0,17,-26,1.0,Cai,7875000.0,15.879203742675971,19.0,1.200024651592523,-0.20002465159252303,45.913947368421056
2024,Santos,5.7871428571428565,6.092471896060146,64.38857142857144,47.205714285714286,52.44,3.507194386969207,5.165416774662873,41.385714285714286,38,68,57.0,32.0,25.0,1,4,1.7894736842105263,Sobe,64075000.0,17.97556483021441,1.0,1.7510507910137747,0.03842289319675163,52.50578947368421
2024,Sport,5.386666666666667,5.944097911899424,59.24666666666667,39.410000000000004,47.72833333333333,2.8285960979273868,5.593756716614217,40.32833333333333,38,66,57.0,37.0,20.0,3,2,1.736842105263158,Sobe,20975000.0,16.858841810317543,6.0,1.457521409022072,0.2793206962410859,54.68894736842105
2024,Vila Nova,6.048333333333333,6.022689356022689,65.13,47.185,53.23,4.112489452803589,4.946059801999038,44.65833333333333,38,55,42.0,54.0,-12.0,9,-9,1.4473684210526316,Meio,12075000.0,16.306647757502912,13.0,1.3123778271541697,0.1349905938984619,49.7871052631579
2025,Amazonas,5.3133333333333335,5.080614451383892,61.666666666666664,43.406666666666666,49.303333333333335,3.123589813272405,4.041802493514325,45.14000000000001,38,36,38.0,55.0,-17.0,18,-26,0.9473684210526315,Cai,15970000.0,16.586222520191196,12.0,1.3858637371338416,-0.43849531608121006,47.709736842105265
2025,América-MG,3.68,3.9901843291673798,59.52,49.3975,53.1925,3.2881070592935,2.27328221907506,46.6725,38,46,41.0,44.0,-3.0,14,-16,1.2105263157894737,Meio,23150000.0,16.957505338496517,5.0,1.4834550057470413,-0.2729286899575676,53.886842105263156
2025,Athletic,5.03,5.1561909900188825,62.196666666666665,46.126666666666665,51.656666666666666,3.435752180559302,4.454319719154037,44.61666666666667,38,44,43.0,53.0,-10.0,15,-18,1.1578947368421053,Meio,17710000.0,16.689640009759017,11.0,1.413046907229842,-0.25515217038773663,51.223684210526315
2025,Athletico-PR,5.516666666666667,5.622216381577654,61.123333333333335,49.72666666666667,53.88333333333333,3.298593417831965,4.220760770172602,49.29333333333333,38,65,53.0,43.0,10.0,2,3,1.7105263157894737,Sobe,50500000.0,17.73748389424559,1.0,1.6884714864290196,0.02205482936045411,50.93868421052632
2025,Atlético-GO,4.04,4.118092029378156,59.68,46.73,49.78,3.384174638003831,5.623363274329426,47.16,38,52,39.0,38.0,1.0,11,-10,1.368421052631579,Meio,28675000.0,17.171536220979707,2.0,1.5397127809903886,-0.17129172835880957,50.948157894736845
2025,Avaí,4.814285714285715,4.648576205649585,60.471428571428575,46.11,51.41142857142857,3.8595597102099517,4.128602381589114,45.35857142857143,38,56,50.0,40.0,10.0,8,-6,1.4736842105263157,Meio,13200000.0,16.3957273875566,15.0,1.3357923071029427,0.13789190342337299,48.21763157894737
2025,Botafogo-SP,3.9050000000000002,3.662847241077996,63.5875,40.8725,53.192499999999995,2.8936962199041276,5.0782240657352675,45.965,38,42,32.0,52.0,-20.0,16,-20,1.105263157894737,Meio,10125000.0,16.130518170956876,17.0,1.2660823646552526,-0.16081920676051564,46.69447368421052
2025,CRB,4.914,5.592452830188679,56.08200000000001,40.524,50.456,3.459718478586403,3.73311429241962,45.426,38,56,45.0,40.0,5.0,9,-6,1.4736842105263157,Meio,20200000.0,16.821193162371433,7.0,1.447625504516167,0.026058706010148702,56.06578947368421
2025,Chapecoense,4.1525,3.948764533065069,58.95875,46.06375,53.37375,3.2010905742156024,3.611325382775518,50.86875,38,62,52.0,35.0,17.0,3,0,1.631578947368421,Sobe,10000000.0,16.11809565095832,18.0,1.2628171193321176,0.3687618280363034,47.42026315789474
2025,Coritiba,4.432857142857143,4.643193823040895,62.800000000000004,46.300000000000004,54.23714285714285,3.3009621571473464,3.9920186959314483,49.59142857142857,38,68,39.0,23.0,16.0,1,6,1.7894736842105263,Sobe,23500000.0,16.972510979114386,4.0,1.4873992214016623,0.3020744628088641,52.265
2025,Criciúma,4.84,4.757076642939911,57.431666666666665,48.26,48.73500000000001,3.7561903382442203,4.322006056450691,40.218333333333334,38,61,47.0,33.0,14.0,5,-1,1.605263157894737,Meio,19725000.0,16.79739742469621,8.0,1.441370821797717,0.16389233609701992,49.12842105263158
2025,Cuiabá,4.77,4.713929054405493,60.935,47.595,52.0875,3.6046239467387915,4.551640566741238,47.6075,38,54,43.0,44.0,-1.0,10,-8,1.4210526315789473,Meio,21900000.0,16.90199719478673,6.0,1.4688647529911298,-0.047812121412182496,49.40526315789474
2025,Ferroviária,4.841428571428572,4.702963427157421,57.93142857142857,43.962857142857146,52.271428571428565,3.5150800711093972,3.461926401527065,51.284285714285716,38,40,43.0,52.0,-9.0,17,-22,1.0526315789473684,Cai,6650000.0,15.710127412632037,19.0,1.1555831295830599,-0.1029515506356915,48.52789473684211
2025,Goiás,4.3125,4.275104089490874,58.4975,42.9125,46.745000000000005,3.2912105686051483,5.331637800125307,35.125,38,61,42.0,37.0,5.0,6,-1,1.605263157894737,Meio,18250000.0,16.719675637992776,10.0,1.4209417381199607,0.18432141977477623,49.56263157894737
2025,Novorizontino,5.104285714285714,5.184536887903206,62.94428571428572,47.40571428571429,55.32142857142857,3.822017957665,3.225782567135623,52.702857142857134,38,60,43.0,32.0,11.0,7,-2,1.5789473684210527,Meio,13375000.0,16.408897850746346,14.0,1.3392541484474396,0.23969321997361304,50.773947368421055
2025,Operário-PR,4.93,5.372588157019296,59.25600000000001,42.946000000000005,51.576,3.4436873379677424,3.9671872872619764,44.834,38,48,40.0,44.0,-4.0,12,-14,1.263157894736842,Meio,19100000.0,16.76519889301686,9.0,1.4329074741846686,-0.16974957944782654,54.118947368421054
2025,Paysandu,5.12,4.766314386645696,53.5,42.11,46.65,3.667827867848446,3.4132836083933578,43.3,38,28,36.0,52.0,-16.0,20,-34,0.7368421052631579,Cai,14100000.0,16.461685355348397,13.0,1.3531292842928124,-0.6162871790296546,46.28973684210526
2025,Remo,4.6274999999999995,4.461938594265415,59.9025,49.0975,53.3625,3.9991119005328595,3.6738179830554802,39.0775,38,62,51.0,39.0,12.0,4,0,1.631578947368421,Sobe,27650000.0,17.135136285932617,3.0,1.5301450992568304,0.10143384811159062,48.14473684210526
2025,Vila Nova,6.3125,5.785641238386509,61.182500000000005,54.92,56.2475,3.5722038378790364,2.9925071512119423,45.067499999999995,38,47,40.0,44.0,-4.0,13,-15,1.236842105263158,Meio,11175000.0,16.229189698463905,16.0,1.2920180639945489,-0.05517595873139092,45.44684210526316
2025,Volta Redonda,4.32,4.618475025461256,59.03,41.72,51.120000000000005,2.8063650328323604,4.823288626105527,48.64,38,36,26.0,43.0,-17.0,19,-26,0.9473684210526315,Cai,5275000.0,15.478489237326404,20.0,1.094697297347393,-0.14732887629476143,53.23131578947368
