ano,Equipa,treinador,jogos,pontos,ppj,primeiro,ultimo,xg,xg_sof,dist_rem,dist_rem_sof,ppda,posse,ppj_esperado,posto_valor,pos_final_clube,pos_ao_assumir,pos_ao_sair,rendimento,temporada_inteira,ppj_vs_liga
2023,Ponte Preta,Felipe Moreira,18,22,1.2222222222222223,2,19,1.0872222222222223,1.2894444444444444,20.292777777777776,20.172222222222224,12.495555555555557,46.76722222222222,1.2799862670803126,13.0,15.0,12.0,13.0,-0.05776404485809028,False,-0.14777777777777779
2021,Sampaio Corrêa,Felipe Surian,32,40,1.25,1,32,0.905,1.3890625,21.41,20.4284375,10.4375,48.20625,,,,,13.0,,False,-0.1200000000000001
2021,Vasco,Fernando Diniz,12,15,1.25,24,35,1.3191666666666666,1.1091666666666666,18.88083333333333,20.7925,8.290000000000001,58.196666666666665,,,,10.0,9.0,,False,-0.1200000000000001
2024,Santos,Fábio Carille,37,68,1.837837837837838,1,37,1.3683783783783785,0.9137837837837839,19.69162162162162,22.681351351351353,10.075405405405405,52.483513513513515,1.7510507910137747,1.0,1.0,,1.0,0.08678704682406324,True,0.46783783783783783
2018,Avaí,Geninho,37,61,1.6486486486486487,2,38,1.755135135135135,1.0643243243243243,19.47027027027027,21.333243243243246,9.664324324324324,45.93972972972973,,,,12.0,3.0,,False,0.2786486486486486
2019,Vitória,Geninho,15,21,1.4,24,38,1.4833333333333334,1.2706666666666668,20.716,21.754,11.716000000000001,45.202,,,,16.0,11.0,,False,0.029999999999999805
2020,Avaí,Geninho,25,36,1.44,1,25,1.1132,1.28,19.7852,21.227199999999996,11.262,45.1708,,,,,9.0,,False,0.06999999999999984
2019,Operário-PR,Gerson Gusmão,38,50,1.3157894736842106,1,38,1.023421052631579,1.3378947368421052,20.54,20.08342105263158,8.181052631578947,49.65552631578947,,,,,8.0,,True,-0.05421052631578949
2020,Operário-PR,Gerson Gusmão,17,22,1.2941176470588236,1,17,1.188235294117647,1.224705882352941,19.33764705882353,20.035882352941176,9.194705882352942,49.307647058823534,,,,,12.0,,False,-0.07588235294117651
2018,Brasil de Pelotas,Gilmar Dal Pozzo,12,12,1.0,13,24,1.3366666666666667,1.1633333333333333,21.1975,21.57166666666667,6.965833333333333,53.11083333333334,,,,16.0,18.0,,False,-0.3700000000000001
