mercado,liga,pos11,jogador,clube,idade,minutos,contrato,valor,nascido_em,passaporte,aderencia,aderencia_ajustada,nivel_overall,rank_na_liga,nota,nota_completa,nivel_bola_parada,nivel_fisico,criterios_com_dado,posse_est,Duelos def/90 PAdj,Aéreos/90 PAdj,Duelos of/90 PAdj,xG per 90,Goals per 90,xG,Goals,sul_americano,ocupa_vaga_estrangeiro,On loan,livre_2027,contrato_vencido,nivel
Sul-americano,Argentina B,MEI,M. Cachi,Gimnasia Jujuy,27.0,1242,2026-12-31,375000,Argentina,Argentina,60.3,49.1,66.46,1.0,57.8,True,26.19,,7,62.66204363188357,5.62,3.2,6.82,0.14,0.22,1.97,3,True,True,sim,True,False,N1
Sul-americano,Chile,ED,Kevin Méndez,Unión La Calera,30.0,1481,,700000,Uruguay,"Uruguay, Italy",82.6,55.8,74.15,1.0,65.0,True,0.0,55.86,6,53.0163825078108,6.2,1.75,9.8,0.12,0.24,1.95,4,True,True,sim,True,False,N1
Sul-americano,Venezuela,ED,C. Sosa,Deportivo Táchira,31.0,1460,2027-12-31,275000,Venezuela,Venezuela,61.8,49.5,77.87,1.0,63.7,True,0.0,,6,48.43614956806169,4.84,0.48,15.59,0.06,0.06,1.04,1,True,True,sim,False,False,N1
Sul-americano,Chile,ED,F. González,O'Higgins,25.0,1256,2028-12-31,0,Argentina,Argentina,85.9,56.8,70.09,2.0,63.4,True,0.0,58.47,6,53.276241818493205,3.3,2.38,12.51,0.15,0.36,2.12,5,True,True,sim,False,False,N1/N2
Sul-americano,Colombia A,ED,J. Martínez,Deportivo Cali,24.0,1626,2029-06-30,0,Colombia,Colombia,56.8,48.0,77.31,1.0,62.7,True,0.0,36.38,6,47.00037842680092,1.98,0.94,9.43,0.15,0.17,2.72,3,True,True,sim,False,False,N1/N2
Sul-americano,Equador B,ED,Reixon Saya,El Nacional,18.0,1321,,0,Ecuador,Ecuador,71.2,52.4,72.71,1.0,62.6,True,0.0,,6,47.68576895313847,5.53,1.3,14.07,0.09,0.0,1.3,0,True,True,sim,True,False,N2 jovem
Sul-americano,Equador A,ED,A. Rodríguez,Independiente del Valle,27.0,1246,,850000,Ecuador,Ecuador,87.1,57.1,67.42,3.0,62.3,True,0.0,42.42,6,63.07231894005964,5.28,0.79,5.61,0.31,0.22,4.35,3,True,True,sim,True,False,N1
Sul-americano,Equador A,ED,M. Perelló,Independiente del Valle,24.0,1137,2029-12-31,0,Argentina,Argentina,76.6,54.0,68.78,2.0,61.4,True,0.0,45.2,6,63.07231894005964,4.82,0.43,3.64,0.52,0.63,6.53,8,True,True,sim,False,False,N1/N2
Sul-americano,Equador A,ED,A. Preciado,Aucas,32.0,1377,2026-12-31,600000,Ecuador,"Ecuador, Spain",59.8,48.9,72.8,1.0,60.8,True,0.0,38.23,6,60.004902926617696,3.19,1.31,6.7,0.32,0.33,4.85,5,True,True,sim,True,False,N1
Sul-americano,Venezuela,ED,R. Ivey,Estudiantes de Mérida,32.0,1465,2027-12-31,400000,Panama,Panama,88.2,57.5,63.59,2.0,60.5,True,0.0,,6,54.27290403197396,3.42,2.42,11.15,0.17,0.12,2.8,2,False,True,sim,False,False,N1
Sul-americano,Argentina A,ED,H. López,Argentinos Juniors,25.0,1187,2026-12-31,0,Argentina,Argentina,62.1,49.6,70.69,1.0,60.1,True,0.0,36.36,6,60.33083833201971,6.69,1.34,10.37,0.29,0.3,3.89,4,True,True,sim,True,False,N1/N2
Sul-americano,Peru,ED,C. Souza,Cienciano,30.0,1436,2026-12-31,300000,Uruguay,"Uruguay, Italy",92.5,58.8,61.32,1.0,60.1,True,0.0,50.82,6,47.40525893143292,3.57,0.77,9.06,0.15,0.06,2.41,1,True,True,sim,True,False,N1
Sul-americano,Colombia A,ED,Jhon Vásquez,Llaneros,31.0,1865,2026-12-31,800000,Colombia,Colombia,85.5,56.6,62.71,2.0,59.7,True,0.0,38.23,6,45.65709542597909,2.8,2.4,15.59,0.26,0.29,5.42,6,True,True,sim,True,False,N1
Sul-americano,Venezuela,EE,E. Tortolero,Carabobo,28.0,995,2027-12-31,0,Venezuela,Venezuela,83.5,56.0,70.64,1.0,63.3,True,0.0,,6,56.39110341896443,4.36,3.31,7.54,0.47,0.54,5.22,6,True,True,sim,False,False,N1
Sul-americano,Colombia B,EE,D. Dawson,Envigado,20.0,1024,,0,Panama,Panama,67.1,51.1,71.32,1.0,61.2,True,0.0,,6,44.04490152660856,5.5,1.18,18.75,0.21,0.35,2.37,4,False,True,sim,True,False,N2 jovem
Sul-americano,Argentina B,EE,M. Roseti,Midland,29.0,1809,2027-12-31,0,Argentina,Argentina,66.5,51.0,67.96,1.0,59.5,True,0.0,,6,50.897478034595636,4.31,1.52,15.49,0.08,0.1,1.67,2,True,True,sim,False,False,N1
Sul-americano,Venezuela,EE,G. Salega,Portuguesa,27.0,1001,,0,Argentina,Argentina,65.5,50.6,68.04,2.0,59.3,True,0.0,,6,41.09685575215457,1.83,1.68,11.7,0.21,0.0,2.32,0,True,True,sim,True,False,N1
Sul-americano,Argentina B,EE,M. Lago,Colón,24.0,2172,2027-12-31,0,Argentina,Argentina,88.5,57.6,59.94,2.0,58.8,True,0.0,,6,53.787353932238595,4.85,2.28,11.05,0.33,0.46,8.01,11,True,True,sim,False,False,N1/N2
Sul-americano,Peru,EE,P. Magallanes,Sport Huancayo,25.0,1186,2027-12-31,0,Peru,Peru,75.8,53.7,63.1,2.0,58.4,True,0.0,44.13,6,53.07524857278618,3.88,1.69,12.73,0.23,0.23,3.04,3,True,True,sim,False,False,N1/N2
Sul-americano,Venezuela,EE,J. Cuesta,UCV,24.0,1341,2028-06-30,0,Colombia,Colombia,74.3,53.3,63.03,4.0,58.2,True,0.0,,6,49.300692490617266,4.03,1.12,7.96,0.3,0.34,4.48,5,True,True,sim,False,False,N1/N2
Sul-americano,Bolivia,EE,J. Maraude,Always Ready,18.0,993,,0,Bolivia,Bolivia,86.6,57.0,58.84,3.0,57.9,True,0.0,,6,47.63370312962758,3.98,0.78,9.51,0.25,0.18,2.78,2,True,True,sim,True,False,N2 jovem
Sul-americano,Colombia B,EE,J. Campaña,Patriotas Boyacá,23.0,1228,,350000,Colombia,Colombia,72.5,52.8,62.28,2.0,57.5,True,0.0,,6,61.35148493938682,6.73,0.85,11.41,0.28,0.29,3.75,4,True,True,sim,True,False,N2 jovem
Sul-americano,Colombia A,EE,Pipe Gómez,Once Caldas,26.0,1507,2029-06-30,325000,Colombia,Colombia,71.9,52.6,61.14,2.0,56.9,True,0.0,47.52,6,54.32090941372286,2.88,0.85,11.38,0.22,0.24,3.74,4,True,True,sim,False,False,N1
Sul-americano,Uruguai,EE,N. Lopez,Progreso,19.0,1402,2027-12-31,0,Uruguay,Uruguay,80.8,55.2,57.28,3.0,56.2,True,0.0,51.95,6,42.154986436814944,4.11,2.39,13.25,0.17,0.19,2.59,3,True,True,sim,False,False,N2 jovem
Sul-americano,Peru,EE,J. Betancourt,FC Cajamarca,31.0,942,2026-12-31,250000,Ecuador,Ecuador,48.8,45.6,66.64,1.0,56.1,True,0.0,49.43,6,45.887105955441896,2.91,1.32,14.15,0.13,0.19,1.33,2,True,True,sim,True,False,N1
Sul-americano,Paraguai,CA,L. Melgarejo,Club Libertad,35.0,1622,2027-06-30,800000,Paraguay,Paraguay,85.5,56.6,68.17,3.0,62.4,True,0.0,55.76,6,54.848652900990636,1.47,4.12,8.91,0.69,0.72,12.46,13,True,True,sim,True,False,N1
Sul-americano,Colombia A,CA,J. Torres,Tolima,22.0,1393,2029-06-30,0,Colombia,Colombia,45.2,44.6,71.82,1.0,58.2,True,0.0,50.71,6,59.78967063764758,3.37,0.97,6.92,0.36,0.45,5.57,7,True,True,sim,False,False,N2 jovem
Sul-americano,Argentina B,CA,F. Fagúndez,Deportivo Morón,27.0,1642,2028-12-31,0,Uruguay,"Uruguay, Argentina",65.9,50.8,65.17,1.0,58.0,True,0.0,,6,51.22667660279782,3.03,3.82,10.54,0.36,0.55,6.63,10,True,True,sim,False,False,N1
Sul-americano,Equador A,CA,M. Estrada,LDU Quito,30.0,1133,2027-06-30,0,Ecuador,Ecuador,94.3,59.3,56.8,3.0,58.0,True,0.0,51.49,6,47.24651786070829,2.63,4.74,8.66,0.49,0.4,6.17,5,True,True,sim,True,False,N1
Sul-americano,Paraguai,CA,A. González,Deportivo Recoleta,29.0,1201,2026-12-31,0,Paraguay,Paraguay,50.2,46.1,68.43,1.0,57.3,True,0.0,63.5,6,52.3995012346095,4.64,3.15,9.51,0.3,0.6,4.02,8,True,True,sim,True,False,N1
Sul-americano,Colombia A,CA,A. Morelos,Atlético Nacional,30.0,1955,2028-12-31,0,Colombia,Colombia,81.6,55.5,56.94,7.0,56.2,True,0.0,50.34,6,56.687399673222785,2.55,3.56,6.7,0.53,0.55,11.54,12,True,True,sim,False,False,N1
Sul-americano,Equador A,CA,G. Cortéz,Libertad,30.0,1121,2026-12-31,650000,Ecuador,Ecuador,42.7,43.8,68.44,1.0,56.1,True,0.0,50.38,6,41.61778810805756,1.52,1.86,10.61,0.16,0.32,1.99,4,True,True,sim,True,False,N1
Sul-americano,Peru,CA,A. Valera,Universitario,30.0,1713,2026-12-31,0,Peru,Peru,92.9,58.9,53.34,7.0,56.1,True,0.0,58.9,6,57.87477079232248,2.3,6.67,7.35,0.63,0.58,11.98,11,True,True,sim,True,False,N1
Sul-americano,Colombia B,CA,M. Manotas,Real Cartagena,31.0,1473,2026-12-31,700000,Colombia,Colombia,67.8,51.3,60.71,2.0,56.0,True,0.0,,6,54.483535444145254,1.21,2.08,5.1,0.54,0.67,8.89,11,True,True,sim,True,False,N1
Sul-americano,Peru,CA,E. Castillo,Alianza Lima,31.0,1871,2028-12-31,600000,Ecuador,Ecuador,79.2,54.8,56.74,3.0,55.8,True,0.0,60.21,6,57.00345105471285,2.19,1.85,8.14,0.6,0.67,12.4,14,True,True,sim,False,False,N1
Sul-americano,Colombia A,CA,A. Estupiñán,Millonarios,32.0,1740,2026-12-31,350000,Colombia,Colombia,74.6,53.4,58.0,6.0,55.7,True,0.0,52.14,6,45.7616060129313,3.53,2.86,11.3,0.44,0.67,8.57,13,True,True,sim,True,False,N1
Sul-americano,Bolivia,CA,Willie,Independiente Petrolero,33.0,1095,,175000,Brazil,Brazil,65.7,50.7,59.85,1.0,55.3,True,0.0,,6,53.305385346889885,3.17,2.02,9.41,0.6,0.82,7.31,10,True,False,sim,True,False,N1
