mercado,liga,pos11,jogador,clube,idade,minutos,contrato,valor,nascido_em,passaporte,aderencia,aderencia_ajustada,nivel_overall,rank_na_liga,nota,nota_completa,nivel_bola_parada,nivel_fisico,criterios_com_dado,posse_est,Duelos def/90 PAdj,Aéreos/90 PAdj,Duelos of/90 PAdj,xG per 90,Goals per 90,xG,Goals,sul_americano,ocupa_vaga_estrangeiro,On loan,livre_2027,contrato_vencido
Sul-americano,Argentina A,GOL,S. Beltrán,River Plate,21.0,2436,2027-12-31,0,Argentina,Argentina,31.7,40.5,56.9,12.0,48.7,True,0.0,,5,69.4,0.2,0.3,0.0,0.0,0.0,0.0,0,True,True,sim,False,False
Sul-americano,Argentina A,GOL,B. Cortés,Argentinos Juniors,31.0,2426,2027-12-31,3000000,Chile,Chile,37.9,42.4,66.5,6.0,54.4,True,0.0,,5,60.3,0.1,0.3,0.1,0.0,0.0,0.0,0,True,True,sim,False,False
Sul-americano,Argentina A,GOL,T. Cardozo,Belgrano,30.0,2387,2028-12-31,800000,Uruguay,Uruguay,77.1,54.1,82.4,1.0,68.2,True,0.0,,5,50.3,0.2,0.4,0.2,0.0,0.0,0.0,0,True,True,sim,False,False
Sul-americano,Argentina A,ZD,L. Martínez Quarta,River Plate,30.0,2384,2028-12-31,0,Argentina,"Argentina, Italy",60.0,49.0,64.1,5.0,56.5,True,0.0,29.8,7,69.4,8.3,7.1,1.2,0.1,0.1,3.8,2,True,True,sim,False,False
Sul-americano,Argentina A,GOL,F. Cambeses,Racing Club,29.0,2308,2027-12-31,0,Argentina,"Argentina, Italy",36.9,42.1,55.7,16.0,48.9,True,0.0,,5,52.9,0.1,0.4,0.2,0.0,0.0,0.0,0,True,True,sim,False,False
Sul-americano,Argentina A,ZD,F. Álvarez,Argentinos Juniors,26.0,2307,2029-12-31,0,Argentina,Argentina,77.6,54.3,69.7,2.0,62.0,True,0.0,29.2,7,60.3,7.3,8.3,1.3,0.1,0.1,1.8,3,True,True,sim,False,False
Sul-americano,Argentina A,GOL,M. Mansilla,Unión Santa Fe,30.0,2272,,0,Argentina,Argentina,49.2,45.8,49.0,24.0,47.4,True,0.0,,5,48.2,0.0,0.4,0.1,0.0,0.0,0.0,0,True,True,sim,True,False
Sul-americano,Argentina A,VOL,F. Fattori,Talleres Córdoba,34.0,2238,2027-12-31,700000,Argentina,Argentina,59.7,48.9,37.6,13.0,43.2,True,0.0,21.3,6,67.3,7.6,4.9,2.2,0.0,0.0,0.2,0,True,True,sim,False,False
Sul-americano,Argentina A,GOL,H. Galíndez,Huracán,39.0,2236,2027-12-31,350000,Argentina,"Argentina, Ecuador",58.5,48.6,63.2,9.0,55.9,True,0.0,,5,48.2,0.2,0.2,0.2,0.0,0.0,0.0,0,True,True,sim,False,False
Sul-americano,Argentina A,VOL,A. Moreno,River Plate,27.0,2192,2027-12-31,0,Argentina,Argentina,64.4,50.3,44.3,6.0,47.3,True,0.0,23.1,6,69.4,10.5,4.4,2.0,0.0,0.0,0.5,0,True,True,sim,False,False
Sul-americano,Argentina A,CA,C. Tarragona,Unión Santa Fe,35.0,2163,2026-12-31,500000,Argentina,Argentina,47.1,45.1,41.3,13.0,43.2,True,0.0,51.5,6,48.2,2.8,5.9,7.8,0.3,0.4,7.4,9,True,True,sim,True,False
Sul-americano,Argentina A,GOL,Á. Montero,Boca Juniors,31.0,2150,2030-06-30,2200000,Colombia,Colombia,54.8,47.4,56.6,14.0,52.0,True,0.0,,5,66.7,0.1,0.7,0.2,0.0,0.0,0.0,0,True,True,sim,False,False
Sul-americano,Argentina A,MED,A. Sánchez,Belgrano,27.0,2142,2029-12-31,800000,Argentina,Argentina,51.3,46.4,41.0,32.0,43.7,True,0.0,41.9,6,50.3,8.1,1.9,3.6,0.0,0.0,0.1,1,True,True,sim,False,False
Sul-americano,Argentina A,LE,P. Silva,Gimnasia La Plata,29.0,2109,2026-12-31,500000,Argentina,"Argentina, Italy",67.7,51.3,33.9,30.0,42.6,True,0.0,35.6,6,46.7,5.3,1.8,3.8,0.1,0.0,1.4,0,True,True,sim,True,False
Sul-americano,Argentina A,GOL,R. Rey,Independiente,35.0,2090,2026-12-31,1800000,Argentina,"Argentina, Italy",42.5,43.8,50.6,22.0,47.2,True,0.0,,5,49.1,0.1,0.4,0.1,0.0,0.0,0.0,0,True,True,sim,True,False
Sul-americano,Argentina A,ZD,L. Mosevich,Instituto,29.0,2084,2027-12-31,300000,Argentina,Argentina,34.8,41.4,37.8,47.0,39.6,True,0.0,23.2,7,46.2,4.2,4.7,0.5,0.0,0.0,1.1,0,True,True,sim,False,False
Sul-americano,Argentina A,VOL,V. Pizarro,Rosario Central,23.0,2073,2029-12-31,0,Chile,Chile,33.9,41.2,47.6,5.0,44.4,True,0.0,26.4,6,54.6,3.9,2.2,4.3,0.0,0.0,1.2,1,True,True,sim,False,False
Sul-americano,Argentina A,MED,A. Lescano,Argentinos Juniors,24.0,2068,2027-12-31,0,Argentina,Argentina,49.3,45.8,48.8,11.0,47.3,True,0.0,44.8,6,60.3,6.4,1.7,6.0,0.2,0.2,4.6,4,True,True,sim,False,False
Sul-americano,Argentina A,GOL,L. Ingolotti,Atlético Tucumán,26.0,2058,2026-12-31,450000,Argentina,Argentina,32.5,40.8,49.2,23.0,45.0,True,0.0,,5,39.9,0.0,0.4,0.1,0.0,0.0,0.0,0,True,True,sim,True,False
Sul-americano,Argentina A,LD,G. Cerato,Instituto,28.0,2056,2027-12-31,0,Argentina,"Argentina, Italy",74.1,53.2,54.0,2.0,53.6,True,0.0,38.8,6,46.2,6.9,1.6,2.0,0.1,0.1,1.5,3,True,True,sim,False,False
Sul-americano,Argentina A,GOL,M. Borgogno,Defensa y Justicia,27.0,2056,2027-06-30,275000,Argentina,"Argentina, Italy",50.8,46.2,53.0,19.0,49.6,True,0.0,,5,49.4,0.1,0.3,0.2,0.0,0.0,0.0,0,True,True,sim,True,False
Sul-americano,Argentina A,GOL,I. Arce,Deportivo Riestra,34.0,2053,2026-12-31,400000,Argentina,Argentina,75.8,53.7,68.6,5.0,61.1,True,0.0,,5,32.4,0.1,0.3,0.5,0.0,0.0,0.0,0,True,True,sim,True,False
Sul-americano,Argentina A,LD,L. Morales,Belgrano,35.0,2051,2027-12-31,1000000,Argentina,Argentina,38.8,42.6,32.7,33.0,37.7,True,0.0,27.9,6,50.3,5.4,2.6,1.8,0.0,0.0,0.6,1,True,True,sim,False,False
Sul-americano,Argentina A,ZE,J. Ludueña,Unión Santa Fe,23.0,2050,2026-12-31,0,Argentina,Argentina,56.6,48.0,53.9,12.0,51.0,True,0.0,24.2,7,48.2,5.1,5.5,1.9,0.0,0.0,1.1,1,True,True,sim,True,False
Sul-americano,Argentina A,VOL,F. Ibarra,Rosario Central,25.0,2038,2027-12-31,0,Argentina,"Argentina, United States",82.5,55.8,38.1,12.0,47.0,True,0.0,22.1,6,54.6,8.5,2.3,5.9,0.0,0.0,0.4,0,True,True,sim,False,False
Sul-americano,Argentina A,CA,G. Ávalos,Independiente,35.0,2028,2026-12-31,1300000,Paraguay,Paraguay,64.4,50.3,38.0,22.0,44.1,True,0.0,49.2,6,49.1,2.1,10.0,8.0,0.3,0.5,7.4,11,True,True,sim,True,False
Sul-americano,Argentina A,LE,S. Prieto,Argentinos Juniors,33.0,2028,2027-12-31,550000,Argentina,Argentina,59.7,48.9,47.3,6.0,48.1,True,0.0,40.2,6,60.3,7.3,2.5,3.1,0.0,0.1,1.0,2,True,True,sim,False,False
Sul-americano,Argentina A,CA,J. Caicedo,Huracán,28.0,2028,2026-12-31,3000000,Ecuador,Ecuador,57.3,48.2,32.5,41.0,40.3,True,0.0,57.6,6,48.2,3.0,5.9,8.6,0.4,0.5,9.1,11,True,True,sim,True,False
Sul-americano,Argentina A,LE,E. Gómez,Vélez Sarsfield,32.0,2025,2028-12-31,1000000,Argentina,Argentina,36.3,41.9,36.1,24.0,39.0,True,0.0,38.2,6,61.9,7.2,4.0,3.8,0.0,0.0,0.3,0,True,True,sim,False,False
Sul-americano,Argentina A,LE,R. Insúa,Barracas Central,28.0,2010,2026-12-31,800000,Argentina,"Argentina, Spain",66.0,50.8,38.6,17.0,44.7,True,0.0,38.3,6,41.5,3.4,1.5,4.6,0.1,0.1,2.4,3,True,True,sim,True,False
Sul-americano,Argentina A,LD,L. Vargas,Unión Santa Fe,21.0,2001,,0,Argentina,Argentina,73.8,53.1,47.0,11.0,50.1,True,0.0,33.8,6,48.2,6.2,0.9,5.3,0.0,0.0,0.3,0,True,True,sim,True,False
Sul-americano,Argentina A,LE,D. Sosa,Instituto,29.0,1997,2026-12-31,475000,Argentina,Argentina,50.0,46.0,36.8,22.0,41.4,True,0.0,36.5,6,46.2,4.4,1.0,3.0,0.1,0.0,1.6,1,True,True,sim,True,False
Sul-americano,Argentina A,LD,A. Steimbach,Gimnasia La Plata,24.0,1995,2026-12-31,0,Argentina,Argentina,72.5,52.8,50.4,5.0,51.6,True,0.0,34.6,6,46.7,6.5,2.6,6.9,0.0,0.0,0.9,1,True,True,sim,True,False
Sul-americano,Argentina A,LD,G. Montiel,River Plate,29.0,1992,2028-12-31,0,Argentina,"Argentina, Spain",56.7,48.0,59.7,1.0,53.8,True,0.0,43.2,6,69.4,6.4,4.2,1.4,0.2,0.2,5.6,5,True,True,sim,False,False
Sul-americano,Argentina A,ZD,M. Rodríguez,Unión Santa Fe,23.0,1989,2028-12-31,0,Uruguay,Uruguay,56.9,48.1,49.7,24.0,48.9,True,0.0,25.1,7,48.2,5.0,6.1,1.2,0.1,0.0,1.3,1,True,True,sim,False,False
Sul-americano,Argentina A,MEI,L. Zelarayán,Belgrano,34.0,1982,2027-12-31,4000000,Argentina,"Argentina, Armenia",77.6,54.3,45.9,10.0,50.1,True,22.7,29.2,7,50.3,3.4,1.0,12.8,0.2,0.2,3.4,4,True,True,sim,False,False
Sul-americano,Argentina A,LE,I. Abraham,Banfield,28.0,1980,2028-12-31,0,Argentina,Argentina,59.7,48.9,43.4,12.0,46.1,True,0.0,45.6,6,40.2,3.7,1.7,5.5,0.0,0.0,0.5,0,True,True,sim,False,False
Sul-americano,Argentina A,CA,A. Cuello,San Lorenzo,26.0,1979,2027-12-31,0,Argentina,Argentina,39.0,42.7,35.5,29.0,39.1,True,0.0,62.4,6,44.4,3.1,6.8,18.4,0.2,0.2,5.2,4,True,True,sim,False,False
Sul-americano,Argentina A,GOL,N. Insfrán,Gimnasia La Plata,31.0,1978,2026-12-31,800000,Argentina,Argentina,42.3,43.7,51.1,21.0,47.4,True,0.0,,5,46.7,0.0,0.3,0.0,0.0,0.0,0.0,0,True,True,sim,True,False
Sul-americano,Argentina A,VOL,S. Sosa,Racing Club,27.0,1972,2029-12-31,0,Argentina,"Argentina, Croatia",85.3,56.6,37.5,14.0,47.1,True,0.0,19.7,6,52.9,5.2,8.0,0.7,0.0,0.0,1.0,1,True,True,sim,False,False
Sul-americano,Argentina A,ZE,A. Barrionuevo,Tigre,29.0,1966,2027-12-31,500000,Argentina,Argentina,77.2,54.2,49.6,21.0,51.9,True,0.0,21.3,7,45.3,3.9,4.4,0.5,0.1,0.1,2.0,2,True,True,sim,False,False
Sul-americano,Argentina A,LD,S. López,Banfield,28.0,1963,2028-12-31,500000,Argentina,Argentina,73.5,53.0,49.4,7.0,51.2,True,0.0,42.4,6,40.2,5.4,1.3,6.7,0.0,0.1,0.5,2,True,True,sim,False,False
Sul-americano,Argentina A,GOL,F. Sanguinetti,Banfield,25.0,1953,2026-12-31,350000,Argentina,Argentina,43.7,44.1,48.6,25.0,46.4,True,0.0,,5,40.2,0.0,0.2,0.2,0.0,0.0,0.0,0,True,True,sim,True,False
Sul-americano,Argentina A,MED,N. Tripichio,San Lorenzo,30.0,1951,2027-12-31,1500000,Argentina,Argentina,50.5,46.2,46.6,18.0,46.4,True,0.0,39.4,6,44.4,6.9,2.9,7.6,0.1,0.0,2.2,0,True,True,sim,False,False
Sul-americano,Argentina A,GOL,N. Bolcato,Independiente Rivadavia,22.0,1944,2026-12-31,0,Argentina,Argentina,36.2,41.9,44.4,28.0,43.1,True,0.0,,5,43.1,0.2,0.3,0.3,0.0,0.0,0.0,0,True,True,sim,True,False
Sul-americano,Argentina A,ZD,C. Paz,Deportivo Riestra,31.0,1935,2026-12-31,350000,Argentina,Argentina,34.0,41.2,36.8,48.0,39.0,True,0.0,28.6,7,32.4,4.1,2.1,2.1,0.0,0.0,0.0,0,True,True,sim,True,False
Sul-americano,Argentina A,EE,F. Lencioni,Gimnasia Mendoza,25.0,1935,2028-12-31,0,Argentina,Argentina,54.6,47.4,46.5,7.0,47.0,True,0.0,43.0,6,45.1,4.2,1.2,9.0,0.2,0.1,5.0,2,True,True,sim,False,False
Sul-americano,Argentina A,MED,M. Galarza,Talleres Córdoba,24.0,1933,2028-12-31,0,Argentina,Argentina,45.1,44.5,,,43.1,False,,,6,67.3,7.0,4.0,7.0,0.0,0.0,0.3,0,True,True,sim,False,False
Sul-americano,Argentina A,GOL,C. Ledesma,Rosario Central,33.0,1915,2028-12-31,5000000,Argentina,"Argentina, Italy",29.6,39.9,43.8,29.0,41.8,True,0.0,,5,54.6,0.1,0.2,0.0,0.0,0.0,0.0,0,True,True,sim,False,False
Sul-americano,Argentina A,ZE,E. Martínez,Gimnasia La Plata,28.0,1912,2028-12-31,750000,Uruguay,Uruguay,75.0,53.5,54.1,11.0,53.8,True,0.0,24.8,7,46.7,5.6,4.2,1.3,0.1,0.1,1.6,2,True,True,sim,False,False
Sul-americano,Argentina A,MED,L. Gil,Huracán,35.0,1905,2026-12-31,750000,Argentina,"Argentina, Chile",78.8,54.6,51.4,6.0,53.0,True,0.0,40.8,6,48.2,6.6,3.2,4.9,0.0,0.0,0.8,1,True,True,sim,True,False
Sul-americano,Argentina A,EE,J. Gutiérrez,Defensa y Justicia,24.0,1898,2030-06-30,650000,Uruguay,"Uruguay, Italy",69.8,51.9,34.1,29.0,43.0,True,0.0,50.4,6,49.4,4.3,2.4,9.4,0.2,0.2,5.1,4,True,True,sim,False,False
Sul-americano,Argentina A,LD,A. Schott,Talleres Córdoba,26.0,1898,2026-12-31,350000,Argentina,Argentina,49.7,45.9,44.6,15.0,45.3,True,0.0,37.3,6,67.3,10.7,5.6,2.1,0.1,0.1,1.6,3,True,True,sim,True,False
Sul-americano,Argentina A,ED,J. Palacios,Unión Santa Fe,27.0,1896,2026-12-31,450000,Argentina,Argentina,62.4,49.7,67.4,2.0,58.6,True,0.0,48.8,6,48.2,5.8,1.4,9.0,0.1,0.1,2.6,3,True,True,sim,True,False
Sul-americano,Argentina A,EE,T. Galván,River Plate,26.0,1893,2028-12-31,2200000,Argentina,Argentina,52.0,46.6,39.0,21.0,42.8,True,0.0,46.5,6,69.4,8.4,1.9,6.5,0.2,0.1,4.1,3,True,True,sim,False,False
Sul-americano,Argentina A,ZD,I. Ovando,Rosario Central,19.0,1885,2027-12-31,0,Argentina,Argentina,31.0,40.3,49.1,27.0,44.7,True,0.0,27.8,7,54.6,5.2,4.6,2.1,0.1,0.0,1.5,1,True,True,sim,False,False
Sul-americano,Argentina A,CA,I. Russo,Tigre,25.0,1879,,0,Argentina,Argentina,49.5,45.8,31.8,43.0,38.8,True,0.0,54.0,6,45.3,2.5,4.7,7.2,0.3,0.3,5.6,6,True,True,sim,True,False
Sul-americano,Argentina A,MED,J. Florentín,Independiente Rivadavia,30.0,1876,2027-12-31,1000000,Paraguay,Paraguay,29.3,39.8,39.1,37.0,39.4,True,0.0,38.8,6,43.1,5.4,5.8,3.3,0.2,0.2,3.5,4,True,True,sim,False,False
Sul-americano,Argentina A,GOL,F. Zenobio,Tigre,26.0,1875,2029-12-31,400000,Argentina,Argentina,52.1,46.6,55.0,17.0,50.8,True,0.0,,5,45.3,0.0,0.5,0.1,0.0,0.0,0.0,0,True,True,sim,False,False
Sul-americano,Argentina A,GOL,O. Gill,San Lorenzo,26.0,1873,2027-12-31,0,Paraguay,Paraguay,67.9,51.4,71.4,4.0,61.4,True,0.0,,5,44.4,0.1,0.1,0.1,0.0,0.0,0.0,0,True,True,sim,False,False
Sul-americano,Argentina A,ZE,L. Rivero,River Plate,22.0,1860,2029-12-31,0,Argentina,Argentina,68.1,51.4,58.7,6.0,55.1,True,0.0,27.4,7,69.4,7.8,6.2,1.5,0.1,0.0,1.4,1,True,True,sim,False,False
Sul-americano,Argentina A,ZD,A. Maldonado,Belgrano,28.0,1859,2027-12-31,300000,Argentina,Argentina,37.0,42.1,41.9,42.0,42.0,True,0.0,30.7,7,50.3,5.2,3.0,0.5,0.0,0.0,0.5,0,True,True,sim,False,False
Sul-americano,Argentina A,GOL,N. Losada,Lanús,33.0,1857,2028-12-31,3000000,Argentina,Argentina,43.5,44.0,54.5,18.0,49.3,True,0.0,,5,64.9,0.2,0.6,0.0,0.0,0.0,0.0,0,True,True,sim,False,False
Sul-americano,Argentina A,MED,S. Sosa,Defensa y Justicia,21.0,1857,2028-12-31,0,Argentina,Argentina,27.7,39.3,31.1,54.0,35.2,True,0.0,38.8,6,49.4,5.8,2.2,4.6,0.0,0.0,0.2,0,True,True,sim,False,False
Sul-americano,Argentina A,GOL,C. Rigamonti,Gimnasia Mendoza,39.0,1856,2026-12-31,125000,Argentina,Argentina,64.6,50.4,63.2,8.0,56.8,True,0.0,,5,45.1,0.0,0.2,0.0,0.0,0.0,0.0,0,True,True,sim,True,False
Sul-americano,Argentina A,ED,E. Rigoni,Belgrano,33.0,1854,2027-12-31,2000000,Argentina,"Argentina, Italy",29.8,39.9,38.8,17.0,39.3,True,0.0,44.1,6,50.3,4.6,3.1,6.8,0.1,0.1,2.4,2,True,True,sim,False,False
Sul-americano,Argentina A,ZD,A. Maciel,Central Córdoba SdE,29.0,1848,2027-12-31,1500000,Argentina,Argentina,76.7,54.0,53.7,14.0,53.8,True,0.0,27.1,7,42.4,5.7,4.8,1.1,0.0,0.0,0.4,1,True,True,sim,False,False
Sul-americano,Argentina A,ED,T. Andrada,River Plate,19.0,1836,2030-12-31,0,Argentina,Argentina,38.9,42.7,48.9,8.0,45.8,True,0.0,42.0,6,69.4,14.1,3.0,4.7,0.1,0.0,1.9,1,True,True,sim,False,False
Sul-americano,Argentina A,MED,C. Zabala,Sarmiento,28.0,1826,2026-12-31,600000,Argentina,Argentina,48.9,45.7,39.2,36.0,42.4,True,0.0,41.3,6,42.7,5.2,3.1,5.9,0.0,0.0,0.6,1,True,True,sim,True,False
Sul-americano,Argentina A,MEI,I. Fernández,Gimnasia La Plata,36.0,1817,2026-12-31,1800000,Argentina,Argentina,31.5,40.4,38.8,14.0,39.6,True,5.3,38.2,7,46.7,6.2,1.8,8.7,0.1,0.1,2.0,2,True,True,sim,True,False
Sul-americano,Argentina A,LE,L. Blanco,Boca Juniors,27.0,1814,2028-12-31,4000000,Argentina,Argentina,69.0,51.7,53.4,3.0,52.6,True,0.0,42.9,6,66.7,9.8,1.0,3.9,0.0,0.0,1.0,1,True,True,sim,False,False
Sul-americano,Argentina A,ZE,L. López,Belgrano,36.0,1807,2027-12-31,1000000,Argentina,"Argentina, Spain",53.3,47.0,55.4,9.0,51.2,True,0.0,21.0,7,50.3,4.3,3.8,1.6,0.0,0.0,0.6,1,True,True,sim,False,False
Sul-americano,Argentina A,LE,S. Marcich,Lanús,28.0,1801,2028-12-31,650000,Argentina,Argentina,51.3,46.4,39.3,16.0,42.8,True,0.0,45.0,6,64.9,9.2,2.9,3.4,0.0,0.0,0.7,1,True,True,sim,False,False
Sul-americano,Argentina A,ZD,L. Di Lollo,Boca Juniors,22.0,1799,2029-12-31,0,Argentina,"Argentina, Italy",57.3,48.2,56.4,10.0,52.3,True,0.0,25.3,7,66.7,9.2,8.5,0.9,0.1,0.0,1.8,1,True,True,sim,False,False
Sul-americano,Argentina A,ZE,L. Magallán,Vélez Sarsfield,32.0,1789,2027-12-31,1800000,Argentina,"Argentina, Italy",52.6,46.8,45.8,33.0,46.3,True,0.0,24.0,7,61.9,4.6,4.2,0.7,0.0,0.0,0.7,0,True,True,sim,False,False
Sul-americano,Argentina A,MED,N. Oroz,Argentinos Juniors,32.0,1788,2027-12-31,800000,Argentina,Argentina,64.6,50.4,49.8,10.0,50.1,True,0.0,37.0,6,60.3,5.7,1.6,4.9,0.1,0.1,2.1,2,True,True,sim,False,False
Sul-americano,Argentina A,MED,T. Porra,Barracas Central,22.0,1766,2026-12-31,0,Argentina,Argentina,66.3,50.9,52.4,4.0,51.6,True,0.0,45.4,6,41.5,4.3,2.6,14.2,0.0,0.0,0.7,1,True,True,sim,True,False
Sul-americano,Argentina A,MEI,M. Lanzini,Vélez Sarsfield,33.0,1764,2026-12-31,2000000,Argentina,"Argentina, Italy",38.5,42.6,46.6,9.0,44.6,True,18.5,31.8,7,61.9,4.5,1.5,8.8,0.1,0.3,2.6,5,True,True,sim,True,False
Sul-americano,Argentina A,LD,E. Herrera,San Lorenzo,23.0,1750,2027-12-31,0,Argentina,Argentina,35.6,41.7,36.5,28.0,39.1,True,0.0,27.7,6,44.4,5.2,1.8,3.2,0.0,0.0,0.9,1,True,True,sim,False,False
Sul-americano,Argentina A,ZD,F. Pereyra,Huracán,36.0,1750,2026-12-31,175000,Argentina,Argentina,71.7,52.5,43.5,39.0,48.0,True,0.0,26.6,7,48.2,3.4,5.9,0.8,0.0,0.0,0.5,0,True,True,sim,True,False
Sul-americano,Argentina A,ED,R. Tesuri,Atlético Tucumán,30.0,1738,2028-12-31,600000,Argentina,Argentina,35.4,41.6,37.4,19.0,39.5,True,0.0,49.1,6,39.9,4.1,2.0,7.2,0.1,0.1,2.7,2,True,True,sim,False,False
Sul-americano,Argentina A,EE,A. Luna,Instituto,22.0,1735,2029-12-31,0,Argentina,Argentina,84.4,56.3,49.1,6.0,52.7,True,0.0,51.0,6,46.2,4.6,1.2,19.2,0.4,0.3,8.1,6,True,True,sim,False,False
Sul-americano,Argentina A,ZD,K. Lomónaco,Independiente,24.0,1733,2028-12-31,0,Argentina,Argentina,41.5,43.4,54.3,13.0,48.8,True,0.0,32.0,7,49.1,5.9,4.3,2.8,0.0,0.0,0.6,0,True,True,sim,False,False
Sul-americano,Argentina A,ZD,N. Zalazar,Aldosivi,29.0,1731,2026-12-31,300000,Argentina,Argentina,69.8,51.9,56.4,11.0,54.1,True,0.0,28.6,7,46.1,4.4,4.6,1.6,0.0,0.0,0.5,0,True,True,sim,True,False
Sul-americano,Argentina A,VOL,A. Cardozo,Lanús,29.0,1730,2027-12-31,1500000,Argentina,Argentina,44.6,44.4,34.1,21.0,39.3,True,0.0,21.4,6,64.9,7.5,3.3,2.6,0.0,0.0,0.0,0,True,True,sim,False,False
Sul-americano,Argentina A,VOL,I. Marcone,Independiente,36.0,1727,2026-12-31,1000000,Argentina,"Argentina, Italy",49.7,45.9,52.5,3.0,49.2,True,0.0,17.8,6,49.1,5.8,1.5,5.5,0.0,0.0,0.9,1,True,True,sim,True,False
Sul-americano,Argentina A,MED,Matías Vera,Central Córdoba SdE,30.0,1722,2027-12-31,400000,Argentina,Argentina,44.0,44.2,37.5,41.0,40.8,True,0.0,36.9,6,42.4,5.5,1.7,4.4,0.1,0.0,1.3,0,True,True,sim,False,False
Sul-americano,Argentina A,ZD,E. Amor,San Lorenzo,31.0,1720,2026-12-31,400000,Argentina,Argentina,46.0,44.8,47.0,30.0,45.9,True,0.0,24.8,7,44.4,4.4,5.4,0.5,0.0,0.0,0.3,1,True,True,sim,True,False
Sul-americano,Argentina A,GOL,Alan Aguerre,Central Córdoba SdE,35.0,1707,2026-12-31,200000,Argentina,Argentina,62.5,49.8,56.2,15.0,53.0,True,0.0,,5,42.4,0.1,0.3,0.1,0.0,0.0,0.0,0,True,True,sim,True,False
Sul-americano,Argentina A,MED,A. Alonso,Deportivo Riestra,28.0,1705,2029-12-31,25000,Uruguay,Uruguay,21.2,37.4,32.2,52.0,34.8,True,0.0,43.2,6,32.4,3.3,6.8,7.1,0.3,0.2,4.9,4,True,True,sim,False,False
Sul-americano,Argentina A,LD,N. Sansotre,Deportivo Riestra,32.0,1705,2026-12-31,175000,Argentina,Argentina,46.5,45.0,29.9,40.0,37.4,True,0.0,26.6,6,32.4,3.5,2.1,1.4,0.0,0.0,0.3,0,True,True,sim,True,False
Sul-americano,Argentina A,MED,M. Pittón,Unión Santa Fe,31.0,1704,2026-12-31,1800000,Argentina,Argentina,24.6,38.4,34.1,48.0,36.3,True,0.0,40.4,6,48.2,5.6,3.2,4.5,0.0,0.0,0.8,0,True,True,sim,True,False
Sul-americano,Argentina A,ZD,D. Arboleda,San Lorenzo,31.0,1703,2026-12-31,700000,Colombia,Colombia,54.8,47.4,47.4,29.0,47.4,True,0.0,30.7,7,44.4,5.1,3.0,1.3,0.0,0.0,0.4,0,True,True,sim,True,False
Sul-americano,Argentina A,LE,M. Del Blanco,Unión Santa Fe,22.0,1700,2031-06-30,0,Argentina,Argentina,82.3,55.7,70.6,1.0,63.1,True,0.0,42.7,6,48.2,6.6,2.4,8.4,0.1,0.1,1.7,2,True,True,sim,False,False
Sul-americano,Argentina A,LD,E. Cannavo,Racing Club,24.0,1696,2026-12-31,300000,Argentina,Argentina,27.3,39.2,34.8,31.0,37.0,True,0.0,33.6,6,52.9,8.2,2.9,4.4,0.0,0.0,0.5,1,True,True,sim,True,False
Sul-americano,Argentina A,EE,M. Abaldo,Independiente,22.0,1693,2029-12-31,0,Uruguay,"Uruguay, Germany",43.4,44.0,43.8,12.0,43.9,True,0.0,54.0,6,49.1,3.5,1.6,9.9,0.1,0.3,2.5,5,True,True,sim,False,False
Sul-americano,Argentina A,ZE,E. Muñoz,Gimnasia Mendoza,35.0,1692,2026-12-31,100000,Argentina,"Argentina, Italy",61.7,49.5,53.9,13.0,51.7,True,0.0,22.5,7,45.1,3.7,3.6,1.4,0.1,0.1,1.4,2,True,True,sim,True,False
Sul-americano,Argentina A,ZE,R. Riquelme,Talleres Córdoba,24.0,1689,2030-12-31,0,Argentina,Argentina,55.1,47.5,60.5,4.0,54.0,True,0.0,28.1,7,67.3,7.4,8.2,1.6,0.0,0.0,0.9,1,True,True,sim,False,False
Sul-americano,Argentina A,ZE,F. Alarcón,Instituto,32.0,1682,2026-12-31,1500000,Argentina,Argentina,58.7,48.6,47.8,26.0,48.2,True,0.0,24.2,7,46.2,5.0,5.2,1.2,0.1,0.0,1.1,1,True,True,sim,True,False
Sul-americano,Argentina A,CA,J. Marabel,Sarmiento,28.0,1680,2027-12-31,600000,Paraguay,Paraguay,67.6,51.3,40.0,15.0,45.6,True,0.0,59.2,6,42.7,2.2,7.4,7.5,0.5,0.5,9.5,10,True,True,sim,False,False
Sul-americano,Argentina A,LD,L. Lozano,Boca Juniors,27.0,1671,2030-12-31,2000000,Uruguay,Uruguay,76.2,53.9,48.2,9.0,51.0,True,0.0,42.3,6,66.7,9.2,6.0,3.0,0.0,0.0,0.4,0,True,True,sim,False,False
Sul-americano,Argentina A,MED,T. González,Estudiantes Río Cuarto,27.0,1670,,0,Argentina,Argentina,49.9,46.0,38.4,39.0,42.2,True,0.0,47.7,6,45.9,7.0,3.0,8.3,0.1,0.0,1.0,0,True,True,sim,True,False
Sul-americano,Argentina A,VOL,E. Piovi,Estudiantes,33.0,1666,2028-12-31,1200000,Argentina,"Argentina, Spain",45.4,44.6,32.3,23.0,38.4,True,0.0,25.0,6,57.0,8.4,2.8,2.2,0.0,0.0,0.4,1,True,True,sim,False,False
Sul-americano,Argentina A,LE,A. Spörle,Belgrano,31.0,1665,2026-12-31,300000,Argentina,"Argentina, Germany",54.3,47.3,32.9,34.0,40.1,True,0.0,43.8,6,50.3,6.5,1.8,3.8,0.0,0.0,0.5,0,True,True,sim,True,False
