mercado,liga,pos11,jogador,clube,idade,minutos,contrato,valor,nascido_em,passaporte,aderencia,aderencia_ajustada,nivel_overall,rank_na_liga,nota,nota_completa,nivel_bola_parada,nivel_fisico,criterios_com_dado,posse_est,Duelos def/90 PAdj,Aéreos/90 PAdj,Duelos of/90 PAdj,xG per 90,Goals per 90,xG,Goals,sul_americano,ocupa_vaga_estrangeiro,On loan,livre_2027,contrato_vencido
Sul-americano,Argentina A,VOL,T. Bottari,Independiente Rivadavia,25.0,1195,2028-12-31,175000,Argentina,Argentina,39.8,42.9,20.7,38.0,31.8,True,0.0,25.2,6,43.1,5.9,2.4,1.8,0.0,0.0,0.0,0,True,True,sim,False,False
Sul-americano,Argentina A,LD,A. Portillo,Defensa y Justicia,26.0,1194,2027-12-31,250000,Argentina,Argentina,45.2,44.6,50.3,6.0,47.5,True,0.0,67.0,6,49.4,4.8,2.2,3.8,0.1,0.2,1.3,3,True,True,sim,False,False
Sul-americano,Argentina A,ZD,D. Mondino,Gimnasia Mendoza,31.0,1192,2026-12-31,375000,Argentina,Argentina,55.0,47.5,46.0,34.0,46.7,True,0.0,25.6,7,45.1,5.8,4.1,0.8,0.0,0.0,0.3,0,True,True,sim,True,False
Sul-americano,Argentina A,VOL,R. Herrera,Newell's Old Boys,26.0,1188,2028-12-31,1200000,Argentina,Argentina,39.2,42.8,28.1,27.0,35.4,True,0.0,33.9,6,44.3,6.9,4.4,4.1,0.1,0.0,0.8,0,True,True,sim,False,False
Sul-americano,Argentina A,ED,H. López,Argentinos Juniors,25.0,1187,2026-12-31,0,Argentina,Argentina,62.1,49.6,70.7,1.0,60.1,True,0.0,36.4,6,60.3,6.7,1.3,10.4,0.3,0.3,3.9,4,True,True,sim,True,False
Sul-americano,Argentina A,ZE,M. Valenti,Estudiantes Río Cuarto,23.0,1176,2026-12-31,0,Argentina,Argentina,52.3,46.7,46.9,32.0,46.8,True,0.0,28.3,7,45.9,5.7,3.5,2.1,0.0,0.0,0.4,0,True,True,sim,True,False
Sul-americano,Argentina A,ED,J. Contrera,Sarmiento,23.0,1176,2027-12-31,0,Argentina,Argentina,44.4,44.3,37.6,18.0,40.9,True,0.0,49.0,6,42.7,5.8,2.3,12.8,0.1,0.0,0.8,0,True,True,sim,False,False
Sul-americano,Argentina A,EE,J. Gauto,Platense,22.0,1175,2028-06-30,2500000,Argentina,Argentina,51.6,46.5,44.6,11.0,45.5,True,0.0,52.9,6,53.6,4.7,1.3,8.9,0.1,0.0,1.6,0,True,True,sim,False,False
Sul-americano,Argentina A,ZE,V. Cuesta,Platense,37.0,1172,2026-12-31,500000,Argentina,"Argentina, Brazil",54.8,47.4,48.6,24.0,48.0,True,0.0,23.7,7,53.6,5.7,5.1,0.9,0.1,0.0,0.7,0,True,False,sim,True,False
Sul-americano,Argentina A,CA,N. Cordero,Aldosivi,27.0,1168,2027-12-31,800000,Argentina,Argentina,40.0,43.0,26.8,51.0,34.9,True,0.0,53.1,6,46.1,2.7,13.3,4.1,0.2,0.2,3.1,2,True,True,sim,False,False
Sul-americano,Argentina A,VOL,L. Robertone,Vélez Sarsfield,29.0,1163,2028-06-30,0,Argentina,"Argentina, Italy",44.9,44.5,43.2,8.0,43.9,True,0.0,26.8,6,61.9,7.7,5.4,3.6,0.1,0.1,0.7,1,True,True,sim,False,False
Sul-americano,Argentina A,GOL,A. Marchesín,Boca Juniors,38.0,1161,2026-12-31,800000,Argentina,"Argentina, Italy",52.9,46.9,56.6,13.0,51.8,True,0.0,,5,66.7,0.0,0.1,0.1,0.0,0.0,0.0,0,True,True,sim,True,False
Sul-americano,Argentina A,LE,L. Suárez,Sarmiento,31.0,1155,2026-12-31,0,Argentina,Argentina,31.5,40.4,37.6,20.0,39.0,True,0.0,28.7,6,42.7,6.3,3.1,4.6,0.0,0.1,0.7,1,True,True,sim,True,False
Sul-americano,Argentina A,LD,L. Paredes,Gimnasia Mendoza,23.0,1154,2028-12-31,0,Argentina,Argentina,42.8,43.8,35.4,30.0,39.6,True,0.0,33.8,6,45.1,6.9,2.3,4.6,0.0,0.1,0.5,1,True,True,sim,False,False
Sul-americano,Argentina A,MED,G. Ríos,Independiente Rivadavia,27.0,1145,2026-12-31,0,Argentina,Argentina,62.4,49.7,47.7,15.0,48.7,True,0.0,46.5,6,43.1,4.2,2.8,12.4,0.1,0.1,0.7,1,True,True,sim,True,False
Sul-americano,Argentina A,EE,J. Campaz,Rosario Central,26.0,1144,2026-12-31,0,Colombia,Colombia,85.6,56.7,58.7,3.0,57.7,True,0.0,52.0,6,54.6,4.5,2.2,11.7,0.2,0.2,3.2,2,True,True,sim,True,False
Sul-americano,Argentina A,ZD,N. Capraro,Barracas Central,28.0,1142,2027-12-31,0,Argentina,"Argentina, Italy",36.2,41.9,40.0,46.0,40.9,True,0.0,24.8,7,41.5,4.8,2.6,1.0,0.0,0.0,0.3,0,True,True,sim,False,False
Sul-americano,Argentina A,ZE,N. Goitea,Newell's Old Boys,29.0,1133,2026-12-31,450000,Argentina,Argentina,28.5,39.6,38.2,40.0,38.9,True,0.0,24.8,7,44.3,2.2,3.4,0.6,0.0,0.0,0.2,0,True,True,sim,True,False
Sul-americano,Argentina A,MED,M. Martínez,Sarmiento,33.0,1132,2026-12-31,600000,Argentina,Argentina,51.3,46.4,48.8,12.0,47.6,True,0.0,40.8,6,42.7,3.5,1.7,5.8,0.0,0.1,0.6,1,True,True,sim,True,False
Sul-americano,Argentina A,MEI,T. Palacios,Estudiantes,25.0,1131,2027-12-31,0,Argentina,"Argentina, Uruguay",56.6,48.0,,,44.6,False,,,7,57.0,6.3,2.9,9.3,0.2,0.3,3.0,4,True,True,sim,False,False
Sul-americano,Argentina A,LD,A. Benítez,Belgrano,24.0,1131,2029-12-31,0,Paraguay,Paraguay,57.0,48.1,38.8,25.0,43.4,True,0.0,50.5,6,50.3,8.6,2.0,6.0,0.1,0.0,0.8,0,True,True,sim,False,False
Sul-americano,Argentina A,MED,J. Sforza,Talleres Córdoba,24.0,1130,2028-12-31,4500000,Argentina,"Argentina, Italy",49.1,45.7,36.7,43.0,41.2,True,0.0,37.0,6,67.3,10.3,5.2,1.8,0.0,0.0,0.4,0,True,True,sim,False,False
Sul-americano,Argentina A,LE,P. Ramírez,Deportivo Riestra,26.0,1129,2028-12-31,350000,Argentina,Argentina,44.7,44.4,38.1,19.0,41.2,True,0.0,38.3,6,32.4,6.4,2.1,10.6,0.1,0.1,1.2,1,True,True,sim,False,False
Sul-americano,Argentina A,LE,A. Soto,Rosario Central,32.0,1123,2026-12-31,1700000,Argentina,Argentina,36.3,41.9,39.5,15.0,40.7,True,0.0,34.8,6,54.6,5.9,2.2,2.2,0.1,0.1,0.8,1,True,True,sim,True,False
Sul-americano,Argentina A,MEI,Franco Cristaldo,Talleres Córdoba,30.0,1114,2026-12-31,10000000,Argentina,"Argentina, Paraguay",27.3,39.2,34.8,17.0,37.0,True,12.9,38.3,7,67.3,6.7,3.3,4.7,0.1,0.1,1.1,1,True,True,sim,True,False
Sul-americano,Argentina A,MEI,F. Gulli,San Lorenzo,20.0,1113,2028-12-31,0,Argentina,Argentina,24.5,38.4,31.1,19.0,34.8,True,27.2,34.6,7,44.4,3.6,1.3,9.0,0.1,0.0,1.2,0,True,True,sim,False,False
Sul-americano,Argentina A,VOL,F. Gino,Aldosivi,33.0,1112,2026-12-31,250000,Uruguay,"Uruguay, Italy",33.6,41.1,26.0,29.0,33.5,True,0.0,25.4,6,46.1,5.4,2.9,2.6,0.1,0.2,1.7,2,True,True,sim,True,False
Sul-americano,Argentina A,CA,L. Passerini,Belgrano,32.0,1112,2028-12-31,3200000,Argentina,"Argentina, Chile",62.3,49.7,39.7,16.0,44.7,True,0.0,53.7,6,50.3,3.9,9.0,16.4,0.4,0.1,4.8,1,True,True,sim,False,False
Sul-americano,Argentina A,LD,Fernando Martínez,Central Córdoba SdE,26.0,1109,2026-12-31,0,Argentina,Argentina,27.8,39.3,35.6,29.0,37.5,True,0.0,43.6,6,42.4,7.3,3.0,6.5,0.0,0.1,0.0,1,True,True,sim,True,False
Sul-americano,Argentina A,LE,F. Saavedra,Gimnasia Mendoza,22.0,1104,2028-12-31,0,Argentina,Argentina,52.3,46.7,43.7,11.0,45.2,True,0.0,42.4,6,45.1,5.5,1.9,8.4,0.0,0.0,0.3,0,True,True,sim,False,False
Sul-americano,Argentina A,MED,N. Talpone,Estudiantes Río Cuarto,30.0,1101,2026-12-31,375000,Argentina,Argentina,59.1,48.7,41.4,27.0,45.0,True,0.0,40.0,6,45.9,5.0,1.7,5.6,0.1,0.0,0.8,0,True,True,sim,True,False
Sul-americano,Argentina A,LE,J. Russo,Newell's Old Boys,21.0,1096,2029-12-31,0,Argentina,Argentina,56.7,48.0,45.8,10.0,46.9,True,0.0,40.1,6,44.3,6.7,2.0,7.8,0.0,0.1,0.5,1,True,True,sim,False,False
Sul-americano,Argentina A,CA,J. Freitas,River Plate,19.0,1093,2028-12-31,0,Argentina,Argentina,25.2,38.6,45.8,9.0,42.2,True,0.0,64.6,6,69.4,8.7,4.3,8.1,0.1,0.1,1.5,1,True,True,sim,False,False
Sul-americano,Argentina A,ZE,M. Rojo,Racing Club,36.0,1088,2026-12-31,1200000,Argentina,Argentina,52.2,46.7,55.4,10.0,51.1,True,0.0,21.2,7,52.9,3.2,3.5,0.6,0.0,0.0,0.0,0,True,True,sim,True,False
Sul-americano,Argentina A,MEI,S. Montiel,Independiente,25.0,1087,2028-12-31,0,Argentina,Argentina,72.7,52.8,42.9,11.0,47.8,True,28.3,43.9,7,49.1,3.8,2.4,10.8,0.2,0.2,3.0,3,True,True,sim,False,False
Sul-americano,Argentina A,MED,M. Miljevic,Racing Club,25.0,1087,2029-12-31,0,United States,"United States, Argentina",59.0,48.7,59.3,2.0,54.0,True,0.0,39.3,6,52.9,3.9,2.2,9.2,0.2,0.1,2.3,1,True,True,sim,False,False
Sul-americano,Argentina A,ZE,S. Vittor,Banfield,36.0,1086,2027-12-31,0,Argentina,Argentina,46.1,44.8,47.2,29.0,46.0,True,0.0,18.7,7,40.2,4.8,2.8,2.1,0.0,0.0,0.2,0,True,True,sim,False,False
Sul-americano,Argentina A,CA,S. Driussi,River Plate,30.0,1080,2028-12-31,0,Argentina,"Argentina, Italy",62.9,49.9,47.6,5.0,48.8,True,0.0,55.8,6,69.4,4.9,3.8,6.8,0.4,0.4,5.1,5,True,True,sim,False,False
Sul-americano,Argentina A,CA,I. Morales,Argentinos Juniors,27.0,1079,2027-12-31,400000,Chile,Chile,30.2,40.1,29.4,45.0,34.8,True,0.0,65.0,6,60.3,3.9,4.0,8.6,0.2,0.2,2.8,2,True,True,sim,False,False
Sul-americano,Argentina A,LD,E. Mancuso,Estudiantes,27.0,1078,2028-08-10,4000000,Argentina,Argentina,56.7,48.0,44.0,17.0,46.0,True,0.0,36.2,6,57.0,6.5,2.8,3.4,0.0,0.1,0.4,1,True,True,sim,False,False
Sul-americano,Argentina A,VOL,I. Perruzzi,San Lorenzo,21.0,1077,2027-12-31,0,Argentina,Argentina,51.3,46.4,22.8,36.0,34.6,True,0.0,24.2,6,44.4,6.8,2.9,3.6,0.0,0.0,0.1,0,True,True,sim,False,False
Sul-americano,Argentina A,GOL,A. Lastra,Estudiantes Río Cuarto,25.0,1077,2027-12-31,25000,Argentina,Argentina,34.6,41.4,33.8,31.0,37.6,True,0.0,,5,45.9,0.0,0.6,0.6,0.0,0.0,0.0,0,True,True,sim,False,False
Sul-americano,Argentina A,LD,V. Moreno,Tigre,23.0,1075,2028-12-31,0,Argentina,Argentina,48.9,45.7,30.8,36.0,38.3,True,0.0,34.6,6,45.3,6.1,2.3,2.2,0.0,0.0,0.3,0,True,True,sim,False,False
Sul-americano,Argentina A,LD,T. Santamaría,Sarmiento,23.0,1074,2027-12-31,0,Argentina,Argentina,33.7,41.1,45.4,12.0,43.2,True,0.0,41.9,6,42.7,7.1,1.8,4.6,0.0,0.0,0.2,0,True,True,sim,False,False
Sul-americano,Argentina A,CA,J. Candia,Barracas Central,31.0,1070,2026-12-31,300000,Uruguay,Uruguay,19.1,36.7,23.9,59.0,30.3,True,0.0,51.1,6,41.5,4.0,8.1,6.5,0.1,0.1,1.4,1,True,True,sim,True,False
Sul-americano,Argentina A,ZD,K. Jappert,Barracas Central,22.0,1063,2026-12-31,0,Argentina,Argentina,61.7,49.5,51.3,18.0,50.4,True,0.0,30.5,7,41.5,3.6,3.3,3.8,0.1,0.1,1.0,1,True,True,sim,True,False
Sul-americano,Argentina A,ED,F. Perez,Estudiantes,20.0,1060,2027-12-31,0,Argentina,Argentina,58.6,48.6,54.1,6.0,51.3,True,0.0,56.2,6,57.0,6.9,2.8,9.1,0.2,0.2,2.6,3,True,True,sim,False,False
Sul-americano,Argentina A,CA,J. Bisanz,Huracán,24.0,1055,2028-12-31,0,Argentina,Argentina,49.2,45.8,35.5,30.0,40.6,True,0.0,65.0,6,48.2,3.7,2.2,10.4,0.2,0.2,2.6,2,True,True,sim,False,False
Sul-americano,Argentina A,EE,A. Palavecino,Aldosivi,23.0,1054,2027-12-31,0,Argentina,Argentina,29.0,39.7,30.4,34.0,35.1,True,0.0,43.7,6,46.1,4.7,5.5,11.3,0.1,0.0,1.2,0,True,True,sim,False,False
Sul-americano,Argentina A,VOL,F. Amarfil,Platense,24.0,1049,2026-12-31,0,Argentina,Argentina,66.7,51.0,36.4,15.0,43.7,True,0.0,31.6,6,53.6,8.0,2.9,2.8,0.0,0.0,0.2,0,True,True,sim,True,False
Sul-americano,Argentina A,ED,D. Zalazar,Banfield,24.0,1049,2027-12-31,0,Argentina,Argentina,68.7,51.6,54.8,5.0,53.2,True,0.0,39.3,6,40.2,3.6,2.3,10.9,0.2,0.1,2.0,1,True,True,sim,False,False
Sul-americano,Argentina A,MED,A. Castro,Estudiantes,31.0,1042,2026-12-31,1800000,Argentina,Argentina,72.1,52.6,51.4,7.0,52.0,True,0.0,45.2,6,57.0,8.3,3.3,5.9,0.2,0.4,2.3,4,True,True,sim,True,False
Sul-americano,Argentina A,VOL,F. Peña Biafore,Lanús,25.0,1038,2028-12-31,3200000,Argentina,Argentina,53.8,47.1,35.5,17.0,41.3,True,0.0,22.1,6,64.9,7.9,6.4,1.5,0.2,0.1,1.7,1,True,True,sim,False,False
Sul-americano,Argentina A,CA,M. Bajamich,Estudiantes Río Cuarto,27.0,1037,2026-12-31,500000,Argentina,"Argentina, Croatia",37.3,42.2,29.0,47.0,35.6,True,0.0,57.0,6,45.9,2.4,5.1,11.2,0.2,0.1,2.4,1,True,True,sim,True,False
Sul-americano,Argentina A,ZD,R. Orihuela,Sarmiento,25.0,1037,2026-12-31,750000,Uruguay,"Uruguay, Italy",37.7,42.3,49.2,26.0,45.8,True,0.0,32.9,7,42.7,5.3,4.2,1.9,0.1,0.1,0.8,1,True,True,sim,True,False
Sul-americano,Argentina A,CA,A. Díaz,Deportivo Riestra,26.0,1035,2028-12-31,500000,Argentina,Argentina,22.9,37.9,35.0,32.0,36.5,True,0.0,55.4,6,32.4,3.2,5.5,21.9,0.1,0.1,1.4,1,True,True,sim,False,False
Sul-americano,Argentina A,MED,L. Villegas,Banfield,22.0,1026,2027-12-31,0,Argentina,Argentina,28.1,39.4,33.6,50.0,36.5,True,0.0,40.6,6,40.2,5.3,1.6,4.5,0.0,0.0,0.5,0,True,True,sim,False,False
Sul-americano,Argentina A,ZD,J. Randazzo,Deportivo Riestra,31.0,1021,2026-12-31,300000,Argentina,Argentina,30.9,40.3,42.2,41.0,41.2,True,0.0,25.8,7,32.4,5.9,2.9,1.8,0.0,0.0,0.2,0,True,True,sim,True,False
Sul-americano,Argentina A,CA,M. Garnerone,Estudiantes Río Cuarto,27.0,1018,2026-12-31,325000,Argentina,Argentina,37.2,42.2,34.7,34.0,38.4,True,0.0,56.1,6,45.9,3.7,1.9,11.1,0.2,0.1,1.8,1,True,True,sim,True,False
Sul-americano,Argentina A,EE,R. Hernandez,Belgrano,21.0,1016,2028-12-31,0,Argentina,Argentina,36.8,42.0,43.4,15.0,42.7,True,0.0,56.0,6,50.3,6.3,2.1,8.6,0.1,0.2,1.0,2,True,True,sim,False,False
Sul-americano,Argentina A,ED,J. Fernández,Rosario Central,22.0,1014,2027-12-31,0,Argentina,Argentina,80.3,55.1,56.6,3.0,55.8,True,0.0,40.2,6,54.6,4.6,1.6,11.3,0.1,0.2,1.3,2,True,True,sim,False,False
Sul-americano,Argentina A,EE,F. Jainikoski,Argentinos Juniors,18.0,1007,,0,Argentina,Argentina,63.8,50.1,42.1,17.0,46.1,True,0.0,56.0,6,60.3,6.2,0.9,12.5,0.2,0.1,1.7,1,True,True,sim,True,False
Sul-americano,Argentina A,LE,A. Maidana,Talleres Córdoba,21.0,1006,2029-12-31,0,Paraguay,Paraguay,51.7,46.5,42.2,13.0,44.4,True,0.0,44.3,6,67.3,7.9,4.8,2.3,0.1,0.2,0.6,2,True,True,sim,False,False
Sul-americano,Argentina A,LE,M. Recalde,Gimnasia Mendoza,29.0,1006,,0,Argentina,Argentina,29.0,39.7,33.7,31.0,36.7,True,0.0,37.9,6,45.1,5.4,2.0,5.1,0.0,0.0,0.4,0,True,True,sim,True,False
Sul-americano,Argentina A,LD,K. Coronel Alarcón,Argentinos Juniors,22.0,1004,2029-12-31,0,Argentina,Argentina,53.7,47.1,42.5,19.0,44.8,True,0.0,40.2,6,60.3,8.0,2.3,3.0,0.0,0.0,0.2,0,True,True,sim,False,False
Sul-americano,Argentina A,ZD,J. Fedorco,Independiente,25.0,1001,2028-12-31,0,Argentina,Argentina,43.1,43.9,51.0,20.0,47.4,True,0.0,30.3,7,49.1,7.6,7.8,1.7,0.1,0.1,0.9,1,True,True,sim,False,False
Sul-americano,Argentina A,EE,B. Cuello,Unión Santa Fe,28.0,997,2026-12-31,350000,Argentina,Argentina,46.6,45.0,37.5,23.0,41.2,True,0.0,44.5,6,48.2,6.3,3.9,6.6,0.2,0.3,2.4,3,True,True,sim,True,False
Sul-americano,Argentina A,MED,Matías Zaracho,Racing Club,28.0,994,2028-12-31,0,Argentina,Argentina,42.8,43.8,37.8,40.0,40.8,True,0.0,49.3,6,52.9,7.0,3.2,4.1,0.1,0.3,1.5,3,True,True,sim,False,False
Sul-americano,Argentina A,GOL,J. Reinatti,Newell's Old Boys,23.0,990,2027-12-31,0,Argentina,Argentina,78.7,54.6,64.4,7.0,59.5,True,0.0,,5,44.3,0.0,0.2,0.2,0.0,0.0,0.0,0,True,True,sim,False,False
Sul-americano,Argentina A,MEI,R. Atencio,Independiente Rivadavia,24.0,988,2029-12-31,0,Argentina,Argentina,53.1,46.9,35.4,16.0,41.2,True,7.1,34.1,7,43.1,4.0,2.1,8.4,0.1,0.0,1.1,0,True,True,sim,False,False
Sul-americano,Argentina A,VOL,A. Medina,Lanús,19.0,984,2028-12-31,0,Argentina,Argentina,48.4,45.5,35.3,18.0,40.4,True,0.0,29.3,6,64.9,14.1,2.4,2.6,0.1,0.0,0.6,0,True,True,sim,False,False
Sul-americano,Argentina A,MED,L. Godoy,Atlético Tucumán,23.0,984,2027-12-31,0,Argentina,Argentina,62.0,49.6,48.3,13.0,48.9,True,0.0,42.5,6,39.9,5.9,1.3,15.6,0.1,0.0,0.6,0,True,True,sim,False,False
Sul-americano,Argentina A,LD,R. Barrios,Barracas Central,33.0,979,2026-12-31,125000,Argentina,Argentina,29.9,40.0,23.8,41.0,31.9,True,0.0,37.4,6,41.5,5.6,1.5,5.9,0.0,0.0,0.0,0,True,True,sim,True,False
Sul-americano,Argentina A,MED,Nicolás Watson,Deportivo Riestra,28.0,978,2026-12-31,100000,Argentina,Argentina,58.4,48.5,38.7,38.0,43.6,True,0.0,40.4,6,32.4,7.6,2.2,7.8,0.0,0.0,0.0,0,True,True,sim,True,False
Sul-americano,Argentina A,LD,M. Garay,Tigre,27.0,972,2026-12-31,1300000,Argentina,Argentina,60.4,49.1,47.2,10.0,48.2,True,0.0,34.7,6,45.3,6.0,2.0,4.1,0.0,0.1,0.3,1,True,True,sim,True,False
Sul-americano,Argentina A,MED,S. Rosané,Estudiantes Río Cuarto,26.0,971,2026-12-31,800000,Argentina,Argentina,75.6,53.7,47.5,16.0,50.6,True,0.0,34.4,6,45.9,7.2,3.8,6.8,0.0,0.0,0.5,0,True,True,sim,True,False
Sul-americano,Argentina A,EE,M. Panaro,Gimnasia La Plata,23.0,968,2027-12-31,0,Argentina,Argentina,55.8,47.7,35.4,26.0,41.6,True,0.0,42.9,6,46.7,3.0,3.7,14.2,0.2,0.1,1.9,1,True,True,sim,False,False
Sul-americano,Argentina A,MED,A. Sosa,Aldosivi,23.0,964,2027-12-31,0,Argentina,Argentina,62.0,49.6,42.4,25.0,46.0,True,0.0,45.9,6,46.1,5.2,1.5,10.3,0.0,0.1,0.3,1,True,True,sim,False,False
Sul-americano,Argentina A,EE,L. Gómez,Banfield,23.0,963,2027-12-31,0,Argentina,Argentina,32.0,40.6,35.7,25.0,38.2,True,0.0,40.0,6,40.2,6.5,1.6,15.3,0.1,0.3,0.8,3,True,True,sim,False,False
Sul-americano,Argentina A,ZE,M. Palazzo,Huracán,21.0,963,2028-12-31,0,Argentina,Argentina,25.9,38.8,49.5,22.0,44.1,True,0.0,32.0,7,48.2,5.8,4.5,1.6,0.0,0.0,0.0,0,True,True,sim,False,False
Sul-americano,Argentina A,LD,J. Antonini,Estudiantes Río Cuarto,27.0,960,2026-12-31,50000,Argentina,Argentina,29.9,40.0,31.5,34.0,35.7,True,0.0,32.3,6,45.9,6.2,5.2,1.2,0.0,0.0,0.4,0,True,True,sim,True,False
Sul-americano,Argentina A,VOL,J. Mattar,Newell's Old Boys,18.0,959,,0,Argentina,Argentina,48.4,45.5,41.0,10.0,43.3,True,0.0,38.2,6,44.3,5.2,1.7,7.5,0.1,0.0,0.6,0,True,True,sim,True,False
Sul-americano,Argentina A,ZE,R. De Jesús,Lanús,25.0,950,2027-12-31,0,Paraguay,"Paraguay, Brazil",74.3,53.3,63.0,1.0,58.1,True,0.0,27.4,7,64.9,6.6,7.2,1.2,0.1,0.0,0.8,0,True,False,sim,False,False
Sul-americano,Argentina A,MED,E. Rolón,Barracas Central,31.0,949,2026-12-31,600000,Argentina,"Argentina, Poland",61.0,49.3,40.2,34.0,44.8,True,0.0,37.8,6,41.5,6.1,2.8,5.2,0.0,0.0,0.2,0,True,True,sim,True,False
Sul-americano,Argentina A,MED,K. Ortíz,Atlético Tucumán,25.0,947,2026-12-31,0,Argentina,Argentina,58.6,48.6,43.5,22.0,46.0,True,0.0,39.4,6,39.9,7.8,2.7,4.4,0.0,0.0,0.1,0,True,True,sim,True,False
Sul-americano,Argentina A,MEI,N. Retamar,Platense,27.0,946,2027-12-31,0,Argentina,Argentina,60.8,49.2,39.7,13.0,44.5,True,0.0,58.7,7,53.6,4.4,3.4,6.8,0.2,0.2,2.6,2,True,True,sim,False,False
Sul-americano,Argentina A,ED,A. Hausch,Defensa y Justicia,23.0,945,2028-12-31,75000,Argentina,Argentina,57.6,48.3,48.5,9.0,48.4,True,0.0,40.5,6,49.4,2.8,0.9,10.8,0.1,0.1,1.4,1,True,True,sim,False,False
Sul-americano,Argentina A,MEI,D. Valdés,Vélez Sarsfield,32.0,942,2027-12-31,6500000,Chile,Chile,84.6,56.4,50.6,4.0,53.5,True,28.9,26.8,7,61.9,4.8,5.5,7.6,0.3,0.2,2.8,2,True,True,sim,False,False
Sul-americano,Argentina A,EE,Horacio Tijanovich,Central Córdoba SdE,30.0,942,2026-12-31,100000,Argentina,"Argentina, Uruguay",34.6,41.4,29.4,35.0,35.4,True,0.0,48.5,6,42.4,4.2,4.0,10.4,0.1,0.0,1.4,0,True,True,sim,True,False
Sul-americano,Argentina A,MED,M. García,Sarmiento,27.0,942,2027-12-31,0,Argentina,Argentina,11.3,34.4,26.8,58.0,30.6,True,0.0,43.4,6,42.7,6.9,1.6,3.5,0.0,0.0,0.0,0,True,True,sim,False,False
Sul-americano,Argentina A,MED,J. Goitía,Deportivo Riestra,32.0,930,2026-12-31,375000,Argentina,Argentina,36.2,41.9,31.0,55.0,36.5,True,0.0,37.0,6,32.4,5.7,2.1,3.6,0.0,0.0,0.3,0,True,True,sim,True,False
Sul-americano,Argentina A,EE,W. Nunez,Newell's Old Boys,23.0,926,2027-12-31,0,Argentina,Argentina,59.0,48.7,49.2,5.0,48.9,True,0.0,45.6,6,44.3,5.4,2.7,20.9,0.2,0.1,1.8,1,True,True,sim,False,False
Sul-americano,Argentina A,VOL,S. Longo,Belgrano,28.0,911,2027-12-31,4000000,Argentina,"Argentina, Italy",56.7,48.0,23.7,35.0,35.9,True,0.0,27.5,6,50.3,8.0,1.2,1.5,0.0,0.0,0.1,0,True,True,sim,False,False
Sul-americano,Argentina A,EE,F. González Metilli,Belgrano,29.0,908,2026-12-31,2000000,Argentina,Argentina,47.8,45.3,39.2,20.0,42.2,True,0.0,38.6,6,50.3,5.3,1.7,4.8,0.2,0.4,1.5,4,True,True,sim,True,False
Sul-americano,Argentina A,CA,A. Arce,Independiente Rivadavia,31.0,901,2028-12-31,0,Paraguay,Paraguay,64.7,50.4,44.4,10.0,47.4,True,0.0,55.4,6,43.1,2.4,11.2,6.7,0.4,0.5,4.2,5,True,True,sim,False,False
Sul-americano,Argentina A,EE,L. Herrera,Newell's Old Boys,30.0,900,2028-12-31,750000,Argentina,Argentina,68.8,51.6,33.4,32.0,42.5,True,0.0,49.9,6,44.3,5.4,4.5,13.1,0.3,0.0,3.0,0,True,True,sim,False,False
Sul-americano,Argentina B,GOL,A. Rufinetti,Ciudad de Bolívar,26.0,2466,2026-12-31,25000,Argentina,Argentina,67.5,51.2,73.6,6.0,62.4,True,0.0,,5,41.6,0.0,0.3,0.2,0.0,0.0,0.0,0,True,True,sim,True,False
Sul-americano,Argentina B,GOL,M. Bergia,Atlético Rafaela,25.0,2433,2026-12-31,0,Argentina,Argentina,76.1,53.8,85.5,2.0,69.7,True,0.0,,5,41.3,0.0,0.2,0.2,0.0,0.0,0.0,0,True,True,sim,True,False
Sul-americano,Argentina B,GOL,N. Carrizo,All Boys,35.0,2426,2026-12-31,25000,Argentina,Argentina,63.1,49.9,69.9,8.0,59.9,True,0.0,,5,46.2,0.1,0.3,0.1,0.0,0.0,0.0,0,True,True,sim,True,False
Sul-americano,Argentina B,LD,A. Paredes,Ciudad de Bolívar,25.0,2387,,0,Argentina,Argentina,32.8,40.8,34.2,42.0,37.5,True,0.0,,6,41.6,6.5,2.3,5.1,0.0,0.0,0.3,0,True,True,sim,True,False
Sul-americano,Argentina B,GOL,A. Sosa,Patronato,30.0,2349,2027-12-31,0,Argentina,Argentina,47.7,45.3,52.0,27.0,48.7,True,0.0,,5,45.9,0.1,0.4,0.1,0.0,0.0,0.0,0,True,True,sim,False,False
Sul-americano,Argentina B,GOL,B. Galván,Almirante Brown,32.0,2344,2026-12-31,75000,Argentina,Argentina,77.8,54.3,85.9,1.0,70.1,True,0.0,,5,49.2,0.0,0.4,0.1,0.0,0.0,0.0,0,True,True,sim,True,False
Sul-americano,Argentina B,GOL,Mariano Monllor,Acassuso,37.0,2341,2026-12-31,75000,Argentina,Argentina,63.4,50.0,55.5,16.0,52.7,True,0.0,,5,43.4,0.2,0.3,0.3,0.0,0.0,0.0,0,True,True,sim,True,False
Sul-americano,Argentina B,GOL,E. Di Fulvio,Colegiales,31.0,2338,2026-12-31,0,Argentina,Argentina,47.5,45.2,55.1,17.0,50.1,True,0.0,,5,47.4,0.0,0.5,0.2,0.0,0.0,0.0,0,True,True,sim,True,False
