corte,modelo,familia,unidade,tipo_unidade,destino_ref,alvo,n_casos,n_total,fator_pp,ic95_lo,ic95_hi,p,q,selo,d_minimo_80,limiar_visivel_pp,poder_suficiente,quantos_do_bh_passaram
principal,S0_bruto,volume,Argentina A,liga,Brasil B,duelos_90,28,737,12.86,4.68,20.62,0.00156,0.01875,firme,0.54,14.39,False,
principal,S0_bruto,volume,Argentina A,liga,Brasil B,duelos_aereos_90,28,737,8.23,-3.44,17.85,0.15697,0.23302,sem diferença clara,0.54,15.25,False,
principal,S0_bruto,volume,Argentina A,liga,Brasil B,dribles_90,28,737,-14.07,-25.07,-4.09,0.00726,0.04358,firme,0.54,15.21,False,
principal,S0_bruto,volume,Argentina A,liga,Brasil B,aceleracoes_90,28,737,1.26,-14.0,16.76,0.86508,0.86508,sem diferença clara,0.54,17.77,False,
principal,S0_bruto,volume,Argentina A,liga,Brasil B,remates_90,28,737,8.45,-3.42,21.44,0.22488,0.26985,sem diferença clara,0.54,18.25,False,
principal,S0_bruto,volume,Argentina A,liga,Brasil B,passes_progressivos_90,28,737,11.39,2.37,19.23,0.0132,0.05278,pode ser sorte,0.54,15.92,False,
principal,S0_bruto,volume,Argentina A,liga,Brasil B,passes_recebidos_90,28,737,11.96,2.16,22.72,0.03902,0.09365,pode ser sorte,0.54,17.87,False,
principal,S0_bruto,volume,Argentina A,liga,Brasil B,toques_area_90,28,737,7.73,-2.13,17.43,0.14187,0.23302,sem diferença clara,0.54,19.08,False,
principal,S0_bruto,volume,Argentina A,liga,Brasil B,xg_90,28,737,1.44,-12.16,13.91,0.82437,0.86508,sem diferença clara,0.54,20.5,False,
principal,S0_bruto,volume,Argentina A,liga,Brasil B,passes_chave_90,28,737,7.63,-3.31,19.06,0.17476,0.23302,sem diferença clara,0.54,20.73,False,
principal,S0_bruto,volume,Argentina A,liga,Brasil B,passes_90,28,737,12.31,1.99,23.84,0.02627,0.07881,pode ser sorte,0.54,17.47,False,
principal,S0_bruto,volume,Argentina A,liga,Brasil B,acoes_def_90,28,737,9.35,-2.77,22.77,0.14241,0.23302,sem diferença clara,0.54,17.08,False,
principal,S0_bruto,volume,Argentina A,liga,Brasil B,FAMILIA (média dos indicadores),28,737,6.55,2.35,11.67,0.00946,,pode ser sorte,0.54,7.62,False,2
principal,S0_bruto,volume,Brasil A,liga,Brasil B,duelos_90,156,737,-0.52,-3.35,2.89,0.74805,0.74805,sem diferença clara,0.25,6.66,False,
principal,S0_bruto,volume,Brasil A,liga,Brasil B,duelos_aereos_90,156,737,-3.79,-6.93,-0.6,0.01362,0.01816,firme,0.25,7.06,False,
principal,S0_bruto,volume,Brasil A,liga,Brasil B,dribles_90,156,737,4.33,1.51,7.29,0.00764,0.01145,firme,0.25,7.04,False,
principal,S0_bruto,volume,Brasil A,liga,Brasil B,aceleracoes_90,156,737,4.25,-0.09,7.59,0.02473,0.02967,firme,0.25,8.23,False,
principal,S0_bruto,volume,Brasil A,liga,Brasil B,remates_90,156,737,2.79,-0.86,6.39,0.15348,0.16743,sem diferença clara,0.25,8.45,False,
principal,S0_bruto,volume,Brasil A,liga,Brasil B,passes_progressivos_90,156,737,8.87,5.79,11.83,0.0,0.0,firme,0.25,7.37,True,
principal,S0_bruto,volume,Brasil A,liga,Brasil B,passes_recebidos_90,156,737,18.05,14.71,21.46,0.0,0.0,firme,0.25,8.27,True,
principal,S0_bruto,volume,Brasil A,liga,Brasil B,toques_area_90,156,737,9.67,5.85,13.6,0.0,0.0,firme,0.25,8.83,True,
principal,S0_bruto,volume,Brasil A,liga,Brasil B,xg_90,156,737,6.05,2.01,10.04,0.00562,0.00964,firme,0.25,9.49,False,
principal,S0_bruto,volume,Brasil A,liga,Brasil B,passes_chave_90,156,737,8.76,3.46,13.97,0.00045,0.00108,firme,0.25,9.6,False,
principal,S0_bruto,volume,Brasil A,liga,Brasil B,passes_90,156,737,17.13,13.99,20.72,0.0,0.0,firme,0.25,8.09,True,
principal,S0_bruto,volume,Brasil A,liga,Brasil B,acoes_def_90,156,737,-5.36,-8.32,-2.04,0.0016,0.0032,firme,0.25,7.91,False,
principal,S0_bruto,volume,Brasil A,liga,Brasil B,FAMILIA (média dos indicadores),156,737,5.85,4.38,7.48,0.0,,pode ser sorte,0.25,3.53,True,10
principal,S0_bruto,volume,Brasil C,liga,Brasil B,duelos_90,92,737,5.9,2.67,9.58,0.00107,0.00596,firme,0.31,8.26,False,
principal,S0_bruto,volume,Brasil C,liga,Brasil B,duelos_aereos_90,92,737,4.26,0.84,7.71,0.02172,0.04345,firme,0.31,8.76,False,
principal,S0_bruto,volume,Brasil C,liga,Brasil B,dribles_90,92,737,-1.21,-4.83,2.69,0.52711,0.63253,sem diferença clara,0.31,8.73,False,
principal,S0_bruto,volume,Brasil C,liga,Brasil B,aceleracoes_90,92,737,-0.93,-5.53,3.76,0.70009,0.76373,sem diferença clara,0.31,10.2,False,
principal,S0_bruto,volume,Brasil C,liga,Brasil B,remates_90,92,737,-3.18,-7.14,1.24,0.13076,0.19613,sem diferença clara,0.31,10.48,False,
principal,S0_bruto,volume,Brasil C,liga,Brasil B,passes_progressivos_90,92,737,-1.65,-5.33,1.55,0.40205,0.53607,sem diferença clara,0.31,9.14,False,
principal,S0_bruto,volume,Brasil C,liga,Brasil B,passes_recebidos_90,92,737,-5.9,-10.06,-1.97,0.00504,0.01513,firme,0.31,10.26,False,
principal,S0_bruto,volume,Brasil C,liga,Brasil B,toques_area_90,92,737,-7.64,-12.14,-2.66,0.00149,0.00596,firme,0.31,10.96,False,
principal,S0_bruto,volume,Brasil C,liga,Brasil B,xg_90,92,737,-5.5,-11.06,-0.39,0.02701,0.04631,firme,0.31,11.77,False,
principal,S0_bruto,volume,Brasil C,liga,Brasil B,passes_chave_90,92,737,0.04,-4.77,5.16,0.98833,0.98833,sem diferença clara,0.31,11.9,False,
principal,S0_bruto,volume,Brasil C,liga,Brasil B,passes_90,92,737,-5.05,-9.16,-1.16,0.01541,0.03699,firme,0.31,10.03,False,
principal,S0_bruto,volume,Brasil C,liga,Brasil B,acoes_def_90,92,737,8.94,4.63,12.8,2e-05,0.00025,firme,0.31,9.81,False,
principal,S0_bruto,volume,Brasil C,liga,Brasil B,FAMILIA (média dos indicadores),92,737,-0.99,-2.53,0.76,0.24063,,sem diferença clara,0.31,4.38,False,7
principal,S0_bruto,volume,Chile,liga,Brasil B,duelos_90,10,737,-6.37,-22.53,8.95,0.42085,0.72145,sem diferença clara,0.89,23.73,False,
principal,S0_bruto,volume,Chile,liga,Brasil B,duelos_aereos_90,10,737,0.08,-19.72,18.57,0.99378,0.99627,sem diferença clara,0.89,25.14,False,
principal,S0_bruto,volume,Chile,liga,Brasil B,dribles_90,10,737,-9.94,-25.25,4.3,0.22766,0.45531,sem diferença clara,0.89,25.07,False,
principal,S0_bruto,volume,Chile,liga,Brasil B,aceleracoes_90,10,737,-9.07,-21.66,2.27,0.13896,0.41689,sem diferença clara,0.89,29.29,False,
principal,S0_bruto,volume,Chile,liga,Brasil B,remates_90,10,737,-4.51,-27.72,18.69,0.68766,0.88891,sem diferença clara,0.89,30.08,False,
principal,S0_bruto,volume,Chile,liga,Brasil B,passes_progressivos_90,10,737,-14.03,-36.07,5.74,0.1984,0.45531,sem diferença clara,0.89,26.24,False,
principal,S0_bruto,volume,Chile,liga,Brasil B,passes_recebidos_90,10,737,-4.13,-27.52,18.38,0.74076,0.88891,sem diferença clara,0.89,29.46,False,
principal,S0_bruto,volume,Chile,liga,Brasil B,toques_area_90,10,737,0.05,-20.88,19.37,0.99627,0.99627,sem diferença clara,0.89,31.45,False,
principal,S0_bruto,volume,Chile,liga,Brasil B,xg_90,10,737,21.02,6.5,35.18,0.00462,0.05541,pode ser sorte,0.89,33.79,False,
principal,S0_bruto,volume,Chile,liga,Brasil B,passes_chave_90,10,737,-16.84,-32.44,-2.18,0.02584,0.15507,pode ser sorte,0.89,34.16,False,
principal,S0_bruto,volume,Chile,liga,Brasil B,passes_90,10,737,-4.66,-28.54,18.81,0.71146,0.88891,sem diferença clara,0.89,28.8,False,
principal,S0_bruto,volume,Chile,liga,Brasil B,acoes_def_90,10,737,-16.0,-36.27,4.95,0.10356,0.41422,sem diferença clara,0.89,28.16,False,
principal,S0_bruto,volume,Chile,liga,Brasil B,FAMILIA (média dos indicadores),10,737,-5.37,-15.07,5.59,0.3288,,sem diferença clara,0.89,12.56,False,0
principal,S0_bruto,volume,Colombia A,liga,Brasil B,duelos_90,16,737,-6.39,-20.66,8.98,0.36986,0.55479,sem diferença clara,0.71,18.93,False,
principal,S0_bruto,volume,Colombia A,liga,Brasil B,duelos_aereos_90,16,737,-5.49,-21.52,15.58,0.59586,0.71503,sem diferença clara,0.71,20.05,False,
principal,S0_bruto,volume,Colombia A,liga,Brasil B,dribles_90,16,737,-2.94,-18.14,10.85,0.69448,0.74294,sem diferença clara,0.71,20.0,False,
principal,S0_bruto,volume,Colombia A,liga,Brasil B,aceleracoes_90,16,737,-4.46,-18.84,7.73,0.50522,0.67363,sem diferença clara,0.71,23.37,False,
principal,S0_bruto,volume,Colombia A,liga,Brasil B,remates_90,16,737,-9.3,-26.46,4.87,0.26233,0.52467,sem diferença clara,0.71,24.0,False,
principal,S0_bruto,volume,Colombia A,liga,Brasil B,passes_progressivos_90,16,737,-12.73,-28.98,0.84,0.09766,0.29299,sem diferença clara,0.71,20.93,False,
principal,S0_bruto,volume,Colombia A,liga,Brasil B,passes_recebidos_90,16,737,-8.38,-24.43,6.34,0.31357,0.53754,sem diferença clara,0.71,23.5,False,
principal,S0_bruto,volume,Colombia A,liga,Brasil B,toques_area_90,16,737,-13.11,-31.77,7.24,0.16367,0.3928,sem diferença clara,0.71,25.09,False,
principal,S0_bruto,volume,Colombia A,liga,Brasil B,xg_90,16,737,-3.58,-25.78,17.43,0.74294,0.74294,sem diferença clara,0.71,26.95,False,
principal,S0_bruto,volume,Colombia A,liga,Brasil B,passes_chave_90,16,737,-19.15,-38.49,2.14,0.04843,0.29299,pode ser sorte,0.71,27.26,False,
principal,S0_bruto,volume,Colombia A,liga,Brasil B,passes_90,16,737,-14.13,-28.68,-0.6,0.06838,0.29299,sem diferença clara,0.71,22.97,False,
principal,S0_bruto,volume,Colombia A,liga,Brasil B,acoes_def_90,16,737,11.07,-0.98,24.17,0.0892,0.29299,sem diferença clara,0.71,22.46,False,
principal,S0_bruto,volume,Colombia A,liga,Brasil B,FAMILIA (média dos indicadores),16,737,-7.38,-12.63,-3.29,0.00431,,pode ser sorte,0.71,10.02,False,0
principal,S0_bruto,volume,EUA,liga,Brasil B,duelos_90,15,737,-8.5,-24.01,7.62,0.27705,0.68384,sem diferença clara,0.73,19.46,False,
principal,S0_bruto,volume,EUA,liga,Brasil B,duelos_aereos_90,15,737,3.73,-13.19,22.37,0.66583,0.76254,sem diferença clara,0.73,20.62,False,
principal,S0_bruto,volume,EUA,liga,Brasil B,dribles_90,15,737,-6.17,-17.63,6.39,0.28493,0.68384,sem diferença clara,0.73,20.56,False,
principal,S0_bruto,volume,EUA,liga,Brasil B,aceleracoes_90,15,737,-3.68,-17.12,7.53,0.53793,0.76254,sem diferença clara,0.73,24.03,False,
principal,S0_bruto,volume,EUA,liga,Brasil B,remates_90,15,737,-19.58,-37.37,-3.02,0.01562,0.09372,pode ser sorte,0.73,24.68,False,
principal,S0_bruto,volume,EUA,liga,Brasil B,passes_progressivos_90,15,737,-3.59,-18.24,11.73,0.60905,0.76254,sem diferença clara,0.73,21.52,False,
principal,S0_bruto,volume,EUA,liga,Brasil B,passes_recebidos_90,15,737,11.37,-7.85,35.85,0.24904,0.68384,sem diferença clara,0.73,24.16,False,
principal,S0_bruto,volume,EUA,liga,Brasil B,toques_area_90,15,737,-4.39,-28.4,21.3,0.699,0.76254,sem diferença clara,0.73,25.8,False,
principal,S0_bruto,volume,EUA,liga,Brasil B,xg_90,15,737,-24.74,-44.14,-6.81,0.00962,0.09372,pode ser sorte,0.73,27.71,False,
principal,S0_bruto,volume,EUA,liga,Brasil B,passes_chave_90,15,737,6.37,-18.53,36.09,0.624,0.76254,sem diferença clara,0.73,28.02,False,
principal,S0_bruto,volume,EUA,liga,Brasil B,passes_90,15,737,8.99,-8.57,31.86,0.36251,0.72502,sem diferença clara,0.73,23.62,False,
principal,S0_bruto,volume,EUA,liga,Brasil B,acoes_def_90,15,737,0.57,-19.67,20.38,0.95246,0.95246,sem diferença clara,0.73,23.09,False,
principal,S0_bruto,volume,EUA,liga,Brasil B,FAMILIA (média dos indicadores),15,737,-3.3,-13.25,5.8,0.47133,,sem diferença clara,0.73,10.31,False,0
principal,S0_bruto,volume,FAIXA ABAIXO,faixa,Brasil B,duelos_90,44,737,-5.47,-14.07,4.75,0.2849,0.57615,sem diferença clara,0.44,11.73,False,
principal,S0_bruto,volume,FAIXA ABAIXO,faixa,Brasil B,duelos_aereos_90,44,737,-10.33,-18.45,-1.65,0.0192,0.11517,pode ser sorte,0.44,12.43,False,
principal,S0_bruto,volume,FAIXA ABAIXO,faixa,Brasil B,dribles_90,44,737,-4.61,-12.99,5.13,0.31552,0.57615,sem diferença clara,0.44,12.39,False,
principal,S0_bruto,volume,FAIXA ABAIXO,faixa,Brasil B,aceleracoes_90,44,737,-4.81,-15.94,5.04,0.33609,0.57615,sem diferença clara,0.44,14.48,False,
principal,S0_bruto,volume,FAIXA ABAIXO,faixa,Brasil B,remates_90,44,737,-16.38,-26.39,-5.15,0.002,0.02401,firme,0.44,14.87,True,
principal,S0_bruto,volume,FAIXA ABAIXO,faixa,Brasil B,passes_progressivos_90,44,737,-5.74,-15.25,3.23,0.20411,0.57615,sem diferença clara,0.44,12.97,False,
principal,S0_bruto,volume,FAIXA ABAIXO,faixa,Brasil B,passes_recebidos_90,44,737,-0.95,-12.08,8.1,0.85883,0.85883,sem diferença clara,0.44,14.56,False,
principal,S0_bruto,volume,FAIXA ABAIXO,faixa,Brasil B,toques_area_90,44,737,-3.97,-14.05,6.12,0.48317,0.64422,sem diferença clara,0.44,15.55,False,
principal,S0_bruto,volume,FAIXA ABAIXO,faixa,Brasil B,xg_90,44,737,-14.0,-27.34,-0.2,0.04015,0.16058,pode ser sorte,0.44,16.7,False,
principal,S0_bruto,volume,FAIXA ABAIXO,faixa,Brasil B,passes_chave_90,44,737,-1.22,-12.03,9.69,0.8374,0.85883,sem diferença clara,0.44,16.89,False,
principal,S0_bruto,volume,FAIXA ABAIXO,faixa,Brasil B,passes_90,44,737,0.94,-9.15,9.65,0.84895,0.85883,sem diferença clara,0.44,14.24,False,
principal,S0_bruto,volume,FAIXA ABAIXO,faixa,Brasil B,acoes_def_90,44,737,-4.41,-13.75,4.94,0.40254,0.60382,sem diferença clara,0.44,13.92,False,
principal,S0_bruto,volume,FAIXA ABAIXO,faixa,Brasil B,FAMILIA (média dos indicadores),44,737,-5.91,-10.1,-1.47,0.00522,,pode ser sorte,0.44,6.21,False,1
principal,S0_bruto,volume,FAIXA ACIMA,faixa,Brasil B,duelos_90,56,737,-4.69,-10.57,2.21,0.15016,0.30032,sem diferença clara,0.39,10.4,False,
principal,S0_bruto,volume,FAIXA ACIMA,faixa,Brasil B,duelos_aereos_90,56,737,-3.39,-11.65,4.48,0.40437,0.49925,sem diferença clara,0.39,11.01,False,
principal,S0_bruto,volume,FAIXA ACIMA,faixa,Brasil B,dribles_90,56,737,4.12,-4.42,13.51,0.36101,0.49925,sem diferença clara,0.39,10.99,False,
principal,S0_bruto,volume,FAIXA ACIMA,faixa,Brasil B,aceleracoes_90,56,737,4.42,-3.51,13.66,0.28763,0.49308,sem diferença clara,0.39,12.84,False,
principal,S0_bruto,volume,FAIXA ACIMA,faixa,Brasil B,remates_90,56,737,-4.0,-14.84,5.82,0.44395,0.49925,sem diferença clara,0.39,13.18,False,
principal,S0_bruto,volume,FAIXA ACIMA,faixa,Brasil B,passes_progressivos_90,56,737,2.23,-7.49,11.12,0.59602,0.59602,sem diferença clara,0.39,11.5,False,
principal,S0_bruto,volume,FAIXA ACIMA,faixa,Brasil B,passes_recebidos_90,56,737,13.16,4.8,21.03,0.00129,0.01551,firme,0.39,12.91,True,
principal,S0_bruto,volume,FAIXA ACIMA,faixa,Brasil B,toques_area_90,56,737,8.36,-1.61,17.81,0.1026,0.30032,sem diferença clara,0.39,13.78,False,
principal,S0_bruto,volume,FAIXA ACIMA,faixa,Brasil B,xg_90,56,737,4.26,-7.8,15.61,0.45765,0.49925,sem diferença clara,0.39,14.81,False,
principal,S0_bruto,volume,FAIXA ACIMA,faixa,Brasil B,passes_chave_90,56,737,8.48,-2.48,18.78,0.12822,0.30032,sem diferença clara,0.39,14.97,False,
principal,S0_bruto,volume,FAIXA ACIMA,faixa,Brasil B,passes_90,56,737,9.71,1.2,18.42,0.0214,0.12842,pode ser sorte,0.39,12.62,False,
principal,S0_bruto,volume,FAIXA ACIMA,faixa,Brasil B,acoes_def_90,56,737,-7.02,-16.26,3.04,0.14472,0.30032,sem diferença clara,0.39,12.34,False,
principal,S0_bruto,volume,FAIXA ACIMA,faixa,Brasil B,FAMILIA (média dos indicadores),56,737,2.97,-1.55,7.36,0.1528,,sem diferença clara,0.39,5.51,False,1
principal,S0_bruto,volume,FAIXA PAREADO,faixa,Brasil B,duelos_90,33,737,-4.72,-15.66,7.73,0.41484,0.8585,sem diferença clara,0.5,13.33,False,
principal,S0_bruto,volume,FAIXA PAREADO,faixa,Brasil B,duelos_aereos_90,33,737,1.42,-8.28,11.8,0.78051,0.96692,sem diferença clara,0.5,14.12,False,
principal,S0_bruto,volume,FAIXA PAREADO,faixa,Brasil B,dribles_90,33,737,-0.74,-9.61,8.55,0.87049,0.96692,sem diferença clara,0.5,14.08,False,
principal,S0_bruto,volume,FAIXA PAREADO,faixa,Brasil B,aceleracoes_90,33,737,-4.24,-17.38,7.85,0.51015,0.8585,sem diferença clara,0.5,16.46,False,
principal,S0_bruto,volume,FAIXA PAREADO,faixa,Brasil B,remates_90,33,737,-8.79,-22.25,5.61,0.23552,0.8585,sem diferença clara,0.5,16.9,False,
principal,S0_bruto,volume,FAIXA PAREADO,faixa,Brasil B,passes_progressivos_90,33,737,2.76,-6.93,12.94,0.57053,0.8585,sem diferença clara,0.5,14.74,False,
principal,S0_bruto,volume,FAIXA PAREADO,faixa,Brasil B,passes_recebidos_90,33,737,9.39,-0.42,20.23,0.08145,0.48873,sem diferença clara,0.5,16.55,False,
principal,S0_bruto,volume,FAIXA PAREADO,faixa,Brasil B,toques_area_90,33,737,-0.28,-13.79,11.92,0.96692,0.96692,sem diferença clara,0.5,17.67,False,
principal,S0_bruto,volume,FAIXA PAREADO,faixa,Brasil B,xg_90,33,737,-7.46,-21.15,8.28,0.33923,0.8585,sem diferença clara,0.5,18.98,False,
principal,S0_bruto,volume,FAIXA PAREADO,faixa,Brasil B,passes_chave_90,33,737,0.88,-12.55,13.3,0.89328,0.96692,sem diferença clara,0.5,19.19,False,
principal,S0_bruto,volume,FAIXA PAREADO,faixa,Brasil B,passes_90,33,737,9.91,0.32,19.72,0.04495,0.48873,pode ser sorte,0.5,16.18,False,
principal,S0_bruto,volume,FAIXA PAREADO,faixa,Brasil B,acoes_def_90,33,737,-3.68,-15.55,9.72,0.57234,0.8585,sem diferença clara,0.5,15.82,False,
principal,S0_bruto,volume,FAIXA PAREADO,faixa,Brasil B,FAMILIA (média dos indicadores),33,737,-0.46,-5.53,4.49,0.85672,,sem diferença clara,0.5,7.06,False,0
principal,S0_bruto,volume,Portugal A,liga,Brasil B,duelos_90,13,737,-7.15,-23.31,8.73,0.40054,0.80108,sem diferença clara,0.78,20.79,False,
principal,S0_bruto,volume,Portugal A,liga,Brasil B,duelos_aereos_90,13,737,0.7,-14.39,16.53,0.9246,0.96258,sem diferença clara,0.78,22.03,False,
principal,S0_bruto,volume,Portugal A,liga,Brasil B,dribles_90,13,737,-2.44,-17.46,13.0,0.74728,0.96258,sem diferença clara,0.78,21.97,False,
principal,S0_bruto,volume,Portugal A,liga,Brasil B,aceleracoes_90,13,737,21.05,-0.03,42.44,0.05291,0.41382,sem diferença clara,0.78,25.67,False,
principal,S0_bruto,volume,Portugal A,liga,Brasil B,remates_90,13,737,-5.61,-28.11,17.84,0.58695,0.88043,sem diferença clara,0.78,26.37,False,
principal,S0_bruto,volume,Portugal A,liga,Brasil B,passes_progressivos_90,13,737,0.32,-14.13,12.85,0.96076,0.96258,sem diferença clara,0.78,22.99,False,
principal,S0_bruto,volume,Portugal A,liga,Brasil B,passes_recebidos_90,13,737,11.63,-4.36,30.77,0.15846,0.42912,sem diferença clara,0.78,25.82,False,
principal,S0_bruto,volume,Portugal A,liga,Brasil B,toques_area_90,13,737,14.49,-5.54,33.67,0.13953,0.42912,sem diferença clara,0.78,27.56,False,
principal,S0_bruto,volume,Portugal A,liga,Brasil B,xg_90,13,737,6.17,-12.57,26.29,0.53109,0.88043,sem diferença clara,0.78,29.61,False,
principal,S0_bruto,volume,Portugal A,liga,Brasil B,passes_chave_90,13,737,-0.41,-20.19,17.19,0.96258,0.96258,sem diferença clara,0.78,29.94,False,
principal,S0_bruto,volume,Portugal A,liga,Brasil B,passes_90,13,737,10.29,-5.72,28.94,0.1788,0.42912,sem diferença clara,0.78,25.24,False,
principal,S0_bruto,volume,Portugal A,liga,Brasil B,acoes_def_90,13,737,-14.24,-28.47,1.36,0.06897,0.41382,sem diferença clara,0.78,24.68,False,
principal,S0_bruto,volume,Portugal A,liga,Brasil B,FAMILIA (média dos indicadores),13,737,2.9,-4.04,10.46,0.40643,,sem diferença clara,0.78,11.01,False,0
principal,S0_bruto,volume,Portugal B,liga,Brasil B,duelos_90,12,737,8.14,-14.4,28.6,0.43557,0.74669,sem diferença clara,0.82,21.86,False,
principal,S0_bruto,volume,Portugal B,liga,Brasil B,duelos_aereos_90,12,737,-1.85,-25.03,19.2,0.86608,0.90978,sem diferença clara,0.82,23.16,False,
principal,S0_bruto,volume,Portugal B,liga,Brasil B,dribles_90,12,737,14.77,-7.19,33.18,0.11741,0.46965,sem diferença clara,0.82,23.1,False,
principal,S0_bruto,volume,Portugal B,liga,Brasil B,aceleracoes_90,12,737,13.85,5.73,23.02,0.00126,0.01515,firme,0.82,26.99,False,
principal,S0_bruto,volume,Portugal B,liga,Brasil B,remates_90,12,737,9.57,-10.89,29.61,0.35633,0.74669,sem diferença clara,0.82,27.72,False,
principal,S0_bruto,volume,Portugal B,liga,Brasil B,passes_progressivos_90,12,737,7.78,-19.24,28.7,0.52599,0.78898,sem diferença clara,0.82,24.17,False,
principal,S0_bruto,volume,Portugal B,liga,Brasil B,passes_recebidos_90,12,737,-11.39,-23.25,3.77,0.10551,0.46965,sem diferença clara,0.82,27.14,False,
principal,S0_bruto,volume,Portugal B,liga,Brasil B,toques_area_90,12,737,-9.08,-30.86,21.0,0.40427,0.74669,sem diferença clara,0.82,28.98,False,
principal,S0_bruto,volume,Portugal B,liga,Brasil B,xg_90,12,737,1.31,-24.4,25.13,0.90978,0.90978,sem diferença clara,0.82,31.13,False,
principal,S0_bruto,volume,Portugal B,liga,Brasil B,passes_chave_90,12,737,-2.97,-26.16,17.95,0.77754,0.90978,sem diferença clara,0.82,31.48,False,
principal,S0_bruto,volume,Portugal B,liga,Brasil B,passes_90,12,737,-6.42,-20.52,9.11,0.40342,0.74669,sem diferença clara,0.82,26.53,False,
principal,S0_bruto,volume,Portugal B,liga,Brasil B,acoes_def_90,12,737,2.76,-10.78,14.28,0.67066,0.89422,sem diferença clara,0.82,25.94,False,
principal,S0_bruto,volume,Portugal B,liga,Brasil B,FAMILIA (média dos indicadores),12,737,2.21,-6.14,10.54,0.58835,,sem diferença clara,0.82,11.58,False,1
principal,S0_bruto,volume,Uruguai,liga,Brasil B,duelos_90,22,737,3.1,-8.07,14.58,0.55885,0.60966,sem diferença clara,0.61,16.26,False,
principal,S0_bruto,volume,Uruguai,liga,Brasil B,duelos_aereos_90,22,737,6.04,-4.15,17.06,0.26117,0.44773,sem diferença clara,0.61,17.23,False,
principal,S0_bruto,volume,Uruguai,liga,Brasil B,dribles_90,22,737,-5.83,-18.43,7.21,0.41257,0.53064,sem diferença clara,0.61,17.18,False,
principal,S0_bruto,volume,Uruguai,liga,Brasil B,aceleracoes_90,22,737,-9.89,-25.12,7.26,0.21048,0.42096,sem diferença clara,0.61,20.08,False,
principal,S0_bruto,volume,Uruguai,liga,Brasil B,remates_90,22,737,-13.7,-29.47,3.85,0.10934,0.26242,sem diferença clara,0.61,20.62,False,
principal,S0_bruto,volume,Uruguai,liga,Brasil B,passes_progressivos_90,22,737,-6.13,-18.77,6.2,0.34982,0.52473,sem diferença clara,0.61,17.98,False,
principal,S0_bruto,volume,Uruguai,liga,Brasil B,passes_recebidos_90,22,737,-16.57,-24.27,-8.9,7e-05,0.00089,firme,0.61,20.19,False,
principal,S0_bruto,volume,Uruguai,liga,Brasil B,toques_area_90,22,737,-7.39,-23.5,10.11,0.4422,0.53064,sem diferença clara,0.61,21.56,False,
principal,S0_bruto,volume,Uruguai,liga,Brasil B,xg_90,22,737,-16.26,-32.66,2.73,0.06992,0.26242,sem diferença clara,0.61,23.16,False,
principal,S0_bruto,volume,Uruguai,liga,Brasil B,passes_chave_90,22,737,4.12,-12.55,18.72,0.6199,0.6199,sem diferença clara,0.61,23.42,False,
principal,S0_bruto,volume,Uruguai,liga,Brasil B,passes_90,22,737,-16.65,-25.3,-7.97,0.00039,0.00234,firme,0.61,19.74,False,
principal,S0_bruto,volume,Uruguai,liga,Brasil B,acoes_def_90,22,737,8.19,-0.62,18.58,0.09753,0.26242,sem diferença clara,0.61,19.3,False,
principal,S0_bruto,volume,Uruguai,liga,Brasil B,FAMILIA (média dos indicadores),22,737,-5.91,-12.83,2.31,0.12741,,sem diferença clara,0.61,8.61,False,2
principal,S1_selecao,volume,Argentina A,liga,Brasil B,duelos_90,28,737,11.72,4.98,18.71,0.00143,0.01066,firme,0.54,14.39,False,
principal,S1_selecao,volume,Argentina A,liga,Brasil B,duelos_aereos_90,28,737,7.49,-4.65,18.77,0.20193,0.31305,sem diferença clara,0.54,15.25,False,
principal,S1_selecao,volume,Argentina A,liga,Brasil B,dribles_90,28,737,-15.18,-24.91,-6.68,0.00178,0.01066,firme,0.54,15.21,False,
principal,S1_selecao,volume,Argentina A,liga,Brasil B,aceleracoes_90,28,737,0.14,-14.07,14.67,0.9851,0.9851,sem diferença clara,0.54,17.77,False,
principal,S1_selecao,volume,Argentina A,liga,Brasil B,remates_90,28,737,7.07,-6.73,21.15,0.27735,0.33282,sem diferença clara,0.54,18.25,False,
principal,S1_selecao,volume,Argentina A,liga,Brasil B,passes_progressivos_90,28,737,10.37,2.51,20.13,0.02324,0.0807,pode ser sorte,0.54,15.92,False,
principal,S1_selecao,volume,Argentina A,liga,Brasil B,passes_recebidos_90,28,737,11.11,1.75,22.95,0.04337,0.10408,pode ser sorte,0.54,17.87,False,
principal,S1_selecao,volume,Argentina A,liga,Brasil B,toques_area_90,28,737,6.26,-3.85,16.65,0.2256,0.31305,sem diferença clara,0.54,19.08,False,
principal,S1_selecao,volume,Argentina A,liga,Brasil B,xg_90,28,737,0.29,-13.62,12.48,0.96313,0.9851,sem diferença clara,0.54,20.5,False,
principal,S1_selecao,volume,Argentina A,liga,Brasil B,passes_chave_90,28,737,6.49,-2.72,18.74,0.23479,0.31305,sem diferença clara,0.54,20.73,False,
principal,S1_selecao,volume,Argentina A,liga,Brasil B,passes_90,28,737,11.37,2.81,22.46,0.0269,0.0807,pode ser sorte,0.54,17.47,False,
principal,S1_selecao,volume,Argentina A,liga,Brasil B,acoes_def_90,28,737,8.72,-3.62,21.21,0.1745,0.31305,sem diferença clara,0.54,17.08,False,
