corte,modelo,familia,unidade,tipo_unidade,destino_ref,alvo,n_casos,n_total,fator_pp,ic95_lo,ic95_hi,p,q,selo,d_minimo_80,limiar_visivel_pp,poder_suficiente,quantos_do_bh_passaram
so_900_no_destino,S1_selecao,volume,Brasil C,liga,Brasil B,toques_area_90,61,446,-9.78,-16.13,-3.31,0.00377,0.02066,firme,0.39,13.43,False,
so_900_no_destino,S1_selecao,volume,Brasil C,liga,Brasil B,xg_90,61,446,-6.9,-14.06,0.24,0.05989,0.14375,sem diferença clara,0.39,14.28,False,
so_900_no_destino,S1_selecao,volume,Brasil C,liga,Brasil B,passes_chave_90,61,446,-1.13,-8.29,5.84,0.75055,0.78466,sem diferença clara,0.39,14.9,False,
so_900_no_destino,S1_selecao,volume,Brasil C,liga,Brasil B,passes_90,61,446,-2.64,-7.99,1.94,0.29157,0.43736,sem diferença clara,0.39,11.88,False,
so_900_no_destino,S1_selecao,volume,Brasil C,liga,Brasil B,acoes_def_90,61,446,7.92,2.81,13.07,0.00517,0.02066,firme,0.39,11.48,False,
so_900_no_destino,S1_selecao,volume,Brasil C,liga,Brasil B,FAMILIA (média dos indicadores),61,446,-1.39,-3.34,0.6,0.20795,,sem diferença clara,0.39,5.37,False,4
so_900_no_destino,S1_selecao,volume,Chile,liga,Brasil B,duelos_90,6,446,2.17,-10.38,18.02,0.72567,0.79164,sem diferença clara,1.15,28.35,False,
so_900_no_destino,S1_selecao,volume,Chile,liga,Brasil B,duelos_aereos_90,6,446,3.9,-13.88,20.68,0.61541,0.79164,sem diferença clara,1.15,30.65,False,
so_900_no_destino,S1_selecao,volume,Chile,liga,Brasil B,dribles_90,6,446,-8.2,-25.57,13.05,0.37493,0.79164,sem diferença clara,1.15,31.63,False,
so_900_no_destino,S1_selecao,volume,Chile,liga,Brasil B,aceleracoes_90,6,446,2.69,-12.83,16.33,0.68827,0.79164,sem diferença clara,1.15,36.65,False,
so_900_no_destino,S1_selecao,volume,Chile,liga,Brasil B,remates_90,6,446,-10.8,-48.81,28.53,0.50934,0.79164,sem diferença clara,1.15,38.24,False,
so_900_no_destino,S1_selecao,volume,Chile,liga,Brasil B,passes_progressivos_90,6,446,-11.86,-46.59,11.3,0.40489,0.79164,sem diferença clara,1.15,32.55,False,
so_900_no_destino,S1_selecao,volume,Chile,liga,Brasil B,passes_recebidos_90,6,446,-9.76,-50.89,22.99,0.5686,0.79164,sem diferença clara,1.15,35.92,False,
so_900_no_destino,S1_selecao,volume,Chile,liga,Brasil B,toques_area_90,6,446,0.66,-26.31,22.71,0.9571,0.9571,sem diferença clara,1.15,39.6,False,
so_900_no_destino,S1_selecao,volume,Chile,liga,Brasil B,xg_90,6,446,17.67,2.94,30.07,0.00533,0.06393,pode ser sorte,1.15,42.1,False,
so_900_no_destino,S1_selecao,volume,Chile,liga,Brasil B,passes_chave_90,6,446,-24.24,-46.76,0.17,0.02841,0.11363,pode ser sorte,1.15,43.95,False,
so_900_no_destino,S1_selecao,volume,Chile,liga,Brasil B,passes_90,6,446,-7.07,-48.14,23.29,0.68624,0.79164,sem diferença clara,1.15,35.02,False,
so_900_no_destino,S1_selecao,volume,Chile,liga,Brasil B,acoes_def_90,6,446,-27.55,-52.04,-1.89,0.01894,0.11362,pode ser sorte,1.15,33.86,False,
so_900_no_destino,S1_selecao,volume,Chile,liga,Brasil B,FAMILIA (média dos indicadores),6,446,-6.03,-21.26,4.27,0.29258,,sem diferença clara,1.15,15.83,False,0
so_900_no_destino,S1_selecao,volume,Colombia A,liga,Brasil B,duelos_90,10,446,-6.12,-24.95,13.07,0.52004,0.70797,sem diferença clara,0.9,22.19,False,
so_900_no_destino,S1_selecao,volume,Colombia A,liga,Brasil B,duelos_aereos_90,10,446,-16.4,-36.26,7.48,0.12363,0.36468,sem diferença clara,0.9,23.99,False,
so_900_no_destino,S1_selecao,volume,Colombia A,liga,Brasil B,dribles_90,10,446,-1.83,-14.09,8.03,0.73835,0.73835,sem diferença clara,0.9,24.76,False,
so_900_no_destino,S1_selecao,volume,Colombia A,liga,Brasil B,aceleracoes_90,10,446,-3.31,-23.63,15.72,0.72368,0.73835,sem diferença clara,0.9,28.68,False,
so_900_no_destino,S1_selecao,volume,Colombia A,liga,Brasil B,remates_90,10,446,-9.57,-27.28,8.48,0.28526,0.57053,sem diferença clara,0.9,29.93,False,
so_900_no_destino,S1_selecao,volume,Colombia A,liga,Brasil B,passes_progressivos_90,10,446,-11.92,-28.24,5.07,0.15195,0.36468,sem diferença clara,0.9,25.48,False,
so_900_no_destino,S1_selecao,volume,Colombia A,liga,Brasil B,passes_recebidos_90,10,446,-7.38,-28.98,13.84,0.48299,0.70797,sem diferença clara,0.9,28.11,False,
so_900_no_destino,S1_selecao,volume,Colombia A,liga,Brasil B,toques_area_90,10,446,-17.98,-41.67,8.73,0.13939,0.36468,sem diferença clara,0.9,30.99,False,
so_900_no_destino,S1_selecao,volume,Colombia A,liga,Brasil B,xg_90,10,446,-6.01,-25.23,17.3,0.5579,0.70797,sem diferença clara,0.9,32.95,False,
so_900_no_destino,S1_selecao,volume,Colombia A,liga,Brasil B,passes_chave_90,10,446,-26.04,-47.35,-3.53,0.01814,0.21764,pode ser sorte,0.9,34.39,False,
so_900_no_destino,S1_selecao,volume,Colombia A,liga,Brasil B,passes_90,10,446,-15.31,-35.21,5.73,0.12364,0.36468,sem diferença clara,0.9,27.41,False,
so_900_no_destino,S1_selecao,volume,Colombia A,liga,Brasil B,acoes_def_90,10,446,3.56,-10.9,18.13,0.58998,0.70797,sem diferença clara,0.9,26.5,False,
so_900_no_destino,S1_selecao,volume,Colombia A,liga,Brasil B,FAMILIA (média dos indicadores),10,446,-9.86,-14.94,-5.31,2e-05,,pode ser sorte,0.9,12.39,False,0
so_900_no_destino,S1_selecao,volume,EUA,liga,Brasil B,duelos_90,12,446,-5.42,-15.43,4.92,0.33835,0.60082,sem diferença clara,0.82,20.21,False,
so_900_no_destino,S1_selecao,volume,EUA,liga,Brasil B,duelos_aereos_90,12,446,6.04,-7.11,16.15,0.27107,0.60082,sem diferença clara,0.82,21.85,False,
so_900_no_destino,S1_selecao,volume,EUA,liga,Brasil B,dribles_90,12,446,-5.78,-17.08,7.24,0.35367,0.60082,sem diferença clara,0.82,22.56,False,
so_900_no_destino,S1_selecao,volume,EUA,liga,Brasil B,aceleracoes_90,12,446,0.06,-13.24,14.12,0.99243,0.99243,sem diferença clara,0.82,26.13,False,
so_900_no_destino,S1_selecao,volume,EUA,liga,Brasil B,remates_90,12,446,-23.78,-41.99,-8.15,0.00888,0.05328,pode ser sorte,0.82,27.27,False,
so_900_no_destino,S1_selecao,volume,EUA,liga,Brasil B,passes_progressivos_90,12,446,-4.94,-20.43,12.69,0.55296,0.73729,sem diferença clara,0.82,23.21,False,
so_900_no_destino,S1_selecao,volume,EUA,liga,Brasil B,passes_recebidos_90,12,446,15.9,-4.67,42.21,0.18172,0.60082,sem diferença clara,0.82,25.61,False,
so_900_no_destino,S1_selecao,volume,EUA,liga,Brasil B,toques_area_90,12,446,-2.37,-27.35,18.77,0.83951,0.99243,sem diferença clara,0.82,28.24,False,
so_900_no_destino,S1_selecao,volume,EUA,liga,Brasil B,xg_90,12,446,-30.05,-45.42,-15.84,0.00013,0.00153,firme,0.82,30.02,True,
so_900_no_destino,S1_selecao,volume,EUA,liga,Brasil B,passes_chave_90,12,446,12.25,-14.43,40.32,0.40055,0.60082,sem diferença clara,0.82,31.34,False,
so_900_no_destino,S1_selecao,volume,EUA,liga,Brasil B,passes_90,12,446,12.13,-7.8,39.16,0.30752,0.60082,sem diferença clara,0.82,24.97,False,
so_900_no_destino,S1_selecao,volume,EUA,liga,Brasil B,acoes_def_90,12,446,0.21,-18.23,15.65,0.98171,0.99243,sem diferença clara,0.82,24.14,False,
so_900_no_destino,S1_selecao,volume,EUA,liga,Brasil B,FAMILIA (média dos indicadores),12,446,-2.15,-9.37,4.98,0.57003,,sem diferença clara,0.82,11.29,False,1
so_900_no_destino,S1_selecao,volume,FAIXA ABAIXO,faixa,Brasil B,duelos_90,21,446,-3.1,-13.65,7.36,0.56416,0.67699,sem diferença clara,0.63,15.53,False,
so_900_no_destino,S1_selecao,volume,FAIXA ABAIXO,faixa,Brasil B,duelos_aereos_90,21,446,-8.09,-19.08,3.67,0.16882,0.46818,sem diferença clara,0.63,16.79,False,
so_900_no_destino,S1_selecao,volume,FAIXA ABAIXO,faixa,Brasil B,dribles_90,21,446,-9.02,-20.48,4.48,0.14477,0.46818,sem diferença clara,0.63,17.33,False,
so_900_no_destino,S1_selecao,volume,FAIXA ABAIXO,faixa,Brasil B,aceleracoes_90,21,446,-8.58,-19.91,2.36,0.15982,0.46818,sem diferença clara,0.63,20.08,False,
so_900_no_destino,S1_selecao,volume,FAIXA ABAIXO,faixa,Brasil B,remates_90,21,446,-12.25,-25.16,0.38,0.0847,0.46818,sem diferença clara,0.63,20.95,False,
so_900_no_destino,S1_selecao,volume,FAIXA ABAIXO,faixa,Brasil B,passes_progressivos_90,21,446,-6.73,-18.18,7.41,0.32476,0.55673,sem diferença clara,0.63,17.83,False,
so_900_no_destino,S1_selecao,volume,FAIXA ABAIXO,faixa,Brasil B,passes_recebidos_90,21,446,1.11,-10.81,14.08,0.86439,0.86439,sem diferença clara,0.63,19.68,False,
so_900_no_destino,S1_selecao,volume,FAIXA ABAIXO,faixa,Brasil B,toques_area_90,21,446,-9.01,-22.73,2.35,0.19507,0.46818,sem diferença clara,0.63,21.69,False,
so_900_no_destino,S1_selecao,volume,FAIXA ABAIXO,faixa,Brasil B,xg_90,21,446,-10.95,-30.2,7.04,0.25631,0.51261,sem diferença clara,0.63,23.06,False,
so_900_no_destino,S1_selecao,volume,FAIXA ABAIXO,faixa,Brasil B,passes_chave_90,21,446,5.06,-10.1,22.4,0.54704,0.67699,sem diferença clara,0.63,24.08,False,
so_900_no_destino,S1_selecao,volume,FAIXA ABAIXO,faixa,Brasil B,passes_90,21,446,2.42,-9.34,14.98,0.70649,0.77071,sem diferença clara,0.63,19.19,False,
so_900_no_destino,S1_selecao,volume,FAIXA ABAIXO,faixa,Brasil B,acoes_def_90,21,446,-5.41,-19.12,7.42,0.37996,0.56994,sem diferença clara,0.63,18.55,False,
so_900_no_destino,S1_selecao,volume,FAIXA ABAIXO,faixa,Brasil B,FAMILIA (média dos indicadores),21,446,-5.38,-9.65,-1.28,0.01612,,pode ser sorte,0.63,8.67,False,0
so_900_no_destino,S1_selecao,volume,FAIXA ACIMA,faixa,Brasil B,duelos_90,41,446,-3.09,-10.34,4.23,0.40077,0.53436,sem diferença clara,0.46,11.34,False,
so_900_no_destino,S1_selecao,volume,FAIXA ACIMA,faixa,Brasil B,duelos_aereos_90,41,446,-0.24,-8.92,8.43,0.95951,0.97073,sem diferença clara,0.46,12.26,False,
so_900_no_destino,S1_selecao,volume,FAIXA ACIMA,faixa,Brasil B,dribles_90,41,446,0.15,-8.48,7.82,0.97073,0.97073,sem diferença clara,0.46,12.65,False,
so_900_no_destino,S1_selecao,volume,FAIXA ACIMA,faixa,Brasil B,aceleracoes_90,41,446,4.05,-3.74,11.94,0.36385,0.53436,sem diferença clara,0.46,14.66,False,
so_900_no_destino,S1_selecao,volume,FAIXA ACIMA,faixa,Brasil B,remates_90,41,446,-5.4,-15.99,6.36,0.34091,0.53436,sem diferença clara,0.46,15.3,False,
so_900_no_destino,S1_selecao,volume,FAIXA ACIMA,faixa,Brasil B,passes_progressivos_90,41,446,3.47,-5.95,12.36,0.48579,0.58294,sem diferença clara,0.46,13.02,False,
so_900_no_destino,S1_selecao,volume,FAIXA ACIMA,faixa,Brasil B,passes_recebidos_90,41,446,12.54,3.89,21.67,0.00662,0.07949,pode ser sorte,0.46,14.37,False,
so_900_no_destino,S1_selecao,volume,FAIXA ACIMA,faixa,Brasil B,toques_area_90,41,446,11.87,0.69,21.45,0.02851,0.17107,pode ser sorte,0.46,15.84,False,
so_900_no_destino,S1_selecao,volume,FAIXA ACIMA,faixa,Brasil B,xg_90,41,446,7.8,-5.21,19.5,0.21492,0.42983,sem diferença clara,0.46,16.84,False,
so_900_no_destino,S1_selecao,volume,FAIXA ACIMA,faixa,Brasil B,passes_chave_90,41,446,10.45,-3.84,21.72,0.10497,0.25193,sem diferença clara,0.46,17.58,False,
so_900_no_destino,S1_selecao,volume,FAIXA ACIMA,faixa,Brasil B,passes_90,41,446,8.11,0.27,16.09,0.07724,0.25193,sem diferença clara,0.46,14.01,False,
so_900_no_destino,S1_selecao,volume,FAIXA ACIMA,faixa,Brasil B,acoes_def_90,41,446,-8.97,-18.81,2.55,0.09505,0.25193,sem diferença clara,0.46,13.54,False,
so_900_no_destino,S1_selecao,volume,FAIXA ACIMA,faixa,Brasil B,FAMILIA (média dos indicadores),41,446,3.39,-0.17,6.5,0.07216,,sem diferença clara,0.46,6.33,False,0
so_900_no_destino,S1_selecao,volume,FAIXA PAREADO,faixa,Brasil B,duelos_90,17,446,-6.15,-19.45,6.99,0.38788,0.66493,sem diferença clara,0.69,17.01,False,
so_900_no_destino,S1_selecao,volume,FAIXA PAREADO,faixa,Brasil B,duelos_aereos_90,17,446,-6.36,-20.91,4.63,0.34633,0.66493,sem diferença clara,0.69,18.39,False,
so_900_no_destino,S1_selecao,volume,FAIXA PAREADO,faixa,Brasil B,dribles_90,17,446,5.7,-5.19,16.13,0.29134,0.66493,sem diferença clara,0.69,18.98,False,
so_900_no_destino,S1_selecao,volume,FAIXA PAREADO,faixa,Brasil B,aceleracoes_90,17,446,-18.52,-35.26,-2.53,0.03614,0.14455,pode ser sorte,0.69,21.99,False,
so_900_no_destino,S1_selecao,volume,FAIXA PAREADO,faixa,Brasil B,remates_90,17,446,-4.89,-23.41,13.05,0.62199,0.82932,sem diferença clara,0.69,22.94,False,
so_900_no_destino,S1_selecao,volume,FAIXA PAREADO,faixa,Brasil B,passes_progressivos_90,17,446,6.19,-4.1,15.54,0.22516,0.66493,sem diferença clara,0.69,19.53,False,
so_900_no_destino,S1_selecao,volume,FAIXA PAREADO,faixa,Brasil B,passes_recebidos_90,17,446,17.07,0.77,33.6,0.02385,0.14313,pode ser sorte,0.69,21.55,False,
so_900_no_destino,S1_selecao,volume,FAIXA PAREADO,faixa,Brasil B,toques_area_90,17,446,0.88,-15.69,16.63,0.91754,0.98801,sem diferença clara,0.69,23.76,False,
so_900_no_destino,S1_selecao,volume,FAIXA PAREADO,faixa,Brasil B,xg_90,17,446,-0.13,-17.52,18.23,0.98801,0.98801,sem diferença clara,0.69,25.26,False,
so_900_no_destino,S1_selecao,volume,FAIXA PAREADO,faixa,Brasil B,passes_chave_90,17,446,-4.88,-20.87,10.24,0.55065,0.82597,sem diferença clara,0.69,26.37,False,
so_900_no_destino,S1_selecao,volume,FAIXA PAREADO,faixa,Brasil B,passes_90,17,446,16.8,3.84,28.81,0.00603,0.07233,pode ser sorte,0.69,21.01,False,
so_900_no_destino,S1_selecao,volume,FAIXA PAREADO,faixa,Brasil B,acoes_def_90,17,446,-3.3,-20.54,15.49,0.71872,0.86246,sem diferença clara,0.69,20.32,False,
so_900_no_destino,S1_selecao,volume,FAIXA PAREADO,faixa,Brasil B,FAMILIA (média dos indicadores),17,446,0.2,-6.0,5.55,0.94707,,sem diferença clara,0.69,9.5,False,0
so_900_no_destino,S1_selecao,volume,Portugal A,liga,Brasil B,duelos_90,10,446,-15.38,-29.77,1.43,0.04292,0.51504,pode ser sorte,0.9,22.19,False,
so_900_no_destino,S1_selecao,volume,Portugal A,liga,Brasil B,duelos_aereos_90,10,446,-6.09,-19.7,6.7,0.37903,0.53238,sem diferença clara,0.9,23.99,False,
so_900_no_destino,S1_selecao,volume,Portugal A,liga,Brasil B,dribles_90,10,446,-1.23,-19.14,18.85,0.89241,0.89241,sem diferença clara,0.9,24.76,False,
so_900_no_destino,S1_selecao,volume,Portugal A,liga,Brasil B,aceleracoes_90,10,446,19.14,-8.64,40.55,0.1003,0.53238,sem diferença clara,0.9,28.68,False,
so_900_no_destino,S1_selecao,volume,Portugal A,liga,Brasil B,remates_90,10,446,-10.9,-30.82,13.24,0.30118,0.53238,sem diferença clara,0.9,29.93,False,
so_900_no_destino,S1_selecao,volume,Portugal A,liga,Brasil B,passes_progressivos_90,10,446,-1.26,-10.83,9.64,0.80613,0.87941,sem diferença clara,0.9,25.48,False,
so_900_no_destino,S1_selecao,volume,Portugal A,liga,Brasil B,passes_recebidos_90,10,446,9.16,-8.21,26.87,0.30425,0.53238,sem diferença clara,0.9,28.11,False,
so_900_no_destino,S1_selecao,volume,Portugal A,liga,Brasil B,toques_area_90,10,446,11.68,-4.03,30.89,0.14706,0.53238,sem diferença clara,0.9,30.99,False,
so_900_no_destino,S1_selecao,volume,Portugal A,liga,Brasil B,xg_90,10,446,6.58,-19.28,34.42,0.59942,0.71931,sem diferença clara,0.9,32.95,False,
so_900_no_destino,S1_selecao,volume,Portugal A,liga,Brasil B,passes_chave_90,10,446,7.03,-7.81,23.68,0.37041,0.53238,sem diferença clara,0.9,34.39,False,
so_900_no_destino,S1_selecao,volume,Portugal A,liga,Brasil B,passes_90,10,446,5.67,-7.09,18.07,0.39929,0.53238,sem diferença clara,0.9,27.41,False,
so_900_no_destino,S1_selecao,volume,Portugal A,liga,Brasil B,acoes_def_90,10,446,-12.54,-32.0,6.51,0.19865,0.53238,sem diferença clara,0.9,26.5,False,
so_900_no_destino,S1_selecao,volume,Portugal A,liga,Brasil B,FAMILIA (média dos indicadores),10,446,0.99,-6.27,9.75,0.79311,,sem diferença clara,0.9,12.39,False,0
so_900_no_destino,S1_selecao,volume,Portugal B,liga,Brasil B,duelos_90,5,446,3.05,-28.24,28.67,0.79441,0.81057,sem diferença clara,1.26,31.06,False,
so_900_no_destino,S1_selecao,volume,Portugal B,liga,Brasil B,duelos_aereos_90,5,446,-14.11,-40.17,18.4,0.32228,0.64455,sem diferença clara,1.26,33.58,False,
so_900_no_destino,S1_selecao,volume,Portugal B,liga,Brasil B,dribles_90,5,446,14.44,-2.23,27.79,0.04801,0.28809,pode ser sorte,1.26,34.66,False,
so_900_no_destino,S1_selecao,volume,Portugal B,liga,Brasil B,aceleracoes_90,5,446,18.22,3.95,32.72,0.00674,0.08082,pode ser sorte,1.26,40.16,False,
so_900_no_destino,S1_selecao,volume,Portugal B,liga,Brasil B,remates_90,5,446,10.68,-3.32,26.01,0.1086,0.43438,sem diferença clara,1.26,41.9,False,
so_900_no_destino,S1_selecao,volume,Portugal B,liga,Brasil B,passes_progressivos_90,5,446,5.51,-28.94,41.73,0.76104,0.81057,sem diferença clara,1.26,35.67,False,
so_900_no_destino,S1_selecao,volume,Portugal B,liga,Brasil B,passes_recebidos_90,5,446,-13.52,-38.73,18.84,0.30592,0.64455,sem diferença clara,1.26,39.35,False,
so_900_no_destino,S1_selecao,volume,Portugal B,liga,Brasil B,toques_area_90,5,446,7.59,-9.29,31.58,0.44658,0.76556,sem diferença clara,1.26,43.39,False,
so_900_no_destino,S1_selecao,volume,Portugal B,liga,Brasil B,xg_90,5,446,5.43,-18.74,27.24,0.61946,0.81057,sem diferença clara,1.26,46.13,False,
so_900_no_destino,S1_selecao,volume,Portugal B,liga,Brasil B,passes_chave_90,5,446,-18.49,-50.06,26.22,0.24532,0.64455,sem diferença clara,1.26,48.15,False,
so_900_no_destino,S1_selecao,volume,Portugal B,liga,Brasil B,passes_90,5,446,-4.65,-23.54,25.44,0.7059,0.81057,sem diferença clara,1.26,38.37,False,
so_900_no_destino,S1_selecao,volume,Portugal B,liga,Brasil B,acoes_def_90,5,446,2.07,-17.72,22.37,0.81057,0.81057,sem diferença clara,1.26,37.1,False,
so_900_no_destino,S1_selecao,volume,Portugal B,liga,Brasil B,FAMILIA (média dos indicadores),5,446,1.35,-5.41,8.71,0.67195,,sem diferença clara,1.26,17.34,False,0
so_900_no_destino,S1_selecao,volume,Uruguai,liga,Brasil B,duelos_90,15,446,5.12,-5.93,15.23,0.32668,0.49002,sem diferença clara,0.74,18.24,False,
so_900_no_destino,S1_selecao,volume,Uruguai,liga,Brasil B,duelos_aereos_90,15,446,12.42,-5.25,24.55,0.07574,0.22721,sem diferença clara,0.74,19.72,False,
so_900_no_destino,S1_selecao,volume,Uruguai,liga,Brasil B,dribles_90,15,446,-9.19,-25.27,6.72,0.28787,0.49002,sem diferença clara,0.74,20.36,False,
so_900_no_destino,S1_selecao,volume,Uruguai,liga,Brasil B,aceleracoes_90,15,446,-4.85,-20.79,13.35,0.59177,0.60939,sem diferença clara,0.74,23.58,False,
so_900_no_destino,S1_selecao,volume,Uruguai,liga,Brasil B,remates_90,15,446,-13.23,-29.65,3.14,0.11714,0.28113,sem diferença clara,0.74,24.61,False,
so_900_no_destino,S1_selecao,volume,Uruguai,liga,Brasil B,passes_progressivos_90,15,446,-3.8,-16.99,10.0,0.55339,0.60939,sem diferença clara,0.74,20.95,False,
so_900_no_destino,S1_selecao,volume,Uruguai,liga,Brasil B,passes_recebidos_90,15,446,-16.04,-26.64,-6.03,0.00058,0.00699,firme,0.74,23.11,False,
so_900_no_destino,S1_selecao,volume,Uruguai,liga,Brasil B,toques_area_90,15,446,-10.75,-28.77,7.68,0.26551,0.49002,sem diferença clara,0.74,25.48,False,
so_900_no_destino,S1_selecao,volume,Uruguai,liga,Brasil B,xg_90,15,446,-14.83,-30.09,0.37,0.07522,0.22721,sem diferença clara,0.74,27.09,False,
so_900_no_destino,S1_selecao,volume,Uruguai,liga,Brasil B,passes_chave_90,15,446,4.96,-17.46,21.57,0.60939,0.60939,sem diferença clara,0.74,28.28,False,
so_900_no_destino,S1_selecao,volume,Uruguai,liga,Brasil B,passes_90,15,446,-15.04,-26.27,-5.19,0.0034,0.0204,firme,0.74,22.54,False,
so_900_no_destino,S1_selecao,volume,Uruguai,liga,Brasil B,acoes_def_90,15,446,3.68,-5.99,14.01,0.47027,0.60939,sem diferença clara,0.74,21.79,False,
so_900_no_destino,S1_selecao,volume,Uruguai,liga,Brasil B,FAMILIA (média dos indicadores),15,446,-5.13,-12.43,1.08,0.1619,,sem diferença clara,0.74,10.19,False,2
so_900_no_destino,S2_selecao_idade,volume,Argentina A,liga,Brasil B,duelos_90,19,446,9.13,-0.04,17.22,0.03538,0.12668,pode ser sorte,0.66,16.27,False,
so_900_no_destino,S2_selecao_idade,volume,Argentina A,liga,Brasil B,duelos_aereos_90,19,446,16.19,1.78,32.78,0.02676,0.12668,pode ser sorte,0.66,17.59,False,
so_900_no_destino,S2_selecao_idade,volume,Argentina A,liga,Brasil B,dribles_90,19,446,-21.4,-33.82,-10.98,0.00019,0.00229,firme,0.66,18.16,True,
so_900_no_destino,S2_selecao_idade,volume,Argentina A,liga,Brasil B,aceleracoes_90,19,446,-1.39,-20.65,17.97,0.88915,0.96998,sem diferença clara,0.66,21.03,False,
so_900_no_destino,S2_selecao_idade,volume,Argentina A,liga,Brasil B,remates_90,19,446,-0.19,-13.03,12.26,0.97653,0.97653,sem diferença clara,0.66,21.95,False,
so_900_no_destino,S2_selecao_idade,volume,Argentina A,liga,Brasil B,passes_progressivos_90,19,446,12.26,-1.07,24.19,0.04223,0.12668,pode ser sorte,0.66,18.68,False,
so_900_no_destino,S2_selecao_idade,volume,Argentina A,liga,Brasil B,passes_recebidos_90,19,446,2.49,-9.49,13.54,0.67983,0.90644,sem diferença clara,0.66,20.61,False,
so_900_no_destino,S2_selecao_idade,volume,Argentina A,liga,Brasil B,toques_area_90,19,446,3.08,-9.56,15.03,0.64483,0.90644,sem diferença clara,0.66,22.73,False,
so_900_no_destino,S2_selecao_idade,volume,Argentina A,liga,Brasil B,xg_90,19,446,-1.46,-14.26,10.91,0.82079,0.96998,sem diferença clara,0.66,24.16,False,
so_900_no_destino,S2_selecao_idade,volume,Argentina A,liga,Brasil B,passes_chave_90,19,446,5.64,-6.93,17.63,0.42399,0.73013,sem diferença clara,0.66,25.22,False,
so_900_no_destino,S2_selecao_idade,volume,Argentina A,liga,Brasil B,passes_90,19,446,4.88,-7.94,16.57,0.42591,0.73013,sem diferença clara,0.66,20.1,False,
so_900_no_destino,S2_selecao_idade,volume,Argentina A,liga,Brasil B,acoes_def_90,19,446,14.59,-0.91,28.68,0.06777,0.16266,sem diferença clara,0.66,19.43,False,
so_900_no_destino,S2_selecao_idade,volume,Argentina A,liga,Brasil B,FAMILIA (média dos indicadores),19,446,3.65,-1.42,7.74,0.13144,,sem diferença clara,0.66,9.09,False,1
so_900_no_destino,S2_selecao_idade,volume,Brasil A,liga,Brasil B,duelos_90,98,446,-1.89,-5.86,1.86,0.33016,0.39619,sem diferença clara,0.32,7.89,False,
so_900_no_destino,S2_selecao_idade,volume,Brasil A,liga,Brasil B,duelos_aereos_90,98,446,-3.29,-6.43,-0.01,0.06386,0.10947,sem diferença clara,0.32,8.53,False,
so_900_no_destino,S2_selecao_idade,volume,Brasil A,liga,Brasil B,dribles_90,98,446,1.01,-2.97,4.87,0.6169,0.67298,sem diferença clara,0.32,8.8,False,
so_900_no_destino,S2_selecao_idade,volume,Brasil A,liga,Brasil B,aceleracoes_90,98,446,2.43,-2.28,6.79,0.29835,0.39619,sem diferença clara,0.32,10.2,False,
so_900_no_destino,S2_selecao_idade,volume,Brasil A,liga,Brasil B,remates_90,98,446,-0.33,-4.64,4.23,0.88212,0.88212,sem diferença clara,0.32,10.64,False,
so_900_no_destino,S2_selecao_idade,volume,Brasil A,liga,Brasil B,passes_progressivos_90,98,446,4.03,0.5,7.41,0.02997,0.0603,pode ser sorte,0.32,9.06,False,
so_900_no_destino,S2_selecao_idade,volume,Brasil A,liga,Brasil B,passes_recebidos_90,98,446,16.28,12.43,20.32,0.0,0.0,firme,0.32,9.99,True,
so_900_no_destino,S2_selecao_idade,volume,Brasil A,liga,Brasil B,toques_area_90,98,446,7.6,3.28,11.94,0.00068,0.00203,firme,0.32,11.02,False,
so_900_no_destino,S2_selecao_idade,volume,Brasil A,liga,Brasil B,xg_90,98,446,4.24,-0.23,9.3,0.08136,0.12204,sem diferença clara,0.32,11.72,False,
so_900_no_destino,S2_selecao_idade,volume,Brasil A,liga,Brasil B,passes_chave_90,98,446,6.23,0.48,11.25,0.03015,0.0603,pode ser sorte,0.32,12.23,False,
so_900_no_destino,S2_selecao_idade,volume,Brasil A,liga,Brasil B,passes_90,98,446,14.57,10.84,18.59,0.0,0.0,firme,0.32,9.75,True,
so_900_no_destino,S2_selecao_idade,volume,Brasil A,liga,Brasil B,acoes_def_90,98,446,-7.94,-11.75,-4.23,4e-05,0.00014,firme,0.32,9.42,False,
so_900_no_destino,S2_selecao_idade,volume,Brasil A,liga,Brasil B,FAMILIA (média dos indicadores),98,446,3.58,2.14,5.11,1e-05,,pode ser sorte,0.32,4.4,False,4
so_900_no_destino,S2_selecao_idade,volume,Brasil C,liga,Brasil B,duelos_90,61,446,6.1,1.58,11.16,0.01218,0.03654,firme,0.39,9.61,False,
so_900_no_destino,S2_selecao_idade,volume,Brasil C,liga,Brasil B,duelos_aereos_90,61,446,4.01,-1.19,8.31,0.09659,0.19318,sem diferença clara,0.39,10.39,False,
so_900_no_destino,S2_selecao_idade,volume,Brasil C,liga,Brasil B,dribles_90,61,446,-2.04,-6.33,3.46,0.43363,0.57817,sem diferença clara,0.39,10.73,False,
so_900_no_destino,S2_selecao_idade,volume,Brasil C,liga,Brasil B,aceleracoes_90,61,446,1.06,-4.88,7.6,0.73958,0.73961,sem diferença clara,0.39,12.43,False,
so_900_no_destino,S2_selecao_idade,volume,Brasil C,liga,Brasil B,remates_90,61,446,-9.33,-15.76,-3.38,0.00222,0.02063,firme,0.39,12.97,False,
