temporada,leitura,nivel,unidade,pilar,familia,comparacao,corte,recorte_extra,normalizacao,medida,medida_nome,indicador,nome,n_a,n_b,clubes_a,clubes_b,cru_a,cru_b,dif_bruta,d,ic95_lo,ic95_hi,p,q,n_testes_na_familia,q_por_medida,selo_por_medida,d_minimo_80_linhas,d_minimo_80_clubes,poder_suficiente,abaixo_do_piso,selo,porta_roda,porta_rho_parcial,porta_p,confianca,confianca_motivo
2025,principal,clube_temporada,clube-temporada,fisico_col,fisico_col_x_CM,CM,com,,posto_no_ano,delta_descanso,jogo com menos de 4 dias de descanso menos jogo normal,distance_p90,Distância por 90 min (m),4,12,4,12,285.856,20.344,265.512,1.323,0.33,3.02,0.07445,0.39707,32,0.29778,sem diferença clara,1.74,1.74,0,1,sem diferença clara,0,,,indício,não passa no BH da família e a porta não sustenta
2025,principal,clube_temporada,clube-temporada,fisico_col,fisico_col_x_CM,CM,com,,posto_no_ano,delta_descanso,jogo com menos de 4 dias de descanso menos jogo normal,hi_distance_p90,Distância em alta intensidade por 90 (m),4,12,4,12,40.721,16.427,24.294,0.528,-0.86,2.47,0.50907,0.80938,32,0.8145,sem diferença clara,1.74,1.74,0,1,sem diferença clara,0,,,indício,não passa no BH da família e a porta não sustenta
2025,principal,clube_temporada,clube-temporada,fisico_col,fisico_col_x_CM,CM,com,,posto_no_ano,delta_descanso,jogo com menos de 4 dias de descanso menos jogo normal,high_accel_p90,Acelerações fortes por 90,4,12,4,12,-0.224,-0.186,-0.038,0.109,-1.41,1.61,0.88302,0.89493,32,0.88302,sem diferença clara,1.74,1.74,0,1,sem diferença clara,0,,,indício,não passa no BH da família e a porta não sustenta
2025,principal,clube_temporada,clube-temporada,fisico_col,fisico_col_x_CM,CM,com,,posto_no_ano,delta_descanso,jogo com menos de 4 dias de descanso menos jogo normal,m_per_min,Metros por minuto,4,12,4,12,3.176,0.226,2.95,1.323,0.3,3.03,0.07445,0.39707,32,0.29778,sem diferença clara,1.74,1.74,0,1,sem diferença clara,0,,,indício,não passa no BH da família e a porta não sustenta
2025,principal,clube_temporada,clube-temporada (calendário cheio),resultado_col,resultado_col_x_CM,CM,com,,posto_no_ano,delta_descanso,jogo com menos de 4 dias de descanso menos jogo normal,pontos_jogo,Pontos por jogo,4,12,4,12,-0.216,-0.846,0.63,1.045,0.15,2.54,0.08807,0.08807,4,0.08807,sem diferença clara,1.74,1.74,0,1,sem diferença clara,0,,,indício,não passa no BH da família e a porta não sustenta
2025,principal,clube_temporada,clube-temporada,fisico_col,fisico_col_x_CM,CM,com,,posto_no_ano,delta_descanso,jogo com menos de 4 dias de descanso menos jogo normal,psv99,PSV-99 do jogador no jogo (km/h),4,12,4,12,-0.288,0.249,-0.537,-0.852,-3.18,0.59,0.30775,0.70343,32,0.81416,sem diferença clara,1.74,1.74,0,1,sem diferença clara,0,,,indício,não passa no BH da família e a porta não sustenta
2025,principal,clube_temporada,clube-temporada,fisico_col,fisico_col_x_CM,CM,com,,posto_no_ano,delta_descanso,jogo com menos de 4 dias de descanso menos jogo normal,running_distance_p90,Distância em corrida por 90 (m),4,12,4,12,-1.699,15.71,-17.409,0.141,-1.53,2.04,0.86239,0.89493,32,0.88302,sem diferença clara,1.74,1.74,0,1,sem diferença clara,0,,,indício,não passa no BH da família e a porta não sustenta
2025,principal,clube_temporada,clube-temporada,fisico_col,fisico_col_x_CM,CM,com,,posto_no_ano,delta_descanso,jogo com menos de 4 dias de descanso menos jogo normal,sprint_count_p90,Número de sprints por 90,4,12,4,12,-0.321,0.272,-0.593,-0.28,-2.54,1.53,0.74819,0.89493,32,0.88302,sem diferença clara,1.74,1.74,0,1,sem diferença clara,0,,,indício,não passa no BH da família e a porta não sustenta
2025,principal,clube_temporada,clube-temporada,fisico_col,fisico_col_x_CM,CM,com,,posto_no_ano,delta_descanso,jogo com menos de 4 dias de descanso menos jogo normal,sprint_distance_p90,Distância em sprint por 90 (m),4,12,4,12,22.092,5.104,16.988,0.754,-0.82,3.12,0.40708,0.7237,32,0.81416,sem diferença clara,1.74,1.74,0,1,sem diferença clara,0,,,indício,não passa no BH da família e a porta não sustenta
2025,principal,clube_temporada,clube-temporada,fisico_col,fisico_col_x_CM,CM,com,,posto_no_ano,delta_turno,returno menos turno — sustentar ao longo da temporada,distance_p90,Distância por 90 min (m),4,12,4,12,-165.706,-46.873,-118.833,-0.354,-1.78,0.76,0.58174,0.80938,32,0.79582,sem diferença clara,1.74,1.74,0,1,sem diferença clara,0,,,indício,não passa no BH da família e a porta não sustenta
2025,principal,clube_temporada,clube-temporada,fisico_col,fisico_col_x_CM,CM,com,,posto_no_ano,delta_turno,returno menos turno — sustentar ao longo da temporada,hi_distance_p90,Distância em alta intensidade por 90 (m),4,12,4,12,-6.548,-3.39,-3.158,-0.105,-1.86,1.61,0.89493,0.89493,32,0.89493,sem diferença clara,1.74,1.74,0,1,sem diferença clara,0,,,indício,não passa no BH da família e a porta não sustenta
2025,principal,clube_temporada,clube-temporada,fisico_col,fisico_col_x_CM,CM,com,,posto_no_ano,delta_turno,returno menos turno — sustentar ao longo da temporada,high_accel_p90,Acelerações fortes por 90,4,12,4,12,0.061,0.127,-0.066,-0.337,-1.51,0.52,0.47021,0.79193,32,0.79582,sem diferença clara,1.74,1.74,0,1,sem diferença clara,0,,,indício,não passa no BH da família e a porta não sustenta
2025,principal,clube_temporada,clube-temporada,fisico_col,fisico_col_x_CM,CM,com,,posto_no_ano,delta_turno,returno menos turno — sustentar ao longo da temporada,m_per_min,Metros por minuto,4,12,4,12,-1.841,-0.521,-1.32,-0.354,-1.68,0.83,0.58174,0.80938,32,0.79582,sem diferença clara,1.74,1.74,0,1,sem diferença clara,0,,,indício,não passa no BH da família e a porta não sustenta
2025,principal,clube_temporada,clube-temporada (calendário cheio),resultado_col,resultado_col_x_CM,CM,com,,posto_no_ano,delta_turno,returno menos turno — sustentar ao longo da temporada,pontos_jogo,Pontos por jogo,4,12,4,12,-0.211,0.053,-0.264,-0.909,-2.29,-0.09,0.06481,0.08641,4,0.06481,sem diferença clara,1.74,1.74,0,1,sem diferença clara,0,,,indício,não passa no BH da família e a porta não sustenta
2025,principal,clube_temporada,clube-temporada,fisico_col,fisico_col_x_CM,CM,com,,posto_no_ano,delta_turno,returno menos turno — sustentar ao longo da temporada,psv99,PSV-99 do jogador no jogo (km/h),4,12,4,12,0.152,-0.031,0.183,0.788,-0.4,2.46,0.27092,0.68756,32,0.79582,sem diferença clara,1.74,1.74,0,1,sem diferença clara,0,,,indício,não passa no BH da família e a porta não sustenta
2025,principal,clube_temporada,clube-temporada,fisico_col,fisico_col_x_CM,CM,com,,posto_no_ano,delta_turno,returno menos turno — sustentar ao longo da temporada,running_distance_p90,Distância em corrida por 90 (m),4,12,4,12,-45.379,-14.677,-30.702,-0.406,-1.98,0.79,0.57066,0.80938,32,0.79582,sem diferença clara,1.74,1.74,0,1,sem diferença clara,0,,,indício,não passa no BH da família e a porta não sustenta
2025,principal,clube_temporada,clube-temporada,fisico_col,fisico_col_x_CM,CM,com,,posto_no_ano,delta_turno,returno menos turno — sustentar ao longo da temporada,sprint_count_p90,Número de sprints por 90,4,12,4,12,-0.1,-0.148,0.048,-0.292,-1.82,1.21,0.69635,0.89133,32,0.79582,sem diferença clara,1.74,1.74,0,1,sem diferença clara,0,,,indício,não passa no BH da família e a porta não sustenta
2025,principal,clube_temporada,clube-temporada,fisico_col,fisico_col_x_CM,CM,com,,posto_no_ano,delta_turno,returno menos turno — sustentar ao longo da temporada,sprint_distance_p90,Distância em sprint por 90 (m),4,12,4,12,-2.211,2.543,-4.754,-0.419,-2.36,1.21,0.61923,0.82564,32,0.79582,sem diferença clara,1.74,1.74,0,1,sem diferença clara,0,,,indício,não passa no BH da família e a porta não sustenta
2025,principal,clube_temporada,clube-temporada,fisico_col,fisico_col_x_CM,CM,com,,posto_no_ano,returno,nível no 2º turno (rodadas 20+),distance_p90,Distância por 90 min (m),4,12,4,12,9306.381,9610.132,-303.751,-0.933,-3.2,0.39,0.27932,0.68756,32,0.37242,sem diferença clara,1.74,1.74,0,1,sem diferença clara,0,,,indício,não passa no BH da família e a porta não sustenta
2025,principal,clube_temporada,clube-temporada,fisico_col,fisico_col_x_CM,CM,com,,posto_no_ano,returno,nível no 2º turno (rodadas 20+),hi_distance_p90,Distância em alta intensidade por 90 (m),4,12,4,12,617.108,675.042,-57.934,-1.576,-3.85,-0.8,0.00157,0.05024,32,0.01257,firme,1.74,1.74,0,1,pode ser sorte,0,,,indício,não passa no BH da família e a porta não sustenta
2025,principal,clube_temporada,clube-temporada,fisico_col,fisico_col_x_CM,CM,com,,posto_no_ano,returno,nível no 2º turno (rodadas 20+),high_accel_p90,Acelerações fortes por 90,4,12,4,12,6.374,6.392,-0.018,-0.206,-1.52,1.01,0.76361,0.89493,32,0.82733,sem diferença clara,1.74,1.74,0,1,sem diferença clara,0,,,indício,não passa no BH da família e a porta não sustenta
2025,principal,clube_temporada,clube-temporada,fisico_col,fisico_col_x_CM,CM,com,,posto_no_ano,returno,nível no 2º turno (rodadas 20+),m_per_min,Metros por minuto,4,12,4,12,103.404,106.779,-3.375,-0.933,-3.18,0.51,0.27932,0.68756,32,0.37242,sem diferença clara,1.74,1.74,0,1,sem diferença clara,0,,,indício,não passa no BH da família e a porta não sustenta
2025,principal,clube_temporada,clube-temporada (calendário cheio),resultado_col,resultado_col_x_CM,CM,com,,posto_no_ano,returno,nível no 2º turno (rodadas 20+),pontos_jogo,Pontos por jogo,4,12,4,12,0.842,1.342,-0.5,-2.3,-4.3,-1.62,4e-05,0.00016,4,4e-05,firme,1.74,1.74,1,1,firme,0,,,provável,passa no BH da família; a porta temporal não roda nesta medida (a medida já contém o 2º turno)
2025,principal,clube_temporada,clube-temporada,fisico_col,fisico_col_x_CM,CM,com,,posto_no_ano,returno,nível no 2º turno (rodadas 20+),psv99,PSV-99 do jogador no jogo (km/h),4,12,4,12,28.627,28.817,-0.19,-0.195,-2.37,1.89,0.82733,0.89493,32,0.82733,sem diferença clara,1.74,1.74,0,1,sem diferença clara,0,,,indício,não passa no BH da família e a porta não sustenta
2025,principal,clube_temporada,clube-temporada,fisico_col,fisico_col_x_CM,CM,com,,posto_no_ano,returno,nível no 2º turno (rodadas 20+),running_distance_p90,Distância em corrida por 90 (m),4,12,4,12,1179.44,1292.498,-113.058,-1.251,-3.26,-0.06,0.12103,0.4993,32,0.24205,sem diferença clara,1.74,1.74,0,1,sem diferença clara,0,,,indício,não passa no BH da família e a porta não sustenta
2025,principal,clube_temporada,clube-temporada,fisico_col,fisico_col_x_CM,CM,com,,posto_no_ano,returno,nível no 2º turno (rodadas 20+),sprint_count_p90,Número de sprints por 90,4,12,4,12,8.051,8.95,-0.899,-1.701,-3.49,-0.84,0.00962,0.14208,32,0.03551,firme,1.74,1.74,0,1,pode ser sorte,0,,,indício,não passa no BH da família e a porta não sustenta
2025,principal,clube_temporada,clube-temporada,fisico_col,fisico_col_x_CM,CM,com,,posto_no_ano,returno,nível no 2º turno (rodadas 20+),sprint_distance_p90,Distância em sprint por 90 (m),4,12,4,12,156.299,177.032,-20.733,-1.5,-3.27,-0.64,0.01332,0.14208,32,0.03551,firme,1.74,1.74,0,1,pode ser sorte,0,,,indício,não passa no BH da família e a porta não sustenta
2025,principal,clube_temporada,clube-temporada,fisico_col,fisico_col_x_CM,CM,com,,posto_no_ano,turno,nível no 1º turno (rodadas 1–19),distance_p90,Distância por 90 min (m),4,12,4,12,9401.796,9705.682,-303.886,-0.593,-2.2,0.67,0.39968,0.7237,32,0.45678,sem diferença clara,1.74,1.74,0,1,sem diferença clara,1,0.305,0.20356,indício,não passa no BH da família e a porta não sustenta
2025,principal,clube_temporada,clube-temporada,fisico_col,fisico_col_x_CM,CM,com,,posto_no_ano,turno,nível no 1º turno (rodadas 1–19),hi_distance_p90,Distância em alta intensidade por 90 (m),4,12,4,12,611.799,686.094,-74.295,-1.222,-2.99,-0.25,0.07201,0.39707,32,0.31207,sem diferença clara,1.74,1.74,0,1,sem diferença clara,1,0.076,0.75631,indício,não passa no BH da família e a porta não sustenta
2025,principal,clube_temporada,clube-temporada,fisico_col,fisico_col_x_CM,CM,com,,posto_no_ano,turno,nível no 1º turno (rodadas 1–19),high_accel_p90,Acelerações fortes por 90,4,12,4,12,6.384,6.361,0.023,-0.102,-1.26,0.98,0.85192,0.89493,32,0.85192,sem diferença clara,1.74,1.74,0,1,sem diferença clara,1,-0.403,0.08695,indício,não passa no BH da família e a porta não sustenta
2025,principal,clube_temporada,clube-temporada,fisico_col,fisico_col_x_CM,CM,com,,posto_no_ano,turno,nível no 1º turno (rodadas 1–19),m_per_min,Metros por minuto,4,12,4,12,104.464,107.841,-3.377,-0.593,-2.15,0.66,0.39968,0.7237,32,0.45678,sem diferença clara,1.74,1.74,0,1,sem diferença clara,1,0.305,0.20356,indício,não passa no BH da família e a porta não sustenta
2025,principal,clube_temporada,clube-temporada (calendário cheio),resultado_col,resultado_col_x_CM,CM,com,,posto_no_ano,turno,nível no 1º turno (rodadas 1–19),pontos_jogo,Pontos por jogo,4,12,4,12,1.053,1.368,-0.315,-1.553,-3.3,-0.92,0.00066,0.00132,4,0.00066,firme,1.74,1.74,0,1,firme,0,,,provável,passa no BH da família; a porta temporal não roda nesta medida (a medida já contém o 2º turno)
2025,principal,clube_temporada,clube-temporada,fisico_col,fisico_col_x_CM,CM,com,,posto_no_ano,turno,nível no 1º turno (rodadas 1–19),psv99,PSV-99 do jogador no jogo (km/h),4,12,4,12,28.369,28.756,-0.387,-1.222,-3.68,0.06,0.15603,0.4993,32,0.31207,sem diferença clara,1.74,1.74,0,1,sem diferença clara,1,0.011,0.96283,indício,não passa no BH da família e a porta não sustenta
2025,principal,clube_temporada,clube-temporada,fisico_col,fisico_col_x_CM,CM,com,,posto_no_ano,turno,nível no 1º turno (rodadas 1–19),running_distance_p90,Distância em corrida por 90 (m),4,12,4,12,1197.125,1284.825,-87.7,-0.701,-2.54,0.57,0.3592,0.7237,32,0.45678,sem diferença clara,1.74,1.74,0,1,sem diferença clara,1,0.206,0.39773,indício,não passa no BH da família e a porta não sustenta
2025,principal,clube_temporada,clube-temporada,fisico_col,fisico_col_x_CM,CM,com,,posto_no_ano,turno,nível no 1º turno (rodadas 1–19),sprint_count_p90,Número de sprints por 90,4,12,4,12,7.961,8.85,-0.889,-1.297,-3.75,-0.01,0.15488,0.4993,32,0.31207,sem diferença clara,1.74,1.74,0,1,sem diferença clara,1,0.065,0.7908,indício,não passa no BH da família e a porta não sustenta
2025,principal,clube_temporada,clube-temporada,fisico_col,fisico_col_x_CM,CM,com,,posto_no_ano,turno,nível no 1º turno (rodadas 1–19),sprint_distance_p90,Distância em sprint por 90 (m),4,12,4,12,155.367,173.673,-18.306,-1.138,-2.97,0.09,0.15075,0.4993,32,0.31207,sem diferença clara,1.74,1.74,0,1,sem diferença clara,1,0.024,0.92354,indício,não passa no BH da família e a porta não sustenta
2025,principal,clube_temporada,clube-temporada,fisico_col,fisico_col_x_CM,CM,sem_fronteira,,posto_no_ano,delta_descanso,jogo com menos de 4 dias de descanso menos jogo normal,distance_p90,Distância por 90 min (m),3,8,3,8,380.307,20.344,359.963,1.389,0.25,4.35,0.16528,0.44075,32,0.44076,sem diferença clara,2.13,2.13,0,1,sem diferença clara,0,,,indício,não passa no BH da família e a porta não sustenta
2025,principal,clube_temporada,clube-temporada,fisico_col,fisico_col_x_CM,CM,sem_fronteira,,posto_no_ano,delta_descanso,jogo com menos de 4 dias de descanso menos jogo normal,hi_distance_p90,Distância em alta intensidade por 90 (m),3,8,3,8,40.577,4.425,36.152,0.355,-1.19,2.63,0.71015,0.8116,32,0.71015,sem diferença clara,2.13,2.13,0,1,sem diferença clara,0,,,indício,não passa no BH da família e a porta não sustenta
2025,principal,clube_temporada,clube-temporada,fisico_col,fisico_col_x_CM,CM,sem_fronteira,,posto_no_ano,delta_descanso,jogo com menos de 4 dias de descanso menos jogo normal,high_accel_p90,Acelerações fortes por 90,3,8,3,8,-0.426,-0.175,-0.251,-0.339,-1.91,1.03,0.64072,0.8116,32,0.71015,sem diferença clara,2.13,2.13,0,1,sem diferença clara,0,,,indício,não passa no BH da família e a porta não sustenta
2025,principal,clube_temporada,clube-temporada,fisico_col,fisico_col_x_CM,CM,sem_fronteira,,posto_no_ano,delta_descanso,jogo com menos de 4 dias de descanso menos jogo normal,m_per_min,Metros por minuto,3,8,3,8,4.225,0.226,3.999,1.389,0.21,3.96,0.16528,0.44075,32,0.44076,sem diferença clara,2.13,2.13,0,1,sem diferença clara,0,,,indício,não passa no BH da família e a porta não sustenta
2025,principal,clube_temporada,clube-temporada (calendário cheio),resultado_col,resultado_col_x_CM,CM,sem_fronteira,,posto_no_ano,delta_descanso,jogo com menos de 4 dias de descanso menos jogo normal,pontos_jogo,Pontos por jogo,3,8,3,8,-0.378,-0.891,0.513,1.047,-0.04,4.0,0.199,0.199,4,0.199,sem diferença clara,2.13,2.13,0,1,sem diferença clara,0,,,indício,não passa no BH da família e a porta não sustenta
2025,principal,clube_temporada,clube-temporada,fisico_col,fisico_col_x_CM,CM,sem_fronteira,,posto_no_ano,delta_descanso,jogo com menos de 4 dias de descanso menos jogo normal,psv99,PSV-99 do jogador no jogo (km/h),3,8,3,8,-0.34,0.155,-0.495,-1.49,-3.82,-0.83,0.00976,0.0528,32,0.0781,pode ser sorte,2.13,2.13,0,1,pode ser sorte,0,,,indício,não passa no BH da família e a porta não sustenta
2025,principal,clube_temporada,clube-temporada,fisico_col,fisico_col_x_CM,CM,sem_fronteira,,posto_no_ano,delta_descanso,jogo com menos de 4 dias de descanso menos jogo normal,running_distance_p90,Distância em corrida por 90 (m),3,8,3,8,69.625,-10.969,80.594,0.686,-0.64,2.78,0.45101,0.74767,32,0.71015,sem diferença clara,2.13,2.13,0,1,sem diferença clara,0,,,indício,não passa no BH da família e a porta não sustenta
2025,principal,clube_temporada,clube-temporada,fisico_col,fisico_col_x_CM,CM,sem_fronteira,,posto_no_ano,delta_descanso,jogo com menos de 4 dias de descanso menos jogo normal,sprint_count_p90,Número de sprints por 90,3,8,3,8,-1.184,0.272,-1.456,-0.842,-3.21,0.64,0.40222,0.74767,32,0.71015,sem diferença clara,2.13,2.13,0,1,sem diferença clara,0,,,indício,não passa no BH da família e a porta não sustenta
2025,principal,clube_temporada,clube-temporada,fisico_col,fisico_col_x_CM,CM,sem_fronteira,,posto_no_ano,delta_descanso,jogo com menos de 4 dias de descanso menos jogo normal,sprint_distance_p90,Distância em sprint por 90 (m),3,8,3,8,21.268,5.104,16.164,0.385,-1.12,3.07,0.70567,0.8116,32,0.71015,sem diferença clara,2.13,2.13,0,1,sem diferença clara,0,,,indício,não passa no BH da família e a porta não sustenta
2025,principal,clube_temporada,clube-temporada,fisico_col,fisico_col_x_CM,CM,sem_fronteira,,posto_no_ano,delta_turno,returno menos turno — sustentar ao longo da temporada,distance_p90,Distância por 90 min (m),3,8,3,8,-86.12,-46.873,-39.247,-0.328,-2.05,1.24,0.70885,0.8116,32,0.86267,sem diferença clara,2.13,2.13,0,1,sem diferença clara,0,,,indício,não passa no BH da família e a porta não sustenta
2025,principal,clube_temporada,clube-temporada,fisico_col,fisico_col_x_CM,CM,sem_fronteira,,posto_no_ano,delta_turno,returno menos turno — sustentar ao longo da temporada,hi_distance_p90,Distância em alta intensidade por 90 (m),3,8,3,8,15.986,-3.39,19.376,0.174,-1.62,2.51,0.86267,0.86267,32,0.86267,sem diferença clara,2.13,2.13,0,1,sem diferença clara,0,,,indício,não passa no BH da família e a porta não sustenta
2025,principal,clube_temporada,clube-temporada,fisico_col,fisico_col_x_CM,CM,sem_fronteira,,posto_no_ano,delta_turno,returno menos turno — sustentar ao longo da temporada,high_accel_p90,Acelerações fortes por 90,3,8,3,8,0.019,0.158,-0.139,-0.733,-3.73,0.1,0.15282,0.44075,32,0.86267,sem diferença clara,2.13,2.13,0,1,sem diferença clara,0,,,indício,não passa no BH da família e a porta não sustenta
2025,principal,clube_temporada,clube-temporada,fisico_col,fisico_col_x_CM,CM,sem_fronteira,,posto_no_ano,delta_turno,returno menos turno — sustentar ao longo da temporada,m_per_min,Metros por minuto,3,8,3,8,-0.957,-0.521,-0.436,-0.328,-2.03,1.22,0.70885,0.8116,32,0.86267,sem diferença clara,2.13,2.13,0,1,sem diferença clara,0,,,indício,não passa no BH da família e a porta não sustenta
2025,principal,clube_temporada,clube-temporada (calendário cheio),resultado_col,resultado_col_x_CM,CM,sem_fronteira,,posto_no_ano,delta_turno,returno menos turno — sustentar ao longo da temporada,pontos_jogo,Pontos por jogo,3,8,3,8,-0.316,0.053,-0.369,-1.636,-4.33,-0.94,0.00706,0.00941,4,0.00706,firme,2.13,2.13,0,1,firme,0,,,provável,passa no BH da família; a porta temporal não roda nesta medida (a medida já contém o 2º turno)
2025,principal,clube_temporada,clube-temporada,fisico_col,fisico_col_x_CM,CM,sem_fronteira,,posto_no_ano,delta_turno,returno menos turno — sustentar ao longo da temporada,psv99,PSV-99 do jogador no jogo (km/h),3,8,3,8,0.148,-0.078,0.226,0.637,-0.59,3.81,0.45792,0.74767,32,0.86267,sem diferença clara,2.13,2.13,0,1,sem diferença clara,0,,,indício,não passa no BH da família e a porta não sustenta
2025,principal,clube_temporada,clube-temporada,fisico_col,fisico_col_x_CM,CM,sem_fronteira,,posto_no_ano,delta_turno,returno menos turno — sustentar ao longo da temporada,running_distance_p90,Distância em corrida por 90 (m),3,8,3,8,-60.39,-3.871,-56.519,-0.697,-3.02,0.82,0.49066,0.74767,32,0.86267,sem diferença clara,2.13,2.13,0,1,sem diferença clara,0,,,indício,não passa no BH da família e a porta não sustenta
2025,principal,clube_temporada,clube-temporada,fisico_col,fisico_col_x_CM,CM,sem_fronteira,,posto_no_ano,delta_turno,returno menos turno — sustentar ao longo da temporada,sprint_count_p90,Número de sprints por 90,3,8,3,8,0.365,-0.055,0.42,0.153,-1.37,1.78,0.85445,0.86267,32,0.86267,sem diferença clara,2.13,2.13,0,1,sem diferença clara,0,,,indício,não passa no BH da família e a porta não sustenta
2025,principal,clube_temporada,clube-temporada,fisico_col,fisico_col_x_CM,CM,sem_fronteira,,posto_no_ano,delta_turno,returno menos turno — sustentar ao longo da temporada,sprint_distance_p90,Distância em sprint por 90 (m),3,8,3,8,6.671,1.462,5.209,0.214,-1.5,2.22,0.83095,0.86267,32,0.86267,sem diferença clara,2.13,2.13,0,1,sem diferença clara,0,,,indício,não passa no BH da família e a porta não sustenta
2025,principal,clube_temporada,clube-temporada,fisico_col,fisico_col_x_CM,CM,sem_fronteira,,posto_no_ano,returno,nível no 2º turno (rodadas 20+),distance_p90,Distância por 90 min (m),3,8,3,8,9379.249,9612.371,-233.122,-0.805,-4.52,1.4,0.48597,0.74767,32,0.48597,sem diferença clara,2.13,2.13,0,1,sem diferença clara,0,,,indício,não passa no BH da família e a porta não sustenta
2025,principal,clube_temporada,clube-temporada,fisico_col,fisico_col_x_CM,CM,sem_fronteira,,posto_no_ano,returno,nível no 2º turno (rodadas 20+),hi_distance_p90,Distância em alta intensidade por 90 (m),3,8,3,8,617.897,666.712,-48.815,-1.663,-4.28,-0.79,0.01969,0.09001,32,0.05251,pode ser sorte,2.13,2.13,0,1,pode ser sorte,0,,,indício,não passa no BH da família e a porta não sustenta
2025,principal,clube_temporada,clube-temporada,fisico_col,fisico_col_x_CM,CM,sem_fronteira,,posto_no_ano,returno,nível no 2º turno (rodadas 20+),high_accel_p90,Acelerações fortes por 90,3,8,3,8,6.296,6.532,-0.236,-1.177,-3.53,-0.06,0.16252,0.44075,32,0.32504,sem diferença clara,2.13,2.13,0,1,sem diferença clara,0,,,indício,não passa no BH da família e a porta não sustenta
2025,principal,clube_temporada,clube-temporada,fisico_col,fisico_col_x_CM,CM,sem_fronteira,,posto_no_ano,returno,nível no 2º turno (rodadas 20+),m_per_min,Metros por minuto,3,8,3,8,104.214,106.804,-2.59,-0.805,-4.22,1.42,0.48597,0.74767,32,0.48597,sem diferença clara,2.13,2.13,0,1,sem diferença clara,0,,,indício,não passa no BH da família e a porta não sustenta
2025,principal,clube_temporada,clube-temporada (calendário cheio),resultado_col,resultado_col_x_CM,CM,sem_fronteira,,posto_no_ano,returno,nível no 2º turno (rodadas 20+),pontos_jogo,Pontos por jogo,3,8,3,8,0.789,1.342,-0.553,-2.514,-7.8,-1.76,0.00028,0.00112,4,0.00028,firme,2.13,2.13,1,1,firme,0,,,provável,passa no BH da família; a porta temporal não roda nesta medida (a medida já contém o 2º turno)
2025,principal,clube_temporada,clube-temporada,fisico_col,fisico_col_x_CM,CM,sem_fronteira,,posto_no_ano,returno,nível no 2º turno (rodadas 20+),psv99,PSV-99 do jogador no jogo (km/h),3,8,3,8,28.296,28.817,-0.521,-0.862,-4.61,0.82,0.45194,0.74767,32,0.48597,sem diferença clara,2.13,2.13,0,1,sem diferença clara,0,,,indício,não passa no BH da família e a porta não sustenta
2025,principal,clube_temporada,clube-temporada,fisico_col,fisico_col_x_CM,CM,sem_fronteira,,posto_no_ano,returno,nível no 2º turno (rodadas 20+),running_distance_p90,Distância em corrida por 90 (m),3,8,3,8,1193.824,1292.498,-98.674,-1.208,-4.72,0.24,0.31846,0.72791,32,0.48597,sem diferença clara,2.13,2.13,0,1,sem diferença clara,0,,,indício,não passa no BH da família e a porta não sustenta
2025,principal,clube_temporada,clube-temporada,fisico_col,fisico_col_x_CM,CM,sem_fronteira,,posto_no_ano,returno,nível no 2º turno (rodadas 20+),sprint_count_p90,Número de sprints por 90,3,8,3,8,7.842,9.059,-1.217,-2.448,-5.87,-1.56,0.00222,0.01776,32,0.01777,firme,2.13,2.13,1,1,firme,0,,,provável,passa no BH da família; a porta temporal não roda nesta medida (a medida já contém o 2º turno)
2025,principal,clube_temporada,clube-temporada,fisico_col,fisico_col_x_CM,CM,sem_fronteira,,posto_no_ano,returno,nível no 2º turno (rodadas 20+),sprint_distance_p90,Distância em sprint por 90 (m),3,8,3,8,151.28,177.032,-25.752,-1.885,-5.37,-1.11,0.0099,0.0528,32,0.0396,firme,2.13,2.13,0,1,pode ser sorte,0,,,indício,não passa no BH da família e a porta não sustenta
2025,principal,clube_temporada,clube-temporada,fisico_col,fisico_col_x_CM,CM,sem_fronteira,,posto_no_ano,turno,nível no 1º turno (rodadas 1–19),distance_p90,Distância por 90 min (m),3,8,3,8,9324.789,9558.445,-233.656,-0.388,-2.37,1.19,0.6674,0.8116,32,0.74912,sem diferença clara,2.13,2.13,0,1,sem diferença clara,1,0.305,0.20356,indício,não passa no BH da família e a porta não sustenta
2025,principal,clube_temporada,clube-temporada,fisico_col,fisico_col_x_CM,CM,sem_fronteira,,posto_no_ano,turno,nível no 1º turno (rodadas 1–19),hi_distance_p90,Distância em alta intensidade por 90 (m),3,8,3,8,578.197,680.022,-101.825,-1.371,-3.94,-0.2,0.11452,0.44075,32,0.22904,sem diferença clara,2.13,2.13,0,1,sem diferença clara,1,0.076,0.75631,indício,não passa no BH da família e a porta não sustenta
2025,principal,clube_temporada,clube-temporada,fisico_col,fisico_col_x_CM,CM,sem_fronteira,,posto_no_ano,turno,nível no 1º turno (rodadas 1–19),high_accel_p90,Acelerações fortes por 90,3,8,3,8,6.335,6.504,-0.169,-0.661,-3.0,0.34,0.25664,0.63173,32,0.41062,sem diferença clara,2.13,2.13,0,1,sem diferença clara,1,-0.403,0.08695,indício,não passa no BH da família e a porta não sustenta
