fronteira,familia,comparacao,indicador,citado,n_a,n_b,cru_a,cru_b,d,ic95_d,p,d_minimo_80,q,selo,poder_suficiente,setor,subamostra,unidade,medida_nome,nome
com,para_a_area,CM,runs_shot_within_10s_p30tip,0,20,58,1.525,1.33,0.336,"[-0.25, 0.96]",0.2304,0.74,0.3456,sem diferença clara,False,Atacante,sem_cobertura_baixa,jogador-temporada,corrida sem bola por 30 min de posse do time (p30tip),"Corridas que viraram finalização em 10 s, por 30 min de posse"
com,procurado,SM,runs_targeted_p30tip,0,17,58,10.83,10.71,0.115,"[-0.47, 0.72]",0.67435,0.78,0.67435,sem diferença clara,False,Atacante,sem_cobertura_baixa,jogador-temporada,corrida sem bola por 30 min de posse do time (p30tip),"Corridas em que o passe foi tentado, por 30 min de posse"
com,procurado,SM,runs_received_p30tip,0,17,58,5.87,6.115,-0.162,"[-0.67, 0.33]",0.54664,0.78,0.67435,sem diferença clara,False,Atacante,sem_cobertura_baixa,jogador-temporada,corrida sem bola por 30 min de posse do time (p30tip),"Corridas em que a bola chegou, por 30 min de posse"
com,procurado,CM,runs_targeted_p30tip,0,20,58,10.455,10.71,0.167,"[-0.27, 0.65]",0.5464,0.74,0.85436,sem diferença clara,False,Atacante,sem_cobertura_baixa,jogador-temporada,corrida sem bola por 30 min de posse do time (p30tip),"Corridas em que o passe foi tentado, por 30 min de posse"
com,procurado,CM,runs_received_p30tip,0,20,58,5.975,6.115,0.054,"[-0.32, 0.36]",0.85436,0.74,0.85436,sem diferença clara,False,Atacante,sem_cobertura_baixa,jogador-temporada,corrida sem bola por 30 min de posse do time (p30tip),"Corridas em que a bola chegou, por 30 min de posse"
com,volume_de_corrida,SM,runs_p30tip,0,17,58,32.34,31.99,0.202,"[-0.28, 0.7]",0.48481,0.78,0.64729,sem diferença clara,False,Atacante,sem_cobertura_baixa,jogador-temporada,corrida sem bola por 30 min de posse do time (p30tip),"Corridas sem bola no total, por 30 min de posse"
com,volume_de_corrida,SM,runs_above_hsr_p30tip,0,17,58,9.08,8.88,0.122,"[-0.4, 0.71]",0.64729,0.78,0.64729,sem diferença clara,False,Atacante,sem_cobertura_baixa,jogador-temporada,corrida sem bola por 30 min de posse do time (p30tip),"Corridas acima da alta velocidade, por 30 min de posse"
com,volume_de_corrida,SM,runs_avg_distance,0,17,58,13.75,14.14,-0.229,"[-0.73, 0.23]",0.40969,0.78,0.64729,sem diferença clara,False,Atacante,sem_cobertura_baixa,jogador-temporada,corrida sem bola por 30 min de posse do time (p30tip),Distância média da corrida (m)
com,volume_de_corrida,CM,runs_p30tip,0,20,58,29.925,31.99,-0.153,"[-0.69, 0.31]",0.55683,0.74,0.8248,sem diferença clara,False,Atacante,sem_cobertura_baixa,jogador-temporada,corrida sem bola por 30 min de posse do time (p30tip),"Corridas sem bola no total, por 30 min de posse"
com,volume_de_corrida,CM,runs_above_hsr_p30tip,0,20,58,8.755,8.88,-0.136,"[-0.66, 0.41]",0.6163,0.74,0.8248,sem diferença clara,False,Atacante,sem_cobertura_baixa,jogador-temporada,corrida sem bola por 30 min de posse do time (p30tip),"Corridas acima da alta velocidade, por 30 min de posse"
com,volume_de_corrida,CM,runs_avg_distance,0,20,58,14.085,14.14,-0.06,"[-0.54, 0.42]",0.8248,0.74,0.8248,sem diferença clara,False,Atacante,sem_cobertura_baixa,jogador-temporada,corrida sem bola por 30 min de posse do time (p30tip),Distância média da corrida (m)
sem,para_a_area,SM,runs_penalty_area_p30tip,0,9,42,8.22,8.64,0.155,"[-0.98, 1.17]",0.72247,1.05,0.72247,sem diferença clara,False,Atacante,sem_cobertura_baixa,jogador-temporada,corrida sem bola por 30 min de posse do time (p30tip),"Corridas para a grande área, por 30 min de posse"
sem,para_a_area,SM,runs_dangerous_p30tip,0,9,42,18.73,19.57,0.255,"[-0.78, 1.29]",0.52564,1.05,0.72247,sem diferença clara,False,Atacante,sem_cobertura_baixa,jogador-temporada,corrida sem bola por 30 min de posse do time (p30tip),"Corridas perigosas, por 30 min de posse"
sem,para_a_area,SM,runs_shot_within_10s_p30tip,0,9,42,1.5,1.355,0.306,"[-0.62, 1.19]",0.43239,1.05,0.72247,sem diferença clara,False,Atacante,sem_cobertura_baixa,jogador-temporada,corrida sem bola por 30 min de posse do time (p30tip),"Corridas que viraram finalização em 10 s, por 30 min de posse"
sem,para_a_area,CM,runs_penalty_area_p30tip,0,14,42,7.135,8.64,-0.533,"[-1.12, -0.06]",0.06575,0.88,0.19726,sem diferença clara,False,Atacante,sem_cobertura_baixa,jogador-temporada,corrida sem bola por 30 min de posse do time (p30tip),"Corridas para a grande área, por 30 min de posse"
sem,para_a_area,CM,runs_dangerous_p30tip,0,14,42,17.495,19.57,-0.304,"[-0.88, 0.25]",0.29583,0.88,0.36316,sem diferença clara,False,Atacante,sem_cobertura_baixa,jogador-temporada,corrida sem bola por 30 min de posse do time (p30tip),"Corridas perigosas, por 30 min de posse"
sem,para_a_area,CM,runs_shot_within_10s_p30tip,0,14,42,1.525,1.355,0.276,"[-0.27, 0.91]",0.36316,0.88,0.36316,sem diferença clara,False,Atacante,sem_cobertura_baixa,jogador-temporada,corrida sem bola por 30 min de posse do time (p30tip),"Corridas que viraram finalização em 10 s, por 30 min de posse"
sem,procurado,SM,runs_targeted_p30tip,0,9,42,9.73,10.5,-0.049,"[-1.07, 0.94]",0.90881,1.05,0.90881,sem diferença clara,False,Atacante,sem_cobertura_baixa,jogador-temporada,corrida sem bola por 30 min de posse do time (p30tip),"Corridas em que o passe foi tentado, por 30 min de posse"
sem,procurado,SM,runs_received_p30tip,0,9,42,5.51,6.115,-0.46,"[-1.21, 0.24]",0.21668,1.05,0.43335,sem diferença clara,False,Atacante,sem_cobertura_baixa,jogador-temporada,corrida sem bola por 30 min de posse do time (p30tip),"Corridas em que a bola chegou, por 30 min de posse"
sem,procurado,CM,runs_targeted_p30tip,0,14,42,11.21,10.5,0.262,"[-0.14, 0.74]",0.4616,0.88,0.74231,sem diferença clara,False,Atacante,sem_cobertura_baixa,jogador-temporada,corrida sem bola por 30 min de posse do time (p30tip),"Corridas em que o passe foi tentado, por 30 min de posse"
sem,procurado,CM,runs_received_p30tip,0,14,42,6.665,6.115,0.119,"[-0.16, 0.37]",0.74231,0.88,0.74231,sem diferença clara,False,Atacante,sem_cobertura_baixa,jogador-temporada,corrida sem bola por 30 min de posse do time (p30tip),"Corridas em que a bola chegou, por 30 min de posse"
sem,volume_de_corrida,SM,runs_p30tip,0,9,42,33.18,31.965,0.156,"[-0.64, 0.85]",0.72599,1.05,0.7835,sem diferença clara,False,Atacante,sem_cobertura_baixa,jogador-temporada,corrida sem bola por 30 min de posse do time (p30tip),"Corridas sem bola no total, por 30 min de posse"
sem,volume_de_corrida,SM,runs_above_hsr_p30tip,0,9,42,9.36,8.695,0.117,"[-0.73, 0.89]",0.7835,1.05,0.7835,sem diferença clara,False,Atacante,sem_cobertura_baixa,jogador-temporada,corrida sem bola por 30 min de posse do time (p30tip),"Corridas acima da alta velocidade, por 30 min de posse"
sem,volume_de_corrida,SM,runs_avg_distance,0,9,42,13.73,14.14,-0.497,"[-1.15, 0.04]",0.06431,1.05,0.19293,sem diferença clara,False,Atacante,sem_cobertura_baixa,jogador-temporada,corrida sem bola por 30 min de posse do time (p30tip),Distância média da corrida (m)
sem,volume_de_corrida,CM,runs_p30tip,0,14,42,29.765,31.965,-0.052,"[-0.6, 0.35]",0.8653,0.88,0.8653,sem diferença clara,False,Atacante,sem_cobertura_baixa,jogador-temporada,corrida sem bola por 30 min de posse do time (p30tip),"Corridas sem bola no total, por 30 min de posse"
sem,volume_de_corrida,CM,runs_above_hsr_p30tip,0,14,42,8.165,8.695,-0.168,"[-0.73, 0.36]",0.61403,0.88,0.8653,sem diferença clara,False,Atacante,sem_cobertura_baixa,jogador-temporada,corrida sem bola por 30 min de posse do time (p30tip),"Corridas acima da alta velocidade, por 30 min de posse"
sem,volume_de_corrida,CM,runs_avg_distance,0,14,42,13.9,14.14,-0.13,"[-0.67, 0.37]",0.69448,0.88,0.8653,sem diferença clara,False,Atacante,sem_cobertura_baixa,jogador-temporada,corrida sem bola por 30 min de posse do time (p30tip),Distância média da corrida (m)
com,para_a_area,SM,runs_penalty_area_p30tip,0,14,39,5.385,5.61,-0.143,"[-0.76, 0.54]",0.66698,0.89,0.7664,sem diferença clara,False,Extremo,sem_cobertura_baixa,jogador-temporada,corrida sem bola por 30 min de posse do time (p30tip),"Corridas para a grande área, por 30 min de posse"
com,para_a_area,SM,runs_dangerous_p30tip,0,14,39,11.935,13.51,-0.314,"[-0.81, 0.13]",0.34363,0.89,0.7664,sem diferença clara,False,Extremo,sem_cobertura_baixa,jogador-temporada,corrida sem bola por 30 min de posse do time (p30tip),"Corridas perigosas, por 30 min de posse"
com,para_a_area,SM,runs_shot_within_10s_p30tip,0,14,39,1.48,1.59,-0.09,"[-0.71, 0.65]",0.7664,0.89,0.7664,sem diferença clara,False,Extremo,sem_cobertura_baixa,jogador-temporada,corrida sem bola por 30 min de posse do time (p30tip),"Corridas que viraram finalização em 10 s, por 30 min de posse"
com,para_a_area,CM,runs_penalty_area_p30tip,0,13,39,5.12,5.61,0.038,"[-0.83, 0.8]",0.90567,0.91,0.90567,sem diferença clara,False,Extremo,sem_cobertura_baixa,jogador-temporada,corrida sem bola por 30 min de posse do time (p30tip),"Corridas para a grande área, por 30 min de posse"
com,para_a_area,CM,runs_dangerous_p30tip,0,13,39,13.33,13.51,0.168,"[-0.62, 0.82]",0.5922,0.91,0.8883,sem diferença clara,False,Extremo,sem_cobertura_baixa,jogador-temporada,corrida sem bola por 30 min de posse do time (p30tip),"Corridas perigosas, por 30 min de posse"
com,para_a_area,CM,runs_shot_within_10s_p30tip,0,13,39,1.36,1.59,-0.277,"[-1.03, 0.43]",0.41577,0.91,0.8883,sem diferença clara,False,Extremo,sem_cobertura_baixa,jogador-temporada,corrida sem bola por 30 min de posse do time (p30tip),"Corridas que viraram finalização em 10 s, por 30 min de posse"
com,procurado,SM,runs_targeted_p30tip,0,14,39,12.605,12.32,-0.021,"[-0.67, 0.63]",0.9513,0.89,0.9513,sem diferença clara,False,Extremo,sem_cobertura_baixa,jogador-temporada,corrida sem bola por 30 min de posse do time (p30tip),"Corridas em que o passe foi tentado, por 30 min de posse"
com,procurado,SM,runs_received_p30tip,0,14,39,9.055,8.71,0.239,"[-0.36, 0.91]",0.47406,0.89,0.94813,sem diferença clara,False,Extremo,sem_cobertura_baixa,jogador-temporada,corrida sem bola por 30 min de posse do time (p30tip),"Corridas em que a bola chegou, por 30 min de posse"
com,procurado,CM,runs_targeted_p30tip,0,13,39,12.59,12.32,0.262,"[-0.18, 0.73]",0.31779,0.91,0.43013,sem diferença clara,False,Extremo,sem_cobertura_baixa,jogador-temporada,corrida sem bola por 30 min de posse do time (p30tip),"Corridas em que o passe foi tentado, por 30 min de posse"
com,procurado,CM,runs_received_p30tip,0,13,39,9.02,8.71,0.223,"[-0.21, 0.7]",0.43013,0.91,0.43013,sem diferença clara,False,Extremo,sem_cobertura_baixa,jogador-temporada,corrida sem bola por 30 min de posse do time (p30tip),"Corridas em que a bola chegou, por 30 min de posse"
com,volume_de_corrida,SM,runs_p30tip,0,14,39,32.88,35.09,-0.376,"[-1.16, 0.3]",0.27326,0.89,0.40989,sem diferença clara,False,Extremo,sem_cobertura_baixa,jogador-temporada,corrida sem bola por 30 min de posse do time (p30tip),"Corridas sem bola no total, por 30 min de posse"
com,volume_de_corrida,SM,runs_above_hsr_p30tip,0,14,39,9.615,10.45,-0.398,"[-0.96, 0.12]",0.23211,0.89,0.40989,sem diferença clara,False,Extremo,sem_cobertura_baixa,jogador-temporada,corrida sem bola por 30 min de posse do time (p30tip),"Corridas acima da alta velocidade, por 30 min de posse"
com,volume_de_corrida,SM,runs_avg_distance,0,14,39,14.215,14.25,-0.167,"[-0.9, 0.55]",0.61039,0.89,0.61039,sem diferença clara,False,Extremo,sem_cobertura_baixa,jogador-temporada,corrida sem bola por 30 min de posse do time (p30tip),Distância média da corrida (m)
com,volume_de_corrida,CM,runs_p30tip,0,13,39,35.15,35.09,0.492,"[-0.17, 1.14]",0.0976,0.91,0.29279,sem diferença clara,False,Extremo,sem_cobertura_baixa,jogador-temporada,corrida sem bola por 30 min de posse do time (p30tip),"Corridas sem bola no total, por 30 min de posse"
com,volume_de_corrida,CM,runs_above_hsr_p30tip,0,13,39,11.3,10.45,0.333,"[-0.27, 0.93]",0.22095,0.91,0.33143,sem diferença clara,False,Extremo,sem_cobertura_baixa,jogador-temporada,corrida sem bola por 30 min de posse do time (p30tip),"Corridas acima da alta velocidade, por 30 min de posse"
com,volume_de_corrida,CM,runs_avg_distance,0,13,39,14.55,14.25,-0.064,"[-0.73, 0.57]",0.85635,0.91,0.85635,sem diferença clara,False,Extremo,sem_cobertura_baixa,jogador-temporada,corrida sem bola por 30 min de posse do time (p30tip),Distância média da corrida (m)
sem,para_a_area,CM,runs_penalty_area_p30tip,0,10,25,4.89,5.37,0.255,"[-0.75, 1.24]",0.5173,1.08,0.72983,sem diferença clara,False,Extremo,sem_cobertura_baixa,jogador-temporada,corrida sem bola por 30 min de posse do time (p30tip),"Corridas para a grande área, por 30 min de posse"
sem,para_a_area,CM,runs_dangerous_p30tip,0,10,25,13.01,12.81,0.128,"[-0.69, 0.82]",0.72983,1.08,0.72983,sem diferença clara,False,Extremo,sem_cobertura_baixa,jogador-temporada,corrida sem bola por 30 min de posse do time (p30tip),"Corridas perigosas, por 30 min de posse"
sem,para_a_area,CM,runs_shot_within_10s_p30tip,0,10,25,1.305,1.45,-0.21,"[-1.12, 0.58]",0.59669,1.08,0.72983,sem diferença clara,False,Extremo,sem_cobertura_baixa,jogador-temporada,corrida sem bola por 30 min de posse do time (p30tip),"Corridas que viraram finalização em 10 s, por 30 min de posse"
sem,procurado,CM,runs_targeted_p30tip,0,10,25,12.205,12.32,0.178,"[-0.38, 0.67]",0.57036,1.08,0.57036,sem diferença clara,False,Extremo,sem_cobertura_baixa,jogador-temporada,corrida sem bola por 30 min de posse do time (p30tip),"Corridas em que o passe foi tentado, por 30 min de posse"
sem,procurado,CM,runs_received_p30tip,0,10,25,8.98,8.25,0.323,"[-0.23, 0.94]",0.35963,1.08,0.57036,sem diferença clara,False,Extremo,sem_cobertura_baixa,jogador-temporada,corrida sem bola por 30 min de posse do time (p30tip),"Corridas em que a bola chegou, por 30 min de posse"
sem,volume_de_corrida,CM,runs_p30tip,0,10,25,34.795,33.0,0.424,"[-0.36, 1.09]",0.21941,1.08,0.65823,sem diferença clara,False,Extremo,sem_cobertura_baixa,jogador-temporada,corrida sem bola por 30 min de posse do time (p30tip),"Corridas sem bola no total, por 30 min de posse"
sem,volume_de_corrida,CM,runs_above_hsr_p30tip,0,10,25,10.37,10.14,0.164,"[-0.48, 0.82]",0.5848,1.08,0.85296,sem diferença clara,False,Extremo,sem_cobertura_baixa,jogador-temporada,corrida sem bola por 30 min de posse do time (p30tip),"Corridas acima da alta velocidade, por 30 min de posse"
sem,volume_de_corrida,CM,runs_avg_distance,0,10,25,14.21,14.25,-0.079,"[-0.8, 0.72]",0.85296,1.08,0.85296,sem diferença clara,False,Extremo,sem_cobertura_baixa,jogador-temporada,corrida sem bola por 30 min de posse do time (p30tip),Distância média da corrida (m)
com,para_a_area,SM,runs_penalty_area_p30tip,0,19,61,1.32,1.25,0.154,"[-0.43, 0.74]",0.60805,0.75,0.91344,sem diferença clara,False,Lateral,sem_cobertura_baixa,jogador-temporada,corrida sem bola por 30 min de posse do time (p30tip),"Corridas para a grande área, por 30 min de posse"
com,para_a_area,SM,runs_dangerous_p30tip,0,19,61,4.18,3.58,0.034,"[-0.57, 0.65]",0.91344,0.75,0.91344,sem diferença clara,False,Lateral,sem_cobertura_baixa,jogador-temporada,corrida sem bola por 30 min de posse do time (p30tip),"Corridas perigosas, por 30 min de posse"
com,para_a_area,SM,runs_shot_within_10s_p30tip,0,19,61,0.87,0.74,0.058,"[-0.58, 0.68]",0.84201,0.75,0.91344,sem diferença clara,False,Lateral,sem_cobertura_baixa,jogador-temporada,corrida sem bola por 30 min de posse do time (p30tip),"Corridas que viraram finalização em 10 s, por 30 min de posse"
com,para_a_area,CM,runs_penalty_area_p30tip,0,18,61,1.31,1.25,0.128,"[-0.54, 0.7]",0.66321,0.76,0.95066,sem diferença clara,False,Lateral,sem_cobertura_baixa,jogador-temporada,corrida sem bola por 30 min de posse do time (p30tip),"Corridas para a grande área, por 30 min de posse"
com,para_a_area,CM,runs_dangerous_p30tip,0,18,61,3.49,3.58,0.016,"[-0.54, 0.53]",0.95066,0.76,0.95066,sem diferença clara,False,Lateral,sem_cobertura_baixa,jogador-temporada,corrida sem bola por 30 min de posse do time (p30tip),"Corridas perigosas, por 30 min de posse"
com,para_a_area,CM,runs_shot_within_10s_p30tip,0,18,61,0.98,0.74,0.347,"[-0.35, 0.98]",0.2126,0.76,0.63779,sem diferença clara,False,Lateral,sem_cobertura_baixa,jogador-temporada,corrida sem bola por 30 min de posse do time (p30tip),"Corridas que viraram finalização em 10 s, por 30 min de posse"
com,procurado,SM,runs_targeted_p30tip,0,19,61,8.78,8.92,-0.173,"[-0.92, 0.53]",0.56721,0.75,0.56721,sem diferença clara,False,Lateral,sem_cobertura_baixa,jogador-temporada,corrida sem bola por 30 min de posse do time (p30tip),"Corridas em que o passe foi tentado, por 30 min de posse"
com,procurado,SM,runs_received_p30tip,0,19,61,7.74,7.74,-0.252,"[-0.89, 0.39]",0.3734,0.75,0.56721,sem diferença clara,False,Lateral,sem_cobertura_baixa,jogador-temporada,corrida sem bola por 30 min de posse do time (p30tip),"Corridas em que a bola chegou, por 30 min de posse"
com,procurado,CM,runs_targeted_p30tip,0,18,61,9.375,8.92,0.021,"[-0.6, 0.55]",0.93878,0.76,0.93878,sem diferença clara,False,Lateral,sem_cobertura_baixa,jogador-temporada,corrida sem bola por 30 min de posse do time (p30tip),"Corridas em que o passe foi tentado, por 30 min de posse"
com,procurado,CM,runs_received_p30tip,0,18,61,7.955,7.74,-0.027,"[-0.58, 0.47]",0.91584,0.76,0.93878,sem diferença clara,False,Lateral,sem_cobertura_baixa,jogador-temporada,corrida sem bola por 30 min de posse do time (p30tip),"Corridas em que a bola chegou, por 30 min de posse"
com,volume_de_corrida,SM,runs_p30tip,0,19,61,24.65,24.65,-0.186,"[-0.93, 0.6]",0.55877,0.75,0.70798,sem diferença clara,False,Lateral,sem_cobertura_baixa,jogador-temporada,corrida sem bola por 30 min de posse do time (p30tip),"Corridas sem bola no total, por 30 min de posse"
com,volume_de_corrida,SM,runs_above_hsr_p30tip,0,19,61,7.52,7.46,-0.115,"[-0.93, 0.66]",0.70798,0.75,0.70798,sem diferença clara,False,Lateral,sem_cobertura_baixa,jogador-temporada,corrida sem bola por 30 min de posse do time (p30tip),"Corridas acima da alta velocidade, por 30 min de posse"
com,volume_de_corrida,SM,runs_avg_distance,0,19,61,14.02,14.66,-0.369,"[-1.04, 0.26]",0.17922,0.75,0.53766,sem diferença clara,False,Lateral,sem_cobertura_baixa,jogador-temporada,corrida sem bola por 30 min de posse do time (p30tip),Distância média da corrida (m)
com,volume_de_corrida,CM,runs_p30tip,0,18,61,22.75,24.65,-0.366,"[-0.88, 0.12]",0.19497,0.76,0.5849,sem diferença clara,False,Lateral,sem_cobertura_baixa,jogador-temporada,corrida sem bola por 30 min de posse do time (p30tip),"Corridas sem bola no total, por 30 min de posse"
com,volume_de_corrida,CM,runs_above_hsr_p30tip,0,18,61,6.915,7.46,-0.155,"[-0.57, 0.26]",0.56389,0.76,0.68163,sem diferença clara,False,Lateral,sem_cobertura_baixa,jogador-temporada,corrida sem bola por 30 min de posse do time (p30tip),"Corridas acima da alta velocidade, por 30 min de posse"
com,volume_de_corrida,CM,runs_avg_distance,0,18,61,14.475,14.66,-0.101,"[-0.63, 0.34]",0.68163,0.76,0.68163,sem diferença clara,False,Lateral,sem_cobertura_baixa,jogador-temporada,corrida sem bola por 30 min de posse do time (p30tip),Distância média da corrida (m)
sem,para_a_area,SM,runs_penalty_area_p30tip,0,10,43,1.295,1.24,0.086,"[-0.75, 0.9]",0.84242,1.0,0.94519,sem diferença clara,False,Lateral,sem_cobertura_baixa,jogador-temporada,corrida sem bola por 30 min de posse do time (p30tip),"Corridas para a grande área, por 30 min de posse"
sem,para_a_area,SM,runs_dangerous_p30tip,0,10,43,3.6,3.58,-0.032,"[-0.89, 0.89]",0.94519,1.0,0.94519,sem diferença clara,False,Lateral,sem_cobertura_baixa,jogador-temporada,corrida sem bola por 30 min de posse do time (p30tip),"Corridas perigosas, por 30 min de posse"
sem,para_a_area,SM,runs_shot_within_10s_p30tip,0,10,43,0.515,0.74,-0.213,"[-1.15, 0.6]",0.61801,1.0,0.94519,sem diferença clara,False,Lateral,sem_cobertura_baixa,jogador-temporada,corrida sem bola por 30 min de posse do time (p30tip),"Corridas que viraram finalização em 10 s, por 30 min de posse"
sem,para_a_area,CM,runs_penalty_area_p30tip,0,12,43,1.205,1.24,-0.06,"[-1.08, 0.72]",0.86414,0.93,0.86414,sem diferença clara,False,Lateral,sem_cobertura_baixa,jogador-temporada,corrida sem bola por 30 min de posse do time (p30tip),"Corridas para a grande área, por 30 min de posse"
sem,para_a_area,CM,runs_dangerous_p30tip,0,12,43,3.34,3.58,-0.107,"[-1.05, 0.57]",0.74696,0.93,0.86414,sem diferença clara,False,Lateral,sem_cobertura_baixa,jogador-temporada,corrida sem bola por 30 min de posse do time (p30tip),"Corridas perigosas, por 30 min de posse"
sem,para_a_area,CM,runs_shot_within_10s_p30tip,0,12,43,1.075,0.74,0.42,"[-0.57, 1.3]",0.23091,0.93,0.69273,sem diferença clara,False,Lateral,sem_cobertura_baixa,jogador-temporada,corrida sem bola por 30 min de posse do time (p30tip),"Corridas que viraram finalização em 10 s, por 30 min de posse"
sem,procurado,SM,runs_targeted_p30tip,0,10,43,7.715,8.86,-0.486,"[-1.46, 0.66]",0.25902,1.0,0.32208,sem diferença clara,False,Lateral,sem_cobertura_baixa,jogador-temporada,corrida sem bola por 30 min de posse do time (p30tip),"Corridas em que o passe foi tentado, por 30 min de posse"
sem,procurado,SM,runs_received_p30tip,0,10,43,6.74,7.66,-0.417,"[-1.36, 0.65]",0.32208,1.0,0.32208,sem diferença clara,False,Lateral,sem_cobertura_baixa,jogador-temporada,corrida sem bola por 30 min de posse do time (p30tip),"Corridas em que a bola chegou, por 30 min de posse"
sem,procurado,CM,runs_targeted_p30tip,0,12,43,9.575,8.86,0.149,"[-0.64, 0.99]",0.66256,0.93,0.82071,sem diferença clara,False,Lateral,sem_cobertura_baixa,jogador-temporada,corrida sem bola por 30 min de posse do time (p30tip),"Corridas em que o passe foi tentado, por 30 min de posse"
sem,procurado,CM,runs_received_p30tip,0,12,43,8.02,7.66,0.073,"[-0.61, 0.84]",0.82071,0.93,0.82071,sem diferença clara,False,Lateral,sem_cobertura_baixa,jogador-temporada,corrida sem bola por 30 min de posse do time (p30tip),"Corridas em que a bola chegou, por 30 min de posse"
sem,volume_de_corrida,SM,runs_p30tip,0,10,43,20.265,23.49,-0.419,"[-1.43, 0.71]",0.34959,1.0,0.34959,sem diferença clara,False,Lateral,sem_cobertura_baixa,jogador-temporada,corrida sem bola por 30 min de posse do time (p30tip),"Corridas sem bola no total, por 30 min de posse"
sem,volume_de_corrida,SM,runs_above_hsr_p30tip,0,10,43,5.34,7.27,-0.473,"[-1.47, 0.68]",0.2877,1.0,0.34959,sem diferença clara,False,Lateral,sem_cobertura_baixa,jogador-temporada,corrida sem bola por 30 min de posse do time (p30tip),"Corridas acima da alta velocidade, por 30 min de posse"
sem,volume_de_corrida,SM,runs_avg_distance,0,10,43,13.925,14.59,-0.763,"[-1.39, -0.2]",0.00852,1.0,0.02556,firme,False,Lateral,sem_cobertura_baixa,jogador-temporada,corrida sem bola por 30 min de posse do time (p30tip),Distância média da corrida (m)
sem,volume_de_corrida,CM,runs_p30tip,0,12,43,24.105,23.49,-0.18,"[-0.9, 0.6]",0.61478,0.93,0.92956,sem diferença clara,False,Lateral,sem_cobertura_baixa,jogador-temporada,corrida sem bola por 30 min de posse do time (p30tip),"Corridas sem bola no total, por 30 min de posse"
sem,volume_de_corrida,CM,runs_above_hsr_p30tip,0,12,43,6.915,7.27,-0.137,"[-0.6, 0.3]",0.66202,0.93,0.92956,sem diferença clara,False,Lateral,sem_cobertura_baixa,jogador-temporada,corrida sem bola por 30 min de posse do time (p30tip),"Corridas acima da alta velocidade, por 30 min de posse"
sem,volume_de_corrida,CM,runs_avg_distance,0,12,43,14.475,14.59,0.027,"[-0.63, 0.57]",0.92956,0.93,0.92956,sem diferença clara,False,Lateral,sem_cobertura_baixa,jogador-temporada,corrida sem bola por 30 min de posse do time (p30tip),Distância média da corrida (m)
com,para_a_area,SM,runs_penalty_area_p30tip,0,19,59,3.45,3.16,0.119,"[-0.52, 0.73]",0.64635,0.75,0.92176,sem diferença clara,False,Meia,sem_cobertura_baixa,jogador-temporada,corrida sem bola por 30 min de posse do time (p30tip),"Corridas para a grande área, por 30 min de posse"
com,para_a_area,SM,runs_dangerous_p30tip,0,19,59,8.93,8.33,0.027,"[-0.59, 0.66]",0.92176,0.75,0.92176,sem diferença clara,False,Meia,sem_cobertura_baixa,jogador-temporada,corrida sem bola por 30 min de posse do time (p30tip),"Corridas perigosas, por 30 min de posse"
com,para_a_area,SM,runs_shot_within_10s_p30tip,0,19,59,1.18,0.99,0.142,"[-0.52, 0.8]",0.62025,0.75,0.92176,sem diferença clara,False,Meia,sem_cobertura_baixa,jogador-temporada,corrida sem bola por 30 min de posse do time (p30tip),"Corridas que viraram finalização em 10 s, por 30 min de posse"
com,para_a_area,CM,runs_penalty_area_p30tip,0,21,59,1.83,3.16,-0.305,"[-0.97, 0.33]",0.23373,0.72,0.70118,sem diferença clara,False,Meia,sem_cobertura_baixa,jogador-temporada,corrida sem bola por 30 min de posse do time (p30tip),"Corridas para a grande área, por 30 min de posse"
com,para_a_area,CM,runs_dangerous_p30tip,0,21,59,7.94,8.33,-0.194,"[-0.85, 0.41]",0.47571,0.72,0.71356,sem diferença clara,False,Meia,sem_cobertura_baixa,jogador-temporada,corrida sem bola por 30 min de posse do time (p30tip),"Corridas perigosas, por 30 min de posse"
com,para_a_area,CM,runs_shot_within_10s_p30tip,0,21,59,0.92,0.99,-0.01,"[-0.6, 0.54]",0.9703,0.72,0.9703,sem diferença clara,False,Meia,sem_cobertura_baixa,jogador-temporada,corrida sem bola por 30 min de posse do time (p30tip),"Corridas que viraram finalização em 10 s, por 30 min de posse"
com,procurado,SM,runs_targeted_p30tip,0,19,59,9.99,10.47,0.03,"[-0.56, 0.54]",0.91018,0.75,0.91018,sem diferença clara,False,Meia,sem_cobertura_baixa,jogador-temporada,corrida sem bola por 30 min de posse do time (p30tip),"Corridas em que o passe foi tentado, por 30 min de posse"
com,procurado,SM,runs_received_p30tip,0,19,59,7.79,7.66,0.089,"[-0.48, 0.56]",0.74638,0.75,0.91018,sem diferença clara,False,Meia,sem_cobertura_baixa,jogador-temporada,corrida sem bola por 30 min de posse do time (p30tip),"Corridas em que a bola chegou, por 30 min de posse"
com,procurado,CM,runs_targeted_p30tip,0,21,59,10.06,10.47,0.046,"[-0.51, 0.55]",0.84933,0.72,0.84933,sem diferença clara,False,Meia,sem_cobertura_baixa,jogador-temporada,corrida sem bola por 30 min de posse do time (p30tip),"Corridas em que o passe foi tentado, por 30 min de posse"
