subamostra,setor,comparacao,fronteira,familia,indicador,nome,n_a,n_b,clubes_a,clubes_b,pct_a,pct_b,cru_a,cru_b,d,ic95_lo,ic95_hi,p,q,d_minimo_80,poder_suficiente,selo,passou_bh,passou_bh_nos_dois_cortes,confianca_do_achado
todos,Volante,SM,sem,alta_intensidade,high_accel_p90,Acelerações fortes por 90,12,40,7,19,58.8,43.8,4.84,4.47,0.326,-0.11,0.78,0.26855,0.32226,0.94,False,sem diferença clara,False,False,não separa (poder insuficiente)
todos,Volante,SM,sem,alta_intensidade,hi_distance_p30tip,Alta intensidade por 30 min COM a bola (m),12,40,7,19,67.1,36.5,236.505,186.155,0.694,-0.01,1.57,0.03434,0.1918,0.94,False,pode ser sorte,False,False,não separa (poder insuficiente)
todos,Volante,SM,sem,alta_intensidade,hi_distance_p30otip,Alta intensidade por 30 min SEM a bola (m),12,40,7,19,66.2,52.3,490.565,479.54,0.297,-0.42,1.06,0.3529,0.3529,0.94,False,sem diferença clara,False,False,não separa (poder insuficiente)
todos,Volante,CM,sem,alta_intensidade,hi_distance_p90,Distância em alta intensidade por 90 (m),13,40,7,19,45.0,45.8,538.86,548.235,-0.107,-0.47,0.38,0.72663,0.87195,0.91,False,sem diferença clara,False,False,não separa (poder insuficiente)
todos,Volante,CM,sem,alta_intensidade,hi_count_p90,Ações em alta intensidade por 90,13,40,7,19,47.5,46.5,45.5,44.89,-0.195,-0.56,0.25,0.52044,0.78066,0.91,False,sem diferença clara,False,False,não separa (poder insuficiente)
todos,Volante,CM,sem,alta_intensidade,hsr_distance_p90,Distância em corrida de alta velocidade por 90 (m),13,40,7,19,45.0,43.8,442.88,434.565,-0.04,-0.43,0.46,0.90102,0.90102,0.91,False,sem diferença clara,False,False,não separa (poder insuficiente)
todos,Volante,CM,sem,alta_intensidade,high_accel_p90,Acelerações fortes por 90,13,40,7,19,32.5,43.8,4.32,4.47,-0.275,-0.88,0.35,0.35343,0.78066,0.91,False,sem diferença clara,False,False,não separa (poder insuficiente)
todos,Volante,CM,sem,alta_intensidade,hi_distance_p30tip,Alta intensidade por 30 min COM a bola (m),13,40,7,19,51.9,36.5,198.2,186.155,0.234,-0.35,1.08,0.47739,0.78066,0.91,False,sem diferença clara,False,False,não separa (poder insuficiente)
todos,Volante,CM,sem,alta_intensidade,hi_distance_p30otip,Alta intensidade por 30 min SEM a bola (m),13,40,7,19,32.5,52.3,412.35,479.54,-0.501,-1.1,0.07,0.09932,0.59593,0.91,False,sem diferença clara,False,False,não separa (poder insuficiente)
todos,Volante,SM,sem,sprints,sprint_distance_p90,Distância em sprint por 90 (m),12,40,7,19,71.4,46.2,132.57,111.63,0.526,-0.02,1.19,0.10057,0.20114,0.94,False,sem diferença clara,False,False,não separa (poder insuficiente)
todos,Volante,SM,sem,sprints,sprint_count_p90,Número de sprints por 90,12,40,7,19,71.4,43.7,6.755,5.61,0.606,-0.03,1.28,0.07345,0.20114,0.94,False,sem diferença clara,False,False,não separa (poder insuficiente)
todos,Volante,SM,sem,sprints,sprint_count_p30tip,Sprints por 30 min COM a bola,12,40,7,19,57.2,36.7,1.94,1.22,0.493,-0.21,1.33,0.1679,0.22386,0.94,False,sem diferença clara,False,False,não separa (poder insuficiente)
todos,Volante,SM,sem,sprints,sprint_count_p30otip,Sprints por 30 min SEM a bola,12,40,7,19,74.5,52.2,5.05,4.035,0.403,-0.25,1.12,0.23077,0.23077,0.94,False,sem diferença clara,False,False,não separa (poder insuficiente)
todos,Volante,CM,sem,sprints,sprint_distance_p90,Distância em sprint por 90 (m),13,40,7,19,47.8,46.2,107.03,111.63,-0.216,-0.79,0.35,0.45048,0.60063,0.91,False,sem diferença clara,False,False,não separa (poder insuficiente)
todos,Volante,CM,sem,sprints,sprint_count_p90,Número de sprints por 90,13,40,7,19,47.8,43.7,5.48,5.61,-0.111,-0.54,0.39,0.69856,0.69856,0.91,False,sem diferença clara,False,False,não separa (poder insuficiente)
todos,Volante,CM,sem,sprints,sprint_count_p30tip,Sprints por 30 min COM a bola,13,40,7,19,52.5,36.7,1.59,1.22,0.234,-0.25,0.82,0.43815,0.60063,0.91,False,sem diferença clara,False,False,não separa (poder insuficiente)
todos,Volante,CM,sem,sprints,sprint_count_p30otip,Sprints por 30 min SEM a bola,13,40,7,19,39.1,52.2,3.44,4.035,-0.239,-0.81,0.36,0.41039,0.60063,0.91,False,sem diferença clara,False,False,não separa (poder insuficiente)
todos,Volante,SM,sem,velocidade_maxima,psv99,PSV-99 da temporada (km/h),12,40,7,19,59.8,52.1,27.83,27.625,0.202,-0.41,0.89,0.54728,0.54728,0.94,False,sem diferença clara,False,False,indício
todos,Volante,SM,sem,velocidade_maxima,psv99_top5,PSV-99 dos 5 picos mais altos (km/h),12,40,7,19,60.8,55.8,30.3,30.02,0.256,-0.46,0.97,0.43161,0.54728,0.94,False,sem diferença clara,False,False,indício
todos,Volante,CM,sem,velocidade_maxima,psv99,PSV-99 da temporada (km/h),13,40,7,19,52.5,52.1,27.74,27.625,0.052,-0.71,0.7,0.86906,0.86906,0.91,False,sem diferença clara,False,False,não separa (poder insuficiente)
todos,Volante,CM,sem,velocidade_maxima,psv99_top5,PSV-99 dos 5 picos mais altos (km/h),13,40,7,19,57.5,55.8,30.28,30.02,0.154,-0.52,0.87,0.62423,0.86906,0.91,False,sem diferença clara,False,False,não separa (poder insuficiente)
todos,Meia,SM,com,volume,distance_p90,Distância por 90 min (m),28,75,16,24,64.2,48.3,10162.355,10000.18,0.319,-0.14,0.84,0.16766,0.20961,0.63,False,sem diferença clara,False,False,não separa (poder insuficiente)
todos,Meia,SM,com,volume,running_distance_p90,Distância em corrida por 90 min (m),28,75,16,24,62.5,43.1,1445.205,1407.77,0.383,-0.05,0.91,0.09209,0.20961,0.63,False,sem diferença clara,False,False,não separa (poder insuficiente)
todos,Meia,SM,com,volume,m_per_min,Metros por minuto,28,75,16,24,64.2,48.3,112.915,111.11,0.319,-0.15,0.84,0.16769,0.20961,0.63,False,sem diferença clara,False,False,não separa (poder insuficiente)
todos,Meia,SM,com,volume,m_per_min_tip,Metros por minuto COM a bola,28,75,16,24,52.9,44.8,143.98,144.13,0.157,-0.29,0.66,0.48832,0.48832,0.63,False,sem diferença clara,False,False,não separa (poder insuficiente)
todos,Meia,SM,com,volume,m_per_min_otip,Metros por minuto SEM a bola,28,75,16,24,72.9,44.4,163.25,154.86,0.375,-0.11,0.91,0.11003,0.20961,0.63,False,sem diferença clara,False,False,não separa (poder insuficiente)
todos,Meia,CM,com,volume,distance_p90,Distância por 90 min (m),27,75,15,24,39.7,48.3,9928.91,10000.18,-0.142,-0.55,0.32,0.49437,0.82734,0.63,False,sem diferença clara,False,False,não separa (poder insuficiente)
todos,Meia,CM,com,volume,running_distance_p90,Distância em corrida por 90 min (m),27,75,15,24,39.4,43.1,1393.4,1407.77,-0.073,-0.49,0.37,0.72345,0.90431,0.63,False,sem diferença clara,False,False,não separa (poder insuficiente)
todos,Meia,CM,com,volume,m_per_min,Metros por minuto,27,75,15,24,39.7,48.3,110.32,111.11,-0.141,-0.54,0.34,0.49641,0.82734,0.63,False,sem diferença clara,False,False,não separa (poder insuficiente)
todos,Meia,CM,com,volume,m_per_min_tip,Metros por minuto COM a bola,27,75,15,24,44.3,44.8,143.53,144.13,-0.022,-0.44,0.44,0.91429,0.91429,0.63,False,sem diferença clara,False,False,não separa (poder insuficiente)
todos,Meia,CM,com,volume,m_per_min_otip,Metros por minuto SEM a bola,27,75,15,24,43.9,44.4,154.45,154.86,-0.209,-0.62,0.23,0.32199,0.82734,0.63,False,sem diferença clara,False,False,não separa (poder insuficiente)
todos,Meia,ST,com,volume,distance_p90,Distância por 90 min (m),28,21,16,10,64.2,59.1,10162.355,10103.09,0.162,-0.44,0.89,0.58154,0.72891,0.83,False,sem diferença clara,False,False,não separa (poder insuficiente)
todos,Meia,ST,com,volume,running_distance_p90,Distância em corrida por 90 min (m),28,21,16,10,62.5,65.5,1445.205,1593.26,0.178,-0.47,1.09,0.55078,0.72891,0.83,False,sem diferença clara,False,False,não separa (poder insuficiente)
todos,Meia,ST,com,volume,m_per_min,Metros por minuto,28,21,16,10,64.2,59.1,112.915,112.26,0.161,-0.4,0.94,0.58313,0.72891,0.83,False,sem diferença clara,False,False,não separa (poder insuficiente)
todos,Meia,ST,com,volume,m_per_min_tip,Metros por minuto COM a bola,28,21,16,10,52.9,51.4,143.98,144.41,0.024,-0.59,0.74,0.93455,0.93455,0.83,False,sem diferença clara,False,False,não separa (poder insuficiente)
todos,Meia,ST,com,volume,m_per_min_otip,Metros por minuto SEM a bola,28,21,16,10,72.9,57.6,163.25,159.59,0.173,-0.38,0.93,0.55223,0.72891,0.83,False,sem diferença clara,False,False,não separa (poder insuficiente)
todos,Meia,SM,com,alta_intensidade,hi_distance_p90,Distância em alta intensidade por 90 (m),28,75,16,24,52.1,54.2,689.525,715.57,0.071,-0.34,0.52,0.75563,0.98338,0.63,False,sem diferença clara,False,False,não separa (poder insuficiente)
todos,Meia,SM,com,alta_intensidade,hi_count_p90,Ações em alta intensidade por 90,28,75,16,24,46.2,55.7,56.155,58.79,0.026,-0.38,0.46,0.90818,0.98338,0.63,False,sem diferença clara,False,False,não separa (poder insuficiente)
todos,Meia,SM,com,alta_intensidade,hsr_distance_p90,Distância em corrida de alta velocidade por 90 (m),28,75,16,24,54.9,54.3,552.87,553.29,0.125,-0.23,0.56,0.58841,0.98338,0.63,False,sem diferença clara,False,False,não separa (poder insuficiente)
todos,Meia,SM,com,alta_intensidade,high_accel_p90,Acelerações fortes por 90,28,75,16,24,35.6,51.4,5.29,5.59,-0.08,-0.49,0.35,0.72304,0.98338,0.63,False,sem diferença clara,False,False,não separa (poder insuficiente)
todos,Meia,SM,com,alta_intensidade,hi_distance_p30tip,Alta intensidade por 30 min COM a bola (m),28,75,16,24,50.7,48.6,387.43,406.26,-0.005,-0.52,0.5,0.98338,0.98338,0.63,False,sem diferença clara,False,False,não separa (poder insuficiente)
todos,Meia,SM,com,alta_intensidade,hi_distance_p30otip,Alta intensidade por 30 min SEM a bola (m),28,75,16,24,70.5,54.2,502.91,450.08,0.345,-0.08,0.92,0.15882,0.95294,0.63,False,sem diferença clara,False,False,não separa (poder insuficiente)
todos,Meia,CM,com,alta_intensidade,hi_distance_p90,Distância em alta intensidade por 90 (m),27,75,15,24,43.9,54.2,672.5,715.57,-0.31,-0.78,0.11,0.18524,0.37048,0.63,False,sem diferença clara,False,False,não separa (poder insuficiente)
todos,Meia,CM,com,alta_intensidade,hi_count_p90,Ações em alta intensidade por 90,27,75,15,24,52.8,55.7,56.36,58.79,-0.213,-0.66,0.24,0.35664,0.53496,0.63,False,sem diferença clara,False,False,não separa (poder insuficiente)
todos,Meia,CM,com,alta_intensidade,hsr_distance_p90,Distância em corrida de alta velocidade por 90 (m),27,75,15,24,36.4,54.3,509.42,553.29,-0.387,-0.87,0.1,0.09302,0.37048,0.63,False,sem diferença clara,False,False,não separa (poder insuficiente)
todos,Meia,CM,com,alta_intensidade,high_accel_p90,Acelerações fortes por 90,27,75,15,24,47.0,51.4,5.64,5.59,-0.043,-0.44,0.35,0.84653,0.84653,0.63,False,sem diferença clara,False,False,não separa (poder insuficiente)
todos,Meia,CM,com,alta_intensidade,hi_distance_p30tip,Alta intensidade por 30 min COM a bola (m),27,75,15,24,37.1,48.6,339.01,406.26,-0.174,-0.66,0.3,0.45083,0.54099,0.63,False,sem diferença clara,False,False,não separa (poder insuficiente)
todos,Meia,CM,com,alta_intensidade,hi_distance_p30otip,Alta intensidade por 30 min SEM a bola (m),27,75,15,24,41.4,54.2,431.18,450.08,-0.308,-0.65,0.02,0.18058,0.37048,0.63,False,sem diferença clara,False,False,não separa (poder insuficiente)
todos,Meia,ST,com,alta_intensidade,hi_distance_p90,Distância em alta intensidade por 90 (m),28,21,16,10,52.1,48.6,689.525,676.52,0.34,-0.22,1.01,0.24093,0.4312,0.83,False,sem diferença clara,False,False,não separa (poder insuficiente)
todos,Meia,ST,com,alta_intensidade,hi_count_p90,Ações em alta intensidade por 90,28,21,16,10,46.2,37.5,56.155,52.42,0.402,-0.16,1.01,0.16498,0.4312,0.83,False,sem diferença clara,False,False,não separa (poder insuficiente)
todos,Meia,ST,com,alta_intensidade,hsr_distance_p90,Distância em corrida de alta velocidade por 90 (m),28,21,16,10,54.9,50.0,552.87,533.27,0.305,-0.22,1.01,0.29357,0.4312,0.83,False,sem diferença clara,False,False,não separa (poder insuficiente)
todos,Meia,ST,com,alta_intensidade,high_accel_p90,Acelerações fortes por 90,28,21,16,10,35.6,36.4,5.29,5.23,0.225,-0.33,0.75,0.42821,0.4312,0.83,False,sem diferença clara,False,False,não separa (poder insuficiente)
todos,Meia,ST,com,alta_intensidade,hi_distance_p30tip,Alta intensidade por 30 min COM a bola (m),28,21,16,10,50.7,34.8,387.43,333.51,0.233,-0.43,0.96,0.4312,0.4312,0.83,False,sem diferença clara,False,False,não separa (poder insuficiente)
todos,Meia,ST,com,alta_intensidade,hi_distance_p30otip,Alta intensidade por 30 min SEM a bola (m),28,21,16,10,70.5,58.6,502.91,450.34,0.389,-0.3,1.3,0.17132,0.4312,0.83,False,sem diferença clara,False,False,não separa (poder insuficiente)
todos,Meia,SM,com,sprints,sprint_distance_p90,Distância em sprint por 90 (m),28,75,16,24,51.4,54.5,147.665,165.28,-0.073,-0.53,0.39,0.74374,0.95618,0.63,False,sem diferença clara,False,False,não separa (poder insuficiente)
todos,Meia,SM,com,sprints,sprint_count_p90,Número de sprints por 90,28,75,16,24,54.7,53.0,7.79,8.63,0.012,-0.4,0.45,0.95618,0.95618,0.63,False,sem diferença clara,False,False,não separa (poder insuficiente)
todos,Meia,SM,com,sprints,sprint_count_p30tip,Sprints por 30 min COM a bola,28,75,16,24,51.7,51.4,3.995,4.27,-0.029,-0.57,0.46,0.89238,0.95618,0.63,False,sem diferença clara,False,False,não separa (poder insuficiente)
todos,Meia,SM,com,sprints,sprint_count_p30otip,Sprints por 30 min SEM a bola,28,75,16,24,59.5,52.9,5.04,4.54,0.175,-0.17,0.56,0.45767,0.95618,0.63,False,sem diferença clara,False,False,não separa (poder insuficiente)
todos,Meia,CM,com,sprints,sprint_distance_p90,Distância em sprint por 90 (m),27,75,15,24,57.6,54.5,156.41,165.28,-0.129,-0.65,0.3,0.57234,0.7193,0.63,False,sem diferença clara,False,False,não separa (poder insuficiente)
todos,Meia,CM,com,sprints,sprint_count_p90,Número de sprints por 90,27,75,15,24,50.0,53.0,7.74,8.63,-0.126,-0.63,0.34,0.58598,0.7193,0.63,False,sem diferença clara,False,False,não separa (poder insuficiente)
todos,Meia,CM,com,sprints,sprint_count_p30tip,Sprints por 30 min COM a bola,27,75,15,24,45.7,51.4,3.87,4.27,-0.082,-0.62,0.36,0.7193,0.7193,0.63,False,sem diferença clara,False,False,não separa (poder insuficiente)
todos,Meia,CM,com,sprints,sprint_count_p30otip,Sprints por 30 min SEM a bola,27,75,15,24,44.3,52.9,4.34,4.54,-0.119,-0.52,0.24,0.61086,0.7193,0.63,False,sem diferença clara,False,False,não separa (poder insuficiente)
todos,Meia,ST,com,sprints,sprint_distance_p90,Distância em sprint por 90 (m),28,21,16,10,51.4,48.5,147.665,148.05,0.209,-0.39,0.86,0.47328,0.47328,0.83,False,sem diferença clara,False,False,não separa (poder insuficiente)
todos,Meia,ST,com,sprints,sprint_count_p90,Número de sprints por 90,28,21,16,10,54.7,40.3,7.79,7.03,0.406,-0.21,1.03,0.16599,0.33197,0.83,False,sem diferença clara,False,False,não separa (poder insuficiente)
todos,Meia,ST,com,sprints,sprint_count_p30tip,Sprints por 30 min COM a bola,28,21,16,10,51.7,37.5,3.995,2.99,0.29,-0.45,1.04,0.32858,0.4381,0.83,False,sem diferença clara,False,False,não separa (poder insuficiente)
todos,Meia,ST,com,sprints,sprint_count_p30otip,Sprints por 30 min SEM a bola,28,21,16,10,59.5,50.0,5.04,4.3,0.493,0.03,1.05,0.08173,0.32691,0.83,False,sem diferença clara,False,False,não separa (poder insuficiente)
todos,Meia,SM,com,velocidade_maxima,psv99,PSV-99 da temporada (km/h),28,75,16,24,54.3,58.6,28.42,28.43,-0.014,-0.48,0.42,0.95143,0.95143,0.63,False,sem diferença clara,False,False,não separa (poder insuficiente)
todos,Meia,SM,com,velocidade_maxima,psv99_top5,PSV-99 dos 5 picos mais altos (km/h),28,75,16,24,54.9,56.1,30.56,30.68,-0.04,-0.51,0.35,0.84733,0.95143,0.63,False,sem diferença clara,False,False,não separa (poder insuficiente)
todos,Meia,CM,com,velocidade_maxima,psv99,PSV-99 da temporada (km/h),27,75,15,24,48.6,58.6,28.31,28.43,-0.074,-0.54,0.35,0.74417,0.74417,0.63,False,sem diferença clara,False,False,não separa (poder insuficiente)
todos,Meia,CM,com,velocidade_maxima,psv99_top5,PSV-99 dos 5 picos mais altos (km/h),27,75,15,24,55.7,56.1,30.48,30.68,-0.104,-0.59,0.32,0.65088,0.74417,0.63,False,sem diferença clara,False,False,não separa (poder insuficiente)
todos,Meia,ST,com,velocidade_maxima,psv99,PSV-99 da temporada (km/h),28,21,16,10,54.3,44.4,28.42,28.07,0.207,-0.39,0.82,0.48102,0.70501,0.83,False,sem diferença clara,False,False,não separa (poder insuficiente)
todos,Meia,ST,com,velocidade_maxima,psv99_top5,PSV-99 dos 5 picos mais altos (km/h),28,21,16,10,54.9,46.6,30.56,30.5,0.113,-0.54,0.72,0.70501,0.70501,0.83,False,sem diferença clara,False,False,não separa (poder insuficiente)
todos,Meia,SM,sem,volume,distance_p90,Distância por 90 min (m),15,48,8,19,58.6,37.0,10068.6,9938.71,0.336,-0.35,1.08,0.30397,0.43169,0.84,False,sem diferença clara,False,False,não separa (poder insuficiente)
todos,Meia,SM,sem,volume,running_distance_p90,Distância em corrida por 90 min (m),15,48,8,19,61.4,38.9,1433.58,1399.885,0.38,-0.29,1.1,0.23145,0.43169,0.84,False,sem diferença clara,False,False,não separa (poder insuficiente)
todos,Meia,SM,sem,volume,m_per_min,Metros por minuto,15,48,8,19,58.6,37.0,111.87,110.43,0.339,-0.36,1.1,0.30055,0.43169,0.84,False,sem diferença clara,False,False,não separa (poder insuficiente)
todos,Meia,SM,sem,volume,m_per_min_tip,Metros por minuto COM a bola,15,48,8,19,40.0,44.0,140.98,144.27,0.148,-0.67,0.92,0.64893,0.64893,0.84,False,sem diferença clara,False,False,não separa (poder insuficiente)
todos,Meia,SM,sem,volume,m_per_min_otip,Metros por minuto SEM a bola,15,48,8,19,80.3,38.8,163.19,154.095,0.323,-0.48,1.08,0.34535,0.43169,0.84,False,sem diferença clara,False,False,não separa (poder insuficiente)
todos,Meia,CM,sem,volume,distance_p90,Distância por 90 min (m),20,48,11,19,38.6,37.0,9968.75,9938.71,0.127,-0.34,0.69,0.62869,0.78587,0.76,False,sem diferença clara,False,False,não separa (poder insuficiente)
todos,Meia,CM,sem,volume,running_distance_p90,Distância em corrida por 90 min (m),20,48,11,19,43.0,38.9,1422.09,1399.885,0.26,-0.15,0.83,0.31582,0.78587,0.76,False,sem diferença clara,False,False,não separa (poder insuficiente)
todos,Meia,CM,sem,volume,m_per_min,Metros por minuto,20,48,11,19,38.6,37.0,110.76,110.43,0.127,-0.36,0.71,0.62718,0.78587,0.76,False,sem diferença clara,False,False,não separa (poder insuficiente)
todos,Meia,CM,sem,volume,m_per_min_tip,Metros por minuto COM a bola,20,48,11,19,58.4,44.0,143.55,144.27,0.176,-0.35,0.85,0.50087,0.78587,0.76,False,sem diferença clara,False,False,não separa (poder insuficiente)
todos,Meia,CM,sem,volume,m_per_min_otip,Metros por minuto SEM a bola,20,48,11,19,39.2,38.8,154.84,154.095,0.006,-0.48,0.56,0.98084,0.98084,0.76,False,sem diferença clara,False,False,não separa (poder insuficiente)
todos,Meia,SM,sem,alta_intensidade,hi_distance_p90,Distância em alta intensidade por 90 (m),15,48,8,19,58.3,56.5,700.8,732.235,0.0,-0.71,0.79,0.99918,0.99918,0.84,False,sem diferença clara,False,False,não separa (poder insuficiente)
todos,Meia,SM,sem,alta_intensidade,hi_count_p90,Ações em alta intensidade por 90,15,48,8,19,62.5,59.0,61.24,60.705,-0.011,-0.7,0.73,0.97412,0.99918,0.84,False,sem diferença clara,False,False,não separa (poder insuficiente)
todos,Meia,SM,sem,alta_intensidade,hsr_distance_p90,Distância em corrida de alta velocidade por 90 (m),15,48,8,19,56.9,55.8,561.14,555.74,0.083,-0.57,0.8,0.79637,0.99918,0.84,False,sem diferença clara,False,False,não separa (poder insuficiente)
todos,Meia,SM,sem,alta_intensidade,high_accel_p90,Acelerações fortes por 90,15,48,8,19,50.0,59.4,5.69,6.055,0.01,-0.65,0.67,0.97455,0.99918,0.84,False,sem diferença clara,False,False,não separa (poder insuficiente)
todos,Meia,SM,sem,alta_intensidade,hi_distance_p30tip,Alta intensidade por 30 min COM a bola (m),15,48,8,19,65.3,58.0,459.42,423.575,-0.072,-0.84,0.8,0.83146,0.99918,0.84,False,sem diferença clara,False,False,não separa (poder insuficiente)
todos,Meia,SM,sem,alta_intensidade,hi_distance_p30otip,Alta intensidade por 30 min SEM a bola (m),15,48,8,19,79.3,44.9,523.94,448.99,0.512,-0.14,1.3,0.12129,0.72775,0.84,False,sem diferença clara,False,False,não separa (poder insuficiente)
todos,Meia,CM,sem,alta_intensidade,hi_distance_p90,Distância em alta intensidade por 90 (m),20,48,11,19,44.8,56.5,688.895,732.235,-0.391,-1.01,0.12,0.18193,0.41716,0.76,False,sem diferença clara,False,False,não separa (poder insuficiente)
todos,Meia,CM,sem,alta_intensidade,hi_count_p90,Ações em alta intensidade por 90,20,48,11,19,53.2,59.0,57.23,60.705,-0.314,-0.89,0.2,0.27811,0.41716,0.76,False,sem diferença clara,False,False,não separa (poder insuficiente)
todos,Meia,CM,sem,alta_intensidade,hsr_distance_p90,Distância em corrida de alta velocidade por 90 (m),20,48,11,19,44.0,55.8,518.17,555.74,-0.372,-1.01,0.26,0.19499,0.41716,0.76,False,sem diferença clara,False,False,não separa (poder insuficiente)
todos,Meia,CM,sem,alta_intensidade,high_accel_p90,Acelerações fortes por 90,20,48,11,19,44.2,59.4,5.49,6.055,-0.212,-0.73,0.21,0.43263,0.51916,0.76,False,sem diferença clara,False,False,não separa (poder insuficiente)
todos,Meia,CM,sem,alta_intensidade,hi_distance_p30tip,Alta intensidade por 30 min COM a bola (m),20,48,11,19,40.1,58.0,347.985,423.575,-0.343,-1.02,0.28,0.24927,0.41716,0.76,False,sem diferença clara,False,False,não separa (poder insuficiente)
todos,Meia,CM,sem,alta_intensidade,hi_distance_p30otip,Alta intensidade por 30 min SEM a bola (m),20,48,11,19,48.5,44.9,436.12,448.99,-0.157,-0.61,0.29,0.56235,0.56235,0.76,False,sem diferença clara,False,False,não separa (poder insuficiente)
todos,Meia,SM,sem,sprints,sprint_distance_p90,Distância em sprint por 90 (m),15,48,8,19,63.9,64.7,180.98,187.715,-0.071,-0.83,0.73,0.83162,0.84954,0.84,False,sem diferença clara,False,False,não separa (poder insuficiente)
todos,Meia,SM,sem,sprints,sprint_count_p90,Número de sprints por 90,15,48,8,19,61.1,63.1,9.59,9.575,-0.064,-0.82,0.69,0.84954,0.84954,0.84,False,sem diferença clara,False,False,não separa (poder insuficiente)
todos,Meia,SM,sem,sprints,sprint_count_p30tip,Sprints por 30 min COM a bola,15,48,8,19,63.6,58.0,4.96,4.9,-0.159,-0.97,0.69,0.6356,0.84954,0.84,False,sem diferença clara,False,False,não separa (poder insuficiente)
todos,Meia,SM,sem,sprints,sprint_count_p30otip,Sprints por 30 min SEM a bola,15,48,8,19,75.7,65.4,5.79,5.15,0.294,-0.15,0.85,0.34362,0.84954,0.84,False,sem diferença clara,False,False,não separa (poder insuficiente)
todos,Meia,CM,sem,sprints,sprint_distance_p90,Distância em sprint por 90 (m),20,48,11,19,58.1,64.7,155.27,187.715,-0.319,-1.0,0.19,0.26955,0.38067,0.76,False,sem diferença clara,False,False,não separa (poder insuficiente)
todos,Meia,CM,sem,sprints,sprint_count_p90,Número de sprints por 90,20,48,11,19,54.9,63.1,8.0,9.575,-0.32,-1.0,0.24,0.28134,0.38067,0.76,False,sem diferença clara,False,False,não separa (poder insuficiente)
todos,Meia,CM,sem,sprints,sprint_count_p30tip,Sprints por 30 min COM a bola,20,48,11,19,42.8,58.0,3.78,4.9,-0.313,-1.0,0.23,0.2855,0.38067,0.76,False,sem diferença clara,False,False,não separa (poder insuficiente)
todos,Meia,CM,sem,sprints,sprint_count_p30otip,Sprints por 30 min SEM a bola,20,48,11,19,52.6,65.4,4.505,5.15,-0.161,-0.64,0.23,0.56197,0.56197,0.76,False,sem diferença clara,False,False,não separa (poder insuficiente)
todos,Meia,SM,sem,velocidade_maxima,psv99,PSV-99 da temporada (km/h),15,48,8,19,65.3,64.7,28.68,28.855,-0.147,-0.89,0.52,0.65111,0.65111,0.84,False,sem diferença clara,False,False,não separa (poder insuficiente)
todos,Meia,SM,sem,velocidade_maxima,psv99_top5,PSV-99 dos 5 picos mais altos (km/h),15,48,8,19,54.5,64.1,30.66,30.95,-0.244,-0.95,0.41,0.4158,0.65111,0.84,False,sem diferença clara,False,False,não separa (poder insuficiente)
todos,Meia,CM,sem,velocidade_maxima,psv99,PSV-99 da temporada (km/h),20,48,11,19,48.1,64.7,28.24,28.855,-0.351,-1.05,0.13,0.21743,0.21743,0.76,False,sem diferença clara,False,False,não separa (poder insuficiente)
todos,Meia,CM,sem,velocidade_maxima,psv99_top5,PSV-99 dos 5 picos mais altos (km/h),20,48,11,19,48.6,64.1,30.39,30.95,-0.363,-1.11,0.15,0.20415,0.21743,0.76,False,sem diferença clara,False,False,não separa (poder insuficiente)
todos,Extremo,SM,com,volume,distance_p90,Distância por 90 min (m),17,53,10,17,53.3,44.7,9825.5,9766.67,0.174,-0.49,0.79,0.55209,0.61548,0.79,False,sem diferença clara,False,False,não separa (poder insuficiente)
todos,Extremo,SM,com,volume,running_distance_p90,Distância em corrida por 90 min (m),17,53,10,17,50.0,45.0,1383.55,1351.17,0.176,-0.45,0.8,0.5407,0.61548,0.79,False,sem diferença clara,False,False,não separa (poder insuficiente)
todos,Extremo,SM,com,volume,m_per_min,Metros por minuto,17,53,10,17,53.3,44.7,109.17,108.52,0.174,-0.46,0.81,0.55209,0.61548,0.79,False,sem diferença clara,False,False,não separa (poder insuficiente)
todos,Extremo,SM,com,volume,m_per_min_tip,Metros por minuto COM a bola,17,53,10,17,30.0,46.2,139.62,142.65,-0.152,-0.76,0.41,0.61548,0.61548,0.79,False,sem diferença clara,False,False,não separa (poder insuficiente)
todos,Extremo,SM,com,volume,m_per_min_otip,Metros por minuto SEM a bola,17,53,10,17,63.3,52.6,148.93,144.77,0.328,-0.32,0.89,0.26526,0.61548,0.79,False,sem diferença clara,False,False,não separa (poder insuficiente)
todos,Extremo,CM,com,volume,distance_p90,Distância por 90 min (m),18,53,11,17,40.0,44.7,9689.145,9766.67,-0.279,-1.02,0.36,0.31182,0.38978,0.78,False,sem diferença clara,False,False,não separa (poder insuficiente)
todos,Extremo,CM,com,volume,running_distance_p90,Distância em corrida por 90 min (m),18,53,11,17,38.2,45.0,1270.97,1351.17,-0.306,-1.04,0.32,0.2648,0.38978,0.78,False,sem diferença clara,False,False,não separa (poder insuficiente)
todos,Extremo,CM,com,volume,m_per_min,Metros por minuto,18,53,11,17,40.0,44.7,107.655,108.52,-0.279,-0.95,0.37,0.31182,0.38978,0.78,False,sem diferença clara,False,False,não separa (poder insuficiente)
todos,Extremo,CM,com,volume,m_per_min_tip,Metros por minuto COM a bola,18,53,11,17,51.3,46.2,142.345,142.65,-0.061,-0.56,0.4,0.80854,0.80854,0.78,False,sem diferença clara,False,False,não separa (poder insuficiente)
