subamostra,setor,comparacao,fronteira,familia,indicador,nome,n_a,n_b,clubes_a,clubes_b,pct_a,pct_b,cru_a,cru_b,d,ic95_lo,ic95_hi,p,q,d_minimo_80,poder_suficiente,selo,passou_bh,passou_bh_nos_dois_cortes,confianca_do_achado
todos,Atacante,CM,com,alta_intensidade,hi_count_p90,Ações em alta intensidade por 90,24,76,12,25,43.1,51.5,59.135,64.53,-0.204,-0.6,0.14,0.40384,0.5929,0.66,False,sem diferença clara,False,False,não separa (poder insuficiente)
todos,Atacante,CM,com,alta_intensidade,hsr_distance_p90,Distância em corrida de alta velocidade por 90 (m),24,76,12,25,49.4,47.3,513.515,523.03,-0.201,-0.65,0.23,0.42083,0.5929,0.66,False,sem diferença clara,False,False,não separa (poder insuficiente)
todos,Atacante,CM,com,alta_intensidade,high_accel_p90,Acelerações fortes por 90,24,76,12,25,47.2,51.2,7.66,8.135,-0.097,-0.58,0.36,0.68238,0.68238,0.66,False,sem diferença clara,False,False,não separa (poder insuficiente)
todos,Atacante,CM,com,alta_intensidade,hi_distance_p30tip,Alta intensidade por 30 min COM a bola (m),24,76,12,25,51.2,56.7,447.95,459.535,-0.169,-0.61,0.27,0.49408,0.5929,0.66,False,sem diferença clara,False,False,não separa (poder insuficiente)
todos,Atacante,CM,com,alta_intensidade,hi_distance_p30otip,Alta intensidade por 30 min SEM a bola (m),24,76,12,25,39.6,46.0,389.865,394.965,-0.342,-0.84,0.13,0.15106,0.5929,0.66,False,sem diferença clara,False,False,não separa (poder insuficiente)
todos,Atacante,ST,com,alta_intensidade,hi_distance_p90,Distância em alta intensidade por 90 (m),23,26,14,11,59.0,41.2,760.88,690.41,0.448,-0.28,1.27,0.12382,0.37147,0.82,False,sem diferença clara,False,False,não separa (poder insuficiente)
todos,Atacante,ST,com,alta_intensidade,hi_count_p90,Ações em alta intensidade por 90,23,26,14,11,61.5,49.5,65.98,62.745,0.348,-0.26,1.06,0.22982,0.45964,0.82,False,sem diferença clara,False,False,não separa (poder insuficiente)
todos,Atacante,ST,com,alta_intensidade,hsr_distance_p90,Distância em corrida de alta velocidade por 90 (m),23,26,14,11,55.0,51.2,534.45,537.81,0.211,-0.49,0.96,0.46598,0.50954,0.82,False,sem diferença clara,False,False,não separa (poder insuficiente)
todos,Atacante,ST,com,alta_intensidade,high_accel_p90,Acelerações fortes por 90,23,26,14,11,55.0,43.6,7.68,8.1,0.188,-0.34,0.89,0.50954,0.50954,0.82,False,sem diferença clara,False,False,não separa (poder insuficiente)
todos,Atacante,ST,com,alta_intensidade,hi_distance_p30tip,Alta intensidade por 30 min COM a bola (m),23,26,14,11,55.0,43.8,446.37,408.35,0.265,-0.44,1.15,0.35773,0.50954,0.82,False,sem diferença clara,False,False,não separa (poder insuficiente)
todos,Atacante,ST,com,alta_intensidade,hi_distance_p30otip,Alta intensidade por 30 min SEM a bola (m),23,26,14,11,57.5,45.6,421.17,401.78,0.499,-0.02,1.09,0.08497,0.37147,0.82,False,sem diferença clara,False,False,não separa (poder insuficiente)
todos,Atacante,SM,com,sprints,sprint_distance_p90,Distância em sprint por 90 (m),23,76,14,25,60.0,52.7,208.83,190.975,0.249,-0.13,0.6,0.32757,0.43676,0.67,False,sem diferença clara,False,False,não separa (poder insuficiente)
todos,Atacante,SM,com,sprints,sprint_count_p90,Número de sprints por 90,23,76,14,25,62.5,52.7,11.54,11.04,0.275,-0.09,0.63,0.26939,0.43676,0.67,False,sem diferença clara,False,False,não separa (poder insuficiente)
todos,Atacante,SM,com,sprints,sprint_count_p30tip,Sprints por 30 min COM a bola,23,76,14,25,52.5,57.0,6.25,6.185,0.105,-0.31,0.53,0.66338,0.66338,0.67,False,sem diferença clara,False,False,não separa (poder insuficiente)
todos,Atacante,SM,com,sprints,sprint_count_p30otip,Sprints por 30 min SEM a bola,23,76,14,25,60.0,47.5,5.36,4.785,0.473,0.07,0.86,0.05202,0.20809,0.67,False,sem diferença clara,False,False,não separa (poder insuficiente)
todos,Atacante,CM,com,sprints,sprint_distance_p90,Distância em sprint por 90 (m),24,76,12,25,43.0,52.7,172.78,190.975,-0.149,-0.55,0.19,0.56153,0.58537,0.66,False,sem diferença clara,False,False,não separa (poder insuficiente)
todos,Atacante,CM,com,sprints,sprint_count_p90,Número de sprints por 90,24,76,12,25,38.1,52.7,8.99,11.04,-0.176,-0.56,0.17,0.48458,0.58537,0.66,False,sem diferença clara,False,False,não separa (poder insuficiente)
todos,Atacante,CM,com,sprints,sprint_count_p30tip,Sprints por 30 min COM a bola,24,76,12,25,47.3,57.0,5.485,6.185,-0.144,-0.57,0.32,0.58537,0.58537,0.66,False,sem diferença clara,False,False,não separa (poder insuficiente)
todos,Atacante,CM,com,sprints,sprint_count_p30otip,Sprints por 30 min SEM a bola,24,76,12,25,33.9,47.5,4.22,4.785,-0.22,-0.61,0.14,0.35031,0.58537,0.66,False,sem diferença clara,False,False,não separa (poder insuficiente)
todos,Atacante,ST,com,sprints,sprint_distance_p90,Distância em sprint por 90 (m),23,26,14,11,60.0,44.6,208.83,173.985,0.482,0.01,1.07,0.1044,0.17239,0.82,False,sem diferença clara,False,False,não separa (poder insuficiente)
todos,Atacante,ST,com,sprints,sprint_count_p90,Número de sprints por 90,23,26,14,11,62.5,47.3,11.54,9.94,0.446,-0.1,1.09,0.1293,0.17239,0.82,False,sem diferença clara,False,False,não separa (poder insuficiente)
todos,Atacante,ST,com,sprints,sprint_count_p30tip,Sprints por 30 min COM a bola,23,26,14,11,52.5,46.2,6.25,5.355,0.28,-0.3,1.02,0.33541,0.33541,0.82,False,sem diferença clara,False,False,não separa (poder insuficiente)
todos,Atacante,ST,com,sprints,sprint_count_p30otip,Sprints por 30 min SEM a bola,23,26,14,11,60.0,43.0,5.36,4.475,0.631,0.1,1.24,0.0323,0.12919,0.82,False,pode ser sorte,False,False,não separa (poder insuficiente)
todos,Atacante,SM,com,velocidade_maxima,psv99,PSV-99 da temporada (km/h),23,76,14,25,59.0,50.0,29.01,28.815,0.172,-0.14,0.49,0.50949,0.91396,0.67,False,sem diferença clara,False,False,não separa (poder insuficiente)
todos,Atacante,SM,com,velocidade_maxima,psv99_top5,PSV-99 dos 5 picos mais altos (km/h),23,76,14,25,48.7,56.2,31.02,31.08,0.028,-0.3,0.34,0.91396,0.91396,0.67,False,sem diferença clara,False,False,não separa (poder insuficiente)
todos,Atacante,CM,com,velocidade_maxima,psv99,PSV-99 da temporada (km/h),24,76,12,25,56.2,50.0,28.99,28.815,-0.0,-0.39,0.35,0.99901,0.99901,0.66,False,sem diferença clara,False,False,não separa (poder insuficiente)
todos,Atacante,CM,com,velocidade_maxima,psv99_top5,PSV-99 dos 5 picos mais altos (km/h),24,76,12,25,53.1,56.2,31.13,31.08,-0.114,-0.54,0.28,0.65454,0.99901,0.66,False,sem diferença clara,False,False,não separa (poder insuficiente)
todos,Atacante,ST,com,velocidade_maxima,psv99,PSV-99 da temporada (km/h),23,26,14,11,59.0,45.0,29.01,28.64,0.332,-0.1,0.81,0.25957,0.39476,0.82,False,sem diferença clara,False,False,não separa (poder insuficiente)
todos,Atacante,ST,com,velocidade_maxima,psv99_top5,PSV-99 dos 5 picos mais altos (km/h),23,26,14,11,48.7,51.3,31.02,31.03,0.248,-0.14,0.67,0.39476,0.39476,0.82,False,sem diferença clara,False,False,não separa (poder insuficiente)
todos,Atacante,SM,sem,volume,distance_p90,Distância por 90 min (m),12,54,7,20,44.3,46.2,9332.895,9357.14,0.062,-0.71,0.75,0.87179,0.87179,0.91,False,sem diferença clara,False,False,não separa (poder insuficiente)
todos,Atacante,SM,sem,volume,running_distance_p90,Distância em corrida por 90 min (m),12,54,7,20,57.7,46.8,1213.18,1175.18,0.123,-0.72,0.81,0.75043,0.87179,0.91,False,sem diferença clara,False,False,não separa (poder insuficiente)
todos,Atacante,SM,sem,volume,m_per_min,Metros por minuto,12,54,7,20,44.3,46.2,103.695,103.965,0.062,-0.72,0.74,0.87179,0.87179,0.91,False,sem diferença clara,False,False,não separa (poder insuficiente)
todos,Atacante,SM,sem,volume,m_per_min_tip,Metros por minuto COM a bola,12,54,7,20,41.1,51.9,133.59,134.905,-0.123,-0.81,0.44,0.73783,0.87179,0.91,False,sem diferença clara,False,False,não separa (poder insuficiente)
todos,Atacante,SM,sem,volume,m_per_min_otip,Metros por minuto SEM a bola,12,54,7,20,52.5,46.0,143.66,142.97,0.3,-0.64,1.07,0.43875,0.87179,0.91,False,sem diferença clara,False,False,não separa (poder insuficiente)
todos,Atacante,CM,sem,volume,distance_p90,Distância por 90 min (m),18,54,9,20,42.6,46.2,9360.3,9357.14,0.034,-0.63,0.56,0.90809,0.90809,0.77,False,sem diferença clara,False,False,não separa (poder insuficiente)
todos,Atacante,CM,sem,volume,running_distance_p90,Distância em corrida por 90 min (m),18,54,9,20,29.1,46.8,1121.435,1175.18,-0.402,-1.11,0.07,0.18611,0.86887,0.77,False,sem diferença clara,False,False,não separa (poder insuficiente)
todos,Atacante,CM,sem,volume,m_per_min,Metros por minuto,18,54,9,20,42.6,46.2,104.0,103.965,0.034,-0.67,0.6,0.90809,0.90809,0.77,False,sem diferença clara,False,False,não separa (poder insuficiente)
todos,Atacante,CM,sem,volume,m_per_min_tip,Metros por minuto COM a bola,18,54,9,20,56.5,51.9,135.84,134.905,0.189,-0.36,0.7,0.52132,0.86887,0.77,False,sem diferença clara,False,False,não separa (poder insuficiente)
todos,Atacante,CM,sem,volume,m_per_min_otip,Metros por minuto SEM a bola,18,54,9,20,24.5,46.0,136.16,142.97,-0.25,-0.98,0.37,0.41017,0.86887,0.77,False,sem diferença clara,False,False,não separa (poder insuficiente)
todos,Atacante,SM,sem,alta_intensidade,hi_distance_p90,Distância em alta intensidade por 90 (m),12,54,7,20,67.0,50.6,763.85,723.195,0.31,-0.38,0.96,0.38751,0.75589,0.91,False,sem diferença clara,False,False,não separa (poder insuficiente)
todos,Atacante,SM,sem,alta_intensidade,hi_count_p90,Ações em alta intensidade por 90,12,54,7,20,62.8,52.7,69.6,66.05,0.176,-0.48,0.79,0.62877,0.75589,0.91,False,sem diferença clara,False,False,não separa (poder insuficiente)
todos,Atacante,SM,sem,alta_intensidade,hsr_distance_p90,Distância em corrida de alta velocidade por 90 (m),12,54,7,20,46.2,47.9,516.125,523.8,0.115,-0.67,0.86,0.7493,0.75589,0.91,False,sem diferença clara,False,False,não separa (poder insuficiente)
todos,Atacante,SM,sem,alta_intensidade,high_accel_p90,Acelerações fortes por 90,12,54,7,20,64.1,62.8,8.62,8.19,0.203,-0.34,0.69,0.49999,0.75589,0.91,False,sem diferença clara,False,False,não separa (poder insuficiente)
todos,Atacante,SM,sem,alta_intensidade,hi_distance_p30tip,Alta intensidade por 30 min COM a bola (m),12,54,7,20,49.8,50.0,438.6,443.355,0.103,-0.54,0.73,0.75589,0.75589,0.91,False,sem diferença clara,False,False,não separa (poder insuficiente)
todos,Atacante,SM,sem,alta_intensidade,hi_distance_p30otip,Alta intensidade por 30 min SEM a bola (m),12,54,7,20,63.2,48.8,430.57,402.02,0.405,-0.4,1.1,0.2397,0.75589,0.91,False,sem diferença clara,False,False,não separa (poder insuficiente)
todos,Atacante,CM,sem,alta_intensidade,hi_distance_p90,Distância em alta intensidade por 90 (m),18,54,9,20,45.0,50.6,672.805,723.195,-0.378,-0.84,0.04,0.18849,0.23801,0.77,False,sem diferença clara,False,False,não separa (poder insuficiente)
todos,Atacante,CM,sem,alta_intensidade,hi_count_p90,Ações em alta intensidade por 90,18,54,9,20,42.5,52.7,58.555,66.05,-0.385,-0.82,-0.03,0.15901,0.23801,0.77,False,sem diferença clara,False,False,não separa (poder insuficiente)
todos,Atacante,CM,sem,alta_intensidade,hsr_distance_p90,Distância em corrida de alta velocidade por 90 (m),18,54,9,20,38.8,47.9,493.89,523.8,-0.381,-0.89,0.04,0.19834,0.23801,0.77,False,sem diferença clara,False,False,não separa (poder insuficiente)
todos,Atacante,CM,sem,alta_intensidade,high_accel_p90,Acelerações fortes por 90,18,54,9,20,31.7,62.8,7.515,8.19,-0.397,-1.02,0.13,0.16518,0.23801,0.77,False,sem diferença clara,False,False,não separa (poder insuficiente)
todos,Atacante,CM,sem,alta_intensidade,hi_distance_p30tip,Alta intensidade por 30 min COM a bola (m),18,54,9,20,43.8,50.0,417.815,443.355,-0.113,-0.54,0.3,0.69255,0.69255,0.77,False,sem diferença clara,False,False,não separa (poder insuficiente)
todos,Atacante,CM,sem,alta_intensidade,hi_distance_p30otip,Alta intensidade por 30 min SEM a bola (m),18,54,9,20,26.5,48.8,360.12,402.02,-0.596,-1.19,-0.08,0.03655,0.21932,0.77,False,pode ser sorte,False,False,não separa (poder insuficiente)
todos,Atacante,SM,sem,sprints,sprint_distance_p90,Distância em sprint por 90 (m),12,54,7,20,71.8,51.5,248.865,196.365,0.235,-0.3,0.76,0.51977,0.90099,0.91,False,sem diferença clara,False,False,não separa (poder insuficiente)
todos,Atacante,SM,sem,sprints,sprint_count_p90,Número de sprints por 90,12,54,7,20,66.7,52.7,12.59,11.225,0.14,-0.43,0.66,0.6994,0.90099,0.91,False,sem diferença clara,False,False,não separa (poder insuficiente)
todos,Atacante,SM,sem,sprints,sprint_count_p30tip,Sprints por 30 min COM a bola,12,54,7,20,50.6,54.9,6.365,6.135,-0.043,-0.67,0.53,0.90099,0.90099,0.91,False,sem diferença clara,False,False,não separa (poder insuficiente)
todos,Atacante,SM,sem,sprints,sprint_count_p30otip,Sprints por 30 min SEM a bola,12,54,7,20,69.2,51.5,6.51,5.18,0.315,-0.39,0.91,0.38329,0.90099,0.91,False,sem diferença clara,False,False,não separa (poder insuficiente)
todos,Atacante,CM,sem,sprints,sprint_distance_p90,Distância em sprint por 90 (m),18,54,9,20,38.8,51.5,149.755,196.365,-0.329,-0.8,0.03,0.25319,0.33759,0.77,False,sem diferença clara,False,False,não separa (poder insuficiente)
todos,Atacante,CM,sem,sprints,sprint_count_p90,Número de sprints por 90,18,54,9,20,34.2,52.7,8.25,11.225,-0.348,-0.86,0.0,0.21394,0.33759,0.77,False,sem diferença clara,False,False,não separa (poder insuficiente)
todos,Atacante,CM,sem,sprints,sprint_count_p30tip,Sprints por 30 min COM a bola,18,54,9,20,41.2,54.9,4.45,6.135,-0.247,-0.78,0.23,0.41403,0.41403,0.77,False,sem diferença clara,False,False,não separa (poder insuficiente)
todos,Atacante,CM,sem,sprints,sprint_count_p30otip,Sprints por 30 min SEM a bola,18,54,9,20,33.9,51.5,4.01,5.18,-0.427,-0.89,-0.03,0.11182,0.33759,0.77,False,sem diferença clara,False,False,não separa (poder insuficiente)
todos,Atacante,SM,sem,velocidade_maxima,psv99,PSV-99 da temporada (km/h),12,54,7,20,52.2,51.9,28.98,28.965,0.082,-0.43,0.64,0.82614,0.88812,0.91,False,sem diferença clara,False,False,não separa (poder insuficiente)
todos,Atacante,SM,sem,velocidade_maxima,psv99_top5,PSV-99 dos 5 picos mais altos (km/h),12,54,7,20,54.4,57.6,31.13,31.12,0.05,-0.46,0.57,0.88812,0.88812,0.91,False,sem diferença clara,False,False,não separa (poder insuficiente)
todos,Atacante,CM,sem,velocidade_maxima,psv99,PSV-99 da temporada (km/h),18,54,9,20,46.6,51.9,28.67,28.965,-0.142,-0.59,0.24,0.62195,0.62195,0.77,False,sem diferença clara,False,False,não separa (poder insuficiente)
todos,Atacante,CM,sem,velocidade_maxima,psv99_top5,PSV-99 dos 5 picos mais altos (km/h),18,54,9,20,45.6,57.6,30.87,31.12,-0.322,-0.84,0.12,0.26618,0.53237,0.77,False,sem diferença clara,False,False,não separa (poder insuficiente)
sem_cobertura_baixa,Zaga,SM,com,volume,distance_p90,Distância por 90 min (m),17,59,9,22,48.3,58.3,8838.53,8890.71,-0.317,-1.08,0.42,0.28864,0.70462,0.78,False,sem diferença clara,False,False,não separa (poder insuficiente)
sem_cobertura_baixa,Zaga,SM,com,volume,running_distance_p90,Distância em corrida por 90 min (m),17,59,9,22,45.6,50.9,957.18,954.14,0.053,-0.61,0.76,0.86229,0.99012,0.78,False,sem diferença clara,False,False,não separa (poder insuficiente)
sem_cobertura_baixa,Zaga,SM,com,volume,m_per_min,Metros por minuto,17,59,9,22,48.3,58.3,98.21,98.79,-0.319,-1.13,0.44,0.28601,0.70462,0.78,False,sem diferença clara,False,False,não separa (poder insuficiente)
sem_cobertura_baixa,Zaga,SM,com,volume,m_per_min_tip,Metros por minuto COM a bola,17,59,9,22,58.3,56.7,122.3,122.65,-0.258,-1.07,0.57,0.42277,0.70462,0.78,False,sem diferença clara,False,False,não separa (poder insuficiente)
sem_cobertura_baixa,Zaga,SM,com,volume,m_per_min_otip,Metros por minuto SEM a bola,17,59,9,22,40.0,47.9,134.55,135.97,-0.004,-0.76,0.74,0.99012,0.99012,0.78,False,sem diferença clara,False,False,não separa (poder insuficiente)
sem_cobertura_baixa,Zaga,SM,com,alta_intensidade,hi_distance_p90,Distância em alta intensidade por 90 (m),17,59,9,22,53.3,47.9,406.01,414.91,-0.041,-0.64,0.51,0.88571,0.98942,0.78,False,sem diferença clara,False,False,não separa (poder insuficiente)
sem_cobertura_baixa,Zaga,SM,com,alta_intensidade,hi_count_p90,Ações em alta intensidade por 90,17,59,9,22,55.0,52.1,34.56,34.75,-0.145,-0.69,0.39,0.60536,0.98942,0.78,False,sem diferença clara,False,False,não separa (poder insuficiente)
sem_cobertura_baixa,Zaga,SM,com,alta_intensidade,hsr_distance_p90,Distância em corrida de alta velocidade por 90 (m),17,59,9,22,52.6,50.9,306.07,309.77,0.027,-0.59,0.65,0.92835,0.98942,0.78,False,sem diferença clara,False,False,não separa (poder insuficiente)
sem_cobertura_baixa,Zaga,SM,com,alta_intensidade,high_accel_p90,Acelerações fortes por 90,17,59,9,22,47.5,47.4,4.76,4.88,-0.004,-0.48,0.45,0.98942,0.98942,0.78,False,sem diferença clara,False,False,não separa (poder insuficiente)
sem_cobertura_baixa,Zaga,SM,com,alta_intensidade,hi_distance_p30tip,Alta intensidade por 30 min COM a bola (m),17,59,9,22,58.3,50.0,139.55,131.94,0.061,-0.49,0.68,0.83627,0.98942,0.78,False,sem diferença clara,False,False,não separa (poder insuficiente)
sem_cobertura_baixa,Zaga,SM,com,alta_intensidade,hi_distance_p30otip,Alta intensidade por 30 min SEM a bola (m),17,59,9,22,60.0,50.0,338.78,328.72,0.024,-0.64,0.71,0.93567,0.98942,0.78,False,sem diferença clara,False,False,não separa (poder insuficiente)
sem_cobertura_baixa,Zaga,SM,com,sprints,sprint_distance_p90,Distância em sprint por 90 (m),17,59,9,22,50.9,47.4,97.6,94.87,-0.192,-0.73,0.41,0.49138,0.65517,0.78,False,sem diferença clara,False,False,não separa (poder insuficiente)
sem_cobertura_baixa,Zaga,SM,com,sprints,sprint_count_p90,Número de sprints por 90,17,59,9,22,54.4,51.7,5.03,5.21,-0.217,-0.69,0.28,0.4164,0.65517,0.78,False,sem diferença clara,False,False,não separa (poder insuficiente)
sem_cobertura_baixa,Zaga,SM,com,sprints,sprint_count_p30tip,Sprints por 30 min COM a bola,17,59,9,22,51.7,45.8,1.23,1.14,-0.045,-0.47,0.5,0.871,0.871,0.78,False,sem diferença clara,False,False,não separa (poder insuficiente)
sem_cobertura_baixa,Zaga,SM,com,sprints,sprint_count_p30otip,Sprints por 30 min SEM a bola,17,59,9,22,48.3,49.1,3.74,3.73,-0.196,-0.81,0.42,0.49047,0.65517,0.78,False,sem diferença clara,False,False,não separa (poder insuficiente)
sem_cobertura_baixa,Zaga,SM,com,velocidade_maxima,psv99,PSV-99 da temporada (km/h),17,59,9,22,50.9,55.2,28.59,28.67,-0.187,-0.65,0.27,0.48076,0.62491,0.78,False,sem diferença clara,False,False,não separa (poder insuficiente)
sem_cobertura_baixa,Zaga,SM,com,velocidade_maxima,psv99_top5,PSV-99 dos 5 picos mais altos (km/h),17,59,9,22,66.7,56.7,30.96,31.02,0.139,-0.26,0.6,0.62491,0.62491,0.78,False,sem diferença clara,False,False,não separa (poder insuficiente)
sem_cobertura_baixa,Zaga,SM,sem,volume,distance_p90,Distância por 90 min (m),9,43,5,17,48.3,60.4,8838.53,8918.13,-0.636,-1.61,0.42,0.15657,0.267,1.05,False,sem diferença clara,False,False,não separa (poder insuficiente)
sem_cobertura_baixa,Zaga,SM,sem,volume,running_distance_p90,Distância em corrida por 90 min (m),9,43,5,17,68.3,56.7,997.76,973.37,-0.026,-0.82,1.0,0.95545,0.95545,1.05,False,sem diferença clara,False,False,não separa (poder insuficiente)
sem_cobertura_baixa,Zaga,SM,sem,volume,m_per_min,Metros por minuto,9,43,5,17,48.3,60.4,98.21,99.09,-0.636,-1.64,0.4,0.15657,0.267,1.05,False,sem diferença clara,False,False,não separa (poder insuficiente)
sem_cobertura_baixa,Zaga,SM,sem,volume,m_per_min_tip,Metros por minuto COM a bola,9,43,5,17,56.2,63.2,122.15,123.37,-0.698,-1.78,0.35,0.1602,0.267,1.05,False,sem diferença clara,False,False,não separa (poder insuficiente)
sem_cobertura_baixa,Zaga,SM,sem,volume,m_per_min_otip,Metros por minuto SEM a bola,9,43,5,17,40.0,50.9,134.55,136.13,-0.083,-1.07,1.14,0.84899,0.95545,1.05,False,sem diferença clara,False,False,não separa (poder insuficiente)
sem_cobertura_baixa,Zaga,SM,sem,alta_intensidade,hi_distance_p90,Distância em alta intensidade por 90 (m),9,43,5,17,55.0,58.3,406.01,428.13,-0.029,-0.7,0.78,0.9419,0.98373,1.05,False,sem diferença clara,False,False,não separa (poder insuficiente)
sem_cobertura_baixa,Zaga,SM,sem,alta_intensidade,hi_count_p90,Ações em alta intensidade por 90,9,43,5,17,55.0,52.1,34.56,35.65,-0.258,-0.83,0.38,0.49013,0.98373,1.05,False,sem diferença clara,False,False,não separa (poder insuficiente)
sem_cobertura_baixa,Zaga,SM,sem,alta_intensidade,hsr_distance_p90,Distância em corrida de alta velocidade por 90 (m),9,43,5,17,52.6,60.0,306.07,320.3,0.009,-0.62,0.78,0.98373,0.98373,1.05,False,sem diferença clara,False,False,não separa (poder insuficiente)
sem_cobertura_baixa,Zaga,SM,sem,alta_intensidade,high_accel_p90,Acelerações fortes por 90,9,43,5,17,45.0,47.5,4.96,4.95,-0.137,-0.92,0.53,0.72818,0.98373,1.05,False,sem diferença clara,False,False,não separa (poder insuficiente)
sem_cobertura_baixa,Zaga,SM,sem,alta_intensidade,hi_distance_p30tip,Alta intensidade por 30 min COM a bola (m),9,43,5,17,58.3,53.3,139.55,133.11,-0.066,-0.78,0.83,0.88025,0.98373,1.05,False,sem diferença clara,False,False,não separa (poder insuficiente)
sem_cobertura_baixa,Zaga,SM,sem,alta_intensidade,hi_distance_p30otip,Alta intensidade por 30 min SEM a bola (m),9,43,5,17,64.9,50.0,338.78,316.49,0.169,-0.63,1.11,0.67455,0.98373,1.05,False,sem diferença clara,False,False,não separa (poder insuficiente)
sem_cobertura_baixa,Zaga,SM,sem,sprints,sprint_distance_p90,Distância em sprint por 90 (m),9,43,5,17,50.9,47.4,98.48,94.76,-0.088,-0.87,0.9,0.81519,0.99281,1.05,False,sem diferença clara,False,False,não separa (poder insuficiente)
sem_cobertura_baixa,Zaga,SM,sem,sprints,sprint_count_p90,Número de sprints por 90,9,43,5,17,54.4,50.9,5.03,4.97,-0.246,-0.74,0.28,0.48907,0.97813,1.05,False,sem diferença clara,False,False,não separa (poder insuficiente)
sem_cobertura_baixa,Zaga,SM,sem,sprints,sprint_count_p30tip,Sprints por 30 min COM a bola,9,43,5,17,52.6,45.8,1.23,1.13,-0.004,-0.66,0.75,0.99281,0.99281,1.05,False,sem diferença clara,False,False,não separa (poder insuficiente)
sem_cobertura_baixa,Zaga,SM,sem,sprints,sprint_count_p30otip,Sprints por 30 min SEM a bola,9,43,5,17,46.7,49.1,3.74,3.69,-0.27,-1.04,0.52,0.47487,0.97813,1.05,False,sem diferença clara,False,False,não separa (poder insuficiente)
sem_cobertura_baixa,Zaga,SM,sem,velocidade_maxima,psv99,PSV-99 da temporada (km/h),9,43,5,17,52.6,54.4,28.71,28.5,-0.07,-0.64,0.5,0.83115,0.83115,1.05,False,sem diferença clara,False,False,não separa (poder insuficiente)
sem_cobertura_baixa,Zaga,SM,sem,velocidade_maxima,psv99_top5,PSV-99 dos 5 picos mais altos (km/h),9,43,5,17,66.7,49.0,30.96,30.76,0.391,-0.13,1.02,0.27716,0.55432,1.05,False,sem diferença clara,False,False,não separa (poder insuficiente)
sem_cobertura_baixa,Lateral,SM,com,volume,distance_p90,Distância por 90 min (m),19,61,10,22,25.0,43.3,9310.57,9539.83,-0.257,-0.94,0.38,0.38842,0.64736,0.75,False,sem diferença clara,False,False,não separa (poder insuficiente)
sem_cobertura_baixa,Lateral,SM,com,volume,running_distance_p90,Distância em corrida por 90 min (m),19,61,10,22,38.8,46.3,1197.55,1223.11,-0.119,-0.79,0.52,0.68596,0.75371,0.75,False,sem diferença clara,False,False,não separa (poder insuficiente)
sem_cobertura_baixa,Lateral,SM,com,volume,m_per_min,Metros por minuto,19,61,10,22,25.0,43.5,103.45,106.0,-0.258,-0.92,0.42,0.38739,0.64736,0.75,False,sem diferença clara,False,False,não separa (poder insuficiente)
sem_cobertura_baixa,Lateral,SM,com,volume,m_per_min_tip,Metros por minuto COM a bola,19,61,10,22,23.7,47.5,129.94,135.47,-0.522,-1.17,0.09,0.07186,0.3593,0.75,False,sem diferença clara,False,False,não separa (poder insuficiente)
sem_cobertura_baixa,Lateral,SM,com,volume,m_per_min_otip,Metros por minuto SEM a bola,19,61,10,22,45.0,40.7,142.95,143.54,0.088,-0.59,0.83,0.75371,0.75371,0.75,False,sem diferença clara,False,False,não separa (poder insuficiente)
sem_cobertura_baixa,Lateral,SM,com,alta_intensidade,hi_distance_p90,Distância em alta intensidade por 90 (m),19,61,10,22,40.7,50.8,721.47,737.53,-0.088,-0.76,0.57,0.76207,0.89294,0.75,False,sem diferença clara,False,False,não separa (poder insuficiente)
sem_cobertura_baixa,Lateral,SM,com,alta_intensidade,hi_count_p90,Ações em alta intensidade por 90,19,61,10,22,46.9,49.2,62.12,62.28,-0.065,-0.73,0.67,0.82884,0.89294,0.75,False,sem diferença clara,False,False,não separa (poder insuficiente)
sem_cobertura_baixa,Lateral,SM,com,alta_intensidade,hsr_distance_p90,Distância em corrida de alta velocidade por 90 (m),19,61,10,22,31.7,51.9,514.63,527.82,-0.151,-0.82,0.57,0.60293,0.89294,0.75,False,sem diferença clara,False,False,não separa (poder insuficiente)
sem_cobertura_baixa,Lateral,SM,com,alta_intensidade,high_accel_p90,Acelerações fortes por 90,19,61,10,22,32.2,50.0,7.12,7.55,-0.261,-0.82,0.3,0.39014,0.89294,0.75,False,sem diferença clara,False,False,não separa (poder insuficiente)
sem_cobertura_baixa,Lateral,SM,com,alta_intensidade,hi_distance_p30tip,Alta intensidade por 30 min COM a bola (m),19,61,10,22,49.0,50.0,409.62,424.13,-0.128,-0.84,0.59,0.66295,0.89294,0.75,False,sem diferença clara,False,False,não separa (poder insuficiente)
sem_cobertura_baixa,Lateral,SM,com,alta_intensidade,hi_distance_p30otip,Alta intensidade por 30 min SEM a bola (m),19,61,10,22,46.3,48.1,445.18,448.68,0.04,-0.75,0.93,0.89294,0.89294,0.75,False,sem diferença clara,False,False,não separa (poder insuficiente)
sem_cobertura_baixa,Lateral,SM,com,sprints,sprint_distance_p90,Distância em sprint por 90 (m),19,61,10,22,42.4,52.5,195.01,200.0,-0.153,-0.79,0.43,0.59379,0.99486,0.75,False,sem diferença clara,False,False,não separa (poder insuficiente)
sem_cobertura_baixa,Lateral,SM,com,sprints,sprint_count_p90,Número de sprints por 90,19,61,10,22,51.0,49.2,10.52,10.25,-0.002,-0.7,0.65,0.99486,0.99486,0.75,False,sem diferença clara,False,False,não separa (poder insuficiente)
