fronteira,familia,comparacao,indicador,citado,n_a,n_b,cru_a,cru_b,d,ic95_d,p,d_minimo_80,q,selo,poder_suficiente,setor,subamostra,unidade,medida_nome,nome
com,nivel_com_bola,CM,cod_count_p30tip,0,27,79,12.53,12.6,0.034,"[-0.31, 0.41]",0.8774,0.63,0.8774,sem diferença clara,False,Lateral,todos,jogador-temporada,nível por 30 min da fase,"Mudanças de direção com a bola, por 30 min de posse"
com,nivel_sem_bola,SM,distance_p30otip,0,27,79,4339.07,4309.25,0.18,"[-0.4, 0.75]",0.43056,0.63,0.66975,sem diferença clara,False,Lateral,todos,jogador-temporada,nível por 30 min da fase,"Distância sem a bola, por 30 min sem posse"
com,nivel_sem_bola,SM,high_accel_p30otip,0,27,79,3.47,3.35,0.144,"[-0.35, 0.63]",0.54628,0.63,0.66975,sem diferença clara,False,Lateral,todos,jogador-temporada,nível por 30 min da fase,"Arrancadas fortes sem a bola, por 30 min sem posse"
com,nivel_sem_bola,SM,cod_count_p30otip,0,27,79,22.3,21.7,0.1,"[-0.49, 0.67]",0.66975,0.63,0.66975,sem diferença clara,False,Lateral,todos,jogador-temporada,nível por 30 min da fase,"Mudanças de direção sem a bola, por 30 min sem posse"
com,nivel_sem_bola,CM,distance_p30otip,0,27,79,4315.7,4309.25,-0.114,"[-0.6, 0.34]",0.60953,0.63,0.79624,sem diferença clara,False,Lateral,todos,jogador-temporada,nível por 30 min da fase,"Distância sem a bola, por 30 min sem posse"
com,nivel_sem_bola,CM,high_accel_p30otip,0,27,79,3.16,3.35,-0.625,"[-1.07, -0.22]",0.00416,0.63,0.01247,firme,False,Lateral,todos,jogador-temporada,nível por 30 min da fase,"Arrancadas fortes sem a bola, por 30 min sem posse"
com,nivel_sem_bola,CM,cod_count_p30otip,0,27,79,21.31,21.7,-0.06,"[-0.46, 0.38]",0.79624,0.63,0.79624,sem diferença clara,False,Lateral,todos,jogador-temporada,nível por 30 min da fase,"Mudanças de direção sem a bola, por 30 min sem posse"
sem,razao,SM,r_distance,0,14,53,1.102,1.07,0.402,"[-0.4, 1.2]",0.20898,0.85,0.24183,sem diferença clara,False,Lateral,todos,jogador-temporada,razão entre as duas fases (sem a bola ÷ com a bola),Distância: sem a bola dividido por com a bola
sem,razao,SM,r_hi_distance,0,14,53,1.263,1.112,0.389,"[-0.43, 1.17]",0.24183,0.85,0.24183,sem diferença clara,False,Lateral,todos,jogador-temporada,razão entre as duas fases (sem a bola ÷ com a bola),Alta intensidade: sem a bola dividido por com a bola
sem,razao,SM,r_sprint_count,0,14,53,1.248,1.015,0.551,"[-0.21, 1.27]",0.09346,0.85,0.15577,sem diferença clara,False,Lateral,todos,jogador-temporada,razão entre as duas fases (sem a bola ÷ com a bola),Sprints: sem a bola dividido por com a bola
sem,razao,SM,r_high_accel,0,14,53,1.247,1.056,0.717,"[-0.01, 1.36]",0.04787,0.85,0.11967,pode ser sorte,False,Lateral,todos,jogador-temporada,razão entre as duas fases (sem a bola ÷ com a bola),Arrancadas fortes: sem a bola dividido por com a bola
sem,razao,SM,r_cod_count,0,14,53,1.957,1.744,0.685,"[0.04, 1.29]",0.0212,0.85,0.10599,pode ser sorte,False,Lateral,todos,jogador-temporada,razão entre as duas fases (sem a bola ÷ com a bola),Mudanças de direção: sem a bola dividido por com a bola
sem,razao,CM,r_distance,0,21,53,1.052,1.07,-0.06,"[-0.88, 0.52]",0.81837,0.73,0.99019,sem diferença clara,False,Lateral,todos,jogador-temporada,razão entre as duas fases (sem a bola ÷ com a bola),Distância: sem a bola dividido por com a bola
sem,razao,CM,r_hi_distance,0,21,53,1.083,1.112,-0.027,"[-0.61, 0.49]",0.91542,0.73,0.99019,sem diferença clara,False,Lateral,todos,jogador-temporada,razão entre as duas fases (sem a bola ÷ com a bola),Alta intensidade: sem a bola dividido por com a bola
sem,razao,CM,r_sprint_count,0,21,53,1.018,1.015,0.003,"[-0.57, 0.51]",0.99019,0.73,0.99019,sem diferença clara,False,Lateral,todos,jogador-temporada,razão entre as duas fases (sem a bola ÷ com a bola),Sprints: sem a bola dividido por com a bola
sem,razao,CM,r_high_accel,0,21,53,0.997,1.056,-0.194,"[-0.91, 0.43]",0.44958,0.73,0.99019,sem diferença clara,False,Lateral,todos,jogador-temporada,razão entre as duas fases (sem a bola ÷ com a bola),Arrancadas fortes: sem a bola dividido por com a bola
sem,razao,CM,r_cod_count,0,21,53,1.575,1.744,-0.168,"[-0.75, 0.32]",0.50334,0.73,0.99019,sem diferença clara,False,Lateral,todos,jogador-temporada,razão entre as duas fases (sem a bola ÷ com a bola),Mudanças de direção: sem a bola dividido por com a bola
sem,nivel_com_bola,SM,distance_p30tip,0,14,53,3894.145,4032.49,-0.174,"[-1.0, 0.61]",0.62339,0.85,0.93508,sem diferença clara,False,Lateral,todos,jogador-temporada,nível por 30 min da fase,"Distância com a bola, por 30 min de posse"
sem,nivel_com_bola,SM,high_accel_p30tip,0,14,53,2.79,3.33,-0.541,"[-1.24, 0.22]",0.12855,0.85,0.38565,sem diferença clara,False,Lateral,todos,jogador-temporada,nível por 30 min da fase,"Arrancadas fortes com a bola, por 30 min de posse"
sem,nivel_com_bola,SM,cod_count_p30tip,0,14,53,13.015,12.66,0.009,"[-0.78, 0.99]",0.9795,0.85,0.9795,sem diferença clara,False,Lateral,todos,jogador-temporada,nível por 30 min da fase,"Mudanças de direção com a bola, por 30 min de posse"
sem,nivel_com_bola,CM,distance_p30tip,0,21,53,4025.6,4032.49,0.089,"[-0.51, 0.81]",0.75917,0.73,0.75917,sem diferença clara,False,Lateral,todos,jogador-temporada,nível por 30 min da fase,"Distância com a bola, por 30 min de posse"
sem,nivel_com_bola,CM,high_accel_p30tip,0,21,53,3.04,3.33,-0.311,"[-0.92, 0.33]",0.26799,0.73,0.56008,sem diferença clara,False,Lateral,todos,jogador-temporada,nível por 30 min da fase,"Arrancadas fortes com a bola, por 30 min de posse"
sem,nivel_com_bola,CM,cod_count_p30tip,0,21,53,12.99,12.66,0.227,"[-0.19, 0.76]",0.37339,0.73,0.56008,sem diferença clara,False,Lateral,todos,jogador-temporada,nível por 30 min da fase,"Mudanças de direção com a bola, por 30 min de posse"
sem,nivel_sem_bola,SM,distance_p30otip,0,14,53,4339.25,4311.92,0.336,"[-0.48, 1.13]",0.27517,0.85,0.41276,sem diferença clara,False,Lateral,todos,jogador-temporada,nível por 30 min da fase,"Distância sem a bola, por 30 min sem posse"
sem,nivel_sem_bola,SM,high_accel_p30otip,0,14,53,3.47,3.35,0.093,"[-0.66, 0.83]",0.76989,0.85,0.76989,sem diferença clara,False,Lateral,todos,jogador-temporada,nível por 30 min da fase,"Arrancadas fortes sem a bola, por 30 min sem posse"
sem,nivel_sem_bola,SM,cod_count_p30otip,0,14,53,23.565,21.81,0.403,"[-0.41, 1.1]",0.17754,0.85,0.41276,sem diferença clara,False,Lateral,todos,jogador-temporada,nível por 30 min da fase,"Mudanças de direção sem a bola, por 30 min sem posse"
sem,nivel_sem_bola,CM,distance_p30otip,0,21,53,4333.75,4311.92,0.059,"[-0.47, 0.62]",0.80826,0.73,0.80826,sem diferença clara,False,Lateral,todos,jogador-temporada,nível por 30 min da fase,"Distância sem a bola, por 30 min sem posse"
sem,nivel_sem_bola,CM,high_accel_p30otip,0,21,53,3.16,3.35,-0.641,"[-1.13, -0.21]",0.00932,0.73,0.02796,firme,False,Lateral,todos,jogador-temporada,nível por 30 min da fase,"Arrancadas fortes sem a bola, por 30 min sem posse"
sem,nivel_sem_bola,CM,cod_count_p30otip,0,21,53,21.31,21.81,-0.115,"[-0.62, 0.3]",0.66543,0.73,0.80826,sem diferença clara,False,Lateral,todos,jogador-temporada,nível por 30 min da fase,"Mudanças de direção sem a bola, por 30 min sem posse"
com,razao,SM,r_distance,0,28,75,1.086,1.077,0.192,"[-0.33, 0.78]",0.40349,0.63,0.68385,sem diferença clara,False,Meia,todos,jogador-temporada,razão entre as duas fases (sem a bola ÷ com a bola),Distância: sem a bola dividido por com a bola
com,razao,SM,r_hi_distance,0,28,75,1.175,1.126,0.054,"[-0.46, 0.6]",0.8031,0.63,0.8031,sem diferença clara,False,Meia,todos,jogador-temporada,razão entre as duas fases (sem a bola ÷ com a bola),Alta intensidade: sem a bola dividido por com a bola
com,razao,SM,r_sprint_count,0,28,75,1.169,1.043,0.135,"[-0.42, 0.73]",0.54708,0.63,0.68385,sem diferença clara,False,Meia,todos,jogador-temporada,razão entre as duas fases (sem a bola ÷ com a bola),Sprints: sem a bola dividido por com a bola
com,razao,SM,r_high_accel,0,28,75,0.896,0.87,0.146,"[-0.38, 0.67]",0.51668,0.63,0.68385,sem diferença clara,False,Meia,todos,jogador-temporada,razão entre as duas fases (sem a bola ÷ com a bola),Arrancadas fortes: sem a bola dividido por com a bola
com,razao,SM,r_cod_count,0,28,75,1.487,1.483,0.197,"[-0.28, 0.69]",0.37644,0.63,0.68385,sem diferença clara,False,Meia,todos,jogador-temporada,razão entre as duas fases (sem a bola ÷ com a bola),Mudanças de direção: sem a bola dividido por com a bola
com,razao,CM,r_distance,0,27,75,1.081,1.077,-0.084,"[-0.53, 0.31]",0.71459,0.63,0.96497,sem diferença clara,False,Meia,todos,jogador-temporada,razão entre as duas fases (sem a bola ÷ com a bola),Distância: sem a bola dividido por com a bola
com,razao,CM,r_hi_distance,0,27,75,1.112,1.126,-0.039,"[-0.56, 0.45]",0.86513,0.63,0.96497,sem diferença clara,False,Meia,todos,jogador-temporada,razão entre as duas fases (sem a bola ÷ com a bola),Alta intensidade: sem a bola dividido por com a bola
com,razao,CM,r_sprint_count,0,27,75,1.153,1.043,0.01,"[-0.45, 0.45]",0.96497,0.63,0.96497,sem diferença clara,False,Meia,todos,jogador-temporada,razão entre as duas fases (sem a bola ÷ com a bola),Sprints: sem a bola dividido por com a bola
com,razao,CM,r_high_accel,0,27,75,0.844,0.87,0.013,"[-0.42, 0.48]",0.95142,0.63,0.96497,sem diferença clara,False,Meia,todos,jogador-temporada,razão entre as duas fases (sem a bola ÷ com a bola),Arrancadas fortes: sem a bola dividido por com a bola
com,razao,CM,r_cod_count,0,27,75,1.389,1.483,-0.153,"[-0.56, 0.21]",0.49747,0.63,0.96497,sem diferença clara,False,Meia,todos,jogador-temporada,razão entre as duas fases (sem a bola ÷ com a bola),Mudanças de direção: sem a bola dividido por com a bola
com,nivel_com_bola,SM,distance_p30tip,0,28,75,4319.32,4324.05,0.152,"[-0.27, 0.63]",0.50025,0.63,0.85965,sem diferença clara,False,Meia,todos,jogador-temporada,nível por 30 min da fase,"Distância com a bola, por 30 min de posse"
com,nivel_com_bola,SM,high_accel_p30tip,0,28,75,2.45,2.58,-0.04,"[-0.52, 0.41]",0.85965,0.63,0.85965,sem diferença clara,False,Meia,todos,jogador-temporada,nível por 30 min da fase,"Arrancadas fortes com a bola, por 30 min de posse"
com,nivel_com_bola,SM,cod_count_p30tip,0,28,75,15.95,17.89,-0.108,"[-0.55, 0.35]",0.62352,0.63,0.85965,sem diferença clara,False,Meia,todos,jogador-temporada,nível por 30 min da fase,"Mudanças de direção com a bola, por 30 min de posse"
com,nivel_com_bola,CM,distance_p30tip,0,27,75,4305.86,4324.05,-0.034,"[-0.44, 0.44]",0.86849,0.63,0.86849,sem diferença clara,False,Meia,todos,jogador-temporada,nível por 30 min da fase,"Distância com a bola, por 30 min de posse"
com,nivel_com_bola,CM,high_accel_p30tip,0,27,75,2.35,2.58,-0.068,"[-0.48, 0.32]",0.74595,0.63,0.86849,sem diferença clara,False,Meia,todos,jogador-temporada,nível por 30 min da fase,"Arrancadas fortes com a bola, por 30 min de posse"
com,nivel_com_bola,CM,cod_count_p30tip,0,27,75,17.38,17.89,-0.081,"[-0.5, 0.31]",0.7206,0.63,0.86849,sem diferença clara,False,Meia,todos,jogador-temporada,nível por 30 min da fase,"Mudanças de direção com a bola, por 30 min de posse"
com,nivel_sem_bola,SM,distance_p30otip,0,28,75,4897.53,4645.68,0.376,"[-0.1, 0.9]",0.10787,0.63,0.19363,sem diferença clara,False,Meia,todos,jogador-temporada,nível por 30 min da fase,"Distância sem a bola, por 30 min sem posse"
com,nivel_sem_bola,SM,high_accel_p30otip,0,28,75,2.545,2.41,0.142,"[-0.26, 0.57]",0.55494,0.63,0.55494,sem diferença clara,False,Meia,todos,jogador-temporada,nível por 30 min da fase,"Arrancadas fortes sem a bola, por 30 min sem posse"
com,nivel_sem_bola,SM,cod_count_p30otip,0,28,75,26.555,24.31,0.353,"[-0.13, 0.92]",0.12909,0.63,0.19363,sem diferença clara,False,Meia,todos,jogador-temporada,nível por 30 min da fase,"Mudanças de direção sem a bola, por 30 min sem posse"
com,nivel_sem_bola,CM,distance_p30otip,0,27,75,4633.44,4645.68,-0.252,"[-0.63, 0.16]",0.23008,0.63,0.69023,sem diferença clara,False,Meia,todos,jogador-temporada,nível por 30 min da fase,"Distância sem a bola, por 30 min sem posse"
com,nivel_sem_bola,CM,high_accel_p30otip,0,27,75,2.24,2.41,-0.07,"[-0.42, 0.27]",0.75129,0.63,0.75129,sem diferença clara,False,Meia,todos,jogador-temporada,nível por 30 min da fase,"Arrancadas fortes sem a bola, por 30 min sem posse"
com,nivel_sem_bola,CM,cod_count_p30otip,0,27,75,22.49,24.31,-0.165,"[-0.53, 0.2]",0.47684,0.63,0.71526,sem diferença clara,False,Meia,todos,jogador-temporada,nível por 30 min da fase,"Mudanças de direção sem a bola, por 30 min sem posse"
sem,razao,SM,r_distance,0,15,48,1.078,1.071,0.169,"[-0.6, 0.98]",0.59398,0.84,0.64721,sem diferença clara,False,Meia,todos,jogador-temporada,razão entre as duas fases (sem a bola ÷ com a bola),Distância: sem a bola dividido por com a bola
sem,razao,SM,r_hi_distance,0,15,48,0.975,1.064,0.16,"[-0.61, 0.92]",0.61249,0.84,0.64721,sem diferença clara,False,Meia,todos,jogador-temporada,razão entre as duas fases (sem a bola ÷ com a bola),Alta intensidade: sem a bola dividido por com a bola
sem,razao,SM,r_sprint_count,0,15,48,1.071,0.988,0.395,"[-0.37, 1.19]",0.23856,0.84,0.64721,sem diferença clara,False,Meia,todos,jogador-temporada,razão entre as duas fases (sem a bola ÷ com a bola),Sprints: sem a bola dividido por com a bola
sem,razao,SM,r_high_accel,0,15,48,0.841,0.883,0.14,"[-0.62, 0.84]",0.64721,0.84,0.64721,sem diferença clara,False,Meia,todos,jogador-temporada,razão entre as duas fases (sem a bola ÷ com a bola),Arrancadas fortes: sem a bola dividido por com a bola
sem,razao,SM,r_cod_count,0,15,48,1.267,1.443,0.165,"[-0.51, 0.9]",0.59177,0.84,0.64721,sem diferença clara,False,Meia,todos,jogador-temporada,razão entre as duas fases (sem a bola ÷ com a bola),Mudanças de direção: sem a bola dividido por com a bola
sem,razao,CM,r_distance,0,20,48,1.083,1.071,0.062,"[-0.52, 0.61]",0.81968,0.76,0.92382,sem diferença clara,False,Meia,todos,jogador-temporada,razão entre as duas fases (sem a bola ÷ com a bola),Distância: sem a bola dividido por com a bola
sem,razao,CM,r_hi_distance,0,20,48,1.088,1.064,0.234,"[-0.41, 0.98]",0.41223,0.76,0.92382,sem diferença clara,False,Meia,todos,jogador-temporada,razão entre as duas fases (sem a bola ÷ com a bola),Alta intensidade: sem a bola dividido por com a bola
sem,razao,CM,r_sprint_count,0,20,48,1.076,0.988,0.281,"[-0.34, 0.99]",0.32778,0.76,0.92382,sem diferença clara,False,Meia,todos,jogador-temporada,razão entre as duas fases (sem a bola ÷ com a bola),Sprints: sem a bola dividido por com a bola
sem,razao,CM,r_high_accel,0,20,48,0.863,0.883,0.07,"[-0.6, 0.7]",0.79345,0.76,0.92382,sem diferença clara,False,Meia,todos,jogador-temporada,razão entre as duas fases (sem a bola ÷ com a bola),Arrancadas fortes: sem a bola dividido por com a bola
sem,razao,CM,r_cod_count,0,20,48,1.457,1.443,-0.026,"[-0.61, 0.44]",0.92382,0.76,0.92382,sem diferença clara,False,Meia,todos,jogador-temporada,razão entre as duas fases (sem a bola ÷ com a bola),Mudanças de direção: sem a bola dividido por com a bola
sem,nivel_com_bola,SM,distance_p30tip,0,15,48,4229.52,4328.105,0.163,"[-0.54, 0.92]",0.59965,0.84,0.93777,sem diferença clara,False,Meia,todos,jogador-temporada,nível por 30 min da fase,"Distância com a bola, por 30 min de posse"
sem,nivel_com_bola,SM,high_accel_p30tip,0,15,48,2.94,2.735,-0.048,"[-0.78, 0.68]",0.88802,0.84,0.93777,sem diferença clara,False,Meia,todos,jogador-temporada,nível por 30 min da fase,"Arrancadas fortes com a bola, por 30 min de posse"
sem,nivel_com_bola,SM,cod_count_p30tip,0,15,48,19.7,18.36,-0.026,"[-0.75, 0.8]",0.93777,0.84,0.93777,sem diferença clara,False,Meia,todos,jogador-temporada,nível por 30 min da fase,"Mudanças de direção com a bola, por 30 min de posse"
sem,nivel_com_bola,CM,distance_p30tip,0,20,48,4306.495,4328.105,0.157,"[-0.37, 0.82]",0.5493,0.76,0.66859,sem diferença clara,False,Meia,todos,jogador-temporada,nível por 30 min da fase,"Distância com a bola, por 30 min de posse"
sem,nivel_com_bola,CM,high_accel_p30tip,0,20,48,2.405,2.735,-0.204,"[-0.76, 0.3]",0.42358,0.76,0.66859,sem diferença clara,False,Meia,todos,jogador-temporada,nível por 30 min da fase,"Arrancadas fortes com a bola, por 30 min de posse"
sem,nivel_com_bola,CM,cod_count_p30tip,0,20,48,17.365,18.36,-0.123,"[-0.68, 0.39]",0.66859,0.76,0.66859,sem diferença clara,False,Meia,todos,jogador-temporada,nível por 30 min da fase,"Mudanças de direção com a bola, por 30 min de posse"
sem,nivel_sem_bola,SM,distance_p30otip,0,15,48,4895.82,4622.83,0.329,"[-0.39, 1.09]",0.32975,0.84,0.34325,sem diferença clara,False,Meia,todos,jogador-temporada,nível por 30 min da fase,"Distância sem a bola, por 30 min sem posse"
sem,nivel_sem_bola,SM,high_accel_p30otip,0,15,48,2.78,2.475,0.305,"[-0.18, 0.81]",0.34325,0.84,0.34325,sem diferença clara,False,Meia,todos,jogador-temporada,nível por 30 min da fase,"Arrancadas fortes sem a bola, por 30 min sem posse"
sem,nivel_sem_bola,SM,cod_count_p30otip,0,15,48,25.89,24.025,0.54,"[-0.07, 1.23]",0.06633,0.84,0.19899,sem diferença clara,False,Meia,todos,jogador-temporada,nível por 30 min da fase,"Mudanças de direção sem a bola, por 30 min sem posse"
sem,nivel_sem_bola,CM,distance_p30otip,0,20,48,4645.18,4622.83,-0.033,"[-0.51, 0.53]",0.89805,0.76,0.89805,sem diferença clara,False,Meia,todos,jogador-temporada,nível por 30 min da fase,"Distância sem a bola, por 30 min sem posse"
sem,nivel_sem_bola,CM,high_accel_p30otip,0,20,48,2.275,2.475,-0.192,"[-0.64, 0.18]",0.47079,0.76,0.89805,sem diferença clara,False,Meia,todos,jogador-temporada,nível por 30 min da fase,"Arrancadas fortes sem a bola, por 30 min sem posse"
sem,nivel_sem_bola,CM,cod_count_p30otip,0,20,48,22.595,24.025,-0.088,"[-0.48, 0.29]",0.72904,0.76,0.89805,sem diferença clara,False,Meia,todos,jogador-temporada,nível por 30 min da fase,"Mudanças de direção sem a bola, por 30 min sem posse"
com,razao,SM,r_distance,0,21,50,1.143,1.135,0.062,"[-0.5, 0.68]",0.82357,0.74,0.82357,sem diferença clara,False,Volante,todos,jogador-temporada,razão entre as duas fases (sem a bola ÷ com a bola),Distância: sem a bola dividido por com a bola
com,razao,SM,r_hi_distance,0,21,50,1.992,2.61,-0.646,"[-1.23, -0.13]",0.00807,0.74,0.02719,firme,False,Volante,todos,jogador-temporada,razão entre as duas fases (sem a bola ÷ com a bola),Alta intensidade: sem a bola dividido por com a bola
com,razao,SM,r_sprint_count,0,21,50,1.992,3.163,-0.694,"[-1.4, -0.09]",0.01088,0.74,0.02719,firme,False,Volante,todos,jogador-temporada,razão entre as duas fases (sem a bola ÷ com a bola),Sprints: sem a bola dividido por com a bola
com,razao,SM,r_high_accel,0,21,50,1.257,1.191,-0.158,"[-0.57, 0.3]",0.5023,0.74,0.62788,sem diferença clara,False,Volante,todos,jogador-temporada,razão entre as duas fases (sem a bola ÷ com a bola),Arrancadas fortes: sem a bola dividido por com a bola
com,razao,SM,r_cod_count,0,21,50,2.113,2.207,-0.339,"[-0.89, 0.23]",0.18648,0.74,0.3108,sem diferença clara,False,Volante,todos,jogador-temporada,razão entre as duas fases (sem a bola ÷ com a bola),Mudanças de direção: sem a bola dividido por com a bola
com,razao,CM,r_distance,0,18,50,1.125,1.135,-0.175,"[-0.89, 0.57]",0.53561,0.78,0.53561,sem diferença clara,False,Volante,todos,jogador-temporada,razão entre as duas fases (sem a bola ÷ com a bola),Distância: sem a bola dividido por com a bola
com,razao,CM,r_hi_distance,0,18,50,2.246,2.61,-0.275,"[-0.88, 0.26]",0.33827,0.78,0.42284,sem diferença clara,False,Volante,todos,jogador-temporada,razão entre as duas fases (sem a bola ÷ com a bola),Alta intensidade: sem a bola dividido por com a bola
com,razao,CM,r_sprint_count,0,18,50,2.563,3.163,-0.299,"[-0.89, 0.24]",0.32772,0.78,0.42284,sem diferença clara,False,Volante,todos,jogador-temporada,razão entre as duas fases (sem a bola ÷ com a bola),Sprints: sem a bola dividido por com a bola
com,razao,CM,r_high_accel,0,18,50,1.004,1.191,-0.622,"[-1.23, -0.11]",0.03179,0.78,0.15894,pode ser sorte,False,Volante,todos,jogador-temporada,razão entre as duas fases (sem a bola ÷ com a bola),Arrancadas fortes: sem a bola dividido por com a bola
com,razao,CM,r_cod_count,0,18,50,2.128,2.207,-0.356,"[-0.82, 0.17]",0.18453,0.78,0.42284,sem diferença clara,False,Volante,todos,jogador-temporada,razão entre as duas fases (sem a bola ÷ com a bola),Mudanças de direção: sem a bola dividido por com a bola
com,nivel_com_bola,SM,distance_p30tip,0,21,50,4219.12,4237.015,-0.183,"[-0.74, 0.36]",0.50676,0.74,0.50676,sem diferença clara,False,Volante,todos,jogador-temporada,nível por 30 min da fase,"Distância com a bola, por 30 min de posse"
com,nivel_com_bola,SM,high_accel_p30tip,0,21,50,1.98,1.74,0.35,"[-0.24, 0.99]",0.19462,0.74,0.47697,sem diferença clara,False,Volante,todos,jogador-temporada,nível por 30 min da fase,"Arrancadas fortes com a bola, por 30 min de posse"
com,nivel_com_bola,SM,cod_count_p30tip,0,21,50,12.22,11.485,0.267,"[-0.17, 0.76]",0.31798,0.74,0.47697,sem diferença clara,False,Volante,todos,jogador-temporada,nível por 30 min da fase,"Mudanças de direção com a bola, por 30 min de posse"
com,nivel_com_bola,CM,distance_p30tip,0,18,50,4155.475,4237.015,-0.328,"[-0.93, 0.26]",0.27831,0.78,0.83492,sem diferença clara,False,Volante,todos,jogador-temporada,nível por 30 min da fase,"Distância com a bola, por 30 min de posse"
com,nivel_com_bola,CM,high_accel_p30tip,0,18,50,1.85,1.74,0.098,"[-0.29, 0.51]",0.67046,0.78,0.87184,sem diferença clara,False,Volante,todos,jogador-temporada,nível por 30 min da fase,"Arrancadas fortes com a bola, por 30 min de posse"
com,nivel_com_bola,CM,cod_count_p30tip,0,18,50,11.61,11.485,-0.048,"[-0.53, 0.51]",0.87184,0.78,0.87184,sem diferença clara,False,Volante,todos,jogador-temporada,nível por 30 min da fase,"Mudanças de direção com a bola, por 30 min de posse"
com,nivel_sem_bola,SM,distance_p30otip,0,21,50,4803.16,4808.38,-0.036,"[-0.59, 0.54]",0.88493,0.74,0.88493,sem diferença clara,False,Volante,todos,jogador-temporada,nível por 30 min da fase,"Distância sem a bola, por 30 min sem posse"
com,nivel_sem_bola,SM,high_accel_p30otip,0,21,50,2.15,2.165,0.289,"[-0.14, 0.76]",0.25509,0.74,0.76528,sem diferença clara,False,Volante,todos,jogador-temporada,nível por 30 min da fase,"Arrancadas fortes sem a bola, por 30 min sem posse"
com,nivel_sem_bola,SM,cod_count_p30otip,0,21,50,26.8,25.405,0.079,"[-0.45, 0.71]",0.75815,0.74,0.88493,sem diferença clara,False,Volante,todos,jogador-temporada,nível por 30 min da fase,"Mudanças de direção sem a bola, por 30 min sem posse"
com,nivel_sem_bola,CM,distance_p30otip,0,18,50,4741.21,4808.38,-0.367,"[-0.81, 0.03]",0.17617,0.78,0.22262,sem diferença clara,False,Volante,todos,jogador-temporada,nível por 30 min da fase,"Distância sem a bola, por 30 min sem posse"
com,nivel_sem_bola,CM,high_accel_p30otip,0,18,50,1.9,2.165,-0.403,"[-0.98, 0.11]",0.13406,0.78,0.22262,sem diferença clara,False,Volante,todos,jogador-temporada,nível por 30 min da fase,"Arrancadas fortes sem a bola, por 30 min sem posse"
com,nivel_sem_bola,CM,cod_count_p30otip,0,18,50,24.14,25.405,-0.327,"[-0.72, 0.09]",0.22262,0.78,0.22262,sem diferença clara,False,Volante,todos,jogador-temporada,nível por 30 min da fase,"Mudanças de direção sem a bola, por 30 min sem posse"
sem,razao,SM,r_distance,0,12,40,1.151,1.133,0.166,"[-0.5, 0.93]",0.65762,0.94,0.82202,sem diferença clara,False,Volante,todos,jogador-temporada,razão entre as duas fases (sem a bola ÷ com a bola),Distância: sem a bola dividido por com a bola
sem,razao,SM,r_hi_distance,0,12,40,1.998,2.61,-0.601,"[-1.38, 0.14]",0.05971,0.94,0.29853,sem diferença clara,False,Volante,todos,jogador-temporada,razão entre as duas fases (sem a bola ÷ com a bola),Alta intensidade: sem a bola dividido por com a bola
sem,razao,SM,r_sprint_count,0,12,40,2.438,3.163,-0.491,"[-1.34, 0.3]",0.17316,0.94,0.43289,sem diferença clara,False,Volante,todos,jogador-temporada,razão entre as duas fases (sem a bola ÷ com a bola),Sprints: sem a bola dividido por com a bola
sem,razao,SM,r_high_accel,0,12,40,1.247,1.191,-0.192,"[-0.72, 0.38]",0.48009,0.94,0.80015,sem diferença clara,False,Volante,todos,jogador-temporada,razão entre as duas fases (sem a bola ÷ com a bola),Arrancadas fortes: sem a bola dividido por com a bola
sem,razao,SM,r_cod_count,0,12,40,2.171,2.197,-0.066,"[-0.71, 0.75]",0.84709,0.94,0.84709,sem diferença clara,False,Volante,todos,jogador-temporada,razão entre as duas fases (sem a bola ÷ com a bola),Mudanças de direção: sem a bola dividido por com a bola
sem,razao,CM,r_distance,0,13,40,1.131,1.133,-0.054,"[-0.98, 0.85]",0.8652,0.91,0.8652,sem diferença clara,False,Volante,todos,jogador-temporada,razão entre as duas fases (sem a bola ÷ com a bola),Distância: sem a bola dividido por com a bola
sem,razao,CM,r_hi_distance,0,13,40,2.174,2.61,-0.364,"[-1.27, 0.39]",0.26002,0.91,0.32503,sem diferença clara,False,Volante,todos,jogador-temporada,razão entre as duas fases (sem a bola ÷ com a bola),Alta intensidade: sem a bola dividido por com a bola
sem,razao,CM,r_sprint_count,0,13,40,2.254,3.163,-0.468,"[-1.39, 0.22]",0.16087,0.91,0.29437,sem diferença clara,False,Volante,todos,jogador-temporada,razão entre as duas fases (sem a bola ÷ com a bola),Sprints: sem a bola dividido por com a bola
sem,razao,CM,r_high_accel,0,13,40,1.061,1.191,-0.594,"[-1.29, 0.08]",0.07387,0.91,0.29437,sem diferença clara,False,Volante,todos,jogador-temporada,razão entre as duas fases (sem a bola ÷ com a bola),Arrancadas fortes: sem a bola dividido por com a bola
sem,razao,CM,r_cod_count,0,13,40,2.123,2.197,-0.412,"[-1.01, 0.29]",0.17662,0.91,0.29437,sem diferença clara,False,Volante,todos,jogador-temporada,razão entre as duas fases (sem a bola ÷ com a bola),Mudanças de direção: sem a bola dividido por com a bola
sem,nivel_com_bola,SM,distance_p30tip,0,12,40,4237.9,4237.015,-0.071,"[-0.73, 0.57]",0.83649,0.94,0.83649,sem diferença clara,False,Volante,todos,jogador-temporada,nível por 30 min da fase,"Distância com a bola, por 30 min de posse"
