temporada,clube,faixa,trave,fronteira,dist_g4,no_recorte,jogador,posicao,setor,idade_na_temporada,sc_player_id,sc_nome,sc_short_name,wyscout_player_id,nascimento,minutos_wy,jogos_wy,fatia_pct,sc_matches,sc_min_medio,sc_min_tot,sc_poucos_jogos,tem_fisico,elegivel,titular,titular_ordem,clube_sc,clube_confere,clubes_no_ano_sc,cobertura_clube_pct,cobertura_baixa,distance_p90,running_distance_p90,m_per_min,m_per_min_tip,m_per_min_otip,hi_distance_p90,hi_count_p90,hsr_distance_p90,high_accel_p90,hi_distance_p30tip,hi_distance_p30otip,sprint_distance_p90,sprint_count_p90,sprint_count_p30tip,sprint_count_p30otip,psv99,psv99_top5,distance_p90_m60,running_distance_p90_m60,m_per_min_m60,hi_distance_p90_m60,hi_count_p90_m60,hsr_distance_p90_m60,high_accel_p90_m60,sprint_distance_p90_m60,sprint_count_p90_m60,psv99_m60,identidade
2022,Tombense,Meio,0,1,-17,1,Renatinho,RAMF,Meia,33.0,,,,,,1184.0,25.0,31.7,,,,,0,0,0,,,,,88.2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,Tombense,Meio,0,1,-17,1,Nenê Bonilha,AMF,Meia,30.0,31487,Luis Otávio Bonilha de Oliveira,Nenê Bonilha,48391,1992-02-17,967.0,17.0,25.9,16,57.6,921,0,1,1,0,,,,,88.2,0,9725.22,1147.37,108.06,135.35,150.1,480.68,45.14,362.07,4.49,222.42,339.69,118.61,5.96,1.7,3.4,28.24,30.12,,,,,,,,,,,
2022,Tombense,Meio,0,1,-17,1,Igor Henrique,AMF,Meia,30.0,181668,Igor Henrique Martins Machado,Igor Henrique,48662,1991-12-20,732.0,15.0,19.6,15,48.9,733,0,1,0,0,,,,,88.2,0,9914.21,1337.41,110.16,142.88,152.99,631.92,58.22,499.64,7.12,384.14,389.06,132.28,8.23,4.56,4.4,27.74,29.8,,,,,,,,,,,
2022,Tombense,Meio,0,1,-17,1,Gabriel Henrique,LAMF,Meia,26.0,181636,Gabriel Henrique Moraes Cunha,Gabriel Henrique,437756,1996-02-19,294.0,9.0,7.9,9,32.6,293,0,1,0,0,,,,,88.2,0,9440.87,1202.93,104.9,141.78,140.04,628.47,52.78,475.04,8.29,549.56,310.14,153.44,7.36,5.52,2.58,27.99,29.28,,,,,,,,,,,
2022,Tombense,Meio,0,1,-17,1,Allanzinho,LAMF,Meia,22.0,31804,Allan Victor Oliveira Mota,Allanzinho,598669,2000-04-04,105.0,3.0,2.8,2,43.8,88,1,1,0,0,,,,,88.2,0,10315.53,1993.31,114.62,156.87,160.85,1054.13,74.93,788.29,8.21,675.27,598.19,265.84,11.29,6.58,7.25,29.55,29.55,,,,,,,,,,,
2022,Tombense,Meio,0,1,-17,1,Matheus Paquetá,RAMF,Meia,27.0,181663,Matheus Tolentino Coelho de Lima,Matheus Paquetá,490175,1995-03-12,95.0,6.0,2.5,5,17.9,89,1,1,0,0,,,,,88.2,0,10318.7,1608.02,114.65,148.22,153.12,1061.27,96.66,770.28,8.06,504.61,649.27,290.99,18.12,10.16,7.92,29.04,29.04,,,,,,,,,,,
2022,Tombense,Meio,0,1,-17,1,Lucas Santos,AMF,Meia,23.0,23997,Lucas Santos Da Silva,Lucas Santos,382583,1999-03-07,35.0,2.0,0.9,2,17.8,36,1,1,0,0,,,,,88.2,0,10357.38,1611.15,115.08,163.96,158.99,675.32,60.7,558.97,10.12,349.73,467.09,116.35,7.59,0.0,3.8,25.75,25.75,,,,,,,,,,,
2022,Tombense,Meio,0,1,-17,1,Gabriel Lima,LAMF,Meia,25.0,31687,Gabriel Farias de Lima,Gabriel Lima,493285,1996-10-27,26.0,1.0,0.7,1,26.2,26,1,1,0,0,,,,,88.2,0,11548.38,2276.03,128.32,156.88,159.63,525.24,58.36,497.77,3.43,520.18,222.44,27.46,0.0,0.0,0.0,24.7,24.7,,,,,,,,,,,
2022,Tombense,Meio,0,1,-17,1,Alison Silva,RCMF,Meia,25.0,181669,Alison Josè da Silva,Alison Silva,412562,1997-02-03,21.0,1.0,0.6,1,21.4,21,1,1,0,0,,,,,88.2,0,11510.75,1509.81,127.9,160.0,164.13,664.49,54.67,592.99,8.41,375.7,336.41,71.5,4.21,0.0,0.0,25.4,25.4,,,,,,,,,,,
2022,Tombense,Meio,0,1,-17,1,Zé Ricardo,RDMF,Volante,23.0,181635,José Ricardo Araújo Fernandes,Zé Ricardo,574999,1999-02-03,2696.0,33.0,72.2,32,81.5,2607,0,1,1,1,1,,,,88.2,0,9467.57,1075.8,105.2,130.89,147.97,361.71,34.31,293.74,4.07,126.5,292.14,67.96,3.52,0.82,2.32,27.33,29.46,,,,,,,,,,,nome_colide
2022,Tombense,Meio,0,1,-17,1,Rodrigo,LDMF,Volante,28.0,,,,,,2055.0,27.0,55.0,,,,,0,0,1,2,,,,88.2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,Tombense,Meio,0,1,-17,1,Guilherme Rend,LDMF,Volante,23.0,177450,Guilherme Ribeiro Rend,Guilherme Rend,523384,1998-07-24,920.0,17.0,24.6,17,54.1,919,0,1,1,0,,,,,88.2,0,9489.78,1159.61,105.44,129.01,153.91,407.17,34.18,330.98,3.62,82.22,389.02,76.18,3.82,0.13,3.07,26.19,27.94,,,,,,,,,,,
2022,Tombense,Meio,0,1,-17,1,Matheus Frizzo,RDMF,Volante,23.0,28316,Matheus Henrique Frizzo,Matheus Frizzo,439832,1998-07-24,558.0,12.0,14.9,12,46.6,559,0,1,0,0,,,,,88.2,0,10717.76,1702.74,119.09,145.86,169.52,772.99,62.61,658.89,5.47,281.01,619.39,114.11,7.4,2.03,5.67,26.57,27.86,,,,,,,,,,,
2022,Tombense,Meio,0,1,-17,1,Ítalo Henrique,RDMF,Volante,24.0,181637,Ítalo Henrique dos Santos Soares,Ítalo Henrique,599856,1998-07-12,290.0,13.0,7.8,12,22.5,270,0,1,0,0,,,,,88.2,0,9422.86,1426.42,104.7,130.66,154.75,574.69,55.6,434.18,8.32,155.01,462.03,140.51,8.66,1.07,6.58,27.63,29.68,,,,,,,,,,,
2022,Tombense,Meio,0,1,-17,1,Roger Carvalho,LCB,Zaga,35.0,28277,Roger De Carvalho,Roger Carvalho,21274,1986-12-10,2351.0,24.0,63.0,24,98.0,2351,0,1,1,1,1,,,,88.2,0,8458.24,735.08,93.98,114.53,127.5,271.37,24.61,212.58,3.94,60.31,236.68,58.79,3.14,0.46,2.08,28.29,30.72,,,,,,,,,,,
2022,Tombense,Meio,0,1,-17,1,Ednei,RCB,Zaga,32.0,181662,Ednei Barbosa de Souza,Ednei,48378,1990-07-05,2213.0,23.0,59.3,22,96.5,2123,0,1,1,1,2,,,,88.2,0,8870.37,925.13,98.56,120.88,135.06,384.92,34.75,296.34,4.66,106.99,332.64,88.58,4.87,0.9,4.06,28.76,30.82,,,,,,,,,,,
2022,Tombense,Meio,0,1,-17,1,Joseph,LCB,Zaga,27.0,181631,Joseph Mauricio de Oliveira Figueiredo,Joseph,419187,1994-12-30,2043.0,23.0,54.7,22,88.9,1956,0,1,1,0,,,,,88.2,0,9213.53,1004.59,102.37,129.22,140.68,435.83,38.7,324.21,4.0,170.48,328.26,111.63,5.75,1.69,4.15,28.97,32.46,,,,,,,,,,,
2022,Tombense,Meio,0,1,-17,1,Marcondes,RCB,Zaga,29.0,181633,Marcondes de Jesus Santos Junior,Marcondes,143567,1993-03-03,1178.0,14.0,31.6,14,84.2,1179,0,1,1,0,,,,,88.2,0,8309.1,784.82,92.32,114.73,128.73,323.95,31.52,244.43,4.66,106.83,262.25,79.52,4.58,0.82,3.32,28.61,30.06,,,,,,,,,,,
2022,Tombense,Meio,0,1,-17,1,Moisés Lucas,RCB,Zaga,29.0,181670,Moisés Lucas da Silva Evangelista,Moisés Lucas,249147,1992-10-07,39.0,2.0,1.0,2,19.7,39,1,1,0,0,,,,,88.2,0,9960.61,1271.66,110.67,142.52,128.83,418.55,18.3,274.46,4.57,239.43,210.28,144.09,0.0,0.0,0.0,24.8,24.8,,,,,,,,,,,
2022,Vasco,Sobe,0,0,0,1,Raniel,CF,Atacante,26.0,24828,Raniel Santana de Vasconcelos,Raniel,297020,1996-06-11,2189.0,31.0,57.9,26,73.0,1897,0,1,1,1,1,,,,100.0,0,9331.56,1179.5,103.68,134.69,144.15,673.6,54.67,515.39,8.07,430.83,423.11,158.21,8.16,5.24,3.98,29.07,31.14,,,,,,,,,,,
2022,Vasco,Sobe,0,0,0,1,Eguinaldo,CF,Atacante,17.0,175713,Eguinaldo de Sousa Lemos,Eguinaldo,832205,2004-08-09,1039.0,18.0,27.5,16,56.9,911,0,1,1,1,2,,,,100.0,0,10064.86,1411.46,111.83,146.9,155.94,909.7,79.77,592.8,9.59,585.52,563.72,316.91,15.42,8.63,9.15,31.06,33.64,,,,,,,,,,,
2022,Vasco,Sobe,0,0,0,1,Getúlio,CF,Atacante,25.0,31873,Getúlio Wandelly Silva Timóteo,Getúlio,410010,1997-06-10,547.0,14.0,14.5,14,39.1,547,0,1,0,0,,,,,100.0,0,9801.09,1332.32,108.9,137.03,150.97,873.74,77.97,645.11,8.72,478.17,584.41,228.63,14.47,5.8,10.07,29.22,31.12,,,,,,,,,,,
2022,Vasco,Sobe,0,0,0,1,Fábio Gomes,CF,Atacante,25.0,25309,Fábio Roberto Gomes Netto,Fábio Gomes,521955,1997-05-25,297.0,9.0,7.9,3,34.2,103,1,1,0,0,,,,,100.0,0,9521.84,1208.08,105.8,141.04,146.5,749.03,60.45,500.23,7.88,303.02,633.64,248.8,9.64,3.02,7.01,30.73,30.73,,,,,,,,,,,
2022,Vasco,Sobe,0,0,0,1,M. Sarrafiore,CF,Atacante,25.0,28324,Martín Nicolás Sarrafiore,M. Sarrafiore,399291,1997-07-20,17.0,1.0,0.4,1,17.1,17,1,1,0,0,,,,,100.0,0,12161.88,2961.29,135.13,178.89,226.67,913.2,52.79,907.92,5.28,364.98,900.0,5.28,0.0,0.0,0.0,23.8,23.8,,,,,,,,,,,
2022,Vasco,Sobe,0,0,0,1,Figueiredo,RW,Extremo,20.0,171804,Lucas Figueiredo dos Santos,Figueiredo,610133,2001-08-14,2495.0,36.0,66.0,34,69.2,2354,0,1,1,1,1,,,,100.0,0,10087.59,1481.07,112.08,144.86,157.84,832.77,69.32,622.98,8.3,499.38,577.14,209.79,12.04,6.69,8.07,29.55,32.66,,,,,,,,,,,
2022,Vasco,Sobe,0,0,0,1,Gabriel Pec,LW,Extremo,21.0,25193,Gabriel Fortes Chaves,Gabriel Pec,605340,2001-02-11,2156.0,33.0,57.0,32,65.1,2083,0,1,1,1,2,,,,100.0,0,10575.67,1616.18,117.51,152.28,166.2,1121.69,89.35,791.98,7.82,682.76,740.87,329.71,17.28,10.48,10.36,30.24,32.16,,,,,,,,,,,
2022,Vasco,Sobe,0,0,0,1,Thiago Rodrigues,GK,Goleiro,33.0,,,,,,3595.0,36.0,95.1,,,,,0,0,1,1,,,,100.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,Vasco,Sobe,0,0,0,1,Edimar,LB,Lateral,36.0,2936,Edimar Curitiba Fraga,Edimar,93033,1986-05-21,3188.0,36.0,84.3,35,89.9,3148,0,1,1,1,1,,,,100.0,0,9784.81,1300.92,108.72,134.48,153.85,610.0,46.21,489.22,6.15,288.31,485.56,120.78,7.03,3.29,4.7,28.47,31.4,,,,,,,,,,,
2022,Vasco,Sobe,0,0,0,1,Léo Matos,RB,Lateral,36.0,12374,Leonardo De Matos Cruz,Léo Matos,105657,1986-04-02,1400.0,18.0,37.0,17,76.7,1304,0,1,1,1,2,,,,100.0,0,9269.06,1113.55,102.99,125.61,147.69,610.69,49.36,456.26,6.35,294.91,463.21,154.43,8.7,3.79,6.58,29.48,31.48,,,,,,,,,,,
2022,Vasco,Sobe,0,0,0,1,Gabriel Dias,RB,Lateral,28.0,28281,Gabriel Dias de Oliveira,Gabriel Dias,146487,1994-05-10,1043.0,14.0,27.6,13,74.9,973,0,1,1,0,,,,,100.0,0,9663.83,1241.69,107.38,131.31,152.81,909.97,77.5,614.79,9.9,460.01,708.64,295.19,15.72,7.62,12.22,31.62,32.64,,,,,,,,,,,
2022,Vasco,Sobe,0,0,0,1,Weverton,RB,Lateral,23.0,31606,Weverton Guilherme da Silva Souza,Weverton,552982,1999-06-15,522.0,11.0,13.8,11,47.5,522,0,1,0,0,,,,,100.0,0,10045.47,1407.68,111.62,144.33,154.45,920.92,74.49,676.25,11.55,588.35,567.43,244.67,12.41,9.32,6.45,28.99,30.44,,,,,,,,,,,nome_colide
2022,Vasco,Sobe,0,0,0,1,Matheus Ribeiro,RB,Lateral,29.0,31870,Matheus Antunes Ribeiro,Matheus Ribeiro,361667,1993-02-23,419.0,5.0,11.1,5,84.0,420,1,1,0,0,,,,,100.0,0,9974.72,1372.82,110.83,139.42,151.51,835.99,63.65,661.98,6.64,422.01,592.46,174.01,10.5,4.25,7.44,29.02,29.02,,,,,,,,,,,
2022,Vasco,Sobe,0,0,0,1,Miranda,RB,Lateral,22.0,28360,Matheus dos Santos Miranda,Miranda,555632,2000-01-19,47.0,1.0,1.2,1,47.2,47,1,1,0,0,,,,,100.0,0,9415.19,976.62,104.61,135.71,148.33,474.96,38.15,362.42,7.63,206.49,415.38,112.54,3.81,3.9,2.39,27.3,27.3,,,,,,,,,,,
2022,Vasco,Sobe,0,0,0,1,Tom Jesus,RB,Lateral,22.0,177457,Weverton de Jesus Marcolino,Tom Jesus,554720,2000-06-15,27.0,1.0,0.7,1,27.3,27,1,1,0,0,,,,,100.0,0,11367.73,1785.7,126.31,164.11,140.82,1208.07,102.32,844.99,9.9,785.69,413.27,363.08,26.41,12.88,13.78,29.2,29.2,,,,,,,,,,,
2022,Vasco,Sobe,0,0,0,1,Nenê,AMF,Meia,40.0,31535,Anderson Luis de Carvalho,Nenê,25435,1981-07-19,2570.0,33.0,68.0,32,78.4,2509,0,1,1,1,1,,,,100.0,0,10346.31,1571.2,114.96,149.45,164.13,700.8,51.11,561.14,5.31,485.89,404.61,139.66,6.24,4.01,2.52,27.92,29.8,,,,,,,,,,,
2022,Vasco,Sobe,0,0,0,1,Marlon Gomes,RAMF,Meia,18.0,171802,Marlon Gomes Claudino,Marlon Gomes,662947,2003-12-14,1038.0,18.0,27.4,16,62.8,1004,0,1,1,1,2,,,,100.0,0,9689.7,1324.88,107.66,139.84,151.76,850.18,69.74,587.19,9.5,568.83,554.78,262.99,12.19,7.17,7.68,29.99,31.78,,,,,,,,,,,
2022,Vasco,Sobe,0,0,0,1,Alex Teixeira,LAMF,Meia,32.0,27968,Alex Teixeira Santos,Alex Teixeira,105340,1990-01-06,886.0,15.0,23.4,14,60.8,851,0,1,0,0,,,,,100.0,0,10050.71,1433.73,111.67,151.26,154.76,862.27,65.59,634.62,6.88,561.86,543.21,227.65,10.37,6.12,6.29,28.75,30.48,,,,,,,,,,,
2022,Vasco,Sobe,0,0,0,1,C. Palacios,AMF,Meia,21.0,28473,Carlos Alonso Enrique Palacios Núñez,C. Palacios,540435,2000-07-20,844.0,24.0,22.3,24,35.1,844,0,1,0,0,,,,,100.0,0,10767.14,1916.25,119.63,159.41,167.91,907.56,65.82,769.29,6.08,563.7,547.37,138.26,8.43,4.11,5.16,27.01,29.38,,,,,,,,,,,
2022,Vasco,Sobe,0,0,0,1,Erick Farias,LAMF,Meia,25.0,172958,Erick Samuel Correia Farias,Erick Farias,533130,1997-01-03,601.0,14.0,15.9,7,55.7,390,1,1,0,0,,,,,100.0,0,10295.64,1536.39,114.4,139.03,162.54,1108.67,81.94,781.12,9.0,537.47,770.77,327.55,15.0,5.75,11.58,29.84,30.28,,,,,,,,,,,
2022,Vasco,Sobe,0,0,0,1,Bruno Tubarão,RAMF,Meia,27.0,24848,Bruno Nunes de Barros,Bruno Tubarão,416353,1995-03-05,337.0,10.0,8.9,6,35.4,212,1,1,0,0,,,,,100.0,0,9916.9,1469.99,110.19,155.33,152.07,751.54,60.68,533.85,7.64,560.87,417.45,217.7,10.18,7.07,4.46,28.37,28.68,,,,,,,,,,,
2022,Vasco,Sobe,0,0,0,1,Matheus Barbosa,RCMF,Meia,27.0,31755,Matheus Barbosa Teixeira,Matheus Barbosa,134794,1994-08-18,317.0,11.0,8.4,9,32.0,288,0,1,0,0,,,,,100.0,0,10632.04,1814.15,118.13,148.99,168.96,900.68,67.75,704.31,6.56,485.71,570.48,196.37,9.05,4.26,5.09,27.01,28.82,,,,,,,,,,,
2022,Vasco,Sobe,0,0,0,1,Bruno Nazário,RAMF,Meia,27.0,25226,Bruno dos Santos Nazário,Bruno Nazário,241841,1995-02-09,154.0,5.0,4.1,4,36.2,145,1,1,0,0,,,,,100.0,0,10203.39,1455.76,113.37,149.4,153.5,986.68,80.25,678.11,3.73,580.99,637.44,308.57,14.31,8.37,6.72,29.1,29.1,,,,,,,,,,,
2022,Vasco,Sobe,0,0,0,1,MT,RAMF,Meia,21.0,171805,Matheus Nunes Fagundes de Araújo,MT,599383,2001-03-01,43.0,2.0,1.1,2,21.6,43,1,1,0,0,,,,,100.0,0,11056.15,1828.46,122.85,160.3,159.29,776.78,45.82,739.3,6.25,302.23,384.86,37.49,4.17,0.0,0.0,28.0,28.0,,,,,,,,,,,
2022,Vasco,Sobe,0,0,0,1,Andrey Santos,LDMF,Volante,18.0,171806,Andrey Nascimento dos Santos,Andrey Santos,644804,2004-05-03,3109.0,33.0,82.2,30,96.6,2898,0,1,1,1,1,,,,100.0,0,10374.06,1736.88,115.27,153.29,168.19,792.37,59.5,651.48,5.03,440.6,580.15,140.89,8.07,4.27,5.36,27.62,29.68,,,,,,,,,,,
2022,Vasco,Sobe,0,0,0,1,Yuri Lara,RDMF,Volante,28.0,31868,Yuri Lima Lara,Yuri Lara,254090,1994-04-20,2966.0,34.0,78.4,32,88.7,2837,0,1,1,1,2,,,,100.0,0,10220.5,1436.57,113.56,140.83,169.04,670.89,49.62,533.31,4.63,239.28,606.94,137.59,6.38,1.54,5.35,27.9,30.96,,,,,,,,,,,
2022,Vasco,Sobe,0,0,0,1,Zé Gabriel,LDMF,Volante,23.0,31629,José Gabriel Dos Santos Silva,Zé Gabriel,383458,1999-01-21,597.0,10.0,15.8,8,69.0,552,0,1,0,0,,,,,100.0,0,9446.13,1285.74,104.96,132.75,160.85,484.43,34.23,384.52,3.26,142.08,507.27,99.92,3.26,0.43,3.62,28.35,29.72,,,,,,,,,,,
2022,Vasco,Sobe,0,0,0,1,Juninho,RDMF,Volante,21.0,32981,Alexandre de Almeida Silva Júnior,Juninho,595020,2001-01-23,399.0,13.0,10.5,4,27.8,111,1,1,0,0,,,,,100.0,0,9975.2,1465.23,110.84,137.45,182.67,733.42,63.88,576.55,6.47,290.35,778.79,156.87,8.09,4.63,5.73,27.6,27.6,,,,,,,,,,,nome_colide
2022,Vasco,Sobe,0,0,0,1,Anderson Conceição,LCB,Zaga,32.0,53227,Anderson Conceição Benedito,Anderson Conceição,43277,1989-10-24,3493.0,36.0,92.4,35,97.2,3401,0,1,1,1,1,,,,100.0,0,9370.86,1103.25,104.12,129.46,149.38,500.97,34.56,389.12,5.08,206.78,422.48,111.85,5.32,1.85,3.74,28.79,31.94,,,,,,,,,,,
2022,Vasco,Sobe,0,0,0,1,J. Quintero,RCB,Zaga,27.0,28280,Juan Sebastián Quintero Fletcher,J. Quintero,263825,1995-03-23,2662.0,28.0,70.4,28,95.3,2668,0,1,1,1,2,,,,100.0,0,8911.37,997.76,99.02,122.15,141.04,406.01,31.78,303.87,5.36,160.54,332.79,102.14,4.35,1.47,2.86,28.59,30.96,,,,,,,,,,,
2022,Vasco,Sobe,0,0,0,1,Danilo Boza,RCB,Zaga,24.0,53354,Danilo Boza Junior,Danilo Boza,442529,1998-05-06,1387.0,17.0,36.7,16,80.6,1290,0,1,1,0,,,,,100.0,0,9447.75,1181.76,104.98,135.73,151.34,686.0,57.97,472.61,6.35,298.34,587.19,213.39,11.58,4.2,9.15,31.44,33.08,,,,,,,,,,,
2022,Vila Nova,Meio,0,0,-15,1,Daniel Amorim,CF,Atacante,32.0,31837,Daniel Amorim Dias da Silva,Daniel Amorim,47615,1989-09-15,1827.0,31.0,47.4,28,57.1,1598,0,1,1,1,1,,,,100.0,0,9886.71,1351.32,109.85,140.92,144.73,888.12,75.85,670.42,10.53,536.64,489.39,217.69,13.12,7.73,6.19,28.54,30.54,,,,,,,,,,,
2022,Vila Nova,Meio,0,0,-15,1,N. Pessôa,CF,Atacante,28.0,175702,Altemir Cordeiro Pessôa Neto,N. Pessôa,265576,1994-05-16,1138.0,14.0,29.5,13,80.0,1039,0,1,1,1,2,,,,100.0,0,9996.39,1407.21,111.07,143.14,144.27,839.29,73.69,627.41,9.78,571.85,396.69,211.88,12.38,8.56,4.89,29.02,30.52,,,,,,,,,,,
2022,Vila Nova,Meio,0,0,-15,1,Rubens,CF,Atacante,28.0,175714,Rubens da Silva Coura,Rubens,296552,1994-01-12,464.0,14.0,12.0,13,34.1,443,0,1,0,0,,,,,100.0,0,9570.53,1353.15,106.34,144.77,148.22,827.57,74.53,612.09,10.76,551.5,478.44,215.47,12.59,8.17,6.15,28.59,30.8,,,,,,,,,,,nome_colide
2022,Vila Nova,Meio,0,0,-15,1,Diego Tavares,RW,Extremo,31.0,175709,Diego Barbosa Tavares,Diego Tavares,44995,1991-07-06,973.0,22.0,25.3,20,43.5,869,0,1,1,1,1,,,,100.0,0,9762.26,1272.76,108.47,142.65,142.58,1010.2,84.17,637.57,10.15,775.64,459.74,372.62,16.98,12.98,6.71,31.57,33.9,,,,,,,,,,,
2022,Vila Nova,Meio,0,0,-15,1,Matheus Souza,LW,Extremo,21.0,175701,Matheus Henrique de Souza de Carvalho,Matheus Souza,651206,2001-01-01,371.0,7.0,9.6,6,50.8,305,1,1,0,0,,,,,100.0,0,10395.23,1541.97,115.5,158.6,147.48,949.0,82.43,667.72,7.09,733.07,428.09,281.27,13.89,9.1,5.96,30.15,30.58,,,,,,,,,,,
2022,Vila Nova,Meio,0,0,-15,1,Tony,GK,Goleiro,29.0,,,,,,2875.0,29.0,74.6,,,,,0,0,1,1,,,,100.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,Vila Nova,Meio,0,0,-15,1,Willian Formiga,LB,Lateral,27.0,175707,Willian Prado Camargo,Willian Formiga,438896,1995-01-22,2787.0,32.0,72.4,29,87.8,2546,0,1,1,1,1,,,,100.0,0,9334.03,1126.34,103.71,131.36,133.43,646.36,56.49,470.37,7.11,424.13,323.32,175.99,9.3,6.21,3.72,29.13,31.1,,,,,,,,,,,
2022,Vila Nova,Meio,0,0,-15,1,Alex Silva,RB,Lateral,28.0,31917,Alex da Silva,Alex Silva,267536,1994-05-15,2599.0,29.0,67.5,26,91.0,2366,0,1,1,1,2,,,,100.0,0,9741.74,1251.84,108.24,137.13,143.46,737.53,58.77,549.24,8.18,449.61,405.46,188.29,9.36,6.15,4.48,29.02,30.84,,,,,,,,,,,
2022,Vila Nova,Meio,0,0,-15,1,Moacir,RB,Lateral,36.0,33005,Moacir Costa da Silva,Moacir,41196,1986-02-14,794.0,10.0,20.6,9,77.5,697,0,1,0,0,,,,,100.0,0,9094.2,1040.55,101.05,124.4,141.0,605.61,48.67,449.4,7.75,264.88,438.69,156.21,8.0,3.41,5.5,29.97,31.54,,,,,,,,,,,
2022,Vila Nova,Meio,0,0,-15,1,Railan,RB,Lateral,22.0,183969,Railan Reis Ferreira,Railan,557816,2000-03-10,545.0,14.0,14.1,13,37.4,486,0,1,0,0,,,,,100.0,0,9437.88,1168.17,104.87,133.83,143.44,825.79,73.47,533.74,10.36,559.33,422.9,292.04,14.44,10.0,5.55,30.0,31.18,,,,,,,,,,,
2022,Vila Nova,Meio,0,0,-15,1,Bruno Collaço,LB,Lateral,32.0,175715,Bruno Bairros Collaço,Bruno Collaço,41118,1990-03-08,353.0,5.0,9.2,5,70.7,354,1,1,0,0,,,,,100.0,0,8736.59,1009.43,97.07,128.86,133.68,480.66,40.99,369.4,5.86,313.26,310.13,111.25,5.35,3.41,2.47,27.02,27.02,,,,,,,,,,,
2022,Vila Nova,Meio,0,0,-15,1,Jefferson,LB,Lateral,19.0,175710,Oliveira da Conceição Jefferson,Jefferson,744017,2003-03-09,304.0,9.0,7.9,7,23.8,167,1,1,0,0,,,,,100.0,0,9593.82,1364.84,106.6,152.73,148.1,923.39,70.16,604.98,11.87,592.51,510.07,318.41,12.95,11.69,5.59,29.66,30.7,,,,,,,,,,,nome_colide
2022,Vila Nova,Meio,0,0,-15,1,Pablo Dyego,LAMF,Meia,28.0,28271,Pablo Dyego da Silva Rosa,Pablo Dyego,258098,1994-03-08,2028.0,24.0,52.6,22,85.4,1879,0,1,1,1,1,,,,100.0,0,10216.23,1459.24,113.51,151.37,149.32,961.93,84.12,677.52,10.4,723.02,447.9,284.41,15.95,12.28,6.52,30.3,32.26,,,,,,,,,,,
2022,Vila Nova,Meio,0,0,-15,1,Matheuzinho,RAMF,Meia,29.0,32833,Matheus Cotulio Bossa,Matheuzinho,170289,1993-02-21,1911.0,31.0,49.6,29,60.5,1756,0,1,1,1,2,,,,100.0,0,9946.44,1400.83,110.52,145.13,147.38,773.45,62.37,576.03,6.41,556.19,373.72,197.42,9.53,7.34,3.41,28.83,30.46,,,,,,,,,,,
2022,Vila Nova,Meio,0,0,-15,1,Ralf,LCMF,Meia,38.0,31525,Ralf De Souza Teles,Ralf,40553,1984-06-09,1776.0,27.0,46.1,26,67.5,1756,0,1,1,0,,,,,100.0,0,9613.4,1236.51,106.82,129.78,155.77,460.1,39.1,376.73,6.05,154.61,356.71,83.37,4.05,0.7,2.65,26.93,29.66,,,,,,,,,,,
2022,Vila Nova,Meio,0,0,-15,1,Wagner,AMF,Meia,37.0,58565,Wagner Ferreira Dos Santos,Wagner,41172,1985-01-29,1559.0,25.0,40.5,22,59.6,1311,0,1,1,0,,,,,100.0,0,10533.95,1570.11,117.04,155.47,154.57,636.86,52.04,530.65,5.56,455.99,289.67,106.21,5.84,4.01,1.88,26.65,28.8,,,,,,,,,,,
2022,Vila Nova,Meio,0,0,-15,1,Sousa,RCMF,Meia,27.0,175712,Van Basty Sousa E Silva,Sousa,300111,1994-11-27,1252.0,14.0,32.5,12,88.1,1057,0,1,1,0,,,,,100.0,0,10269.56,1369.01,114.11,143.22,153.02,417.2,34.91,338.36,4.26,176.28,275.5,78.84,3.92,1.17,2.2,27.25,28.32,,,,,,,,,,,
2022,Vila Nova,Meio,0,0,-15,1,Dentinho,RAMF,Meia,25.0,151333,Lucas Baptista Félix,Dentinho,750351,1997-05-07,920.0,13.0,23.9,11,73.6,809,0,1,1,0,,,,,100.0,0,10274.8,1285.07,114.16,146.02,147.08,777.23,66.85,544.99,6.78,572.3,339.36,232.23,11.46,7.55,5.06,30.28,31.34,,,,,,,,,,,nome_colide
2022,Vila Nova,Meio,0,0,-15,1,Kaio Nunes,LAMF,Meia,26.0,28298,Kaio Nunes Ferreira,Kaio Nunes,437798,1996-01-11,908.0,17.0,23.6,15,53.7,806,0,1,1,0,,,,,100.0,0,9615.97,1312.79,106.84,135.63,136.63,803.91,67.9,568.29,7.26,501.34,395.47,235.62,11.95,6.96,5.43,29.29,30.7,,,,,,,,,,,
2022,Vila Nova,Meio,0,0,-15,1,Victor Andrade,LAMF,Meia,26.0,10668,Victor Andrade Santos,Victor Andrade,212136,1995-09-30,621.0,8.0,16.1,7,78.2,548,1,1,0,0,,,,,100.0,0,9000.22,1179.69,100.0,137.27,131.52,684.35,58.34,489.59,8.87,482.48,347.58,194.75,10.35,8.84,3.75,29.49,30.46,,,,,,,,,,,
