fronteira,familia,comparacao,indicador,citado,n_a,n_b,cru_a,cru_b,d,ic95_d,p,d_minimo_80,q,selo,poder_suficiente,subamostra,unidade,medida_nome,nome
sem,nivel,SM,med_m_per_min,0,5,24,30.769,44.376,-0.378,"[-1.6, 0.82]",0.54015,1.43,0.64818,sem diferença clara,False,sem_cobertura_baixa,clube-temporada,percentil por setor do onze físico: mediana,Metros por minuto: o onze médio
sem,nivel,CM,med_distance_p90,0,7,24,36.893,44.376,-0.484,"[-1.07, 0.21]",0.2022,1.25,0.3603,sem diferença clara,False,sem_cobertura_baixa,clube-temporada,percentil por setor do onze físico: mediana,Distância: o onze médio
sem,nivel,CM,med_hi_distance_p90,0,7,24,40.164,45.911,-0.801,"[-1.65, -0.11]",0.03506,1.25,0.21036,pode ser sorte,False,sem_cobertura_baixa,clube-temporada,percentil por setor do onze físico: mediana,Alta intensidade: o onze médio
sem,nivel,CM,med_sprint_count_p90,0,7,24,41.111,49.497,-0.503,"[-1.26, 0.24]",0.2402,1.25,0.3603,sem diferença clara,False,sem_cobertura_baixa,clube-temporada,percentil por setor do onze físico: mediana,Sprints: o onze médio
sem,nivel,CM,med_high_accel_p90,0,7,24,37.41,47.309,-0.294,"[-1.04, 0.37]",0.53751,1.25,0.64501,sem diferença clara,False,sem_cobertura_baixa,clube-temporada,percentil por setor do onze físico: mediana,Arrancadas fortes: o onze médio
sem,nivel,CM,med_psv99,0,7,24,55.14,53.452,-0.17,"[-0.91, 0.55]",0.72136,1.25,0.72136,sem diferença clara,False,sem_cobertura_baixa,clube-temporada,percentil por setor do onze físico: mediana,Velocidade de pico: o onze médio
sem,nivel,CM,med_m_per_min,0,7,24,36.893,44.376,-0.484,"[-1.1, 0.17]",0.2022,1.25,0.3603,sem diferença clara,False,sem_cobertura_baixa,clube-temporada,percentil por setor do onze físico: mediana,Metros por minuto: o onze médio
sem,topo,SM,max_distance_p90,0,5,24,89.583,81.402,0.549,"[-0.58, 1.97]",0.38217,1.43,0.76433,sem diferença clara,False,sem_cobertura_baixa,clube-temporada,percentil por setor do onze físico: máximo,Distância: o melhor do onze
sem,topo,SM,max_hi_distance_p90,0,5,24,87.05,85.001,0.231,"[-0.84, 1.52]",0.69744,1.43,0.83692,sem diferença clara,False,sem_cobertura_baixa,clube-temporada,percentil por setor do onze físico: máximo,Alta intensidade: o melhor do onze
sem,topo,SM,max_sprint_count_p90,0,5,24,91.667,89.488,0.118,"[-1.21, 1.57]",0.85587,1.43,0.85587,sem diferença clara,False,sem_cobertura_baixa,clube-temporada,percentil por setor do onze físico: máximo,Sprints: o melhor do onze
sem,topo,SM,max_high_accel_p90,0,5,24,81.416,89.905,-0.798,"[-2.18, 0.36]",0.21293,1.43,0.76433,sem diferença clara,False,sem_cobertura_baixa,clube-temporada,percentil por setor do onze físico: máximo,Arrancadas fortes: o melhor do onze
sem,topo,SM,max_psv99,0,5,24,96.97,93.394,0.291,"[-0.74, 1.45]",0.59253,1.43,0.83692,sem diferença clara,False,sem_cobertura_baixa,clube-temporada,percentil por setor do onze físico: máximo,Velocidade de pico: o melhor do onze
sem,topo,SM,max_m_per_min,0,5,24,89.583,81.402,0.588,"[-0.58, 1.99]",0.34085,1.43,0.76433,sem diferença clara,False,sem_cobertura_baixa,clube-temporada,percentil por setor do onze físico: máximo,Metros por minuto: o melhor do onze
sem,topo,CM,max_distance_p90,0,7,24,84.466,81.402,0.357,"[-0.27, 1.23]",0.34841,1.25,0.45544,sem diferença clara,False,sem_cobertura_baixa,clube-temporada,percentil por setor do onze físico: máximo,Distância: o melhor do onze
sem,topo,CM,max_hi_distance_p90,0,7,24,75.41,85.001,-0.424,"[-1.45, 0.69]",0.37953,1.25,0.45544,sem diferença clara,False,sem_cobertura_baixa,clube-temporada,percentil por setor do onze físico: máximo,Alta intensidade: o melhor do onze
sem,topo,CM,max_sprint_count_p90,0,7,24,85.648,89.488,-0.537,"[-1.77, 0.63]",0.36607,1.25,0.45544,sem diferença clara,False,sem_cobertura_baixa,clube-temporada,percentil por setor do onze físico: máximo,Sprints: o melhor do onze
sem,topo,CM,max_high_accel_p90,0,7,24,81.25,89.905,-0.409,"[-1.41, 0.53]",0.34795,1.25,0.45544,sem diferença clara,False,sem_cobertura_baixa,clube-temporada,percentil por setor do onze físico: máximo,Arrancadas fortes: o melhor do onze
sem,topo,CM,max_psv99,0,7,24,94.262,93.394,0.058,"[-0.86, 1.0]",0.89185,1.25,0.89185,sem diferença clara,False,sem_cobertura_baixa,clube-temporada,percentil por setor do onze físico: máximo,Velocidade de pico: o melhor do onze
sem,topo,CM,max_m_per_min,0,7,24,84.466,81.402,0.357,"[-0.2, 1.18]",0.34841,1.25,0.45544,sem diferença clara,False,sem_cobertura_baixa,clube-temporada,percentil por setor do onze físico: máximo,Metros por minuto: o melhor do onze
sem,distancia,SM,amp_distance_p90,0,5,24,78.692,73.699,0.849,"[-0.12, 2.15]",0.15839,1.43,0.34224,sem diferença clara,False,sem_cobertura_baixa,clube-temporada,percentil por setor do onze físico: máximo menos mínimo,Distância: do melhor ao último do onze
sem,distancia,SM,amp_hi_distance_p90,0,5,24,83.412,75.52,0.565,"[-0.22, 1.35]",0.17112,1.43,0.34224,sem diferença clara,False,sem_cobertura_baixa,clube-temporada,percentil por setor do onze físico: máximo menos mínimo,Alta intensidade: do melhor ao último do onze
sem,distancia,SM,amp_sprint_count_p90,0,5,24,83.598,82.123,0.272,"[-0.53, 1.09]",0.53683,1.43,0.64419,sem diferença clara,False,sem_cobertura_baixa,clube-temporada,percentil por setor do onze físico: máximo menos mínimo,Sprints: do melhor ao último do onze
sem,distancia,SM,amp_high_accel_p90,0,5,24,73.083,78.58,-0.489,"[-1.64, 0.71]",0.42025,1.43,0.63038,sem diferença clara,False,sem_cobertura_baixa,clube-temporada,percentil por setor do onze físico: máximo menos mínimo,Arrancadas fortes: do melhor ao último do onze
sem,distancia,SM,amp_psv99,0,5,24,80.517,77.684,0.116,"[-0.94, 1.13]",0.83806,1.43,0.83806,sem diferença clara,False,sem_cobertura_baixa,clube-temporada,percentil por setor do onze físico: máximo menos mínimo,Velocidade de pico: do melhor ao último do onze
sem,distancia,SM,amp_m_per_min,0,5,24,78.692,73.699,0.89,"[-0.15, 2.13]",0.1343,1.43,0.34224,sem diferença clara,False,sem_cobertura_baixa,clube-temporada,percentil por setor do onze físico: máximo menos mínimo,Metros por minuto: do melhor ao último do onze
sem,distancia,CM,amp_distance_p90,0,7,24,73.204,73.699,0.55,"[-0.43, 1.61]",0.25486,1.25,0.36298,sem diferença clara,False,sem_cobertura_baixa,clube-temporada,percentil por setor do onze físico: máximo menos mínimo,Distância: do melhor ao último do onze
sem,distancia,CM,amp_hi_distance_p90,0,7,24,70.192,75.52,-0.073,"[-0.98, 0.96]",0.87187,1.25,0.87187,sem diferença clara,False,sem_cobertura_baixa,clube-temporada,percentil por setor do onze físico: máximo menos mínimo,Alta intensidade: do melhor ao último do onze
sem,distancia,CM,amp_sprint_count_p90,0,7,24,76.139,82.123,-0.487,"[-1.38, 0.33]",0.29252,1.25,0.36298,sem diferença clara,False,sem_cobertura_baixa,clube-temporada,percentil por setor do onze físico: máximo menos mínimo,Sprints: do melhor ao último do onze
sem,distancia,CM,amp_high_accel_p90,0,7,24,73.142,78.58,-0.537,"[-1.63, 0.62]",0.30248,1.25,0.36298,sem diferença clara,False,sem_cobertura_baixa,clube-temporada,percentil por setor do onze físico: máximo menos mínimo,Arrancadas fortes: do melhor ao último do onze
sem,distancia,CM,amp_psv99,0,7,24,81.155,77.684,0.405,"[-0.39, 1.29]",0.29041,1.25,0.36298,sem diferença clara,False,sem_cobertura_baixa,clube-temporada,percentil por setor do onze físico: máximo menos mínimo,Velocidade de pico: do melhor ao último do onze
sem,distancia,CM,amp_m_per_min,0,7,24,73.204,73.699,0.55,"[-0.52, 1.67]",0.25486,1.25,0.36298,sem diferença clara,False,sem_cobertura_baixa,clube-temporada,percentil por setor do onze físico: máximo menos mínimo,Metros por minuto: do melhor ao último do onze
