ano,jogador,time,posicao,grupo,idade,jogos,minutos,fatia_pct,time_hoje,faixa_do_time,id_tm,lesao_dias,lesao_n,lesao_jogos_perdidos,alta,temporadas_alta_ult3,temporadas_com_dado_ult3,regular
2026,Muriel,Náutico,GK,Goleiro,39,27,2749,102.3,Náutico,Meio,27349,,,,1,1,1,0
2026,Thiago Couto,Sport,GK,Goleiro,27,27,2741,102.4,Sport Recife,Meio,546217,,,,1,1,2,0
2026,Raul,Cuiabá,RCMF,Meia,30,26,2614,96.7,Cuiabá,Meio,479587,,,,1,1,2,0
2026,Vilar,Botafogo-SP,LCB,Zaga,26,26,2612,95.6,Botafogo SP,Meio,978269,,,,1,2,3,1
2026,Marcelo Hermes,Criciúma,LWB,Lateral,31,26,2610,100.2,Criciúma,Meio,348769,,,,1,1,2,0
2026,Luan Polli,Athletic,GK,Goleiro,33,26,2603,95.0,Athletic Club,Meio,273250,,,,1,1,2,0
2026,João Basso,Cuiabá,RCB,Zaga,29,26,2542,94.0,Cuiabá,Meio,410183,,,,1,1,2,0
2026,Helton Leite,Vila Nova,GK,Goleiro,35,25,2539,95.8,Vila Nova,Sobe,175383,,,,1,1,1,0
2026,Maurício Kozlinski,Londrina,GK,Goleiro,35,25,2495,89.2,Londrina,Cai,438431,,,,1,1,2,0
2026,Perotti,Sport,CF,Atacante,28,26,2493,93.2,Sport Recife,Meio,432959,,,,1,1,3,0
2026,Rodrigo Ferreira,São Bernardo,RB,Lateral,31,25,2469,94.1,São Bernardo FC,Meio,555374,,,,1,1,2,0
2026,Alex Alves,São Bernardo,GK,Goleiro,39,25,2467,94.0,São Bernardo FC,Meio,157117,,,,1,1,1,0
2026,Everton Morelli,Botafogo-SP,RCMF,Meia,28,26,2420,88.5,Botafogo SP,Meio,525256,,,,1,1,3,0
2026,Paulo Vítor,Atlético-GO,GK,Goleiro,37,24,2402,90.2,Atlético GO,Meio,,,,,1,2,2,1
2026,Boschilia,Operário-PR,AMF,Meia,30,24,2396,88.0,Operário PR,Meio,,,,,1,2,3,1
2026,Jandrei,Juventude,GK,Goleiro,33,24,2395,89.2,Juventude,Sobe,512344,,,,1,1,1,0
2026,Igor Fernandes,Náutico,LB,Lateral,34,26,2392,89.0,Náutico,Meio,250841,,,,1,1,1,0
2026,Wenderson,Náutico,LDMF,Volante,28,25,2388,88.9,Náutico,Meio,,,,,1,0,1,0
2026,Patrick,Novorizontino,LCB,Zaga,27,25,2357,84.0,Grêmio Novorizontino,Sobe,,,,,1,0,3,0
2026,Vinicius Diniz,Operário-PR,LCMF,Meia,27,25,2353,86.4,Operário PR,Meio,731531,,,,1,1,2,0
2026,Vágner,Operário-PR,GK,Goleiro,40,24,2333,85.7,Operário PR,Meio,68442,,,,1,1,2,0
2026,Lucas Gazal,Fortaleza,LCB,Zaga,27,24,2331,85.0,Fortaleza,Sobe,863073,,,,1,1,2,0
2026,Calebe Costa,Cuiabá,CB,Zaga,23,25,2318,85.8,Cuiabá,Meio,1033501,,,,1,1,2,0
2026,Patrick Brey,Botafogo-SP,LB,Lateral,29,23,2301,84.2,Botafogo SP,Meio,435170,,,,1,1,3,0
2026,Lucas Belezi,Athletic,LCB,Zaga,23,24,2297,83.9,Athletic Club,Meio,668230,,,,1,1,2,0
2026,Marcos Paulo,Juventude,LCB,Zaga,23,24,2295,85.5,Juventude,Sobe,,,,,1,1,2,0
2026,Rômulo,Novorizontino,AMF,Meia,24,27,2289,81.6,Grêmio Novorizontino,Sobe,,,,,1,1,3,0
2026,Dadá Belmonte,CRB,LW,Extremo,29,25,2285,84.3,CRB,Meio,546253,,,,1,1,2,0
2026,Janderson,Vila Nova,LAMF,Extremo,27,25,2279,86.0,Vila Nova,Sobe,670940,,,,1,1,3,0
2026,Kauan,Athletic,LCMF,Meia,21,25,2275,83.1,Athletic Club,Meio,,,,,1,1,2,0
2026,Guilherme,Atlético-GO,LB,Lateral,24,24,2274,85.4,Atlético GO,Meio,139607,,,,1,1,2,0
2026,Robson,Novorizontino,CF,Atacante,35,26,2272,81.0,Grêmio Novorizontino,Sobe,161188,,,,1,1,3,0
2026,Rodrigo Sam,Juventude,RCB,Zaga,31,23,2267,84.4,Juventude,Sobe,363174,,,,1,1,1,0
2026,João Miguel,Athletic,DMF,Volante,22,26,2249,82.1,Athletic Club,Meio,1227001,,,,1,1,2,0
2026,Pará,São Bernardo,LB,Lateral,31,24,2238,85.3,São Bernardo FC,Meio,323618,,,,1,1,2,0
2026,Victor Souza,Botafogo-SP,GK,Goleiro,34,22,2238,81.9,Botafogo SP,Meio,628522,,,,1,2,3,1
2026,Mikael,CRB,CF,Atacante,27,26,2236,82.4,CRB,Meio,642689,,,,1,1,2,0
2026,Raí,Juventude,RCMF,Meia,24,26,2186,81.4,Juventude,Sobe,,,,,1,1,3,0
2026,Pedro Castro,CRB,RCMF,Meia,33,26,2179,80.3,CRB,Meio,214312,,,,1,1,3,0
2026,Felipinho,Sport,LB,Lateral,29,22,2169,81.1,Sport Recife,Meio,798167,,,,1,1,3,0
2026,Luiz Henrique,Avaí,LCMF,Meia,27,26,2167,78.2,Avaí,Cai,689521,,,,1,1,3,0
2026,Crystopher,CRB,RCMF,Meia,28,23,2138,78.8,CRB,Meio,730982,,,,1,1,3,0
2026,Jhonatan Silva,Athletic,RCB,Zaga,27,22,2120,77.4,Athletic Club,Meio,,,,,1,1,2,0
2026,Marcelo Carné,Cuiabá,GK,Goleiro,36,22,2110,78.1,Cuiabá,Meio,14881,,,,1,1,1,0
2026,Gustavo,América-MG,GK,Goleiro,33,21,2107,78.6,América Mineiro,Cai,667411,,,,1,0,2,0
2026,Miraíma,São Bernardo,LDMF,Volante,26,25,2106,80.2,São Bernardo FC,Meio,,,,,1,1,1,0
2026,João Vieira,Vila Nova,RDMF,Volante,28,22,2081,78.5,Vila Nova,Sobe,699824,,,,1,3,3,1
2026,Matheus Trindade,Operário-PR,DMF,Volante,30,26,2067,75.9,Operário PR,Meio,395060,,,,1,2,3,1
2026,Marquinhos Gabriel,Vila Nova,AMF,Meia,36,23,2055,77.5,Vila Nova,Sobe,100091,,,,1,2,2,1
2026,Yago Lincoln,Londrina,RCB,Zaga,23,21,2039,72.9,Londrina,Cai,,,,,1,1,2,0
2026,César Martins,Criciúma,RCB,Zaga,33,21,2035,78.1,Criciúma,Meio,269467,33.0,1,4.0,1,2,3,1
2026,Éder,Ceará,RCB,Zaga,31,20,2021,82.9,Ceará,Meio,375690,,,,1,2,2,1
2026,Ewerthon,Atlético-GO,RB,Lateral,25,22,2014,75.6,Atlético GO,Meio,676034,,,,1,1,1,0
2026,Lucas Cunha,Ponte Preta,CB,Zaga,29,20,2014,80.4,Ponte Preta,Cai,355496,,,,1,1,1,0
2026,Chrystian Barletta,Sport,RAMF,Extremo,25,21,1991,74.4,Sport Recife,Meio,695232,,,,1,2,2,1
2026,Luiz Otávio,Ceará,LCB,Zaga,33,20,1988,81.5,Ceará,Meio,,,,,1,0,2,0
2026,Rafael Gava,Botafogo-SP,LCMF,Meia,33,25,1987,72.7,Botafogo SP,Meio,411563,,,,1,1,3,0
2026,Maykon,Novorizontino,LB,Lateral,20,21,1984,70.7,Grêmio Novorizontino,Sobe,,,,,1,1,1,0
2026,Allyson,Avaí,RCB,Zaga,35,21,1980,71.5,Avaí,Cai,390695,,,,1,1,2,0
2026,Richard,Ceará,GK,Goleiro,35,20,1972,80.9,Ceará,Meio,,,,,1,1,2,0
2026,Jean Lucas,Avaí,AMF,Meia,31,26,1972,71.2,Avaí,Cai,532828,,,,1,1,3,0
2026,Marrony,Atlético-GO,AMF,Meia,27,23,1956,73.5,Atlético GO,Meio,599879,,,,1,1,2,0
2026,Zé Hugo,Botafogo-SP,RAMF,Extremo,26,26,1951,71.4,Botafogo SP,Meio,940479,,,,1,1,2,0
2026,Miranda,Operário-PR,LCB,Zaga,26,20,1945,71.5,Operário PR,Meio,412376,,,,1,3,3,1
2026,Lucas Lovat,CRB,LB,Lateral,29,23,1941,71.6,CRB,Meio,391497,,,,1,1,2,0
2026,Vitor Caetano,CRB,GK,Goleiro,27,20,1937,71.4,CRB,Meio,593071,,,,1,1,3,0
2026,Soares,Atlético-GO,LAMF,Extremo,26,25,1935,72.7,Atlético GO,Meio,,,,,1,1,1,0
2026,Romisson,São Bernardo,LDMF,Volante,29,22,1924,73.3,São Bernardo FC,Meio,539467,,,,1,1,1,0
2026,Higor,Vila Nova,LB,Lateral,21,22,1921,72.5,Vila Nova,Sobe,1090843,,,,1,1,3,0
2026,Thayllon Roberth,Avaí,RAMF,Extremo,20,24,1917,69.2,Avaí,Cai,,,,,1,1,2,0
2026,Foguinho,São Bernardo,RDMF,Volante,34,23,1914,72.9,São Bernardo FC,Meio,268572,,,,1,2,2,1
2026,Guilherme Lobo,Criciúma,LCMF,Meia,26,23,1914,73.4,Criciúma,Meio,1151724,,,,1,1,2,0
2026,Augusto,São Bernardo,LCB,Zaga,29,19,1912,72.8,São Bernardo FC,Meio,,,,,1,1,1,0
2026,Pablo,Operário-PR,CF,Atacante,34,23,1912,70.2,Operário PR,Meio,,,,,1,1,1,0
2026,Fellipe Mateus,Criciúma,AMF,Meia,35,24,1906,73.1,Criciúma,Meio,520470,,,,1,1,2,0
2026,Luís Oyama,Novorizontino,RDMF,Volante,29,23,1906,67.9,Grêmio Novorizontino,Sobe,555277,,,,1,2,2,1
2026,Lucas Sasha,Fortaleza,RCMF,Meia,36,25,1894,69.0,Fortaleza,Sobe,121986,,,,1,1,1,0
2026,DG,Avaí,LB,Lateral,25,23,1886,68.1,Avaí,Cai,,,,,1,1,3,0
2026,Waguininho,Criciúma,CF,Atacante,36,25,1881,72.2,Criciúma,Meio,346923,,,,1,2,3,1
2026,Júlio César,Ceará,RCB,Zaga,22,23,1877,77.0,Ceará,Meio,985345,,,,1,2,3,1
2026,Mikael Doka,Operário-PR,RB,Lateral,26,22,1877,69.0,Operário PR,Meio,816150,,,,1,1,1,0
2026,Moraes,Operário-PR,LB,Lateral,28,23,1876,68.9,Operário PR,Meio,596586,,,,1,1,2,0
2026,Danielzinho,CRB,LCMF,Meia,30,25,1875,69.1,CRB,Meio,,,,,1,2,3,1
2026,J. Barreto,Atlético-GO,RCB,Zaga,28,19,1870,70.2,Atlético GO,Meio,,,,,1,1,1,0
2026,Filipe Machado,Goiás,LDMF,Volante,30,21,1855,68.7,Goiás,Meio,520629,,,,1,1,2,0
2026,Jordi,Novorizontino,GK,Goleiro,33,19,1845,65.8,Grêmio Novorizontino,Sobe,255928,,,,1,2,3,1
2026,Luciano Castán,Criciúma,LCB,Zaga,36,19,1841,70.6,Criciúma,Meio,140541,,,,1,2,3,1
2026,Maílton,Fortaleza,RB,Lateral,28,22,1838,67.0,Fortaleza,Sobe,607210,,,,1,1,3,0
2026,João Ricardo,Fortaleza,GK,Goleiro,38,18,1816,66.2,Fortaleza,Sobe,270420,,,,1,1,1,0
2026,Gabriel Lacerda,Londrina,LCB,Zaga,27,19,1811,64.7,Londrina,Cai,742855,,,,1,1,1,0
2026,Lucas Lima,Goiás,AMF,Meia,36,24,1804,66.8,Goiás,Meio,,,,,1,1,2,0
2026,Luiz Fernando,Fortaleza,AMF,Meia,29,23,1803,65.7,Fortaleza,Sobe,372013,,,,1,0,2,0
2026,J. Miritello,Fortaleza,CF,Atacante,27,23,1800,65.6,Fortaleza,Sobe,,,,,1,1,1,0
2026,Airton,Criciúma,GK,Goleiro,32,18,1797,69.0,Criciúma,Meio,377799,,,,1,1,3,0
2026,Léo Naldi,Novorizontino,LDMF,Volante,25,23,1795,64.0,Grêmio Novorizontino,Sobe,859135,,,,1,1,2,0
2026,Luiz Felipe,Goiás,RCB,Zaga,33,20,1778,65.8,Goiás,Meio,,,,,1,0,3,0
2026,J. Cuenú,Operário-PR,RCB,Zaga,31,18,1775,65.2,Operário PR,Meio,,,,,1,1,1,0
2026,Tiago Pagnussat,Vila Nova,RCB,Zaga,36,21,1770,66.8,Vila Nova,Sobe,346729,,,,1,3,3,1
2026,Rodrigo,Criciúma,CB,Zaga,39,18,1767,67.8,Criciúma,Meio,349420,47.0,1,7.0,1,2,3,1
2026,Melk,Ceará,RAMF,Extremo,20,23,1761,72.2,Ceará,Meio,1096082,,,,1,1,1,0
2026,Vinícius,Náutico,RAMF,Extremo,33,19,1750,65.1,Náutico,Meio,,,,,1,0,2,0
2026,Maurício,Fortaleza,LB,Lateral,25,23,1739,63.4,Fortaleza,Sobe,,,,,1,1,2,0
2026,Biel,Sport,RDMF,Volante,24,24,1737,64.9,Sport Recife,Meio,,,,,1,1,2,0
2026,Benevenuto,Sport,RCB,Zaga,30,19,1733,64.8,Sport Recife,Meio,,,,,1,1,3,0
2026,Gustavo Coutinho,Atlético-GO,CF,Atacante,27,22,1728,64.9,Atlético GO,Meio,612340,,,,1,2,3,1
2026,Joao Gabriel,Ceará,LCMF,Meia,20,20,1727,70.8,Ceará,Meio,,,,,1,1,1,0
2026,Nicolas,Goiás,LB,Lateral,29,21,1720,63.7,Goiás,Meio,,,,,1,1,3,0
2026,Tito,Atlético-GO,RCB,Zaga,26,20,1717,64.5,Atlético GO,Meio,867798,,,,1,1,2,0
2026,Willean Lepo,Criciúma,RWB,Lateral,29,22,1710,65.6,Criciúma,Meio,544464,,,,1,2,2,1
2026,Jemerson,São Bernardo,RCB,Zaga,34,20,1706,65.0,São Bernardo FC,Meio,258254,,,,1,1,1,0
2026,Diogo Batista,Athletic,RB,Lateral,23,21,1705,62.2,Athletic Club,Meio,994588,,,,1,1,1,0
2026,Zé Ricardo,Avaí,RDMF,Volante,30,20,1697,61.2,Avaí,Cai,476336,,,,1,2,3,1
2026,André Lima,Ponte Preta,RCMF,Meia,26,19,1691,67.5,Ponte Preta,Cai,740299,,,,1,1,2,0
2026,Dudu,Vila Nova,RDMF,Volante,24,23,1685,63.6,Vila Nova,Sobe,922247,,,,1,1,3,0
2026,Gabriel Inocêncio,Botafogo-SP,RB,Lateral,32,19,1676,61.3,Botafogo SP,Meio,788402,,,,1,1,2,0
2026,Adriano Martins,Atlético-GO,LCB,Zaga,29,19,1669,62.7,Atlético GO,Meio,739272,,,,1,1,2,0
2026,Lucas Marques,Londrina,RCMF,Meia,31,21,1667,59.6,Londrina,Cai,375025,,,,0,0,1,0
2026,Cristiano,Atlético-GO,LDMF,Volante,26,23,1661,62.4,Atlético GO,Meio,902135,,,,1,0,3,0
2026,Messias,Juventude,CB,Zaga,31,19,1645,61.3,Juventude,Sobe,401539,,,,1,2,3,1
2026,Marcos Paulo,Juventude,AMF,Meia,25,23,1643,61.2,Juventude,Sobe,,,,,1,1,2,0
2026,David,Cuiabá,LCMF,Meia,19,23,1616,59.8,Cuiabá,Meio,,,,,0,0,3,0
2026,Matheus Sales,Botafogo-SP,DMF,Volante,31,22,1613,59.0,Botafogo SP,Meio,407654,,,,0,0,1,0
2026,Fabio Alemão,CRB,LCB,Zaga,29,18,1608,59.3,CRB,Meio,544254,,,,0,0,3,0
2026,Diogo Barbosa,Juventude,LWB,Lateral,34,20,1586,59.1,Juventude,Sobe,167724,,,,0,0,1,0
2026,Felipe Amaral,América-MG,DMF,Volante,23,24,1586,59.2,América Mineiro,Cai,875994,,,,0,0,3,0
2026,Zé Gabriel,Sport,RDMF,Volante,27,22,1586,59.3,Sport Recife,Meio,670968,,,,0,0,3,0
2026,Alisson Safira,Juventude,CF,Atacante,31,26,1585,59.0,Juventude,Sobe,443338,,,,0,0,2,0
2026,Hygor,Botafogo-SP,CF,Atacante,34,20,1584,58.0,Botafogo SP,Meio,419474,,,,0,0,3,0
2026,Hildeberto Pereira,Operário-PR,RW,Extremo,30,24,1576,57.9,Operário PR,Meio,,,,,0,0,1,0
2026,Pepê,Cuiabá,LCMF,Meia,28,21,1571,58.1,Cuiabá,Meio,606716,,,,0,0,1,0
2026,Lucas Mineiro,Juventude,LCMF,Meia,30,21,1570,58.5,Juventude,Sobe,432958,,,,0,0,2,0
2026,Zeca,Athletic,LB,Lateral,32,20,1569,57.3,Athletic Club,Meio,325196,,,,0,1,3,0
2026,Marlon,Cuiabá,LWB,Lateral,32,18,1544,57.1,Cuiabá,Meio,,,,,0,0,3,0
2026,Gabriel Feliciano,Operário-PR,LB,Lateral,25,21,1543,56.7,Operário PR,Meio,1100029,,,,0,0,3,0
2026,Bruno Santos,Londrina,CF,Atacante,29,16,1539,55.0,Mirassol,Cai,,,,,0,0,2,0
2026,Railan,Cuiabá,RWB,Lateral,26,19,1538,56.9,Cuiabá,Meio,752558,,,,0,0,2,0
2026,Felipe Garcia,São Bernardo,CF,Atacante,35,20,1526,58.1,São Bernardo FC,Meio,98511,,,,0,0,2,0
2026,Derek,Náutico,CF,Atacante,28,22,1526,56.8,Náutico,Meio,719251,,,,0,0,1,0
2026,Rafael Barcelos,América-MG,LCB,Zaga,22,16,1519,56.7,América Mineiro,Cai,,,,,0,0,2,0
2026,Dodô,Náutico,AMF,Meia,25,16,1516,56.4,Náutico,Meio,281837,,,,0,0,3,0
2026,Paulo Vitor,Avaí,RCMF,Meia,22,22,1515,54.7,Avaí,Cai,,,,,0,0,2,0
2026,Thiago Rodrigues,Goiás,GK,Goleiro,37,15,1512,56.0,Goiás,Meio,76139,,,,0,0,2,0
2026,Élvis,Ponte Preta,AMF,Meia,35,19,1505,60.1,Ponte Preta,Cai,76135,1.0,1,4.0,1,2,2,1
2026,Thiaguinho,CRB,RW,Extremo,25,19,1505,55.5,CRB,Meio,,,,,0,1,2,0
2026,Heron,Londrina,LB,Lateral,26,23,1499,53.6,Londrina,Cai,697401,,,,0,0,3,0
2026,Bressan,CRB,RCB,Zaga,33,19,1499,55.3,CRB,Meio,256453,,,,0,0,2,0
2026,Lucas Ribeiro,Goiás,LCB,Zaga,27,19,1499,55.5,Goiás,Meio,605893,,,,0,1,3,0
2026,Ramon Menezes,Goiás,LCB,Zaga,31,16,1484,54.9,Goiás,Meio,371025,,,,0,0,2,0
2026,Rómulo Otero,Criciúma,RWF,Extremo,33,23,1477,56.7,Criciúma,Meio,177680,,,,0,1,2,0
2026,Ryan Lima,Vila Nova,RAMF,Extremo,25,19,1467,55.3,Vila Nova,Sobe,,,,,0,0,1,0
2026,Mádson,Novorizontino,RB,Lateral,34,18,1458,52.0,Grêmio Novorizontino,Sobe,177845,,,,0,0,2,0
2026,André Luiz,Londrina,DMF,Volante,31,16,1438,51.4,Londrina,Cai,,,,,0,0,2,0
2026,Wallison,Avaí,RB,Lateral,25,18,1436,51.8,Avaí,Cai,682134,,,,0,0,3,0
2026,Lourenço,Goiás,AMF,Meia,29,20,1435,53.1,Goiás,Meio,515068,,,,0,1,2,0
2026,Ian Luccas,Athletic,CF,Atacante,23,17,1433,52.3,Alverca,Meio,,,,,0,0,3,0
2026,Aylon,Operário-PR,LWF,Extremo,34,23,1431,52.6,Operário PR,Meio,329845,,,,0,1,2,0
2026,Vitor Mendes,Cuiabá,LCB,Zaga,27,17,1430,52.9,Cuiabá,Meio,686333,,,,0,0,2,0
2026,Marcelo Ajul,Sport,RCB,Zaga,24,15,1426,53.3,Sport Recife,Meio,910216,,,,0,0,2,0
2026,William Pottker,Londrina,CF,Atacante,32,19,1425,50.9,Londrina,Cai,199472,,,,0,0,3,0
2026,Dalbert,América-MG,LB,Lateral,32,17,1423,53.1,América Mineiro,Cai,,,,,0,0,3,0
2026,Diogo Silva,Ponte Preta,GK,Goleiro,40,14,1421,56.7,Ponte Preta,Cai,,,,,0,0,2,0
2026,Rodrigo Rodrigues,Cuiabá,CF,Atacante,26,24,1418,52.5,Cuiabá,Meio,537928,,,,0,0,3,0
2026,Betão,Náutico,LCB,Zaga,27,18,1416,52.7,Náutico,Meio,1216411,,,,0,0,1,0
2026,Rodrigo Soares,Goiás,RB,Lateral,33,21,1415,52.4,Goiás,Meio,388236,,,,0,1,3,0
2026,G. Mastriani,América-MG,CF,Atacante,33,21,1408,52.5,América Mineiro,Cai,,,,,0,0,1,0
2026,Rodrigo Santos,Fortaleza,LCMF,Meia,25,25,1406,51.3,Fortaleza,Sobe,869477,,,,0,0,2,0
2026,Hereda,CRB,RB,Lateral,27,20,1404,51.8,CRB,Meio,634139,,,,0,1,2,0
2026,Kelvin,Botafogo-SP,LW,Extremo,29,22,1400,51.2,Botafogo SP,Meio,638722,,,,0,0,2,0
2026,Reginaldo,Náutico,RB,Lateral,33,21,1377,51.2,Náutico,Meio,329738,,,,0,0,1,0
2026,Max,Athletic,RWF,Extremo,24,19,1376,50.2,Athletic Club,Meio,1226150,,,,0,0,2,0
2026,Ericson,Botafogo-SP,RCB,Zaga,27,14,1369,50.1,Botafogo SP,Meio,555017,,,,0,1,3,0
2026,Danilo Barcelos,Ponte Preta,LCB,Zaga,35,17,1365,54.5,Ponte Preta,Cai,271666,,,,0,0,2,0
2026,Jean Carlos,Goiás,RAMF,Extremo,21,21,1364,50.5,Goiás,Meio,,,,,0,0,3,0
2026,Fábio Lima,Juventude,AMF,Meia,29,23,1360,50.7,Juventude,Sobe,691861,,,,0,0,1,0
2026,Jota,Athletic,RCMF,Meia,22,22,1354,49.4,Athletic Club,Meio,,,,,0,0,1,0
2026,Rodriguinho,Fortaleza,LCMF,Meia,23,19,1351,49.3,Fortaleza,Sobe,,,,,0,0,3,0
2026,Vitinho,Fortaleza,AMF,Meia,25,21,1348,49.1,Fortaleza,Sobe,813048,,,,0,0,2,0
2026,Kadu,Goiás,LAMF,Extremo,24,17,1348,49.9,Goiás,Meio,1115017,,,,0,0,1,0
2026,Kevyson,Ponte Preta,LB,Lateral,22,18,1345,53.7,Ponte Preta,Cai,1032891,1.0,1,6.0,0,0,1,0
2026,Vinícius Paiva,Novorizontino,LAMF,Extremo,25,20,1342,47.8,Grêmio Novorizontino,Sobe,689561,,,,0,1,3,0
2026,Victor Hugo,Londrina,RW,Extremo,23,20,1336,47.8,Londrina,Cai,,,,,0,0,2,0
2026,Anselmo Ramon,Goiás,CF,Atacante,38,22,1331,49.3,Goiás,Meio,118007,,,,0,2,3,1
2026,Bryan,Ceará,RB,Lateral,30,14,1329,54.5,Ceará,Meio,,,,,0,0,3,0
2026,André Luis,Vila Nova,CF,Atacante,29,18,1319,49.8,Vila Nova,Sobe,519851,,,,0,0,2,0
2026,Daniel Penha,Avaí,CF,Atacante,27,16,1313,47.4,Avaí,Cai,468256,,,,0,0,1,0
2026,M. Segovia,América-MG,RW,Extremo,23,19,1303,48.6,América Mineiro,Cai,,,,,0,0,1,0
2026,Henri,CRB,RCB,Zaga,24,14,1300,47.9,CRB,Meio,627214,,,,0,1,3,0
2026,Matheus Bianqui,Novorizontino,RCMF,Meia,28,21,1299,46.3,Grêmio Novorizontino,Sobe,634737,,,,0,0,2,0
2026,Leandro Vilela,Atlético-GO,LDMF,Volante,31,18,1293,48.6,Atlético GO,Meio,347090,,,,0,0,3,0
2026,Léo Aragão,Avaí,GK,Goleiro,24,13,1285,46.4,Avaí,Cai,,,,,0,0,1,0
2026,Kauan Cristtyan,Cuiabá,CF,Atacante,20,23,1285,47.5,Cuiabá,Meio,1223701,,,,0,0,2,0
2026,Kauê Leonardo,Londrina,RB,Lateral,21,16,1281,45.8,Londrina,Cai,1124214,,,,0,0,1,0
2026,Hayner,Vila Nova,RB,Lateral,30,25,1276,48.1,Vila Nova,Sobe,389942,,,,0,0,3,0
2026,João Vitor,Londrina,RCMF,Meia,22,21,1269,45.4,Londrina,Cai,,,,,0,0,3,0
2026,Márcio,Ponte Preta,LCB,Zaga,25,14,1261,50.3,Hapoel Ramat Gan,Cai,,,,,0,0,1,0
2026,Luan Gonçalves,Juventude,LCMF,Meia,26,22,1258,46.9,Juventude,Sobe,,,,,0,0,2,0
2026,Ricardo Silva,América-MG,RCB,Zaga,34,13,1252,46.7,América Mineiro,Cai,206097,,,,0,2,3,1
2026,Gabriel Bahia,Novorizontino,RCB,Zaga,27,13,1246,44.4,Grêmio Novorizontino,Sobe,1128780,,,,0,0,2,0
2026,Hélder Maciel,São Bernardo,RCB,Zaga,36,13,1240,47.2,São Bernardo FC,Meio,133118,,,,0,0,1,0
2026,Eduardo,Criciúma,RCMF,Meia,29,17,1239,47.5,Criciúma,Meio,540541,,,,0,1,2,0
2026,Gabriel Pinheiro,Juventude,RCB,Zaga,29,16,1236,46.0,Juventude,Sobe,806150,,,,0,0,3,0
2026,Cadu,Goiás,CF,Atacante,22,20,1235,45.7,Goiás,Meio,1083073,,,,0,0,1,0
2026,Willian,América-MG,CF,Atacante,39,22,1234,46.0,América Mineiro,Cai,,,,,0,1,3,0
2026,Luisão,Goiás,LCB,Zaga,23,14,1220,45.2,Goiás,Meio,1093922,,,,0,0,3,0
2026,Echaporã,São Bernardo,LAMF,Extremo,26,19,1215,46.3,São Bernardo FC,Meio,688896,,,,0,0,1,0
2026,E. Brítez,Fortaleza,RCB,Zaga,34,12,1208,44.0,Vitória,Sobe,,,,,0,0,1,0
2026,Tadeu,Goiás,GK,Goleiro,34,12,1207,44.7,Goiás,Meio,258367,,,,0,2,3,1
2026,Enzo,Athletic,LB,Lateral,24,14,1206,44.0,Athletic Club,Meio,,,,,0,0,3,0
2026,A. De Freitas,Sport,RB,Lateral,18,22,1202,44.9,Sport Recife,Meio,,,,,0,0,1,0
2026,Lucca,Ceará,CF,Atacante,23,16,1200,49.2,Ceará,Meio,982549,,,,0,0,3,0
2026,Luan Freitas,Fortaleza,CB,Zaga,25,14,1195,43.6,Fortaleza,Sobe,678376,,,,0,0,3,0
2026,Bruno Ferreira,Avaí,GK,Goleiro,32,12,1195,43.1,Avaí,Cai,214701,,,,0,0,2,0
2026,Sánchez,Ceará,LB,Lateral,30,18,1194,49.0,Ceará,Meio,375241,,,,0,1,2,0
2026,Zé Marcos,Sport,LCB,Zaga,28,13,1173,43.8,Sport Recife,Meio,,,,,0,0,1,0
2026,Pedro Vitor,São Bernardo,RAMF,Extremo,28,19,1164,44.3,São Bernardo FC,Meio,605326,,,,0,0,1,0
2026,Gabriel Fuentes,Fortaleza,LB,Lateral,29,14,1162,42.4,Fortaleza,Sobe,480686,112.0,1,6.0,0,0,1,0
2026,Kevin,CRB,RB,Lateral,29,16,1150,42.4,CRB,Meio,520430,,,,0,0,3,0
2026,Nathan Camargo,Vila Nova,RB,Lateral,21,19,1147,43.3,Vila Nova,Sobe,1015962,,,,0,0,2,0
2026,Bruno Alves,Criciúma,RCB,Zaga,35,15,1146,44.0,Criciúma,Meio,177534,,,,0,0,3,0
2026,David,Ponte Preta,CF,Atacante,26,19,1134,45.3,Ponte Preta,Cai,,,,,0,0,3,0
2026,Clayson,Sport,LAMF,Extremo,31,20,1133,42.3,Sport Recife,Meio,392809,,,,0,0,2,0
2026,Alan Kardec,Juventude,CF,Atacante,37,21,1130,42.1,Juventude,Sobe,53922,,,,0,0,2,0
2026,Juninho,Novorizontino,CF,Atacante,25,26,1128,40.2,Grêmio Novorizontino,Sobe,,,,,0,0,3,0
2026,Paulinho Moccelin,Londrina,LW,Extremo,32,21,1117,39.9,Londrina,Cai,282502,,,,0,0,2,0
2026,Pierre,Fortaleza,DMF,Volante,24,16,1114,40.6,Fortaleza,Sobe,802646,,,,0,0,3,0
2026,Paulo Victor,América-MG,CF,Atacante,25,18,1104,41.2,América Mineiro,Cai,659705,,,,0,0,2,0
2026,Iago Teles,Londrina,LW,Extremo,26,13,1103,39.4,Júbilo Iwata,Cai,,,,,0,0,1,0
2026,Luiz Felipe,Náutico,RDMF,Volante,28,14,1101,41.0,Náutico,Meio,,,,,0,0,3,0
2026,Zé Lucas,Sport,LDMF,Volante,18,14,1087,40.6,Cruzeiro,Meio,,,,,0,0,1,0
2026,Alex Silva,América-MG,RB,Lateral,32,14,1084,40.4,América Mineiro,Cai,277713,,,,0,0,3,0
