ano,clube,treinador,jogos,ppj,rendimento,sistema,sistema_pct,sistemas,posse,passes_posse,passe_longo,ppda,rec_altas,cruz,contra,posic,entradas,dist_rem,xg,xg_sof,bp,aereos,hi,spr,dist
2024,Avaí,Enderson Moreira,19,1.4736842105263157,0.0421565235956575,4-4-2,0.84,4-4-2 84% / 4-2-3-1 5% / 4-4-1-1 5%,46.734736842105264,3.5500000000000003,11.661052631578947,10.515263157894738,9.31578947368421,14.0,0.5789473684210527,26.94736842105263,20.894736842105264,19.358947368421052,1.1805263157894736,1.1905263157894737,24.210526315789473,50.37052631578947,56.495171231648854,8.595820166026522,9847.430495298506
2025,América-MG,Enderson Moreira,11,0.7272727272727273,-0.756182278474314,4-2-3-1,0.36,4-2-3-1 36% / 4-4-2 18% / 4-1-4-1 9%,54.291818181818186,4.080909090909091,11.82909090909091,11.372727272727273,14.636363636363637,18.90909090909091,0.6363636363636364,30.454545454545453,27.272727272727273,19.85636363636364,1.6072727272727272,1.2563636363636363,27.0,44.75454545454546,55.767811098084096,8.47089463618803,9580.322413110987
2025,Novorizontino,Enderson Moreira,15,1.6,0.2607458515525604,4-2-3-1,0.6,4-2-3-1 60% / 4-4-2 33% / 4-3-2-1 7%,49.30266666666667,3.3853333333333335,13.564666666666666,11.164666666666669,11.666666666666666,21.133333333333333,0.4666666666666667,34.0,26.333333333333332,19.980666666666668,1.526,0.862,26.266666666666666,46.39866666666667,57.332875584376175,9.064292826358225,9864.43195641348
2026,Novorizontino,Enderson Moreira,27,1.8148148148148149,0.5099270660119266,4-2-3-1,0.56,4-2-3-1 56% / 4-4-2 33% / 3-4-3 7%,47.84703703703704,3.4348148148148145,11.608518518518519,11.154444444444447,13.37037037037037,17.88888888888889,0.9629629629629629,30.962962962962962,25.074074074074073,18.49037037037037,1.865555555555556,1.0033333333333334,28.296296296296298,50.28074074074074,,,
2023,Ponte Preta,Felipe Moreira,18,1.2222222222222223,-0.0577640448580902,4-2-3-1,0.56,4-2-3-1 56% / 4-4-2 17% / 4-5-1 11%,46.76722222222222,3.3616666666666664,12.50388888888889,12.495555555555557,9.38888888888889,13.444444444444445,1.4444444444444444,24.555555555555557,18.77777777777778,20.29277777777778,1.087222222222222,1.2894444444444444,30.333333333333332,43.162777777777784,56.32551561572006,9.206360094837603,9424.191073777713
2024,Santos,Fábio Carille,37,1.837837837837838,0.0867870468240632,4-2-3-1,0.46,4-2-3-1 46% / 4-4-2 35% / 4-1-4-1 11%,52.483513513513515,4.318918918918919,10.498918918918918,10.075405405405405,12.783783783783784,17.18918918918919,0.8108108108108109,31.783783783783782,24.18918918918919,19.691621621621625,1.3683783783783785,0.9137837837837839,24.64864864864865,46.93783783783783,53.137682464720314,8.067014739493858,9557.427624608039
2022,Chapecoense,Gilmar Dal Pozzo,11,1.4545454545454546,0.1056443933560786,4-4-2,0.55,4-4-2 55% / 4-3-3 18% / 4-2-3-1 18%,53.804545454545455,3.5845454545454545,11.05090909090909,9.30818181818182,12.272727272727273,15.090909090909092,1.2727272727272727,30.272727272727273,20.90909090909091,20.46090909090909,1.38,1.1363636363636365,29.818181818181817,46.408181818181816,50.10004305872083,8.105855249214445,9389.436522115588
2022,Sport,Gilmar Dal Pozzo,14,1.5,0.1087601766956245,4-4-2,0.5,4-4-2 50% / 4-2-3-1 36% / 4-4-1-1 7%,53.44499999999999,4.116428571428572,10.760714285714286,8.727142857142857,10.214285714285714,14.214285714285714,1.0,27.0,22.428571428571427,22.139285714285712,1.0371428571428571,0.9357142857142857,28.857142857142858,49.519999999999996,51.02867822203052,7.747233186073069,9435.604095960265
2023,Chapecoense,Gilmar Dal Pozzo,11,0.9090909090909091,-0.4825517478069604,4-2-3-1,0.45,4-2-3-1 45% / 4-4-2 27% / 5-4-1 18%,48.49727272727273,3.5,11.186363636363637,11.167272727272726,12.636363636363637,16.454545454545453,2.5454545454545454,25.727272727272727,22.0,20.44727272727273,1.1163636363636362,1.4436363636363636,30.636363636363637,45.769090909090906,51.96619156603496,7.720864866631364,9472.212707063252
2024,Avaí,Gilmar Dal Pozzo,16,1.5,0.0684723130693418,4-4-2,0.62,4-4-2 62% / 4-4-1-1 12% / 4-2-3-1 12%,49.241249999999994,3.935625,12.0725,9.375625,10.5,13.8125,1.375,28.4375,18.5625,20.72375,1.2506249999999999,1.12125,25.4375,50.366249999999994,56.84832731629624,8.911479628103741,9748.547516194358
2024,Chapecoense,Gilmar Dal Pozzo,15,1.6,0.3021664583415746,4-4-2,0.47,4-4-2 47% / 4-2-3-1 40% / 5-3-2 13%,46.29466666666666,3.214,15.168666666666667,12.596666666666666,10.066666666666666,14.6,0.4666666666666667,24.6,18.666666666666668,20.240666666666666,0.9653333333333335,1.2306666666666666,28.066666666666666,45.93666666666666,53.579179232231375,8.314422637048915,9565.40897599347
2025,Chapecoense,Gilmar Dal Pozzo,38,1.631578947368421,0.3687618280363034,3-4-1-2,0.26,3-4-1-2 26% / 3-4-3 24% / 3-4-2-1 18%,47.42026315789474,3.672894736842105,14.085789473684207,12.451315789473686,8.789473684210526,14.078947368421053,0.9736842105263158,25.31578947368421,21.263157894736842,20.355263157894736,1.1721052631578948,1.3497368421052631,25.18421052631579,43.88026315789474,53.32740080155524,8.444251354737874,9563.305911385307
2026,Sport,Gilmar Dal Pozzo,11,1.1818181818181819,-0.3069754665583619,4-2-3-1,0.55,4-2-3-1 55% / 4-4-1-1 18% / 3-4-2-1 9%,53.85090909090909,4.098181818181818,8.502727272727272,10.051818181818183,10.727272727272727,14.0,0.9090909090909091,25.181818181818183,20.727272727272727,19.016363636363636,1.5681818181818181,1.4100000000000001,28.90909090909091,51.120000000000005,53.54182312384523,8.904242407952673,9274.121746861008
2022,Brusque,Gilson Kleina,11,0.5454545454545454,-0.5000710464628075,4-2-3-1,0.64,4-2-3-1 64% / 4-3-1-2 9% / 5-3-2 9%,52.05363636363636,3.352727272727273,12.350909090909092,10.624545454545455,11.454545454545455,16.636363636363637,2.4545454545454546,31.09090909090909,22.363636363636363,21.2,1.1336363636363636,1.2227272727272729,28.818181818181817,44.308181818181815,48.04195126231315,7.297702045340216,9439.310822661384
2022,Chapecoense,Gilson Kleina,15,1.2,-0.1489010611893759,4-2-3-1,0.47,4-2-3-1 47% / 4-4-2 27% / 4-1-4-1 20%,46.592,3.317333333333333,12.144,9.135333333333334,12.466666666666667,17.266666666666666,2.2666666666666666,28.0,21.066666666666666,20.98333333333333,0.9426666666666664,1.0986666666666665,26.533333333333335,44.190000000000005,51.88187099296556,7.014258373005178,9871.858068836676
