ano,clube,jogador,pos11,setor,tipo,minutos,psv99,sprint_count_p90,hi_count_p90,expl_accel_sprint_p90,distance_p90,runs_p30tip,Duelos/90,"Duelos ganhos, %","Duelos defensivos ganhos, %","Duelos aéreos ganhos, %",Duelos ofensivos/90,Dribles/90,Corridas progressivas/90,Toques na área/90,Acções atacantes com sucesso/90,xgxa90,ga90,Interseções/90
2023,Atlético-GO,Lucas Esteves,LE,Lateral,Baixa intensidade,1507,30.46,9.79,56.81,1.31,9048.87,22.78,14.51,54.32,62.14,53.85,3.05,1.85,1.02,0.72,2.33,0.08,0.12,3.22
2023,Atlético-GO,Jefferson,LE,Lateral,Médio em tudo,1052,29.42,8.42,51.57,1.47,9652.42,23.04,14.71,54.65,65.82,53.33,2.82,0.77,1.03,0.6,1.54,0.1,0.0,4.02
2023,Avaí,Natanael,LE,Lateral,Explosivo e rápido,2767,30.37,11.7,64.12,1.9,9548.1,20.95,17.08,49.14,50.57,38.89,5.01,2.21,1.4,0.65,3.22,0.16999999999999998,0.1,4.36
2023,Avaí,Thales Oleques,LD,Lateral,Médio em tudo,2069,29.34,10.11,60.55,1.55,9776.0,19.56,13.88,52.98,57.89,50.82,2.09,0.48,0.83,0.52,0.87,0.02,0.0,5.57
2023,Avaí,Igor Inocêncio,LD,Lateral,Médio em tudo,2044,28.2,9.65,61.53,1.45,10195.41,27.72,14.66,47.45,50.0,56.52,3.48,1.89,0.92,0.66,2.38,0.07,0.0,4.54
2023,Avaí,Bruno Cortez,LE,Lateral,Médio em tudo,1436,28.1,8.79,59.72,1.2,9578.79,21.77,18.43,54.42,56.82,59.52,5.52,2.13,1.57,0.25,1.63,0.02,0.0,5.2
2023,Botafogo-SP,Patrick Brey,LE,Lateral,Explosivo e rápido,2687,29.79,12.65,71.17,2.14,9539.83,27.14,24.05,51.67,61.45,47.37,8.47,3.85,1.84,1.47,3.25,0.12000000000000001,0.06,4.22
2023,Botafogo-SP,Thassio,LD,Lateral,Médio em tudo,2404,29.12,10.22,62.72,1.5,9397.61,28.22,13.44,48.47,52.26,40.3,3.56,1.01,1.35,0.67,1.83,0.12,0.08,3.52
2023,Botafogo-SP,Jean Victor,LE,Lateral,Médio em tudo,1130,28.81,8.84,58.61,1.19,9897.17,21.7,11.39,55.24,66.67,36.0,1.35,0.4,0.56,0.48,1.19,0.13,0.08,3.27
2023,Botafogo-SP,Vidal,LD,Lateral,Baixa intensidade,1015,28.95,8.57,52.48,2.12,9244.21,22.24,11.17,59.52,65.67,45.83,2.22,0.53,1.15,0.44,0.89,0.05,0.0,2.84
2023,Botafogo-SP,Ericson,LD,Lateral,Baixa intensidade,972,30.49,8.89,51.46,2.41,8935.76,11.84,17.13,51.89,49.37,54.9,4.07,2.5,1.2,0.56,2.22,0.03,0.0,4.17
2023,CRB,Matheus Ribeiro,LD,Lateral,Médio em tudo,2522,29.16,10.76,63.4,1.57,9543.96,22.41,13.56,53.68,57.59,54.76,2.64,1.28,0.68,0.57,1.82,0.060000000000000005,0.04,3.96
2023,CRB,Hereda,LD,Lateral,Explosivo e rápido,2154,30.3,12.51,66.59,2.22,9641.29,23.25,19.14,58.3,65.95,55.56,6.69,3.89,2.55,0.58,3.76,0.13,0.21,3.18
2023,CRB,Guilherme Romão,LE,Lateral,Baixa intensidade,2058,30.1,11.05,62.27,1.31,9401.53,19.63,18.63,50.94,50.7,55.71,6.65,3.19,1.53,1.31,3.37,0.14,0.08,3.24
2023,CRB,Edimar,LE,Lateral,Baixa intensidade,1153,28.42,6.87,45.28,0.7,9185.01,13.86,14.52,56.45,57.78,64.71,2.58,1.17,1.01,0.55,1.48,0.07,0.0,3.75
2023,Ceará,Warley,LD,Lateral,Explosivo e rápido,2302,31.06,13.34,67.42,2.73,9288.3,20.35,13.37,47.37,44.14,48.33,3.17,1.13,0.59,0.35,1.33,0.05,0.0,3.95
2023,Ceará,Danilo Barcelos,LE,Lateral,Médio em tudo,1110,27.43,9.55,58.65,0.24,9610.5,25.16,15.49,50.26,51.14,58.82,1.78,0.65,0.81,0.57,0.97,0.04,0.08,4.7
2023,Chapecoense,Mancha,LE,Lateral,Médio em tudo,1710,28.36,8.14,55.15,2.0,9714.5,27.56,13.68,48.85,54.37,49.3,3.11,2.21,0.47,0.95,2.79,0.13,0.11,4.42
2023,Chapecoense,Ronei,LD,Lateral,Médio em tudo,1512,28.53,7.62,54.84,1.07,9849.04,25.12,18.81,53.16,58.74,54.1,5.18,2.8,1.49,0.06,2.2,0.07,0.06,3.93
2023,Chapecoense,Felipe Albuquerque,LD,Lateral,Baixa intensidade,1443,29.42,9.29,54.69,2.18,9409.24,23.77,14.22,60.53,64.71,71.79,2.06,1.0,0.81,0.12,1.62,0.03,0.06,3.87
2023,Criciúma,Marcelo Hermes,LE,Lateral,Médio em tudo,3535,28.68,9.0,54.63,1.57,9612.3,21.54,13.24,56.73,61.03,54.02,2.67,1.37,0.76,0.89,2.27,0.08,0.08,3.69
2023,Criciúma,Cristovam,LD,Lateral,Explosivo e rápido,1380,29.4,13.37,75.15,1.63,10035.28,24.77,23.93,49.05,54.22,46.34,7.57,3.07,1.43,0.91,2.87,0.04,0.0,4.57
2023,Guarani,Diogo Mateus,LD,Lateral,Médio em tudo,3446,27.34,4.81,42.03,0.64,9441.31,26.28,12.09,48.38,55.95,45.88,3.87,1.93,1.98,0.57,2.51,0.16,0.08,3.68
2023,Guarani,Mayk,LE,Lateral,Explosivo e rápido,3303,30.25,11.37,62.47,2.1,9444.99,23.74,14.88,54.21,58.42,52.29,4.9,2.04,1.58,0.57,2.02,0.04,0.05,4.9
2023,Ituano,Mário Sérgio,LE,Lateral,Médio em tudo,2815,28.97,10.5,63.74,0.86,10128.73,28.02,15.51,56.7,64.84,57.52,2.69,1.06,0.96,1.15,1.69,0.11,0.09,4.92
2023,Ituano,Pacheco,LD,Lateral,Explosivo e rápido,2216,29.2,12.53,70.17,1.14,10139.72,27.39,15.64,52.99,62.43,51.43,2.52,1.14,1.67,0.28,1.91,0.06999999999999999,0.04,5.32
2023,Juventude,Reginaldo,LD,Lateral,Explosivo e rápido,3040,31.24,14.94,76.28,3.1,9136.74,28.25,13.35,49.89,57.23,38.89,3.64,1.69,1.51,0.56,2.01,0.060000000000000005,0.03,2.99
2023,Juventude,Alan Ruschel,LE,Lateral,Médio em tudo,2845,28.75,8.87,54.56,0.99,9199.62,28.83,15.56,50.61,60.2,43.37,4.49,1.3,2.02,0.41,1.61,0.13,0.12,3.35
2023,Juventude,Kelvyn,LE,Lateral,Médio em tudo,1019,27.61,7.76,51.75,1.41,10183.54,28.62,16.25,48.37,59.7,50.0,5.39,2.03,1.15,0.97,2.12,0.11000000000000001,0.0,4.5
2023,Juventude,Dani Bolt,LD,Lateral,Explosivo e rápido,915,30.99,11.41,59.76,2.59,9231.38,15.17,17.61,55.87,65.75,48.65,5.11,3.44,2.36,1.28,3.44,0.17,0.0,3.74
2023,Londrina,Gustavo Salomão,LE,Lateral,Explosivo e rápido,1846,30.17,14.55,76.76,1.65,9801.4,26.44,16.24,53.15,55.38,66.07,5.61,2.83,1.56,1.07,2.24,0.06,0.0,4.68
2023,Londrina,Marcos Pedro,LE,Lateral,Explosivo e rápido,1417,30.24,13.44,72.2,3.17,9574.05,26.73,20.01,49.52,66.0,33.33,3.24,1.4,0.51,1.02,1.91,0.11,0.0,4.64
2023,Mirassol,Lucas Ramon,LD,Lateral,Explosivo e rápido,3252,30.03,11.62,67.71,2.43,9833.92,25.83,17.91,53.48,59.39,52.38,5.06,2.49,1.22,0.97,2.66,0.15000000000000002,0.12,4.59
2023,Mirassol,Guilherme Biro,LE,Lateral,Médio em tudo,2519,29.33,9.72,58.61,1.08,9567.84,28.95,15.29,56.54,63.87,58.49,3.93,1.97,1.5,1.18,2.36,0.14,0.18,3.68
2023,Mirassol,Manoel,LE,Lateral,Médio em tudo,1196,29.14,7.84,51.77,0.98,9393.57,26.49,13.85,47.28,56.25,46.0,2.18,1.28,0.75,0.23,1.35,0.12,0.0,3.84
2023,Novorizontino,Willean Lepo,LD,Lateral,Explosivo e rápido,3055,29.54,12.32,67.83,1.71,9970.09,23.58,21.0,47.27,63.04,52.45,7.84,3.65,2.65,1.44,3.95,0.2,0.03,4.74
2023,Novorizontino,Reverson,LE,Lateral,Médio em tudo,2605,28.52,9.94,59.96,1.72,9774.32,22.46,15.96,54.33,61.66,53.85,3.94,1.62,1.9,0.62,2.35,0.13,0.06,4.08
2023,Novorizontino,Léo Tocantins,LE,Lateral,Explosivo e rápido,1203,29.38,11.94,71.0,1.87,10250.12,23.76,21.7,51.03,52.48,46.88,7.11,2.54,2.09,1.5,5.01,0.26,0.22,4.56
2023,Ponte Preta,Artur,LE,Lateral,Baixa intensidade,3442,30.19,9.45,55.32,2.3,8947.3,15.75,15.87,54.37,60.33,59.54,3.77,1.2,1.05,0.63,2.07,0.1,0.05,5.65
2023,Ponte Preta,Weverton,LD,Lateral,Explosivo e rápido,1427,29.65,13.84,72.54,2.83,9606.33,37.45,10.85,45.35,57.53,36.84,2.4,1.2,0.82,0.32,2.52,0.12,0.06,4.35
2023,Ponte Preta,Maílton,LD,Lateral,Explosivo e rápido,1358,29.03,11.39,62.89,1.79,9368.78,28.17,21.41,41.49,47.27,32.35,9.94,5.77,2.78,1.33,4.24,0.29000000000000004,0.27,2.72
2023,Sampaio Corrêa,Mateus Pivô,LD,Lateral,Explosivo e rápido,2232,30.03,11.46,63.32,1.89,9497.03,21.52,21.65,51.96,62.15,56.64,6.17,2.1,1.61,1.33,1.73,0.12000000000000001,0.04,4.44
2023,Sampaio Corrêa,Alyson,LE,Lateral,Explosivo e rápido,1764,31.09,12.23,67.01,1.32,9839.9,23.68,17.65,54.91,70.59,50.85,5.26,2.45,1.43,1.38,2.09,0.11,0.05,4.8
2023,Sampaio Corrêa,Pará,LE,Lateral,Baixa intensidade,1211,26.99,6.09,47.29,0.37,9040.41,21.04,17.99,46.69,60.22,44.19,5.8,2.97,1.86,0.22,2.45,0.08,0.07,3.57
2023,Sport,Ewerthon,LD,Lateral,Baixa intensidade,1894,29.07,9.21,54.1,2.28,8968.2,18.77,14.02,56.27,69.64,49.41,3.14,1.0,1.66,1.14,1.43,0.09,0.05,3.52
2023,Sport,Igor Cariús,LE,Lateral,Explosivo e rápido,1131,30.05,13.33,73.15,1.75,10289.71,27.43,17.35,53.67,60.53,57.58,4.06,2.15,1.35,1.67,2.63,0.19,0.08,3.26
2023,Tombense,Pedro Costa,LD,Lateral,Explosivo e rápido,2853,31.6,14.71,72.69,2.96,9246.37,22.14,18.96,49.92,62.98,40.58,8.11,4.54,2.81,0.63,4.32,0.13999999999999999,0.06,4.95
2023,Tombense,Egídio,LE,Lateral,Médio em tudo,2743,28.48,9.44,58.84,1.28,9382.38,26.33,16.14,55.28,62.67,48.21,5.02,1.84,1.21,0.26,2.95,0.19999999999999998,0.19,4.4
2023,Tombense,Kevin,LD,Lateral,Explosivo e rápido,1521,29.65,13.54,71.66,2.42,9446.94,32.26,12.66,57.94,65.26,50.0,4.26,1.89,1.18,0.65,2.13,0.2,0.0,4.38
2023,Tombense,Guilherme Santos,LE,Lateral,Baixa intensidade,1519,28.92,8.04,51.8,1.71,9023.79,16.99,14.16,53.97,55.56,53.66,3.85,1.3,1.78,0.53,1.66,0.03,0.06,3.91
2023,Vila Nova,Rodrigo Gelado,LE,Lateral,Explosivo e rápido,3416,29.45,10.76,62.92,1.79,9439.56,26.34,15.52,51.95,55.36,55.24,2.71,1.37,1.58,0.45,1.98,0.08,0.11,3.79
2023,Vila Nova,Léo Duarte,LD,Lateral,Médio em tudo,2313,28.64,10.07,63.33,1.32,9555.86,28.14,20.23,54.81,61.54,51.28,3.93,2.26,0.58,0.58,2.53,0.09000000000000001,0.04,3.97
2023,Vitória,Zeca,LD,Lateral,Baixa intensidade,2214,28.0,7.39,50.34,0.81,9394.99,19.1,13.05,54.52,62.79,57.14,3.17,1.59,2.07,0.16,2.36,0.1,0.08,3.37
2023,Vitória,Railan,LD,Lateral,Explosivo e rápido,1532,29.61,10.52,62.12,2.06,9279.79,24.65,17.92,51.8,60.95,46.34,7.28,3.35,1.88,0.94,3.11,0.11000000000000001,0.06,3.52
2023,Vitória,Marcelo,LE,Lateral,Explosivo e rápido,1490,30.47,11.45,66.38,2.83,9116.78,29.3,15.28,56.52,68.33,53.66,3.99,1.87,1.21,0.3,2.17,0.06999999999999999,0.06,3.93
2024,Amazonas,Fabiano,LE,Lateral,Baixa intensidade,3235,29.16,8.05,47.63,1.53,8665.67,14.03,12.71,55.8,62.24,59.38,2.11,0.92,1.06,0.45,0.64,0.03,0.0,4.01
2024,Amazonas,Ezequiel,LD,Lateral,Baixa intensidade,2387,28.05,7.48,50.63,1.58,9162.35,25.15,13.01,56.23,64.86,43.48,2.94,0.87,1.28,0.57,1.4,0.15000000000000002,0.0,2.45
2024,Amazonas,Renan Castro,LE,Lateral,Baixa intensidade,1120,28.48,8.65,54.73,1.44,9220.67,24.91,10.93,57.35,62.82,53.85,1.69,0.32,1.77,0.16,1.53,0.11,0.0,3.29
2024,América-MG,Mateus Henrique,LD,Lateral,Explosivo e rápido,2585,29.31,12.2,71.38,1.63,9960.12,27.17,17.09,52.55,57.85,64.71,4.7,1.71,2.68,0.63,2.09,0.09,0.03,5.15
2024,América-MG,Daniel Borges,LD,Lateral,Médio em tudo,1138,29.11,11.48,68.01,0.79,10042.6,34.05,18.27,61.9,70.54,54.29,3.95,1.34,1.5,0.63,2.21,0.2,0.08,3.48
2024,Avaí,Marcos Vinicius,LD,Lateral,Baixa intensidade,3463,29.53,9.01,54.15,1.79,9196.67,14.86,16.89,55.54,60.55,61.86,5.51,3.59,1.66,0.65,3.79,0.13,0.16,4.18
2024,Botafogo-SP,Emerson Negueba,LD,Lateral,Explosivo e rápido,2618,30.94,15.9,79.44,3.0,9797.27,32.93,19.42,50.97,55.75,37.31,11.38,5.47,3.68,1.51,4.47,0.14,0.03,2.78
2024,Botafogo-SP,Patrick Brey,LE,Lateral,Explosivo e rápido,2198,29.02,13.01,75.09,1.17,10063.14,37.73,22.19,47.05,58.14,38.82,8.64,3.07,2.21,1.68,2.7,0.11,0.08,3.97
2024,Botafogo-SP,Jean Victor,LE,Lateral,Médio em tudo,2182,28.05,9.03,58.01,1.14,10120.75,23.51,13.74,55.56,62.21,48.39,2.14,0.62,0.82,0.54,1.07,0.15,0.08,3.59
2024,Botafogo-SP,Wallison,LD,Lateral,Médio em tudo,1460,29.27,11.33,64.46,0.93,9615.68,26.28,17.82,54.67,66.9,50.0,3.88,0.74,0.8,0.68,1.66,0.06,0.18,3.95
2024,Botafogo-SP,Ericson,LD,Lateral,Baixa intensidade,1300,30.41,7.53,46.08,1.31,8943.28,7.55,18.14,57.63,66.67,58.82,3.46,1.38,0.62,0.35,1.04,0.02,0.07,4.57
2024,Brusque,Mateus Pivô,LD,Lateral,Explosivo e rápido,2291,30.92,12.62,67.23,2.08,9644.16,24.85,19.68,54.49,59.07,56.41,5.07,1.61,2.0,0.86,1.89,0.1,0.04,4.52
2024,Brusque,Alex Ruan,LE,Lateral,Baixa intensidade,1205,29.09,8.85,56.32,1.26,9457.51,20.74,14.86,47.24,61.54,40.63,4.41,1.42,0.67,0.9,1.79,0.14,0.07,3.36
2024,Brusque,Jhan Torres,LE,Lateral,Baixa intensidade,1035,29.48,9.38,58.34,2.08,9382.24,22.02,17.48,51.24,56.38,56.0,3.3,1.13,0.61,0.17,1.65,0.03,0.0,5.39
2024,CRB,Hereda,LD,Lateral,Explosivo e rápido,3078,30.36,11.78,67.3,1.87,9887.91,27.97,20.29,55.91,65.79,54.26,7.19,3.04,2.28,0.99,3.39,0.11,0.12,3.33
2024,CRB,Willian Formiga,LE,Lateral,Baixa intensidade,1469,28.33,7.1,49.58,0.61,9304.89,16.66,20.71,52.66,51.41,56.82,4.41,1.23,1.59,0.86,1.41,0.08,0.0,4.35
2024,CRB,Matheus Ribeiro,LD,Lateral,Médio em tudo,1278,29.26,10.06,59.42,1.97,9707.75,22.8,14.44,45.37,52.68,37.5,3.17,1.27,0.85,0.85,1.48,0.04,0.07,3.17
2024,CRB,Ryan,LE,Lateral,Baixa intensidade,1278,28.83,8.52,53.31,1.88,9517.1,16.7,13.87,45.18,50.53,45.95,3.24,1.41,2.18,0.49,2.25,0.13,0.0,3.1
2024,Ceará,Matheus Bahia,LE,Lateral,Explosivo e rápido,3056,30.65,12.45,66.32,2.63,9253.16,33.04,15.11,55.75,66.06,56.0,5.45,2.68,2.09,1.03,3.03,0.1,0.12,3.36
2024,Ceará,Rafael Ramos,LD,Lateral,Explosivo e rápido,2678,29.18,11.86,66.51,2.4,9310.57,25.3,14.59,55.76,70.39,45.0,2.76,1.04,1.08,0.37,1.75,0.12,0.06,3.16
2024,Ceará,Raí Ramos,LD,Lateral,Explosivo e rápido,1298,30.09,11.79,64.39,2.44,9343.21,21.88,13.24,48.17,63.53,34.29,3.12,1.04,1.25,0.76,2.01,0.21,0.07,2.22
2024,Chapecoense,Mancha,LE,Lateral,Médio em tudo,2483,28.33,8.25,56.58,1.7,9777.56,27.93,10.95,55.63,62.07,52.24,2.14,1.16,1.01,0.47,2.28,0.1,0.11000000000000001,4.57
2024,Chapecoense,Maílton,LD,Lateral,Baixa intensidade,1386,29.05,9.81,59.9,1.73,9417.9,23.03,20.39,50.96,53.41,33.33,10.32,5.84,2.53,1.49,4.81,0.26,0.06,2.66
2024,Coritiba,Rodrigo Gelado,LE,Lateral,Explosivo e rápido,1697,30.03,11.65,67.23,2.54,9772.97,24.95,15.22,56.45,65.87,66.67,3.34,1.01,1.11,0.64,1.86,0.06,0.1,4.14
2024,Coritiba,Jamerson,LE,Lateral,Explosivo e rápido,1204,29.99,13.29,68.62,2.18,9506.93,21.34,18.54,54.44,67.74,50.0,7.25,4.19,2.24,0.45,3.66,0.06,0.07,3.89
2024,Goiás,Sander,LE,Lateral,Explosivo e rápido,2070,30.19,13.06,71.11,2.97,9661.03,23.53,14.7,55.03,65.63,43.14,3.87,1.17,0.87,0.7,1.83,0.16,0.08,4.35
2024,Guarani,Jefferson,LE,Lateral,Baixa intensidade,2559,28.93,7.49,46.76,0.74,9392.69,21.61,12.42,58.07,69.23,53.16,2.85,1.06,0.74,0.39,2.25,0.09999999999999999,0.04,3.31
2024,Guarani,Pacheco,LD,Lateral,Médio em tudo,1969,29.32,10.09,60.88,1.23,9662.88,30.03,12.71,57.91,69.93,52.27,2.61,0.96,1.6,0.32,1.6,0.060000000000000005,0.05,3.79
2024,Guarani,Heitor,LD,Lateral,Explosivo e rápido,1360,29.84,12.35,69.27,1.19,9849.32,26.12,15.35,51.29,55.37,54.55,4.04,2.18,1.59,1.65,3.31,0.24,0.14,3.24
2024,Ituano,Guilherme Lazaroni,LE,Lateral,Médio em tudo,1177,27.43,8.1,54.21,0.56,9662.46,27.11,12.62,55.76,58.82,74.19,3.52,1.22,0.38,0.38,1.38,0.14,0.08,3.44
2024,Ituano,Léo Oliveira,LD,Lateral,Médio em tudo,963,27.89,9.73,65.46,0.84,10257.49,30.21,24.67,52.65,56.64,54.55,3.93,1.78,0.84,1.21,2.15,0.13,0.19,6.17
2024,Mirassol,Lucas Ramon,LD,Lateral,Explosivo e rápido,3460,30.41,10.76,62.22,2.08,9778.89,24.73,15.42,55.99,65.24,54.05,4.34,1.77,1.92,0.7,2.34,0.07,0.06,5.36
2024,Mirassol,Zeca,LE,Lateral,Baixa intensidade,2167,28.64,7.27,48.31,0.54,9246.68,16.31,10.51,48.62,61.48,35.0,3.36,1.58,1.91,0.17,1.41,0.09,0.12,3.24
2024,Mirassol,Warley,LE,Lateral,Explosivo e rápido,1067,31.1,12.04,65.06,2.19,9593.23,20.92,11.81,49.29,62.5,36.36,4.13,1.69,1.77,0.42,1.27,0.08,0.08,4.72
2024,Novorizontino,Reverson,LE,Lateral,Médio em tudo,2404,28.63,9.62,58.74,1.09,9694.19,22.16,13.74,47.14,54.32,46.03,4.04,1.83,1.98,0.45,1.95,0.08,0.04,2.58
2024,Novorizontino,Rodrigo Soares,LD,Lateral,Médio em tudo,2145,27.69,7.99,59.42,1.5,10064.14,28.46,13.8,54.41,67.86,34.88,4.83,2.6,1.34,0.67,3.44,0.23,0.17,3.1
2024,Novorizontino,Igor Formiga,LD,Lateral,Explosivo e rápido,904,29.2,12.23,71.07,1.49,9966.98,27.42,26.28,53.79,65.22,62.0,9.36,4.38,3.19,1.49,5.28,0.25,0.1,6.27
2024,Operário-PR,Pará,LE,Lateral,Baixa intensidade,2109,29.28,10.75,62.92,1.49,9377.17,20.8,15.36,52.78,63.19,39.62,4.22,1.83,2.13,0.47,2.69,0.14,0.13,4.05
2024,Operário-PR,Thales Oleques,LD,Lateral,Baixa intensidade,1588,28.92,8.68,53.47,1.91,9607.56,16.44,10.65,55.32,70.45,56.1,1.76,0.4,0.96,0.17,1.25,0.04,0.06,3.23
2024,Paysandu,Edílson,LD,Lateral,Médio em tudo,2601,29.05,10.08,61.99,1.53,9566.94,30.66,15.85,53.28,68.78,37.74,5.61,2.15,2.42,1.0,3.01,0.09999999999999999,0.14,2.7
2024,Paysandu,Kevyn,LE,Lateral,Explosivo e rápido,2407,29.28,14.07,75.23,2.02,9751.09,25.33,16.41,53.99,65.52,48.89,5.05,1.65,0.64,0.71,1.27,0.06999999999999999,0.07,3.03
2024,Ponte Preta,Igor Inocêncio,LD,Lateral,Médio em tudo,2674,28.43,8.87,57.81,1.18,9945.22,27.85,16.02,49.79,53.95,50.0,3.47,1.55,0.98,0.57,2.22,0.12,0.14,3.3
2024,Ponte Preta,G. Risso,LE,Lateral,Explosivo e rápido,2205,30.4,11.81,65.47,2.93,9346.32,24.96,10.12,56.45,65.96,30.77,1.8,0.65,0.73,0.33,1.39,0.05,0.04,5.55
2024,Ponte Preta,Luiz Felipe,LD,Lateral,Explosivo e rápido,980,29.75,11.0,67.58,1.83,9715.58,22.31,19.19,52.63,61.54,60.0,5.79,1.38,1.01,0.18,1.65,0.05,0.09,4.13
2024,Ponte Preta,João Gabriel,LD,Lateral,Médio em tudo,971,27.46,7.5,53.52,1.11,9453.06,24.09,13.53,54.79,62.07,30.77,2.87,1.2,0.37,0.28,1.58,0.07,0.0,3.99
2024,Santos,Gonzalo Escobar,LE,Lateral,Explosivo e rápido,3172,28.99,12.3,73.3,1.51,10276.16,35.98,17.22,55.85,65.13,47.19,4.43,2.1,1.65,0.85,2.64,0.11000000000000001,0.09,5.05
2024,Santos,João Pedro Chermont,LD,Lateral,Explosivo e rápido,2107,29.76,13.71,75.56,2.48,9755.18,34.92,19.78,54.86,63.55,57.35,5.34,2.43,1.45,1.11,3.12,0.12,0.22,3.93
2024,Santos,Hayner,LD,Lateral,Explosivo e rápido,1015,30.18,13.94,73.6,2.57,9940.54,32.13,17.91,50.0,64.62,34.48,7.8,4.7,2.13,1.15,3.55,0.07,0.0,4.88
2024,Sport,Dalbert,LE,Lateral,Explosivo e rápido,1585,30.22,13.44,71.59,3.45,9249.76,22.27,17.38,55.56,63.31,59.62,3.46,0.79,1.31,0.68,1.36,0.03,0.0,3.8
2024,Sport,Igor Cariús,LD,Lateral,Explosivo e rápido,1541,29.76,11.42,64.19,2.43,9770.34,20.77,18.69,54.69,64.05,61.43,4.15,1.4,1.34,1.81,2.1,0.21,0.12,4.03
2024,Vila Nova,Rhuan,LE,Lateral,Médio em tudo,2348,28.49,10.25,62.28,1.44,9670.06,26.11,16.37,55.04,65.14,48.78,2.99,1.07,1.26,0.73,2.03,0.11,0.04,5.02
2025,Amazonas,Fabiano,LE,Lateral,Baixa intensidade,3118,28.65,6.95,44.31,1.27,8760.58,12.18,12.67,56.49,66.48,46.88,1.91,0.55,1.13,0.46,0.75,0.03,0.0,3.95
2025,Amazonas,N. Castrillón,LD,Lateral,Baixa intensidade,1698,28.41,8.36,53.37,1.69,8857.28,18.51,14.79,57.71,70.59,52.94,3.71,1.48,1.54,0.58,1.91,0.14,0.1,4.45
2025,Amazonas,Carlos Akapo,LD,Lateral,Baixa intensidade,1062,28.27,11.44,63.44,2.54,9227.01,20.72,15.25,53.33,60.0,60.71,3.22,0.85,1.36,0.68,1.1,0.05,0.0,4.58
2025,América-MG,Júlio César,LD,Lateral,Baixa intensidade,2474,29.11,7.28,48.07,0.85,9229.96,15.63,14.48,49.75,53.85,47.54,2.87,0.98,1.24,1.09,1.13,0.14,0.11000000000000001,3.46
2025,América-MG,Mariano,LD,Lateral,Baixa intensidade,1623,27.2,5.09,38.99,1.33,8930.61,11.51,9.59,44.51,47.62,42.11,1.33,0.55,1.33,0.11,2.0,0.15,0.06,4.94
2025,Athletic,Douglas Pelé,LD,Lateral,Explosivo e rápido,2688,30.45,14.88,76.86,2.23,9955.34,27.87,17.34,52.7,62.94,40.0,6.53,3.21,2.75,0.94,3.75,0.19,0.2,4.02
2025,Athletic,Rodrigo Gelado,LE,Lateral,Explosivo e rápido,2386,29.96,10.49,61.01,2.43,9399.25,20.96,12.64,53.73,59.4,58.56,2.07,0.79,1.02,0.91,1.36,0.07,0.0,5.13
2025,Athletic,Yuri,LE,Lateral,Médio em tudo,1751,29.71,10.82,62.26,0.98,9576.88,20.5,16.45,48.44,53.33,30.3,6.42,1.28,1.23,1.28,1.9,0.2,0.31,3.08
2025,Athletic,Wesley Gasolina,LD,Lateral,Médio em tudo,1241,29.52,10.51,59.88,1.72,9451.83,21.64,16.83,48.71,59.62,23.08,7.03,1.96,2.1,0.58,2.32,0.06,0.0,2.83
2025,Athletico-PR,L. Esquivel,LE,Lateral,Baixa intensidade,2042,29.91,9.46,55.29,2.16,9256.95,18.6,14.94,56.93,58.27,61.36,4.63,2.12,1.9,0.75,3.44,0.17,0.18,4.28
2025,Athletico-PR,G. Benavídez,LD,Lateral,Explosivo e rápido,1735,29.6,13.03,68.93,1.71,9882.59,28.66,7.99,58.44,66.67,41.67,0.99,0.26,1.56,1.19,0.99,0.13,0.1,3.48
2025,Athletico-PR,Kauã Moraes,LD,Lateral,Explosivo e rápido,1217,29.69,11.5,67.73,1.99,9824.33,26.16,15.46,50.72,67.02,38.1,5.18,2.0,1.92,1.33,2.88,0.19,0.14,2.0
2025,Athletico-PR,Léo Derik,LE,Lateral,Explosivo e rápido,1066,31.97,14.5,76.62,3.03,9627.46,29.53,14.69,50.57,70.0,53.33,5.83,2.53,2.79,1.44,2.7,0.16999999999999998,0.08,2.28
2025,Atlético-GO,Guilherme Romão,LE,Lateral,Baixa intensidade,2764,30.17,9.91,58.57,1.53,9246.13,25.22,14.91,49.78,59.68,46.73,5.73,2.25,2.05,1.17,2.31,0.16,0.14,3.32
2025,Atlético-GO,Ruan,LD,Lateral,Explosivo e rápido,1040,32.4,18.37,87.82,3.71,9494.97,31.42,11.16,58.91,67.19,41.67,3.46,1.21,2.6,0.95,1.47,0.01,0.0,1.99
2025,Atlético-GO,Jean Dias,LD,Lateral,Explosivo e rápido,962,29.4,13.28,75.38,1.31,10048.57,31.07,14.88,54.72,55.0,20.0,8.98,4.58,3.18,1.31,4.86,0.26,0.19,2.15
2025,Avaí,Marcos Vinicius,LD,Lateral,Baixa intensidade,2980,29.72,9.89,58.13,1.68,9455.2,18.82,13.89,51.52,61.46,45.45,3.38,1.51,1.54,0.72,1.96,0.12000000000000001,0.12,4.38
2025,Avaí,DG,LE,Lateral,Explosivo e rápido,1258,30.35,12.45,67.09,2.69,9732.02,27.15,18.96,54.34,61.4,56.25,5.65,1.79,1.14,0.72,2.15,0.04,0.0,5.22
2025,Botafogo-SP,G. Risso,LE,Lateral,Baixa intensidade,3013,29.66,9.17,54.49,1.46,9161.07,21.12,6.93,51.72,64.17,20.0,1.64,0.48,0.75,0.21,1.37,0.08,0.03,3.76
