ano,clube,jogador,posicao,setor,idade,minutos,jogos,fatia,sc_player_id,matches,minutes_played,minutos_sc,psv99,psv99_top5,distance_p90,m_per_min,running_distance_p90,hsr_distance_p90,hsr_count_p90,sprint_distance_p90,sprint_count_p90,hi_distance_p90,hi_count_p90,high_accel_p90,high_decel_p90,medium_accel_p90,medium_decel_p90,expl_accel_sprint_p90,expl_accel_hsr_p90,cod_count_p90,minutes_tip,distance_p30tip,m_per_min_tip,running_distance_p30tip,hsr_distance_p30tip,hsr_count_p30tip,sprint_distance_p30tip,sprint_count_p30tip,hi_distance_p30tip,hi_count_p30tip,high_accel_p30tip,high_decel_p30tip,medium_accel_p30tip,medium_decel_p30tip,expl_accel_sprint_p30tip,expl_accel_hsr_p30tip,cod_count_p30tip,minutes_otip,distance_p30otip,m_per_min_otip,running_distance_p30otip,hsr_distance_p30otip,hsr_count_p30otip,sprint_distance_p30otip,sprint_count_p30otip,hi_distance_p30otip,hi_count_p30otip,high_accel_p30otip,high_decel_p30otip,medium_accel_p30otip,medium_decel_p30otip,expl_accel_sprint_p30otip,expl_accel_hsr_p30otip,cod_count_p30otip,peak_velocity,peak_velocity_top3,runs_total,runs_p30tip,runs_avg_distance,runs_above_hsr_p30tip,runs_penalty_area_p30tip,runs_targeted_p30tip,runs_received_p30tip,runs_dangerous_p30tip,runs_dangerous_targeted_p30tip,runs_dangerous_received_p30tip,runs_shot_within_10s_p30tip,runs_goal_within_10s_p30tip
2022,Novorizontino,Felipe Albuquerque,RB,Lateral,22.0,996,17,0.2664656094950871,31656,16.0,61.19,979.04,29.77,31.82,9736.01,108.18,1152.42,500.05,51.2,197.17,10.75,697.22,61.95,7.91,16.64,94.95,81.53,1.84,5.7,30.79,16.26,4166.64,138.89,592.93,289.37,28.82,128.32,6.46,417.69,35.28,3.11,6.0,42.66,29.98,0.46,1.84,13.95,15.38,4232.15,141.07,679.45,281.75,27.43,98.27,5.49,380.02,32.92,3.54,5.73,44.87,31.21,0.85,2.44,20.85,,,177.0,26.29,13.76,8.32,0.89,10.1,9.06,1.78,1.04,0.89,0.89,0.15
2022,Novorizontino,Felipe Rodrigues,RB,Lateral,26.0,348,9,0.09310244187177741,174349,9.0,38.63,347.67,29.0,30.0,9879.63,109.77,1305.6,593.38,59.29,229.38,12.69,822.76,71.97,10.1,21.49,110.29,92.68,1.04,4.66,31.59,10.0,4224.88,140.83,748.19,405.59,37.66,159.64,8.33,565.23,45.99,4.0,8.0,49.32,33.99,0.33,2.0,15.66,10.81,4138.34,137.94,626.52,264.85,27.75,109.15,3.7,374.0,31.45,3.39,5.86,49.33,32.37,0.92,1.85,18.81,,,76.0,32.49,15.57,13.68,0.85,11.54,10.69,4.27,1.28,1.28,1.28,0.0
2022,Novorizontino,Reverson,"LB, LAMF",Lateral,25.0,241,7,0.0644761163537309,172971,7.0,34.46,241.22,30.01,30.76,10033.26,111.48,1482.73,680.92,64.92,314.53,15.3,995.45,80.22,7.09,15.67,101.11,84.7,1.87,4.1,30.97,11.26,4292.1,143.07,814.51,415.8,36.53,188.08,8.55,603.89,45.08,3.5,6.22,43.91,33.42,0.39,1.55,17.1,6.06,4549.18,151.64,817.78,416.23,42.58,232.71,7.34,648.94,49.92,3.67,6.61,50.65,27.16,2.2,2.94,18.35,,,70.0,32.61,13.71,10.71,5.59,10.71,9.32,10.71,2.8,1.4,0.93,0.0
2022,Novorizontino,Willean Lepo,RB,Lateral,25.0,2008,28,0.5372117910302558,24792,25.0,69.13,1728.25,28.57,31.06,10039.2,111.55,1423.22,663.05,58.53,196.59,11.2,859.64,69.73,8.12,16.4,102.02,87.13,1.46,5.68,36.51,16.76,4348.28,144.94,768.32,414.98,37.3,145.89,7.66,560.87,44.96,3.36,5.37,47.68,32.64,0.43,2.29,18.04,18.83,4457.55,148.58,838.1,370.1,30.6,90.07,4.84,460.17,35.44,3.12,6.12,47.49,33.59,0.45,2.04,24.54,,,338.0,32.88,15.13,8.76,1.46,13.23,11.77,4.09,1.17,1.07,1.07,0.0
2022,Novorizontino,Barba,"RCMF, LCMF, DMF",Meia,23.0,503,10,0.13457048351006906,175883,7.0,52.48,367.35999999999996,26.51,26.8,10800.98,120.01,2001.54,483.85,38.95,81.09,4.16,564.94,43.12,2.94,10.78,102.16,90.89,0.24,1.22,40.42,14.99,4576.64,152.55,831.08,131.55,10.87,28.03,0.86,159.58,11.73,1.43,2.86,45.76,35.18,0.0,0.29,13.16,11.55,5433.03,181.1,1637.44,501.4,38.6,73.11,2.6,574.52,41.2,1.11,5.57,53.07,37.48,0.0,0.37,38.23,,,43.0,17.71,12.09,1.65,0.0,5.77,5.35,2.06,1.24,1.24,0.82,0.0
2022,Novorizontino,D. Torres,"AMF, CF",Meia,31.0,1790,27,0.4788889969841424,31519,25.0,68.61,1715.25,28.15,30.18,9632.12,107.02,1359.86,563.48,54.15,171.58,9.5,735.05,63.65,6.4,16.21,102.21,86.68,1.31,3.99,33.48,16.89,4000.13,133.34,711.97,313.83,28.34,107.69,4.9,421.52,33.24,2.84,4.69,48.02,32.46,0.78,1.78,16.55,18.94,4503.23,150.11,853.36,339.52,32.57,91.25,5.01,430.77,37.58,2.15,6.21,47.21,34.41,0.06,1.2,22.12,,,299.0,29.24,14.65,7.92,4.89,9.97,7.04,12.81,3.13,0.78,0.78,0.0
2022,Novorizontino,Gustavo Bochecha,"LCMF, LDMF",Meia,26.0,2498,31,0.6683043097577585,25141,30.0,80.23,2406.9,26.46,29.08,9567.23,106.3,1340.42,382.52,32.79,76.8,3.59,459.32,36.38,4.04,11.33,97.97,85.81,0.37,2.21,25.84,20.6,4010.18,133.67,637.46,167.08,14.17,36.8,0.92,203.88,15.1,1.6,3.11,44.03,31.55,0.1,0.92,9.32,20.98,4583.98,152.8,940.99,287.83,24.12,54.38,2.05,342.21,26.17,1.62,5.15,48.33,36.84,0.1,0.57,21.3,,,324.0,20.53,11.44,2.85,1.65,6.97,6.34,5.51,1.33,0.89,0.76,0.0
2022,Novorizontino,Léo Baiano,"RCMF, RDMF, LDMF",Meia,30.0,779,18,0.20841035120147874,172969,18.0,43.37,780.66,26.96,29.16,10395.46,115.51,1717.19,502.42,43.35,103.41,4.61,605.83,47.96,5.07,14.64,94.19,81.16,0.46,1.5,41.39,10.95,4326.08,144.2,764.03,191.89,18.44,51.78,1.54,243.67,19.97,1.69,4.15,42.71,30.27,0.15,0.31,19.05,11.57,5062.2,168.74,1229.88,391.99,31.24,68.29,2.91,460.28,34.14,1.74,5.67,47.36,34.43,0.0,0.73,30.51,,,79.0,19.01,11.77,2.65,1.2,6.74,5.29,4.09,1.2,0.72,0.96,0.0
2022,Novorizontino,Jhony Douglas,"RDMF, RCMF, DMF",Volante,25.0,2149,29,0.574934332133476,172941,28.0,73.93,2070.04,26.57,29.0,10172.84,113.03,1480.27,450.08,41.43,98.39,5.43,548.47,46.87,5.0,12.65,96.61,87.65,0.48,2.87,35.91,17.71,4178.34,139.28,645.57,118.31,12.53,31.41,0.85,149.71,13.37,1.69,2.72,38.37,28.74,0.06,0.67,11.5,20.15,4926.11,164.2,1064.9,394.4,34.13,76.83,4.31,471.23,38.44,2.23,6.11,49.98,37.8,0.16,1.33,29.88,,,176.0,14.06,10.7,0.64,0.32,3.91,3.67,1.44,0.24,0.24,0.32,0.08
2022,Novorizontino,R. Martínez,"RDMF, LCMF, DMF",Volante,26.0,523,11,0.1399211985601712,25214,10.0,48.69,486.9,27.2,28.72,10901.66,121.13,1865.31,587.58,53.6,125.87,7.58,713.44,61.18,6.1,18.85,105.72,88.35,0.37,3.51,52.86,10.77,4784.67,159.49,1011.61,296.8,25.08,71.34,3.34,368.14,28.43,1.67,4.18,47.38,28.7,0.0,0.28,22.02,14.07,5066.64,168.89,1147.99,381.53,37.09,87.6,4.05,469.13,41.14,2.77,8.31,51.15,38.15,0.21,1.92,38.79,,,75.0,31.22,11.84,4.16,1.25,7.91,5.83,4.99,1.66,1.25,1.25,0.0
2022,Novorizontino,Joílson,RCB,Zaga,31.0,1460,16,0.39060219865745693,31872,14.0,93.89,1314.46,29.79,31.72,8635.93,95.95,827.76,258.41,26.43,94.01,4.66,352.43,31.09,4.79,11.23,86.82,70.94,0.89,2.33,17.05,23.65,3435.39,114.51,316.53,64.14,6.61,18.66,0.63,82.8,7.25,1.72,2.63,28.81,21.38,0.0,0.27,4.71,25.36,4070.83,135.69,568.57,227.51,22.81,88.79,3.8,316.31,26.61,2.45,4.14,48.92,33.54,0.59,1.35,13.94,,,19.0,2.53,11.56,0.0,0.13,0.8,0.8,0.13,0.0,0.0,0.0,0.0
2022,Novorizontino,Ligger,LCB,Zaga,34.0,2595,28,0.6942552777507539,24842,27.0,92.7,2502.9,27.74,29.42,8906.73,98.96,945.73,295.41,28.26,85.4,4.49,380.81,32.76,4.46,8.49,87.53,70.8,0.4,2.34,18.16,24.06,3624.06,120.8,396.37,95.12,8.96,20.41,0.92,115.53,9.88,1.62,2.4,30.71,22.39,0.09,0.69,5.86,23.93,4089.65,136.32,617.82,237.67,22.34,78.76,3.48,316.43,25.82,2.18,3.3,48.34,32.46,0.23,0.93,14.3,,,123.0,7.38,11.31,0.48,0.42,2.34,2.28,0.72,0.06,0.06,0.12,0.06
2022,Novorizontino,Rodolfo Filemon,"RCB, LCB",Zaga,28.0,1959,21,0.5241025391575056,32946,20.0,94.98,1899.6000000000001,27.71,30.04,8788.44,97.65,968.04,306.54,29.8,88.46,4.88,395.0,34.68,5.45,11.75,93.0,71.16,0.38,3.17,17.62,25.11,3603.94,120.13,424.12,126.92,12.54,32.55,1.49,159.47,14.04,2.21,3.64,36.08,26.04,0.06,1.02,5.97,23.7,4071.71,135.72,625.73,221.23,21.26,68.98,3.29,290.21,24.55,2.4,3.86,49.55,32.46,0.32,1.01,14.3,,,118.0,9.13,13.13,1.93,0.08,2.63,2.63,0.15,0.0,0.0,0.0,0.0
2022,Novorizontino,Wálber,"RCB, RB, LCB",Zaga,25.0,1863,21,0.49841910691701524,53232,18.0,89.91,1618.3799999999999,28.62,30.8,9020.69,100.23,1017.35,330.96,30.2,111.45,5.28,442.41,35.48,4.67,10.46,82.81,67.07,0.61,2.11,19.13,21.96,3749.45,124.98,463.23,138.52,12.22,38.71,1.37,177.23,13.59,1.9,2.88,31.12,21.4,0.08,0.46,6.38,23.46,4148.41,138.28,644.41,239.1,21.46,85.84,3.69,324.94,25.15,2.27,3.98,45.62,30.77,0.21,0.99,15.14,,,79.0,7.62,15.44,1.06,0.0,2.41,2.22,0.48,0.0,0.0,0.0,0.0
2022,Náutico,Amarildo,"CF, AMF",Atacante,23.0,659,16,0.17452330508474576,102382,15.0,42.89,643.35,28.41,30.6,10066.56,111.85,1430.79,670.49,59.73,159.47,11.61,829.96,71.34,10.49,17.49,100.16,79.46,2.38,6.02,34.27,9.71,4278.13,142.6,756.68,366.42,31.92,116.06,5.8,482.49,37.72,3.94,5.6,50.36,32.33,1.45,2.07,18.65,11.6,4522.59,150.75,854.31,437.41,38.45,82.93,6.38,520.34,44.83,3.79,8.1,43.28,33.28,0.34,2.24,21.38,,,78.0,31.49,12.31,10.5,9.29,10.09,4.04,21.0,6.06,2.02,1.21,0.0
2022,Náutico,Geuvânio,"CF, RW",Atacante,30.0,874,14,0.23146186440677965,25224,14.0,62.57,875.98,28.81,30.26,9102.02,101.13,1154.18,518.01,51.58,185.34,10.89,703.36,62.47,8.53,16.54,85.17,71.4,1.34,5.75,31.23,15.02,4023.35,134.11,721.7,341.64,30.64,98.68,5.9,440.33,36.54,4.03,5.03,45.03,29.63,0.43,2.3,19.85,16.18,3889.21,129.64,605.3,274.24,28.74,108.85,5.16,383.09,33.9,2.38,6.75,35.36,27.94,0.66,1.85,15.89,,,213.0,32.68,14.06,9.21,6.9,13.66,8.59,16.88,6.75,3.38,1.69,0.61
2022,Náutico,Jonathas,CF,Atacante,33.0,244,7,0.0646186440677966,28969,6.0,40.26,241.56,28.57,29.34,9661.43,107.35,1217.92,493.28,43.22,185.17,7.45,678.45,50.67,8.2,16.77,93.14,81.22,0.37,4.1,30.18,10.41,4058.29,135.28,617.77,281.02,25.94,164.29,5.76,445.32,31.71,3.84,4.8,40.83,29.78,0.0,0.48,16.33,9.79,4441.77,148.06,790.18,333.03,26.05,58.23,2.55,391.26,28.6,3.06,7.66,44.95,33.2,0.0,1.53,19.92,,,12.0,18.47,14.85,6.16,6.16,3.08,3.08,10.77,0.0,0.0,1.54,0.0
2022,Náutico,Júlio Rodrigues,CF,Atacante,21.0,659,15,0.17452330508474576,181647,15.0,43.85,657.75,28.11,29.96,9724.02,108.04,1320.24,575.41,51.86,185.69,9.72,761.11,61.58,8.21,17.93,97.16,80.74,0.82,3.97,33.39,11.79,4159.07,138.64,711.39,305.66,25.44,92.55,4.61,398.22,30.05,4.1,5.46,48.5,32.44,0.85,2.05,18.44,10.53,4318.01,143.93,777.52,373.74,34.25,121.52,6.12,495.26,40.38,2.3,7.46,39.04,29.28,0.0,1.15,19.71,,,122.0,32.91,12.58,8.09,6.74,12.41,7.28,19.42,6.74,2.97,1.08,0.0
2022,Náutico,Kieza,CF,Atacante,35.0,1141,19,0.3021716101694915,31489,18.0,58.62,1055.1599999999999,28.67,31.0,9138.07,101.53,1050.61,475.02,44.78,146.71,7.76,621.73,52.54,7.68,14.16,87.09,73.27,0.68,4.44,26.61,15.18,3846.35,128.21,573.97,277.32,25.59,93.47,4.17,370.79,29.76,3.29,4.94,44.81,27.9,0.66,1.87,15.05,15.45,3980.52,132.68,583.78,272.63,24.81,71.1,3.78,343.73,28.59,2.27,4.96,34.96,30.42,0.11,1.08,15.75,,,115.0,20.91,12.44,6.18,6.91,6.91,3.27,14.36,4.18,1.64,0.55,0.0
2022,Náutico,Lucas Paraíba,"CF, AMF",Atacante,23.0,119,2,0.031514830508474576,361961,2.0,59.48,118.96,26.85,26.85,10482.26,116.47,1867.08,670.27,46.9,80.19,6.05,750.46,52.96,7.57,13.62,104.4,95.32,0.0,6.81,33.29,16.72,4224.53,140.82,742.97,210.87,13.46,21.54,1.79,232.4,15.25,2.69,2.69,46.66,35.0,0.0,0.9,14.36,14.13,5291.75,176.39,1455.07,590.09,39.27,72.17,4.25,662.26,43.51,2.12,6.37,48.82,41.39,0.0,2.12,23.35,,,39.0,34.97,10.16,8.07,8.07,10.76,6.28,13.45,3.59,0.0,0.0,0.0
2022,Náutico,Léo Passos,CF,Atacante,23.0,625,10,0.16551906779661016,70223,8.0,65.9,527.2,29.21,30.0,9836.32,109.29,1411.8,656.22,69.14,202.3,14.17,858.52,83.31,9.73,17.24,101.23,85.19,1.54,8.02,50.02,16.71,4300.47,143.35,780.82,368.3,38.83,135.56,8.08,503.87,46.91,4.26,6.73,52.29,34.56,0.9,3.37,26.03,15.65,4587.92,152.93,901.44,456.83,47.19,110.67,9.1,567.5,56.29,3.11,5.75,41.68,33.54,0.48,2.87,35.93,,,61.0,44.25,12.94,11.61,13.78,10.88,6.53,31.91,8.7,5.8,1.45,0.0
2022,Náutico,Ewandro Costa,"RAMF, RW",Extremo,26.0,299,6,0.0791843220338983,14094,4.0,57.72,230.88,26.95,26.95,9677.36,107.53,1277.01,534.43,44.05,162.94,7.02,697.37,51.06,6.24,15.2,96.28,78.35,0.78,5.46,30.4,13.2,4446.32,148.21,768.51,330.58,29.54,86.34,3.41,416.91,32.94,3.98,5.11,56.8,35.22,0.0,2.84,18.74,13.1,4465.37,148.85,848.78,396.63,30.91,99.01,5.72,495.64,36.63,2.86,6.3,39.49,28.04,0.0,2.29,20.6,,,15.0,49.56,17.92,23.13,6.61,19.82,13.22,23.13,6.61,0.0,6.61,3.3
2022,Náutico,Juninho Carpina,"LW, CF",Extremo,22.0,44,2,0.011652542372881356,181655,2.0,21.93,43.86,28.3,28.3,10430.7,115.9,1507.98,633.97,51.29,192.86,6.16,826.82,57.45,10.26,22.57,108.74,80.02,4.1,8.21,36.93,3.32,4767.86,158.93,1135.71,241.07,21.43,75.0,0.0,316.07,21.43,5.36,10.71,69.64,32.14,5.36,5.36,16.07,6.78,4721.13,157.37,855.77,453.32,30.96,117.2,4.42,570.52,35.38,2.21,4.42,42.01,24.32,0.0,2.21,28.75,,,14.0,63.16,13.29,4.51,4.51,22.56,22.56,22.56,0.0,0.0,0.0,0.0
2022,Náutico,Júlio Vitor,"LW, LAMF, CF",Extremo,21.0,333,8,0.0881885593220339,183976,8.0,41.79,334.32,29.05,30.02,10283.1,114.26,1475.59,641.01,64.88,173.92,10.23,814.93,75.11,9.42,20.73,103.65,82.11,0.81,5.92,43.08,10.5,4254.41,141.81,742.06,344.0,31.41,97.14,4.75,441.14,36.15,3.29,5.84,50.76,29.21,0.37,1.46,22.28,12.02,4442.58,148.09,845.08,363.87,36.82,94.56,4.99,458.43,41.82,3.74,7.8,44.0,31.52,0.0,2.5,25.59,,,87.0,31.05,15.23,9.63,3.57,10.35,6.42,12.49,3.57,1.78,0.71,0.0
2022,Náutico,Leandro Carvalho,"LAMF, RAMF, LW",Extremo,27.0,179,3,0.04740466101694915,25227,2.0,64.41,128.82,28.2,28.2,9427.12,104.75,1249.92,521.9,44.71,155.8,5.59,677.71,50.3,5.59,9.78,83.14,67.07,1.4,4.19,33.54,17.7,4212.71,140.42,732.2,294.92,22.88,90.68,1.69,385.59,24.58,2.54,4.24,42.37,23.73,0.0,1.69,19.49,12.38,4369.7,145.66,815.76,378.18,32.73,138.18,3.64,516.36,36.36,2.42,6.06,43.64,33.94,1.21,2.42,25.45,,,,,,,,,,,,,,
2022,Náutico,Luis Phelipe,"LW, LAMF",Extremo,21.0,438,10,0.1159957627118644,32878,9.0,39.74,357.66,27.69,29.1,9454.91,105.05,1258.54,492.4,48.31,132.35,7.8,624.74,56.11,7.05,17.36,94.1,80.77,2.01,4.28,28.68,9.23,4194.58,139.82,760.39,331.97,27.81,82.0,2.89,413.97,30.7,3.25,4.7,46.96,29.98,0.36,2.17,18.78,10.87,4072.84,135.76,656.17,248.46,26.85,70.06,4.32,318.52,31.17,1.85,6.17,33.64,27.16,0.31,0.62,14.51,,,46.0,36.64,9.99,7.17,4.78,10.36,6.37,14.34,2.39,0.8,1.59,0.0
2022,Náutico,Niltinho,"RAMF, RW, CF",Extremo,28.0,441,10,0.11679025423728813,181601,8.0,47.45,379.6,28.38,29.36,9906.16,110.07,1379.87,617.15,52.4,191.33,10.43,808.48,62.83,5.93,14.94,86.54,70.42,0.71,2.61,39.83,10.85,4548.84,151.63,877.07,415.6,35.36,139.35,7.0,554.95,42.37,3.85,4.55,45.52,26.26,0.7,1.4,23.46,12.54,4261.84,142.06,724.78,307.16,24.82,79.89,4.24,387.05,29.05,2.12,6.05,36.62,27.84,0.0,0.61,21.49,,,57.0,37.95,14.8,9.99,5.99,10.65,6.66,18.64,3.99,0.67,0.67,0.0
2022,Náutico,Robinho,"LAMF, RAMF, LW",Extremo,23.0,328,10,0.08686440677966102,32993,10.0,32.84,328.40000000000003,27.74,29.12,9770.59,108.56,1402.96,490.04,45.77,118.67,7.4,608.71,53.17,7.67,19.73,93.73,71.26,0.55,2.74,32.34,8.35,4211.59,140.39,782.53,263.06,21.83,73.26,4.07,336.32,25.9,4.07,5.55,42.92,26.64,0.37,2.22,15.91,7.44,4515.93,150.53,862.29,351.29,31.86,75.82,3.63,427.11,35.49,2.82,8.47,45.17,29.85,0.0,0.81,23.8,,,15.0,31.8,15.89,10.6,2.12,8.48,6.36,10.6,2.12,0.0,2.12,0.0
2022,Náutico,Thomaz,"LAMF, AMF, LCMF",Extremo,21.0,614,12,0.16260593220338984,183977,12.0,51.13,613.5600000000001,27.59,29.34,10638.35,118.2,1765.43,658.2,57.5,139.5,7.92,797.71,65.42,7.19,21.86,113.1,90.07,1.32,4.69,49.14,12.57,4628.31,154.28,943.37,359.07,30.8,76.08,4.03,435.16,34.82,3.02,5.03,53.14,33.01,0.6,2.21,24.96,13.7,4899.5,163.32,1097.52,423.31,36.86,97.07,4.56,520.39,41.42,1.82,9.31,56.02,37.22,0.18,0.91,33.76,,,153.0,41.21,12.51,6.73,2.96,14.54,12.12,8.35,2.15,1.08,1.35,0.0
2022,Náutico,Éverton Brito,"RW, RAMF, RWF",Extremo,27.0,873,12,0.2311970338983051,202595,12.0,72.74,872.8799999999999,28.68,29.96,10193.18,113.26,1586.18,746.02,66.2,197.46,11.86,943.48,78.06,8.66,22.68,109.2,88.37,1.86,5.67,45.37,19.17,4309.51,143.65,828.85,407.71,36.26,134.86,6.65,542.57,42.91,4.3,7.43,51.91,31.3,1.3,3.0,25.69,17.8,4697.39,156.58,991.92,465.55,39.74,103.5,5.62,569.06,45.36,3.09,9.27,48.73,32.86,0.28,1.54,28.79,,,239.0,38.9,14.42,12.05,6.51,12.53,10.26,12.86,2.93,2.28,2.12,0.65
2022,Náutico,Anilson,"RWB, RCB, RB",Lateral,20.0,890,10,0.2356991525423729,46623,10.0,89.08,890.8,30.73,32.04,9623.7,106.93,1169.63,541.63,54.25,249.75,13.13,791.37,67.39,7.78,16.67,99.92,81.13,2.42,4.85,30.11,21.78,3959.26,131.98,558.86,247.13,24.24,123.7,5.79,370.83,30.03,2.48,4.27,42.84,29.89,0.55,1.65,11.3,25.02,4398.61,146.62,712.64,356.74,34.41,157.2,8.15,513.94,42.57,3.72,6.48,48.56,33.34,0.96,2.04,22.42,,,100.0,20.5,13.39,5.13,0.0,7.38,6.36,0.62,0.21,0.0,0.62,0.0
2022,Náutico,Aílton,LB,Lateral,27.0,378,4,0.10010593220338983,16004,4.0,94.67,378.68,29.88,29.88,10063.27,111.81,1318.99,561.58,43.49,97.44,7.84,659.02,51.33,7.13,16.4,93.4,80.09,0.95,5.47,31.13,20.36,4204.91,140.16,651.33,245.72,19.16,41.63,2.95,287.35,22.1,2.95,4.42,41.63,29.1,0.0,2.21,13.26,26.45,4621.24,154.04,825.27,431.64,31.2,73.45,6.24,505.09,37.44,3.97,6.52,43.96,31.2,0.85,2.84,22.69,,,28.0,22.11,14.42,4.74,1.58,7.89,7.11,3.95,0.79,0.79,0.79,0.79
2022,Náutico,Hereda,RB,Lateral,23.0,304,3,0.08050847457627118,181671,2.0,101.74,203.48,30.8,30.8,9482.84,105.36,1167.22,544.47,48.21,251.67,11.5,796.13,59.71,8.85,15.92,91.56,80.94,1.33,3.54,26.98,26.84,4185.66,139.52,640.42,292.83,24.03,129.09,5.03,421.92,29.06,2.79,4.47,42.47,35.21,0.0,1.12,12.85,20.16,4683.42,156.11,809.59,459.86,40.18,183.79,11.16,643.65,51.34,5.21,5.95,51.34,30.51,1.49,2.98,24.56,,,,,,,,,,,,,,
2022,Náutico,Júnior Tavares,LB,Lateral,26.0,1086,21,0.2876059322033898,14141,19.0,46.63,885.97,27.63,29.6,10184.96,113.17,1564.1,623.26,51.91,164.78,9.14,788.05,61.06,6.4,15.54,97.12,80.77,1.12,3.66,32.71,11.91,4556.61,151.89,868.85,358.99,30.36,105.13,5.04,464.12,35.4,3.05,5.17,45.07,31.02,0.53,1.86,16.17,10.8,4662.48,155.42,984.53,414.46,33.05,106.47,5.26,520.93,38.32,2.78,7.31,50.89,33.78,0.44,1.02,24.13,,,111.0,42.25,13.7,12.56,2.28,13.32,10.28,4.19,1.14,0.76,0.76,0.0
2022,Náutico,Pedro Vitor,"LWB, LAMF, RW",Lateral,24.0,1950,33,0.5164194915254238,15210,31.0,59.68,1850.08,29.23,32.0,10201.81,113.35,1433.93,633.27,57.41,228.55,11.53,861.82,68.94,8.46,19.31,98.9,80.37,1.22,5.35,40.77,14.11,4408.18,146.94,804.06,390.34,33.53,142.64,6.31,532.98,39.84,4.39,5.9,49.38,30.72,0.82,2.95,21.33,15.9,4505.96,150.2,842.0,369.26,33.9,125.68,6.63,494.95,40.54,3.35,8.16,45.65,31.41,0.24,1.7,27.75,,,302.0,31.17,14.6,9.08,4.33,10.63,7.64,12.07,3.41,2.27,1.55,0.1
2022,Náutico,Thassio,"RB, RWB, LB",Lateral,21.0,1090,14,0.2886652542372881,181602,13.0,80.43,1045.5900000000001,28.23,29.1,9933.89,110.38,1359.34,633.53,52.34,154.85,9.73,788.39,62.06,6.97,20.23,99.94,82.98,1.72,5.68,32.71,18.36,4259.53,141.98,752.65,368.97,30.16,97.9,5.28,466.87,35.44,2.76,6.41,43.23,29.91,0.13,1.63,15.83,22.31,4419.78,147.33,791.86,392.4,30.41,84.27,5.5,476.67,35.91,3.84,6.64,49.71,34.04,1.25,2.7,22.94,,,146.0,28.58,14.4,11.55,0.78,9.2,7.24,2.74,0.2,0.0,0.2,0.0
2022,Náutico,Thiago Ennes,RB,Lateral,26.0,506,10,0.1340042372881356,181597,10.0,50.57,505.7,29.94,31.1,9149.5,101.66,1091.67,516.47,52.68,266.07,11.39,782.54,64.07,8.54,22.25,101.98,85.6,1.42,6.05,24.56,12.45,3837.83,127.93,540.24,277.83,29.88,206.02,6.75,483.86,36.63,3.61,7.47,46.27,31.08,0.24,2.89,9.88,13.59,4060.71,135.36,660.26,297.79,27.37,117.66,5.08,415.45,32.45,3.75,8.61,47.9,31.57,0.88,2.65,17.0,,,82.0,29.22,16.42,11.05,0.71,10.69,8.91,2.85,0.71,0.36,0.36,0.0
2022,Náutico,Victor Ferraz,"RB, LCMF",Lateral,34.0,2347,31,0.6215572033898306,31544,29.0,78.17,2266.93,25.63,27.68,10180.28,113.11,1398.62,393.22,31.25,62.81,3.1,456.03,34.34,4.29,11.71,90.56,78.61,0.04,1.83,26.64,19.59,4377.25,145.91,771.64,209.56,15.67,25.25,1.01,234.81,16.67,1.75,3.6,42.45,31.07,0.05,0.74,13.39,20.61,4554.01,151.8,826.94,256.7,20.67,45.06,1.56,301.76,22.23,1.96,5.13,44.15,32.18,0.0,0.65,18.25,,,394.0,28.72,11.6,3.57,2.48,9.55,8.16,5.03,0.95,0.73,1.09,0.07
2022,Náutico,Eduardo Teixeira,"AMF, LAMF, LCMF",Meia,29.0,196,5,0.05190677966101695,16007,3.0,32.62,97.85999999999999,26.47,26.47,10099.13,112.21,1763.21,503.12,49.67,119.57,6.44,622.69,56.11,3.68,14.72,95.66,80.94,0.92,2.76,35.87,10.27,4615.91,153.86,986.69,281.49,29.22,39.94,2.92,321.43,32.14,1.95,2.92,46.75,34.09,0.0,0.97,22.4,6.56,4541.19,151.37,1080.0,346.27,30.51,102.2,3.05,448.47,33.56,0.0,4.58,39.66,25.93,0.0,0.0,19.83,,,,,,,,,,,,,,
2022,Náutico,Jobson,"RCMF, LCMF, RDMF",Meia,26.0,1191,17,0.3154131355932203,24825,17.0,70.07,1191.1899999999998,28.28,29.44,10043.5,111.59,1500.24,570.34,50.62,141.66,7.63,712.0,58.25,6.04,13.07,101.39,86.43,0.83,3.63,38.38,16.79,4283.64,142.79,789.35,259.23,19.75,52.64,2.0,311.87,21.75,2.52,3.26,45.18,32.78,0.11,1.26,17.65,18.83,4685.44,156.18,947.47,413.14,38.9,117.44,6.0,530.58,44.89,2.62,6.37,51.17,35.8,0.47,1.87,27.56,,,191.0,30.93,11.35,5.34,1.3,9.23,7.94,3.4,0.65,0.32,0.49,0.0
2022,Náutico,Mateus Carvalho,"LCMF, RCMF",Meia,20.0,161,6,0.04263771186440678,181600,5.0,32.27,161.35000000000002,28.38,28.38,10145.22,112.72,1476.33,550.49,47.97,174.57,7.81,725.06,55.77,3.35,12.83,87.56,74.18,0.56,2.23,37.93,8.68,4375.97,145.87,636.39,183.11,17.27,89.83,4.15,272.94,21.42,0.69,3.45,38.0,26.26,0.0,0.0,12.44,6.95,5077.99,169.27,1208.63,526.62,44.89,122.59,6.04,649.21,50.94,0.86,7.77,53.53,30.22,0.0,0.86,41.44,,,16.0,23.31,14.98,2.91,2.91,4.37,4.37,4.37,0.0,0.0,1.46,0.0
