ano,clube,data,distance_p90,hsr_distance_p90,sprint_distance_p90,sprint_count_p90,hi_count_p90,expl_accel_sprint_p90,high_accel_p90,psv99,n_jog,resultado,mando,Golos esperados,adversario,pts,n_jogo,turno
2022,Sampaio Corrêa,2022-04-16,9508.708167158971,448.83988382012177,192.1646729775152,8.192425071936034,50.64752062590715,0.6877019301774848,7.161364683863409,27.876862061062866,18.0,E,casa,0.32,Tombense,1.0,2.0,1
2022,Guarani,2022-04-21,9369.596598833266,508.4475485008819,153.03299687966356,7.53085153529598,51.790130240130246,1.01661104327771,5.59424863202641,29.2344593677927,10.0,D,fora,2.07,Grêmio,0.0,3.0,1
2022,Grêmio,2022-04-21,9481.551670241319,497.02633853394286,180.89680793695538,9.485357322319317,57.68891277438015,1.3235112080693194,6.508222519088647,29.191652470187393,9.0,V,casa,2.0,Guarani,3.0,3.0,1
2022,Novorizontino,2022-04-21,9612.129876498628,375.0546119216139,89.16001251865761,4.983199239250806,42.900574413789776,0.7575771582647213,5.415607636381145,27.570393374741197,10.0,E,fora,1.31,Londrina,1.0,1.0,1
2022,Londrina,2022-04-21,9595.23129535158,415.3327828461491,139.41328666294297,6.478163966983181,49.03911760690126,1.3397932104511885,6.034173276236579,29.019177061999628,9.0,E,casa,0.96,Novorizontino,1.0,3.0,1
2022,CSA,2022-04-22,9830.471610402177,578.3848739038403,180.38508847898396,9.471977502267915,58.89271847596009,0.7628783791956456,6.096874387662533,28.899098881161176,9.0,E,casa,1.07,Bahia,1.0,2.0,1
2022,Bahia,2022-04-22,9069.1088125558,418.2616717964382,178.99872315680653,9.408914054790658,53.92243245148254,1.2692999624077816,6.343850265495042,29.78987477092242,10.0,E,fora,2.14,CSA,1.0,2.0,1
2022,Brusque,2022-04-23,9764.531788140968,535.7158103627553,125.89529065547075,8.652941672715858,54.3835787670113,0.824119924401457,5.649531432906293,28.742293330194293,16.0,D,fora,2.58,Sampaio Corrêa,0.0,3.0,1
2022,Ituano,2022-04-23,9290.180305991486,463.62967164368763,135.97747773047843,7.433243662240295,48.719433763263226,0.45783721964546664,5.718558104072686,28.23007306690387,9.0,V,casa,1.67,Vila Nova,3.0,2.0,1
2022,Chapecoense,2022-04-23,9372.412711344823,456.5347042952111,154.8987105181579,6.303179099165298,48.77393698979298,1.136029828811555,6.716902189512843,26.975542211557226,10.0,E,casa,0.93,Vasco,1.0,3.0,1
2022,Sampaio Corrêa,2022-04-23,9208.312340145629,449.28939150905285,179.98599588030964,8.828373645521998,51.980280646687504,1.4541929676771639,6.023029587915573,29.30520384966015,19.0,V,casa,1.38,Brusque,3.0,3.0,1
2022,Ponte Preta,2022-04-23,9153.022064903927,536.5924372560602,187.61835933428304,10.425381443776566,65.14511251635916,1.7713141771770726,8.025704110350578,28.869367522555386,10.0,V,casa,1.38,CRB,3.0,3.0,1
2022,Sport,2022-04-23,9496.42438122022,363.00733195389574,121.04621839800663,5.637495009252918,42.491046672592425,0.7865009398633193,4.850629052705203,28.62624914392295,7.0,E,fora,0.54,Criciúma,1.0,3.0,1
2022,Cruzeiro,2022-04-23,9198.05103126145,440.0525451215045,171.5587987544267,8.789648430821835,55.06118659176945,1.2098124313102945,6.703303455855417,29.263211625351083,9.0,E,fora,1.57,Tombense,1.0,3.0,1
2022,Tombense,2022-04-23,8977.714004147001,396.4664245461831,146.08376257775626,8.702178702726082,49.45653967002073,2.5201710956481915,5.8397062752032145,29.030433399905863,8.0,E,casa,1.22,Cruzeiro,1.0,3.0,1
2022,Vasco,2022-04-23,9728.626201764528,510.2721313051414,174.7990432613325,7.1192211743230915,49.50393757225433,1.5337730453300884,6.352786735625189,27.99222634621235,9.0,E,fora,0.25,Chapecoense,1.0,3.0,1
2022,Criciúma,2022-04-23,9758.36010341192,484.1258704771306,148.28773525651096,8.176740842100541,51.581824850265825,1.1096823616501046,6.561067991655264,28.220882029655225,10.0,E,casa,0.74,Sport,1.0,2.0,1
2022,Náutico,2022-04-24,9756.854269135885,512.6571497792971,176.72705087783345,8.561698693482903,53.06788777892094,1.0949251601340813,6.37264367816092,29.289236998440145,10.0,V,casa,1.78,Operário-PR,3.0,2.0,1
2022,Operário-PR,2022-04-24,9156.865046902143,459.53864713375793,124.34359953676896,7.294806948465547,49.71775286624204,0.5210028951939779,6.046040069484656,28.86014360162131,10.0,D,fora,0.75,Náutico,0.0,3.0,1
2022,Brusque,2022-04-26,9300.917485821188,423.05416417320276,158.65288244424377,8.286581977420134,51.25591095530649,1.0625456348152473,8.073148492413377,28.995047302042572,19.0,V,casa,0.99,CSA,3.0,4.0,1
2022,Chapecoense,2022-04-26,9464.167894297465,411.7979821987601,142.42317868761896,8.066210422932908,51.155231477502916,1.6578884046405993,6.516938555030385,28.56012645018722,9.0,V,fora,1.21,Novorizontino,3.0,4.0,1
2022,Sampaio Corrêa,2022-04-26,9474.507564277154,433.8693888287534,111.87071126785155,5.863799364502952,49.96442298962954,1.0473738608191627,6.702537448933273,28.131547889241947,10.0,D,fora,0.53,Bahia,0.0,4.0,1
2022,CSA,2022-04-26,10177.224953637118,506.6008514867694,156.6970207317501,7.78720945732627,57.14324072450042,1.6841544182130703,6.523048023292525,28.084806071023493,10.0,D,fora,0.45,Brusque,0.0,3.0,1
2022,Tombense,2022-04-26,9233.894248611126,345.80001560662,124.63084019519921,5.765206554780401,40.56708109619036,1.572756664842012,7.337738437707458,28.019443053307086,10.0,E,fora,1.51,Vila Nova,1.0,4.0,1
2022,Sport,2022-04-26,9409.471540491368,440.4697980639695,164.86371262308515,8.499127814118857,53.99488576864853,1.2494679388358818,7.122758912823077,28.785818646445286,8.0,V,casa,0.74,Ituano,3.0,4.0,1
2022,Novorizontino,2022-04-26,9442.16303141167,395.9933806630458,96.31480087675473,6.237103647235159,44.0975155930182,0.5806525698260996,5.365301303850306,27.982999983883186,7.0,D,casa,1.2,Chapecoense,0.0,2.0,1
2022,Londrina,2022-04-27,9963.949267925904,470.9316047301146,138.31921985007637,7.1770035772061345,51.57353551003669,1.6409975164619837,6.869335596618743,28.48642256601882,10.0,D,fora,0.77,Cruzeiro,0.0,4.0,1
2022,Operário-PR,2022-04-27,9284.958643696335,416.33541453400466,118.09790784126058,6.490336509785971,44.941448684338276,1.3734266849763501,6.490272980733219,28.27971509023067,8.0,D,casa,0.61,Grêmio,0.0,4.0,1
2022,Náutico,2022-04-27,9673.104718057719,473.4249319724026,160.70610963980042,8.284130758476456,53.19198081360326,0.5110913968106026,5.933689175826051,28.18364382409439,10.0,V,fora,1.57,CRB,3.0,3.0,1
2022,Cruzeiro,2022-04-27,9820.151082904176,512.7515094241721,167.41432253628923,9.106293764350298,53.82080971344809,1.1671774183087082,5.954361063186708,29.420563245080363,9.0,V,casa,1.42,Londrina,3.0,4.0,1
2022,Ituano,2022-04-27,9469.409586219244,446.0125587718611,185.4955917467635,9.06243490617762,54.1781924785445,0.3021897483523738,5.941293148784281,28.276539369594165,10.0,D,fora,0.64,Sport,0.0,3.0,1
2022,Grêmio,2022-04-27,9059.592568241856,348.81260444183545,122.1788844046571,6.826258438508952,45.236149838567655,1.5407526171607475,5.722704236376089,29.033382252225817,9.0,V,fora,0.87,Operário-PR,3.0,4.0,1
2022,Bahia,2022-04-27,9299.450109653864,392.08473433963127,114.5557544390477,6.55130447146611,47.807442016539085,1.9463124907579086,6.448070251271144,27.690434861738307,10.0,V,casa,2.32,Sampaio Corrêa,3.0,3.0,1
2022,Vasco,2022-04-28,9841.894475978159,561.9002491107659,205.48381556535242,8.454137317769652,56.69675454636541,1.69183395120485,7.10207254145584,29.48212013426181,9.0,V,casa,1.11,Ponte Preta,3.0,4.0,1
2022,Criciúma,2022-04-28,9161.65622023744,498.272114601,151.65184643510054,10.011168035946344,56.79707517455563,1.8837441906565937,6.24455441510099,29.15932578577564,10.0,D,fora,2.01,Guarani,0.0,3.0,1
2022,Guarani,2022-04-28,9141.078280328951,507.30262716849757,175.68941869259857,9.184007803589653,56.29441311003061,1.188077075454709,6.37503067411009,28.993120835584367,9.0,V,casa,2.35,Criciúma,3.0,4.0,1
2022,Ponte Preta,2022-04-28,8614.55946410934,391.2477586022797,138.14383612290115,7.088717866581245,49.611770908411415,1.3203416886895702,8.051095539360935,29.045754251087793,8.0,D,fora,0.25,Vasco,0.0,4.0,1
2022,Londrina,2022-04-29,9307.616492215537,469.15116754021324,174.74091025276908,8.828497844104206,51.703229583537734,0.8134624719217164,7.204871937207921,29.59099171206527,8.0,E,casa,1.47,Vila Nova,1.0,5.0,1
2022,Bahia,2022-04-30,9225.469355879179,404.75184962243793,138.25150852211434,7.476740992448758,47.0861879180151,1.359904962243797,5.825343581445522,28.21264724919093,10.0,D,fora,1.19,Ituano,0.0,4.0,1
2022,CSA,2022-04-30,9616.90347045388,484.1806999707174,156.0171013762811,8.327965446559297,52.287087437774524,0.42182898975109806,5.376209194729137,28.173604685212293,10.0,V,casa,1.91,Sport,3.0,4.0,1
2022,Cruzeiro,2022-04-30,9840.5341113002,524.488964563146,165.86759027078335,9.272670672269879,56.99344099839081,1.666614917977749,6.772914597297954,28.528465251970964,10.0,V,fora,2.09,Chapecoense,3.0,5.0,1
2022,Operário-PR,2022-04-30,9235.360345416218,456.7606751369063,122.49051508833031,6.187200123731183,45.98504605549573,0.8247934376646886,5.773792933574686,28.22854867905506,10.0,E,fora,1.49,Sampaio Corrêa,1.0,5.0,1
2022,Sport,2022-04-30,9461.151335430173,451.9264376167455,154.63951447643115,7.540351197670587,50.928639435226906,0.7423208988023295,5.068564992857928,28.299964289638503,8.0,D,fora,0.41,CSA,0.0,5.0,1
2022,Grêmio,2022-04-30,9856.051653220398,515.6224043489921,172.6781439681759,10.157743261967548,62.85640861753005,1.6088727484020915,7.3398613283868945,28.585548428909846,10.0,V,casa,2.05,CRB,3.0,5.0,1
2022,Ituano,2022-04-30,9529.923175807966,449.22437709534665,116.22921469759957,7.482667560681238,47.671702561351744,1.086356175405659,5.188896070805954,27.28763041437575,8.0,V,casa,0.75,Bahia,3.0,4.0,1
2022,Chapecoense,2022-04-30,10374.988378845488,635.5335917156355,185.7476036985828,9.98008238276299,64.81159465376196,1.1662510081806658,7.002235280562275,28.344181357299227,8.0,D,casa,0.07,Cruzeiro,0.0,5.0,1
2022,Sampaio Corrêa,2022-04-30,8963.830271123781,385.8533807901355,130.2685469758602,6.9355905735377625,43.91010290998853,1.147543255803173,6.572334075026944,28.348856748832418,18.0,E,casa,1.31,Operário-PR,1.0,5.0,1
2022,Ponte Preta,2022-04-30,9596.297572881924,526.7476993175824,164.52841187881157,9.54475264105391,62.79760665392076,2.2604161491550023,8.918379781458894,28.62380786245587,8.0,V,casa,1.63,Brusque,3.0,5.0,1
2022,Brusque,2022-04-30,9511.683905604448,480.70507181523743,133.59093788983373,7.417495107408128,50.16138560490748,1.5455978117811324,6.902064959886467,27.889131007015575,10.0,D,fora,0.45,Ponte Preta,0.0,5.0,1
2022,Vasco,2022-05-01,9304.827779875335,443.14217227664005,165.8442469575542,9.081181240724252,53.535731789848626,0.9611354111012171,6.089426061145742,29.17021193232414,9.0,E,fora,0.56,Tombense,1.0,5.0,1
2022,Criciúma,2022-05-01,9838.588718297102,412.1451781400966,126.70119816827699,6.680313506441225,49.705599838969405,0.7925020128824476,6.792038546698873,28.34407709339774,9.0,E,casa,1.16,Novorizontino,1.0,4.0,1
2022,Novorizontino,2022-05-01,9596.43720303093,398.47339537119706,78.80741020534305,4.635734038413113,42.64888606551749,0.4114868484307397,5.149306137398988,27.1291532174988,10.0,E,fora,0.53,Criciúma,1.0,3.0,1
2022,Tombense,2022-05-01,8947.924266512739,401.4211909375773,165.59653438608063,8.533655582584315,51.395768945328605,1.297026676012204,5.658679083862456,30.350808114125503,10.0,E,casa,0.5,Vasco,1.0,5.0,1
2022,Londrina,2022-05-03,9847.508330661709,418.2494030520647,138.79042414721724,8.224051038727879,51.216992498076436,1.7326503590664275,4.763155937419851,28.92968709925622,7.0,D,fora,0.14,Bahia,0.0,6.0,1
2022,Bahia,2022-05-03,9821.31985528151,402.1097766042414,152.77386090812644,8.367267157008834,49.673752667278606,1.6091599413496729,6.866006055765496,29.011954176451656,10.0,V,casa,1.47,Londrina,3.0,5.0,1
2022,Guarani,2022-05-04,9297.610771020452,361.80951087544645,209.02774375067634,5.964921004220322,41.99925603289688,1.582529488150633,5.843669516286116,28.165366302348236,8.0,E,fora,0.86,Náutico,1.0,5.0,1
2022,Náutico,2022-05-04,10678.08051543126,658.4368847859535,104.12856563188221,11.26872265966754,64.62188010981386,1.3575889220743957,6.652195673816634,29.465396566808458,7.0,E,casa,1.62,Guarani,1.0,4.0,1
2022,Novorizontino,2022-05-04,10279.692486890506,520.3001751845765,175.15518053272805,9.038252067517153,57.170582687641854,0.35192533458558345,5.280720435156923,28.395266233596825,9.0,V,casa,1.16,CRB,3.0,4.0,1
2022,Criciúma,2022-05-05,9582.803290536724,444.5649504996138,144.07347055908352,7.259902266990905,52.69232646052071,1.5557444650616017,6.119895697673078,28.276899051482705,10.0,E,fora,1.04,CSA,1.0,5.0,1
2022,CSA,2022-05-05,9509.027471715683,430.0507449367579,154.75601784744316,6.984617676728485,45.25332459067276,0.9784182509505703,4.749724063009234,28.243443780554045,7.0,E,casa,0.89,Criciúma,1.0,5.0,1
2022,Chapecoense,2022-05-06,10694.495372975303,562.8585612527086,135.8669073757048,7.54271013156792,58.39610755288455,0.861248638230118,5.816714992038883,28.14696459996887,10.0,E,fora,0.61,Brusque,1.0,6.0,1
2022,Náutico,2022-05-06,8762.927567686327,462.078347811391,181.60691668075037,9.431456481324995,54.90784316376542,2.8901051208382627,7.454277505492648,28.786976508365726,6.0,D,fora,1.04,Vila Nova,0.0,5.0,1
2022,Brusque,2022-05-06,9301.434468359632,477.66985402678114,158.47172439691366,7.799488387618596,54.36435929696628,1.3866669448331645,7.568395385859728,28.16397337304695,17.0,E,casa,1.25,Chapecoense,1.0,6.0,1
2022,Criciúma,2022-05-07,9836.640967386955,503.16681329674725,161.41994326301946,9.005096324243983,57.62326487737951,2.0607154290287544,6.68849582690219,29.108609157948894,8.0,D,fora,2.32,Operário-PR,0.0,6.0,1
2022,Novorizontino,2022-05-07,9353.49311241533,379.2422595573907,109.50324765704741,6.472835900528905,45.61671267514151,1.9827871856731931,8.038620093718103,27.966709195508955,10.0,V,casa,0.98,Ituano,3.0,5.0,1
2022,Operário-PR,2022-05-07,9643.293420423584,460.5525575746671,127.10879684367451,8.559857862540483,55.28576671978615,1.0404963244743741,6.130008224952449,27.689907726314708,9.0,V,casa,0.92,Criciúma,3.0,6.0,1
2022,Tombense,2022-05-07,8836.540132155544,309.80937220351495,72.75450689607456,4.9809513815212885,39.54301143964206,1.1402267170994975,6.0205927395175065,27.292096037640118,10.0,D,fora,0.33,Sport,0.0,6.0,1
2022,Sport,2022-05-07,9199.109708176193,352.82198308373916,97.54334663688626,5.7111101753872076,43.60959833034308,1.207897916590385,6.2601369411592405,28.29327377247263,9.0,V,casa,1.39,Tombense,3.0,6.0,1
2022,CSA,2022-05-07,9551.955413832347,508.4819173658717,126.61552579338819,7.8618157274820675,54.67172851433261,0.8345246287816626,6.671244673248458,27.948020168867945,9.0,D,fora,0.84,Vasco,0.0,6.0,1
2022,Vasco,2022-05-07,10226.578626841543,600.979554386684,152.06350262996108,10.04157273948585,59.226846779151586,1.7425192977662411,7.788289159095567,28.812225334153066,10.0,V,casa,1.62,CSA,3.0,6.0,1
2022,Cruzeiro,2022-05-08,9406.741170164683,480.2056064065271,173.34931959623123,10.429837634869681,60.391234600808936,2.087257640200726,7.302179239051074,29.54786816090489,10.0,V,casa,0.26,Grêmio,3.0,6.0,1
2022,Guarani,2022-05-08,9034.778409452578,448.3878528234973,180.9712994453033,9.513584159316178,53.29851288987906,1.3304974083841048,6.958062653450942,29.25335432390652,10.0,E,casa,0.78,Ponte Preta,1.0,6.0,1
2022,Grêmio,2022-05-08,9572.074275721909,451.99498379133195,178.53109583063184,10.548064934417235,57.79094558874869,1.6832650491247316,7.183446461523114,29.110115455588247,9.0,D,fora,1.04,Cruzeiro,0.0,6.0,1
2022,Ponte Preta,2022-05-08,8908.879989812052,468.5763280943235,182.1397037005593,8.883967037748466,54.15382875760117,1.4328531556102686,7.641662863874179,29.181834679345002,10.0,E,fora,0.38,Guarani,1.0,6.0,1
2022,Ituano,2022-05-09,9841.705536483692,496.86128034469465,176.97011956889807,8.827484265713851,56.22348583038498,0.8405783444845343,6.7259855676603495,29.017879286790205,10.0,D,fora,0.69,Novorizontino,0.0,5.0,1
2022,Sampaio Corrêa,2022-05-09,9490.492810181155,462.74975472923484,174.3543520015476,9.078024568530724,52.72708093244345,1.4900537522972541,6.218474208569968,28.730231176332403,8.0,D,fora,1.57,CRB,0.0,6.0,1
2022,Novorizontino,2022-05-13,9193.708203567765,382.7836604685054,118.649934689912,6.070251524801641,43.23370108490311,0.8514248124359044,5.707742079127759,27.774457548442815,8.0,V,fora,2.0,Ponte Preta,3.0,6.0,1
2022,Ponte Preta,2022-05-13,9451.61711512365,469.0689199368578,128.73222271455867,7.102126062754437,49.847223683846124,1.245828740757152,6.729011603755296,28.495591126865875,8.0,D,casa,0.13,Novorizontino,0.0,7.0,1
2022,Londrina,2022-05-14,9856.409043069836,439.8446734991678,128.45413278916527,6.565344171093733,51.60898743701407,1.3342192024441961,5.642123851433002,28.189674867188035,10.0,V,casa,1.41,Brusque,3.0,7.0,1
2022,Brusque,2022-05-14,9802.743266781337,464.78562372472953,70.63318460692074,6.956218653593038,47.506164056352134,1.1904137969456183,6.8300809905499404,29.357071526563914,15.0,D,fora,2.58,Londrina,0.0,7.0,1
2022,Sampaio Corrêa,2022-05-14,9046.055625818475,331.3664191094993,398.003250478493,8.840573939760251,44.538508864712405,0.7923909539639368,5.8935667875491085,29.058139417749576,9.0,V,casa,1.83,Vila Nova,3.0,7.0,1
2022,Sport,2022-05-14,9755.144289396263,447.29273957102254,126.05101951268574,6.3366031330936154,49.2225918428927,1.019236214136639,7.354509291156428,28.48785109004501,9.0,V,fora,0.98,Chapecoense,3.0,7.0,1
2022,Chapecoense,2022-05-14,10007.593159582422,435.61554368457377,102.24088778327389,5.696267399056713,47.884875762107455,1.0347145691936044,7.117614747497988,27.173195387093063,8.0,D,casa,0.74,Sport,0.0,7.0,1
2022,Operário-PR,2022-05-14,9801.405580736144,410.96140586659146,120.57353645466083,6.346998871809335,44.67471964461994,1.5242521506134539,6.601098011563955,27.63502890988577,8.0,E,fora,0.27,CSA,1.0,7.0,1
2022,Tombense,2022-05-14,9135.810184229118,365.8524775827401,139.27625101896635,7.948162328134341,49.034474485082335,1.713375767621325,5.990915167653933,28.954679093527528,8.0,E,casa,1.33,Guarani,1.0,7.0,1
2022,CSA,2022-05-14,10091.76632820918,505.2403193017744,137.38046129348945,5.604202044872255,48.16414685247708,0.4311165385628427,6.788611689773244,27.594645978497716,10.0,E,casa,0.94,Operário-PR,1.0,7.0,1
2022,Guarani,2022-05-14,9581.869929993036,469.526634900854,158.55994612029468,8.57729245317597,53.11117289154417,1.759632738335227,5.498360517538394,28.654117948905913,9.0,E,fora,1.52,Tombense,1.0,7.0,1
2022,Criciúma,2022-05-14,9911.280528959885,464.7385727367537,182.00445755856842,6.982207666675146,50.13616043039199,1.0309370945997507,5.494191870373668,29.601631775748476,9.0,V,casa,1.46,CRB,3.0,7.0,1
2022,Cruzeiro,2022-05-15,9693.288691105292,441.0266949139094,237.0785259065302,8.284526065222567,52.41403110370547,0.854783146869793,7.569018646354042,27.81553598349599,7.0,V,fora,2.31,Náutico,3.0,7.0,1
2022,Vasco,2022-05-15,9499.573677299011,515.3964290244356,160.9432479015109,8.171090841260959,52.60420257414662,1.7921865323633652,6.49002163775415,28.819735124044016,9.0,V,casa,0.64,Bahia,3.0,7.0,1
2022,Bahia,2022-05-15,9028.178732999773,471.6122201501024,145.22903115760747,8.699673982260634,57.006282579031165,1.3312599499658861,6.856290766431659,29.0833716170116,10.0,D,fora,0.65,Vasco,0.0,6.0,1
2022,Náutico,2022-05-15,10532.565775469151,619.0693972958521,71.61115028136379,8.82423624372979,58.09215593410231,1.2593285463295394,5.959440582588547,28.733424999363432,9.0,D,casa,0.58,Cruzeiro,0.0,6.0,1
2022,Grêmio,2022-05-16,9678.633417197625,552.2286246800631,183.66738264444808,11.271975167456299,66.04234942547514,0.736002559494636,5.75964834177422,29.627465555737082,8.0,E,fora,0.82,Ituano,1.0,7.0,1
2022,Sport,2022-05-18,9870.747832532274,446.9529562927026,101.60839972535203,5.977837147263088,48.930309541765624,0.6073668689006201,6.381734784615212,28.188870003714495,10.0,E,fora,0.18,Novorizontino,1.0,8.0,1
2022,Novorizontino,2022-05-18,10164.183939441367,482.4989422104502,100.87649795328679,6.177308451721647,51.03477943655189,1.1922346496508547,6.501167348904406,27.65627738983867,10.0,E,casa,0.78,Sport,1.0,7.0,1
2022,Grêmio,2022-05-19,9917.304759164886,534.4847925913748,212.68496492958516,10.479403802948108,64.36158679927667,1.9723646501178145,7.028227026138418,28.420090141925588,8.0,E,casa,1.91,Criciúma,1.0,8.0,1
