ano,clube,dist,hsr,spr_d,spr_n,hi_n,acc,expl,psv,spr_otip,spr_tip,hsr_otip,hsr_tip,runs,runs_area,runs_per,min_rastreados,jogos,pontos,gp,gc,sg,pos,dist_g4,ppj,faixa,valor_eur,log_valor,posto_valor,ppj_esperado,rendimento,cobertura
2024,Mirassol,9898.020718869473,519.3092060829663,165.38427266934693,8.7056265491618,57.25836998655555,5.875751043372637,1.2599723778773857,28.559898452849676,89.00701758303389,96.46557755619152,312.17059712081715,267.5489003235059,26.841005799129682,3.217217962632159,7.858028779495463,30823.12,38,67,42.0,26.0,16.0,2,3,1.763157894736842,Sobe,16975000.0,16.647252231409034,9.0,1.401905327660523,0.36125256707631914,0.9012608187134503
2024,Novorizontino,9746.090949028214,529.7916821711349,181.34406497822232,9.569216469624173,59.475497374806004,6.581631178514845,1.249738366853871,28.697980308647555,91.89681203862344,131.91539800202847,307.4912007273889,333.23662922247496,25.963661690091193,4.018126917390302,9.262253939940482,30239.670000000002,38,64,43.0,31.0,12.0,5,0,1.6842105263157894,Meio,11000000.0,16.213405830762646,16.0,1.2878692922317736,0.3963412340840158,0.8842008771929825
2024,Operário-PR,9544.92999446376,479.8352010171965,155.60894375197645,8.120986726747718,53.58979595918717,6.301570601514232,1.2172682684971297,28.555625506065187,111.25493869015632,74.45551586777727,378.1822386124676,212.16610344575813,21.997349446244602,2.470118223252383,6.324261006854017,34247.07,37,55,31.0,30.0,1.0,8,-9,1.4864864864864864,Meio,12450000.0,16.33723118087499,12.0,1.3204166453764588,0.16606984111002765,1.0284405405405406
2024,Paysandu,9566.799833906445,529.404214541724,175.52686154390733,9.040183221066458,57.56173638319626,6.526841444626708,1.1872442996043182,28.43510079080954,128.7714467256495,89.33956037196312,406.8142515537717,260.7202246422792,24.750395751130522,3.1051989388909824,6.807429730448661,28871.68,38,50,41.0,43.0,-2.0,12,-14,1.3157894736842106,Meio,13825000.0,16.441989105372674,10.0,1.3479521472768123,-0.03216267359260172,0.8442011695906433
2024,Ponte Preta,9480.336009975112,465.2451511927717,158.85507843401862,8.548700550471782,54.11135611111434,6.558043853396287,1.2986131406199164,28.45843744885983,92.16622120868668,92.45003439379252,290.47732037777706,251.9325393922485,23.28036932690772,3.0629305812779997,7.651881784481205,36236.19,38,38,37.0,55.0,-18.0,17,-26,1.0,Cai,7875000.0,15.879203742675971,19.0,1.200024651592523,-0.20002465159252303,1.0595377192982456
2024,Santos,9591.412751908756,498.83954379646485,159.28683253341623,8.582355250756615,54.78722637029966,6.2390643311803595,1.2540935580140105,28.48180429868485,98.90183513422062,86.20787933708723,333.71493115004324,250.88450552431908,25.798370418917113,3.480612465214071,8.077532193790956,36084.99,38,68,57.0,32.0,25.0,1,4,1.7894736842105263,Sobe,64075000.0,17.97556483021441,1.0,1.7510507910137747,0.03842289319675163,1.0551166666666667
2024,Sport,9502.299580527102,485.01694384123533,154.12138035351967,8.652632338224484,56.04663609494964,6.271186727965605,1.3790635011602892,28.495534204308704,99.85374379886036,84.85503484754584,340.92246317868324,244.93966529315324,25.584191353247178,3.9528472387130598,8.974648616934877,30867.31,38,66,57.0,37.0,20.0,3,2,1.736842105263158,Sobe,20975000.0,16.858841810317543,6.0,1.457521409022072,0.2793206962410859,0.9025529239766082
2024,Vila Nova,9090.665341648142,449.42500196793793,164.22736534604198,8.771313821535749,53.57565856018567,6.890421817079909,1.489487747305061,28.83515044308734,95.98380375027334,106.33618679053941,295.52312110824346,255.2412209169592,23.00085305891246,3.5344540375440543,8.995415985578784,29040.55,38,55,42.0,54.0,-12.0,9,-9,1.4473684210526316,Meio,12075000.0,16.306647757502912,13.0,1.3123778271541697,0.1349905938984619,0.8491388888888889
2025,Amazonas,9208.06869757614,441.5184132280691,144.49402720771099,7.649276795274096,49.83945824856178,6.312439164037723,1.2222661637782333,28.2739553082663,91.20980632175029,90.91246268586042,308.0933094579482,239.66758220664624,22.42995754274475,2.6139602491208063,6.962684488557972,36957.17,38,36,38.0,55.0,-17.0,18,-26,0.9473684210526315,Cai,15970000.0,16.586222520191196,12.0,1.3858637371338416,-0.43849531608121006,1.0806190058479532
2025,América-MG,9629.051379093642,513.7922663667518,173.8752944479587,9.146695878990176,57.68941700235636,6.347560119062007,1.3432803864268366,28.706629733431043,118.37026518355982,95.61187873137295,378.37113796890685,252.2676312343811,25.840882777924833,3.222133695384961,8.081162956246658,33925.18,38,46,41.0,44.0,-3.0,14,-16,1.2105263157894737,Meio,23150000.0,16.957505338496517,5.0,1.4834550057470413,-0.2729286899575676,0.9919643274853801
